id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,assist,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2522619749,3,49,1,0,16,b7jmo07lqav0wfe2mtlzyspak,1,35.6,43.1,2023-03-19T17:30:26.041Z,2023-03-20T13:36:50Z,,,,,,,,,,,,,,,,,,,,,,,,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522619755,4,1,1,0,16,b7jmo07lqav0wfe2mtlzyspak,1,35.6,42.4,2023-03-19T17:30:26.162Z,2023-03-20T13:36:49Z,4110998561,212,3.2,4112401687,178,,4110998559,141,44.0,4110998563,213,2.8,4110998555,56,Back,4110998557,140,32.7,,,,,,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522619785,5,1,1,0,16,b7jmo07lqav0wfe2mtlzyspak,1,34.8,32.1,2023-03-19T17:30:26.780Z,2023-03-20T13:36:49Z,4112401769,178,,4110998707,212,22.7,4110998703,140,21.8,4110998705,141,58.8,4110998701,56,Back,4110998709,213,2.2,,,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522619811,6,1,1,0,20,b7jmo07lqav0wfe2mtlzyspak,1,20.1,52.9,2023-03-19T17:30:30.086Z,2023-03-20T13:36:48Z,4110998845,140,5.4,4110998843,56,Back,4112401851,178,,4110998847,141,54.3,4110998851,213,3.1,4110998849,212,15.5,,,,,,,9svafwvk8lle1ex1m2y279905,D. Wouters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522619853,7,1,1,0,23,b7jmo07lqav0wfe2mtlzyspak,1,3.6,56.6,2023-03-19T17:30:32.938Z,2023-03-20T13:36:47Z,4110999069,56,Back,4112401901,178,,4110999075,212,23.0,4110999077,213,4.7,4110999073,141,22.8,4110999071,140,4.1,,,,,,,calut2wcnvfps97uj7dartf4l,Y. Thoelen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522619891,8,1,1,0,26,b7jmo07lqav0wfe2mtlzyspak,0,7.4,13.8,2023-03-19T17:30:36.237Z,2023-03-20T13:36:46Z,4112401973,178,,4110999307,213,0.4,4110999297,155,,4110999303,141,45.2,4110999305,212,53.6,4110999301,140,54.2,4110999299,56,Center,4110999309,1,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522619909,9,49,1,0,29,ecj1gmc7pqcjo4sc9hvghj5u3,1,45.4,58.4,2023-03-19T17:30:38.943Z,2023-03-20T13:36:45Z,,,,,,,,,,,,,,,,,,,,,,,,,7bwjxz6bwt7h070dbv1l8woyy,I. Kandouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522619983,10,1,1,0,30,ecj1gmc7pqcjo4sc9hvghj5u3,1,46.1,55,2023-03-19T17:30:40.133Z,2023-03-20T13:36:44Z,4112402057,178,,4110999799,212,19.2,4110999791,56,Center,4110999787,155,,4110999795,140,54.9,4110999797,141,30.3,4110999801,213,5.2,,,,7bwjxz6bwt7h070dbv1l8woyy,I. Kandouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620013,11,1,1,0,35,ecj1gmc7pqcjo4sc9hvghj5u3,1,50.5,48.8,2023-03-19T17:30:44.923Z,2023-03-20T13:36:42Z,4110999967,140,44.7,4110999965,56,Back,4110999971,212,18.1,4112402135,178,,4110999969,141,73.9,4110999973,213,1.9,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620045,12,1,1,0,37,ecj1gmc7pqcjo4sc9hvghj5u3,1,47.1,83.6,2023-03-19T17:30:47.666Z,2023-03-20T13:36:42Z,4111000149,212,21.5,4111000151,213,0.3,4111000147,141,93.3,4112402209,178,,4111000143,56,Left,4111000145,140,66.6,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620075,13,1,1,0,40,ecj1gmc7pqcjo4sc9hvghj5u3,1,66.9,96.8,2023-03-19T17:30:50.380Z,2023-03-20T13:36:40Z,4111000325,213,5.2,4111000317,56,Left,4111000323,212,8.4,4112402315,178,,4111000319,140,70.3,4111000321,141,85.6,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620089,14,1,1,0,41,ecj1gmc7pqcjo4sc9hvghj5u3,1,71.5,83.3,2023-03-19T17:30:51.084Z,2023-03-20T13:36:40Z,4111000419,212,9.4,4111588901,156,,4111000421,213,2.3,4112402423,178,,4111000415,140,65.3,4111000413,56,Left,4111000417,141,93.3,,,,ai5p5wgft6c09bjbldz9sfeac,S. Adingra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620113,15,1,1,0,43,ecj1gmc7pqcjo4sc9hvghj5u3,1,60.1,94,2023-03-19T17:30:53.751Z,2023-03-20T13:36:39Z,4111000531,141,85.3,4112402563,178,,4111000537,213,3.5,4111000525,56,Back,4111000527,140,45.5,4111000535,212,16.4,,,,,,,a6cke0ad2pvuyahweuch772ay,V. Boniface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620159,16,1,1,0,46,ecj1gmc7pqcjo4sc9hvghj5u3,1,42.9,81.3,2023-03-19T17:30:56.077Z,2023-03-20T13:36:38Z,4111000837,56,Back,4111000841,141,45.5,4111000843,212,25.1,4112402657,178,,4111000839,140,37.0,4111000845,213,4.5,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620173,17,1,1,0,48,ecj1gmc7pqcjo4sc9hvghj5u3,1,38.4,53.5,2023-03-19T17:30:58.440Z,2023-03-20T13:36:37Z,4112402815,178,,4111000899,212,27.9,4111000901,213,5.0,4111000893,56,Back,4111000897,141,13.8,4111000895,140,45.1,,,,,,,7bwjxz6bwt7h070dbv1l8woyy,I. Kandouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620231,18,1,1,0,51,ecj1gmc7pqcjo4sc9hvghj5u3,1,42.5,11.7,2023-03-19T17:31:01.887Z,2023-03-20T13:36:36Z,4112402891,178,,4111001249,212,11.8,4111001251,213,5.9,4111001247,141,5.8,4111001243,56,Right,4111001245,140,53.1,,,,,,,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620259,19,1,1,0,55,ecj1gmc7pqcjo4sc9hvghj5u3,1,47.8,16.6,2023-03-19T17:31:05.232Z,2023-03-20T13:36:34Z,4112402995,178,,4111001421,212,21.8,4111001423,213,2.0,4111001417,140,40.0,4111001419,141,46.3,4111001415,56,Back,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620279,20,1,1,0,57,ecj1gmc7pqcjo4sc9hvghj5u3,1,40.3,47.3,2023-03-19T17:31:07.891Z,2023-03-20T13:36:34Z,4112403079,178,,4111001553,56,Back,4111001557,140,43.6,4111001567,213,1.4,4111001565,212,19.0,4111001561,141,74.8,,,,,,,7bwjxz6bwt7h070dbv1l8woyy,I. Kandouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620339,21,1,1,1,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,46.3,80.4,2023-03-19T17:31:10.590Z,2023-03-20T13:36:33Z,4111001895,141,93.0,4111001893,140,55.7,4111001897,212,13.1,4111001899,213,0.7,4111001891,56,Left,4112403147,178,,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620351,22,1,1,1,5,ecj1gmc7pqcjo4sc9hvghj5u3,0,67.8,96.6,2023-03-19T17:31:15.689Z,2023-03-20T13:36:30Z,4111001967,56,Left,4112403247,178,,4111001969,140,74.8,4111001977,213,5.9,4111001971,141,92.0,4111001975,212,8.0,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522953157,1591,67,1,1,6,b7jmo07lqav0wfe2mtlzyspak,1,24.3,9.5,2023-03-19T17:31:16.493Z,2023-03-20T13:36:30Z,4112784465,233,1597,,,,,,,,,,,,,,,,,,,,,,b6hva6wki38za3hipscirr4h6,J. Van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522953153,1597,67,1,1,6,ecj1gmc7pqcjo4sc9hvghj5u3,0,75.7,90.5,2023-03-19T17:31:16.494Z,2023-03-20T13:36:30Z,4112784479,233,1591,,,,,,,,,,,,,,,,,,,,,,ai5p5wgft6c09bjbldz9sfeac,S. Adingra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620361,9,8,1,1,6,b7jmo07lqav0wfe2mtlzyspak,1,24.4,8,2023-03-19T17:31:16.503Z,2023-03-20T13:36:29Z,4111002023,56,Back,4112403291,178,,4111590417,383,,,,,,,,,,,,,,,,,b6hva6wki38za3hipscirr4h6,J. Van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620381,10,49,1,1,7,b7jmo07lqav0wfe2mtlzyspak,1,25.4,7.6,2023-03-19T17:31:16.993Z,2023-03-20T13:36:29Z,,,,,,,,,,,,,,,,,,,,,,,,,b6hva6wki38za3hipscirr4h6,J. Van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620389,11,1,1,1,7,b7jmo07lqav0wfe2mtlzyspak,1,27.1,5.9,2023-03-19T17:31:17.669Z,2023-03-20T13:36:28Z,4111002165,212,1.0,4111002153,56,Back,4112403385,178,,4111002157,140,26.4,4111002171,213,2.4,4111002159,141,6.8,,,,,,,b6hva6wki38za3hipscirr4h6,J. Van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620395,12,1,1,1,8,b7jmo07lqav0wfe2mtlzyspak,0,32.4,1.5,2023-03-19T17:31:18.534Z,2023-03-20T13:36:27Z,4111002209,213,1.1,4111002201,56,Back,4112403465,178,,4111002205,141,15.5,4111002207,212,10.4,4111002203,140,36.5,,,,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620413,23,49,1,1,9,ecj1gmc7pqcjo4sc9hvghj5u3,1,61.8,87.6,2023-03-19T17:31:19.562Z,2023-03-20T13:36:26Z,,,,,,,,,,,,,,,,,,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620455,24,1,1,1,10,ecj1gmc7pqcjo4sc9hvghj5u3,1,59.4,91.8,2023-03-19T17:31:20.335Z,2023-03-20T13:36:25Z,4111002515,212,24.0,4111002513,141,95.0,4111002509,56,Back,4111002517,213,3.1,4112404219,178,,4111002511,140,36.6,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620495,25,1,1,1,15,ecj1gmc7pqcjo4sc9hvghj5u3,1,37.8,85.3,2023-03-19T17:31:24.932Z,2023-03-20T13:36:24Z,4111002765,56,Left,4111002767,140,62.8,4112404281,178,,4111002771,212,27.1,4111002769,141,95.3,4111002773,213,0.3,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620529,26,1,1,1,18,ecj1gmc7pqcjo4sc9hvghj5u3,1,66.4,98.9,2023-03-19T17:31:28.235Z,2023-03-20T13:36:23Z,4111003017,141,96.3,4111003013,56,Left,4111003015,140,74.4,4111003021,213,6.1,4111003019,212,8.6,4112404387,178,,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620575,27,1,1,1,21,ecj1gmc7pqcjo4sc9hvghj5u3,1,76.6,94.6,2023-03-19T17:31:31.248Z,2023-03-20T13:36:21Z,4111003311,141,94.5,4111003307,56,Left,4111003313,212,7.6,4112404459,178,,4111003309,140,69.4,4111003315,213,3.2,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522953479,1592,83,1,1,23,b7jmo07lqav0wfe2mtlzyspak,1,30.2,8,2023-03-19T17:31:33.754Z,2023-03-20T13:36:20Z,4112786325,399,433764,,,,,,,,,,,,,,,,,,,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620603,28,1,1,1,23,ecj1gmc7pqcjo4sc9hvghj5u3,1,69.8,92,2023-03-19T17:31:33.759Z,2023-03-20T13:36:20Z,4111003465,140,56.7,4111003463,56,Left,4111003467,141,86.9,4111003471,213,3.4,4111003469,212,14.2,4112404587,178,,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620639,29,1,1,1,26,ecj1gmc7pqcjo4sc9hvghj5u3,1,55.5,81.6,2023-03-19T17:31:36.821Z,2023-03-20T13:36:18Z,4111003603,141,87.7,4111003607,213,0.5,4112404641,178,,4111003605,212,8.3,4111003601,140,62.4,4111003599,56,Left,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620665,30,1,1,1,28,ecj1gmc7pqcjo4sc9hvghj5u3,1,62.6,83.7,2023-03-19T17:31:38.398Z,2023-03-20T13:36:17Z,4111003753,213,1.2,4112404707,178,,4111003749,141,95.1,4111003751,212,8.4,4111003743,56,Left,4111003747,140,65.6,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620713,31,1,1,1,31,ecj1gmc7pqcjo4sc9hvghj5u3,1,68.7,97.4,2023-03-19T17:31:41.504Z,2023-03-20T13:36:16Z,4111003999,140,73.3,4111004001,141,95.3,4112404767,178,,4111004007,213,6.0,4111003997,56,Left,4111004003,212,5.0,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522953975,1593,83,1,1,33,b7jmo07lqav0wfe2mtlzyspak,1,24.3,2.8,2023-03-19T17:31:43.069Z,2023-03-20T13:36:15Z,4112789143,399,535818,,,,,,,,,,,,,,,,,,,,,,b6hva6wki38za3hipscirr4h6,J. Van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620721,32,1,1,1,34,ecj1gmc7pqcjo4sc9hvghj5u3,1,73.4,95.9,2023-03-19T17:31:44.428Z,2023-03-20T13:36:14Z,4111004059,56,Left,4112404913,178,,4111004061,140,65.4,4111004065,212,10.9,4111004067,213,3.8,4111004063,141,85.6,,,,,,,ai5p5wgft6c09bjbldz9sfeac,S. Adingra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620811,33,1,1,1,35,ecj1gmc7pqcjo4sc9hvghj5u3,1,62.3,82.3,2023-03-19T17:31:45.637Z,2023-03-20T13:36:13Z,4111004519,140,71.4,4112405025,178,,4111004521,141,78.8,4111004525,213,6.0,4111004523,212,9.8,4111004517,56,Center,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620825,34,4,1,1,37,ecj1gmc7pqcjo4sc9hvghj5u3,1,69.4,75.2,2023-03-19T17:31:47.865Z,2023-03-20T13:36:13Z,4111004571,56,Center,4111004575,265,,4111004597,233,13,4111004573,152,,4111004577,286,,4111004569,13,,,,,,,,ai5p5wgft6c09bjbldz9sfeac,S. Adingra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522620821,13,4,1,1,37,b7jmo07lqav0wfe2mtlzyspak,0,30.6,24.8,2023-03-19T17:31:47.866Z,2023-03-20T13:36:12Z,4111004553,13,,4111004557,56,Back,4111004625,233,34,4111004563,285,,4111004559,152,,4112405081,178,,4111004561,265,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522621473,35,1,1,2,26,ecj1gmc7pqcjo4sc9hvghj5u3,1,69.3,74.6,2023-03-19T17:32:36.757Z,2023-03-20T13:36:12Z,4111007833,213,5.5,4111007821,155,,4111592999,72,,4112405253,178,,4111007817,2,,4111007823,152,,4111010147,154,,4111007827,140,90.2,6xam5bquregefbepxd9rwfdh,T. Teuma,1,4111010145,210,15,4111007825,56,Center,4111593085,224,4111007829,141,43.0,4111007831,212,30.7,4111007819,5,,,,,,,,,,,,,,,,,,,,,,,,
2522622449,48,44,1,2,28,ecj1gmc7pqcjo4sc9hvghj5u3,1,92.4,40.9,2023-03-19T17:32:38.003Z,2023-03-20T13:09:43Z,4111013163,286,,4111028367,233,38,4111013161,56,Center,,,,,,,,,,,,,,,,a6cke0ad2pvuyahweuch772ay,V. Boniface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522625151,38,44,1,2,28,b7jmo07lqav0wfe2mtlzyspak,0,7.6,59.1,2023-03-19T17:32:38.004Z,2023-03-20T13:09:44Z,4111027875,285,,4111027873,56,Back,4111028387,233,48,,,,,,,,,,,,,,,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
