id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2509441147,1,34,16,0,0,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2023-02-18T18:58:03.845Z,2023-02-18T19:50:11Z,4041311799,130,13,4041311807,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4041311797,59,"16, 13, 11, 34, 20, 6, 14, 8, 21, 22, 77, 9, 10, 17, 25, 30, 51, 61",4041311801,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4041311793,30,"bxcwnf87pf8ijzbxy70ewcfe1, eg2u042cthz9undb4xz0pu8rt, 93hp5gm29ke90ugdimd9xf949, corn6i066rh7c7veva0sm3oid, 76y4awqbdef5yxiovt27i57th, 48f3zlksc3r230qb78c5emnyt, 69ivqkcipxp15b7x5jl83ud49, 187wxh3jjn8hqbu7fyw7wullh, bxudrqx99a3zv5gajdzxz38id, cllq8xizuqut48xxqc3btz97u, d6r3vkalhudms84f6fs415wid, 8bh749b5p635490hik1pj40yd, 2bz8ey1mxuv6uo8duu7if6k4q, 464o8uslv6z2fdm269j97gt4a, aplp0s17kil5g82uz5sicn622, bci3k14ed9oqcchpmtq37rnx1, eq5hfgqm32c7qmj6xwp7j9iqc, 3z1lfdoy92bq8airglbhx32tw",4041311803,194,48f3zlksc3r230qb78c5emnyt,4041311795,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4041311805,197,16111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509456527,1,34,16,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2023-02-18T19:13:53.928Z,2023-02-19T14:24:04Z,4041389943,197,5945,4041389935,59,"49, 2, 94, 28, 16, 59, 23, 10, 7, 18, 20, 6, 11, 19, 21, 26, 29, 85",4041389941,194,6xam5bquregefbepxd9rwfdh,4041389937,130,12,4041389939,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4041389945,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4041389931,30,"a8kdcx3797ityilpw31jaj4r9, aajft01g5yggw0is5fbfh3105, e44w6g1c1ojf854svzswpl0x5, 4rh8xwozidxiwvl4wi2rn0fe1, 5w0ohhrm0ojscyjh3e0o8ffmd, 7bwjxz6bwt7h070dbv1l8woyy, di9k6xr6j4arjoltl7s9yp6cq, 6xam5bquregefbepxd9rwfdh, a6cke0ad2pvuyahweuch772ay, 81sfrpdzz1nymxg1b5noo67ai, 39tod1iad3ztq17qveh8pwp9l, 7a6hqi5iy91onh9u7l7t88tbe, ai5p5wgft6c09bjbldz9sfeac, ths196pehnfyf4f4scmqj8ph, 1a9u2g4hynrz2e93sz1evhpzp, f0ean6buvvp9l4rh1ayvnnill, 15odj8wui8136996wi2d5t7md, 2fbq6ac2mma2tyjc2kqrpfms4",4041389933,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486093,2,32,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2023-02-18T19:47:18.598Z,2023-02-19T07:39:40Z,4041551381,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486107,2,32,1,0,0,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2023-02-18T19:47:18.598Z,2023-02-18T19:47:20Z,4041551427,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486203,3,1,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,50.3,49.9,2023-02-18T19:47:18.648Z,2023-02-19T08:23:26Z,4042831845,178,,4041551915,141,56.6,4041551919,212,14.5,4041551911,56,Back,4041551923,279,S,4041551913,140,37.2,4041551921,213,2.8,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486229,4,1,1,0,2,ecj1gmc7pqcjo4sc9hvghj5u3,0,41.1,52,2023-02-18T19:47:20.966Z,2023-02-19T12:30:20Z,4041552083,141,10.0,4041552081,140,73.3,4041552089,1,,4041552079,56,Right,4041552087,213,5.6,4042831913,178,,4041552085,212,44.3,4041552075,155,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509734143,989,67,1,0,4,5z1b7fuvpqe6vnigvopomvecu,1,31.1,85.4,2023-02-18T19:47:23.326Z,2023-02-19T12:30:20Z,4042890767,233,1228,,,,,,,,,,,,,,,,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509734141,1228,67,1,0,4,ecj1gmc7pqcjo4sc9hvghj5u3,0,68.9,14.6,2023-02-18T19:47:23.327Z,2023-02-19T12:30:19Z,4042890783,233,989,,,,,,,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486223,3,8,1,0,4,5z1b7fuvpqe6vnigvopomvecu,1,30.1,84.5,2023-02-18T19:47:23.357Z,2023-02-19T12:30:19Z,4041552047,56,Back,4042156405,384,,4042831971,178,,,,,,,,,,,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486255,4,1,1,0,7,5z1b7fuvpqe6vnigvopomvecu,0,29.7,60,2023-02-18T19:47:25.891Z,2023-02-19T12:30:18Z,4041552233,56,Back,4041552239,212,7.6,4042832115,178,,4041552237,141,57.8,4041552235,140,36.8,4041552243,213,6.1,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
