id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/17/value,qualifier/18/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,keyPass,qualifier/15/value
2475783465,13,3,1,0,24,1oyb7oym5nwzny8vxf03szd2h,1,69.6,97.7,2022-10-22T18:45:31.993Z,2022-10-23T11:30:46Z,3865496907,178,,3864093199,286,,3864093229,233,4,3864093197,56,Left,3865384341,465,,,,,,,,,,,16o074zua15qkk7x0me7gi1w4,B. Meijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475783533,14,1,1,0,26,1oyb7oym5nwzny8vxf03szd2h,1,87.4,89,2022-10-22T18:45:34.831Z,2022-10-23T11:50:54Z,3864093695,56,Center,3864098491,22,,3865497195,178,,3864093701,212,19.6,3864093699,141,60.9,3864098489,154,,3864093697,140,83.3,3864098487,210,16,16o074zua15qkk7x0me7gi1w4,B. Meijer,1,3864093703,213,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475791171,107,3,1,0,28,1oyb7oym5nwzny8vxf03szd2h,1,86.9,60.2,2022-10-22T18:45:36.811Z,2022-10-23T11:13:39Z,3864140507,286,,3865384799,464,,3865497715,178,,3864140505,56,Center,3864200319,233,154,,,,,,,,,,5asv6uc3a4xxsr9u30kdfc0ve,A. Skov Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475802413,154,45,1,0,28,ecj1gmc7pqcjo4sc9hvghj5u3,0,13.1,39.8,2022-10-22T18:45:36.811Z,2022-10-23T11:13:38Z,3864200017,56,Back,3864200335,233,107,3864200019,285,,,,,,,,,,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475783537,15,16,1,0,30,1oyb7oym5nwzny8vxf03szd2h,1,88.8,60.6,2022-10-22T18:45:38.276Z,2022-10-23T11:50:55Z,3864098537,102,53.6,3865385715,396,53.9,3864095903,375,00:29.511,3864098539,103,32.9,3864095893,72,,3864098559,231,51.5,3864093721,56,Center,3864098523,77,,5asv6uc3a4xxsr9u30kdfc0ve,A. Skov Olsen,,3864098555,230,97.3,3864093715,22,3864098533,55,14,3864098543,254,3864095899,374,2022-10-22 19:45:37.497,3864098527,29,3865497961,178,3864098551,136,3865385713,395,97.9,3864098541,215,3864093717,17,3864098531,154,,,,,,,,,,,
2475784253,5,1,1,1,20,ecj1gmc7pqcjo4sc9hvghj5u3,1,50.2,49.9,2022-10-22T18:46:28.901Z,2022-10-23T11:01:46Z,3864101799,189,,3865497991,178,,3864098027,212,17.3,3864098029,213,2.8,3864098021,56,Back,3864098025,141,58.2,3864098031,279,G,3864098023,140,34.6,a6cke0ad2pvuyahweuch772ay,V. Boniface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475784319,6,1,1,1,29,ecj1gmc7pqcjo4sc9hvghj5u3,1,29.8,86.5,2022-10-22T18:46:37.425Z,2022-10-23T11:30:44Z,3864098359,155,,3864098361,56,Right,3865498039,178,,3864101965,189,,3864098365,141,4.6,3864098371,1,,3864098363,140,72.2,3864098367,212,71.3,7bwjxz6bwt7h070dbv1l8woyy,I. Kandouss,,3864098369,213,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476049317,629,43,1,1,34,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-10-22T18:46:42.662Z,2022-10-23T07:43:39Z,3865528477,178,0,3865528611,144,82,,,,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475784381,7,1,1,1,34,ecj1gmc7pqcjo4sc9hvghj5u3,1,76.1,1.7,2022-10-22T18:46:42.673Z,2022-10-23T11:30:43Z,3864098723,56,Right,3864098725,140,74.0,3864098731,213,1.8,3864098727,141,17.7,3865498179,178,,3864098729,212,11.1,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475784391,8,1,1,1,37,ecj1gmc7pqcjo4sc9hvghj5u3,0,80.4,15.7,2022-10-22T18:46:45.276Z,2022-10-23T11:30:41Z,3864099021,233,16,3864098773,2,,3864099025,286,,3865387095,224,,3864098781,141,19.4,3864098777,56,Right,3864098785,213,0.5,3864098775,155,,7vv4ef3y8swdekozwaent3ai1,D. Vanzeir,,3865387097,20,,3864098779,140,3864099019,236,,3865498299,178,3864098783,212,5.4,,,,,,,,,,,,,,,,85.0,,,,,,,,,,
2475784429,16,12,1,1,37,1oyb7oym5nwzny8vxf03szd2h,1,16.6,81.1,2022-10-22T18:46:45.497Z,2022-10-23T11:30:41Z,3865498663,21,,3865498661,178,,3864099043,233,8,3864098971,185,,3864098973,56,Back,,,,,,,,,,99jqn2osue4tyo1l7yb93s639,D. Boyata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475784479,9,1,1,1,42,ecj1gmc7pqcjo4sc9hvghj5u3,1,66.5,7.1,2022-10-22T18:46:50.681Z,2022-10-23T11:30:40Z,3864099349,140,47.9,3865498753,178,,3864099347,56,Back,3864099351,141,33.4,3864099353,212,26.5,3864099355,213,2.4,,,,,,,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475784571,10,1,1,1,45,ecj1gmc7pqcjo4sc9hvghj5u3,1,49.7,29.9,2022-10-22T18:46:53.033Z,2022-10-23T11:30:39Z,3865929939,1,,3864099953,140,52.7,3865498941,178,,3864099955,141,81.4,3864099951,56,Left,3864099959,213,1.5,3864099957,212,35.2,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475784595,11,1,1,1,51,ecj1gmc7pqcjo4sc9hvghj5u3,1,64.3,81.6,2022-10-22T18:46:59.033Z,2022-10-23T11:30:37Z,3864100131,140,75.4,3865499097,178,,3864100135,212,13.3,3864100133,141,72.3,3864100129,56,Center,3864100137,213,5.8,,,,,,,7bwjxz6bwt7h070dbv1l8woyy,I. Kandouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475784617,12,1,1,1,51,ecj1gmc7pqcjo4sc9hvghj5u3,0,73.6,70,2022-10-22T18:46:59.812Z,2022-10-23T11:30:37Z,3864100283,141,75.3,3864100279,56,Center,3864100281,140,88.5,3864100289,213,0.2,3865387717,168,,3864100287,212,16.1,3865499215,178,,,,,ai5p5wgft6c09bjbldz9sfeac,S. Adingra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475784625,17,49,1,1,54,1oyb7oym5nwzny8vxf03szd2h,1,14.9,29.9,2022-10-22T18:47:02.419Z,2022-10-23T11:30:36Z,,,,,,,,,,,,,,,,,,,,,,,,,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475784653,18,1,1,1,54,1oyb7oym5nwzny8vxf03szd2h,1,14.1,29.9,2022-10-22T18:47:02.562Z,2022-10-23T11:30:36Z,3864100489,140,3.3,3864100487,56,Back,3864100491,141,46.3,3864100495,213,2.4,3865499497,178,,3864100493,212,15.9,,,,,,,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475784689,19,1,1,1,55,1oyb7oym5nwzny8vxf03szd2h,0,2.3,42.9,2022-10-22T18:47:03.754Z,2022-10-23T11:30:35Z,3864100717,213,6.1,3864100707,157,,3864100709,56,Back,3864100719,1,,3864100711,140,49.8,3865499727,178,,3864100713,141,31.3,3864100715,212,50.5,byfrgpc6tgz8lto1gor03y5sl,S. Mignolet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475784701,13,1,1,1,59,ecj1gmc7pqcjo4sc9hvghj5u3,0,51.3,69.2,2022-10-22T18:47:07.088Z,2022-10-23T11:30:35Z,3864100777,140,61.8,3864100781,212,11.6,3864100783,213,6.0,3864100779,141,63.9,3865499839,388,,3864100775,56,Center,3864100773,3,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475784789,20,1,1,2,0,1oyb7oym5nwzny8vxf03szd2h,1,35.3,40.2,2022-10-22T18:47:08.821Z,2022-10-23T11:30:34Z,3864101333,213,5.3,3864101327,140,40.2,3864101329,141,28.0,3865500033,178,,3864101331,212,9.8,3864101325,56,Back,,,,,,,mkq18lpl3d44wxq974mci5wq,R. Onyedika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475784793,21,4,1,2,2,1oyb7oym5nwzny8vxf03szd2h,1,39.1,34.1,2022-10-22T18:47:10.133Z,2022-10-23T11:30:34Z,3864101367,13,,3864101393,233,14,3864101369,56,Back,3864101375,286,,3864101373,265,,3864101371,152,,,,,,,,ecnh65kkhku5mdkr3il4fl6tx,C. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475784771,14,4,1,2,2,ecj1gmc7pqcjo4sc9hvghj5u3,0,60.9,65.9,2022-10-22T18:47:10.134Z,2022-10-23T11:30:33Z,3864101423,233,21,3864101189,285,,3864101187,265,,3864101183,56,Center,3865500115,178,,3864101185,152,,3864101181,13,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475784971,22,1,1,2,15,1oyb7oym5nwzny8vxf03szd2h,1,40.9,43.9,2022-10-22T18:47:23.723Z,2022-10-23T11:30:33Z,3864102511,152,,3864102515,140,40.6,3864102523,1,,3865500223,178,,3864102519,212,33.8,3864102521,213,1.6,3864102513,56,Back,3864102517,141,93.6,mkq18lpl3d44wxq974mci5wq,R. Onyedika,,3864102509,5,,3864102537,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475785013,23,1,1,2,18,1oyb7oym5nwzny8vxf03szd2h,1,41.6,85.5,2022-10-22T18:47:26.083Z,2022-10-23T11:30:33Z,3864102801,141,73.2,3864102799,140,29.1,3865500395,178,,3864102805,212,15.6,3864102795,56,Back,3864102809,213,3.7,,,,,,,16o074zua15qkk7x0me7gi1w4,B. Meijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475785031,24,1,1,2,20,1oyb7oym5nwzny8vxf03szd2h,1,32.1,76.6,2022-10-22T18:47:28.232Z,2022-10-23T11:30:32Z,3865500493,178,,3864102899,140,28.4,3864102901,141,30.3,3864102897,56,Back,3864102903,212,31.7,3864102905,213,4.6,,,,,,,99jqn2osue4tyo1l7yb93s639,D. Boyata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475785057,25,1,1,2,22,1oyb7oym5nwzny8vxf03szd2h,1,31.5,38.6,2022-10-22T18:47:30.723Z,2022-10-23T11:30:31Z,3864103067,141,5.2,3865500591,178,,3864103069,212,22.9,3864103071,213,4.8,3864103065,140,34.3,3864103063,56,Back,,,,,,,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475785083,26,1,1,2,25,1oyb7oym5nwzny8vxf03szd2h,0,38.6,4.5,2022-10-22T18:47:33.963Z,2022-10-23T11:30:30Z,3865500705,178,,3864103245,155,,3864103251,141,10.8,3864103255,213,0.1,3864103253,212,35.7,3864103249,140,72.4,3864139115,1,,3864103247,56,Right,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475785095,15,1,1,2,28,ecj1gmc7pqcjo4sc9hvghj5u3,0,27.3,78.3,2022-10-22T18:47:36.055Z,2022-10-23T11:30:30Z,3864103331,141,81.7,3864103325,3,,3865500935,388,,3864103335,213,0.8,3864103333,212,3.3,3864103329,140,29.6,3864103327,56,Back,,,,7bwjxz6bwt7h070dbv1l8woyy,I. Kandouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475785125,27,61,1,2,28,1oyb7oym5nwzny8vxf03szd2h,1,72.3,21.6,2022-10-22T18:47:36.058Z,2022-10-23T11:30:29Z,3865501469,15,,3865501471,388,,3864103539,56,Center,,,,,,,,,,,,,,,,acx78ftnm61hm01wpmme77hbe,T. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475785183,28,1,1,2,34,1oyb7oym5nwzny8vxf03szd2h,0,89.5,5,2022-10-22T18:47:42.506Z,2022-10-23T11:30:28Z,3864103887,140,77.1,3864103889,141,0.0,3864103893,213,3.4,3864103891,212,13.6,3865501701,178,,3864103885,56,Right,,,,,,,ecnh65kkhku5mdkr3il4fl6tx,C. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475785203,16,5,1,2,35,ecj1gmc7pqcjo4sc9hvghj5u3,1,19.9,101,2022-10-22T18:47:43.329Z,2022-10-23T07:25:20Z,3864104007,56,Back,3864104051,233,29,3864104009,347,,,,,,,,,,,,,,,,,7bwjxz6bwt7h070dbv1l8woyy,I. Kandouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475785189,29,5,1,2,35,1oyb7oym5nwzny8vxf03szd2h,0,80.1,-1,2022-10-22T18:47:43.329Z,2022-10-23T07:25:20Z,3864103919,56,Right,3864104069,233,16,3864103921,347,,,,,,,,,,,,,,,,,ecnh65kkhku5mdkr3il4fl6tx,C. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475785323,17,1,1,2,42,ecj1gmc7pqcjo4sc9hvghj5u3,1,16.2,100,2022-10-22T18:47:50.802Z,2022-10-23T11:30:28Z,3864104693,56,Back,3864104695,140,14.4,3864104691,107,,3864104699,212,7.0,3864104697,141,91.2,3864104703,213,4.4,,,,,,,7bwjxz6bwt7h070dbv1l8woyy,I. Kandouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475785341,18,1,1,2,45,ecj1gmc7pqcjo4sc9hvghj5u3,0,16.4,89.1,2022-10-22T18:47:53.374Z,2022-10-23T11:30:26Z,3864104819,56,Back,3865501941,178,,3864104817,155,,3864104827,213,0.1,3864104825,212,23.9,3864104823,141,93.2,3864104821,140,39.0,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475785355,30,1,1,2,47,1oyb7oym5nwzny8vxf03szd2h,0,61,10.6,2022-10-22T18:47:55.349Z,2022-10-23T11:30:26Z,3864104925,140,68.4,3864104931,213,1.0,3864104923,56,Center,3865502087,388,,3864104921,3,,3864104929,212,14.3,3864104927,141,28.3,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475785399,19,1,1,2,49,ecj1gmc7pqcjo4sc9hvghj5u3,1,32.3,72.6,2022-10-22T18:47:57.615Z,2022-10-23T11:30:26Z,3864105221,3,,3865502267,388,,3864105223,56,Back,3864105231,213,5.7,3864105225,140,48.2,3864105227,141,55.7,3864105229,212,20.3,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
