id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/9/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/16/value
2446031759,1,34,16,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-08-14T10:40:58.361Z,2022-08-14T11:47:45Z,3705964761,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3705964753,130,12,3705964747,30,"3z37ancgteqhbhpygl0brzzdh, b3vvxolwxcukqk76hb4scvh79, 5don85s7097g5df42m429b8ix, 1qqhtdvpixhe5zt9mq9omsoh5, av0ok8e56osu0z8sxtlvvw9ud, 88nmn961vtb3bnt9v9rye1h0q, bu7cw3305zs2u7uj2ed5t867e, 5yw1c3i4j9zyt52vomrfbxyol, 7snt4uu7f2d0g7utjm2xfis8a, 8lj9hc8u1351oczzu81mryluc, ev9ql3x07q7totbxl3gvlidat, 8q7c0yi5x7vh7032jgbeytal1, 7yfhemra2r0dqxo9k151ad7f9, 4x6oiw1rueiv2jzjs9k76h1p1, dwnd8j9ok6ncbp69gmchw953o, e2w5cj66plnx3kuhnehgswsus, 7je01bs3a4q6c2gd02ee6da3u, c4n7kjp8c47trslpssnyqjo16",3705964749,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3705964757,194,3z37ancgteqhbhpygl0brzzdh,3705964751,59,"30, 62, 7, 3, 4, 56, 10, 11, 99, 29, 25, 9, 20, 26, 27, 59, 61, 70",3705964759,197,6971,3705964755,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446034037,1,34,16,0,0,2989v3kho9h5jaboe1nr7lx21,1,0,0,2022-08-14T10:45:30.889Z,2022-08-14T11:39:02Z,3705977667,30,"5q4wztjkk6nuwapm7qgey9w45, e5oet393vired282yco4i7gfd, bk9fq3chnhmw3u36qz5vf1vjd, 12lkxylg8puzxow8ewpsd0b11, 4fc3xit5tx2o583prbwhkq8d1, 3krglbuxncb1fvl3p1sezhoq2, 7d57au4z5cuxc5k6tu6qgp94a, a375qgbjxnpucpz3hprf2fkr9, b24ytr3apnyp7z17c124tu1yi, 9mmwn9yt1olhyr54j45e28xcl, 9rwn5wckqcb5inw1dhhmpj1t5, 77487qauk9fkzlesgze21odsl, 3i85rbmn6qd5x4y29hk78rmy1, 3hbsrnnpcsjiocm57mcsf36xh, cqpgxrqear6p6pz3p8r3xvh90, 7n75ohdnbi436je81n5f8f9m2, 9qafk5ke1yzqggkcmf1zqevp, 3lpt3fz7lrqy243ftejcmluz8",3705977669,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3705977673,130,12,3705977685,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3705977675,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3705977679,197,1957,3705977677,194,4fc3xit5tx2o583prbwhkq8d1,3705977671,59,"21, 4, 7, 20, 37, 3, 6, 44, 8, 91, 27, 10, 11, 12, 14, 19, 22, 32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446055499,2,32,1,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-08-14T11:31:56.479Z,2022-08-14T11:31:58Z,3706096817,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446055495,2,32,1,0,0,2989v3kho9h5jaboe1nr7lx21,1,0,0,2022-08-14T11:31:56.479Z,2022-08-15T03:27:43Z,3706096783,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446055509,3,1,1,0,0,2989v3kho9h5jaboe1nr7lx21,1,50,50,2022-08-14T11:31:56.494Z,2022-08-15T04:00:29Z,3706096919,56,Back,3706096923,141,48.4,3708927751,178,,3706096925,212,13.0,3706096921,140,37.7,3706096927,213,3.2,3706096929,279,S,,,,9mmwn9yt1olhyr54j45e28xcl,G. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446055523,4,1,1,0,1,2989v3kho9h5jaboe1nr7lx21,1,41,49.8,2022-08-14T11:31:58.247Z,2022-08-15T08:22:50Z,3708927835,178,,3706097053,140,37.3,3706097051,56,Back,3706097057,212,31.3,3706097059,213,4.6,3706097055,141,4.1,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446055555,5,1,1,0,5,2989v3kho9h5jaboe1nr7lx21,1,42.5,10.8,2022-08-14T11:32:01.610Z,2022-08-15T08:22:49Z,3706097259,140,74.7,3706097263,212,33.8,3706097257,56,Right,3706097255,155,,3708927861,178,,3706097261,141,8.8,3706097267,1,,3706097265,213,6.2,3krglbuxncb1fvl3p1sezhoq2,A. Al-Dakhil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446055565,6,1,1,0,7,2989v3kho9h5jaboe1nr7lx21,0,74.3,12.9,2022-08-14T11:32:04.457Z,2022-08-15T08:22:49Z,3706097329,3,,3706097333,140,76.0,3706097339,213,1.0,3708928631,388,,3706097337,212,3.5,3706097331,56,Right,3706097335,141,17.3,,,,e5oet393vired282yco4i7gfd,D. Hashioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446055575,3,43,1,0,9,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-08-14T11:32:06.155Z,2022-08-14T14:02:29Z,3706097385,213,1.6,3706097375,140,25.1,3706097379,141,74.1,3706097371,3,0,3706097373,56,Back,3706587407,144,1,3706097383,212,0.2,,,,av0ok8e56osu0z8sxtlvvw9ud,W. Hoedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446055595,4,1,1,0,9,6vyr13j6kbwdtxjwm1m4m8nu2,0,23.1,78.2,2022-08-14T11:32:06.320Z,2022-08-15T08:22:48Z,3706097485,56,Left,3708928671,178,,3706097487,140,62.7,3706097481,157,,3706097503,1,,3706097495,212,41.6,3706097499,213,0.0,3706097491,141,80.3,1qqhtdvpixhe5zt9mq9omsoh5,H. Delcroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446055623,7,1,1,0,13,2989v3kho9h5jaboe1nr7lx21,0,42.3,16.2,2022-08-14T11:32:09.637Z,2022-08-15T08:22:48Z,3706097659,212,36.8,3706097663,1,,3706097657,141,63.4,3706097651,3,,3708928719,178,,3706097655,140,59.5,3706097653,56,Center,3706097661,213,1.1,4fc3xit5tx2o583prbwhkq8d1,T. Leistner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446055629,5,49,1,0,17,6vyr13j6kbwdtxjwm1m4m8nu2,1,41.3,46.5,2022-08-14T11:32:13.574Z,2022-08-15T08:22:48Z,,,,,,,,,,,,,,,,,,,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446055647,6,1,1,0,17,6vyr13j6kbwdtxjwm1m4m8nu2,1,41.2,47.3,2022-08-14T11:32:14.134Z,2022-08-15T08:22:47Z,3708928917,178,,3706097765,56,Back,3706097773,213,0.1,3706097771,212,2.5,3706097767,140,43.6,3706097769,141,47.6,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446055661,7,1,1,0,18,6vyr13j6kbwdtxjwm1m4m8nu2,1,41.6,52.9,2022-08-14T11:32:14.920Z,2022-08-15T08:22:47Z,3708928953,178,,3706097843,141,38.8,3706097841,140,48.5,3706097839,56,Back,3706097847,213,5.4,3706097845,212,12.0,,,,,,,ev9ql3x07q7totbxl3gvlidat,A. Trébel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446055699,8,1,1,0,19,6vyr13j6kbwdtxjwm1m4m8nu2,1,48.7,41.2,2022-08-14T11:32:16.018Z,2022-08-15T08:22:46Z,3706098045,141,14.4,3706098047,212,25.7,3706098041,56,Back,3706098049,213,3.9,3708928981,178,,3706098043,140,31.5,,,,,,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446055727,9,1,1,0,23,6vyr13j6kbwdtxjwm1m4m8nu2,1,33.8,10,2022-08-14T11:32:19.886Z,2022-08-15T08:22:45Z,3706098195,213,2.1,3706098183,56,Back,3708929053,178,,3706098185,140,22.5,3706098189,141,37.1,3706098193,212,21.9,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446055751,10,1,1,0,26,6vyr13j6kbwdtxjwm1m4m8nu2,1,23.1,56,2022-08-14T11:32:23.015Z,2022-08-15T08:22:45Z,3708929085,178,,3706098331,212,16.2,3706098329,141,78.7,3706098333,213,1.3,3706098327,140,27.9,3706098325,56,Back,,,,,,,av0ok8e56osu0z8sxtlvvw9ud,W. Hoedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446055789,11,1,1,0,28,6vyr13j6kbwdtxjwm1m4m8nu2,1,31.8,86.6,2022-08-14T11:32:25.299Z,2022-08-15T08:22:44Z,3706098489,56,Back,3706098493,141,93.2,3708929135,178,,3706098495,212,7.6,3706098491,140,37.6,3706098497,213,0.6,,,,,,,1qqhtdvpixhe5zt9mq9omsoh5,H. Delcroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446055815,12,1,1,0,32,6vyr13j6kbwdtxjwm1m4m8nu2,1,38.2,93.6,2022-08-14T11:32:28.561Z,2022-08-15T08:22:43Z,3706098639,212,49.7,3706098641,213,4.5,3706098633,56,Back,3706098629,155,,3706098635,140,28.0,3706098631,196,,3706098637,141,22.2,3708929175,178,,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,3706098643,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446055897,13,1,1,0,34,6vyr13j6kbwdtxjwm1m4m8nu2,1,29.4,34.8,2022-08-14T11:32:31.404Z,2022-08-15T08:22:43Z,3706098999,56,Back,3706098997,3,,3708929231,178,,3706099007,212,17.9,3706099001,140,40.4,3706099011,213,5.4,3706099003,141,14.7,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446055929,14,1,1,0,41,6vyr13j6kbwdtxjwm1m4m8nu2,1,64.3,16.7,2022-08-14T11:32:37.638Z,2022-08-15T08:22:41Z,3706099139,213,5.9,3706099131,140,75.0,3706099135,212,11.9,3706099129,56,Right,3706099133,141,10.9,3708929339,178,,,,,,,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446055965,15,1,1,0,43,6vyr13j6kbwdtxjwm1m4m8nu2,1,80,11.5,2022-08-14T11:32:39.976Z,2022-08-15T08:22:40Z,3708929379,178,,3706099283,213,3.3,3706099275,56,Right,3706099281,212,18.2,3706099279,141,8.3,3706099277,140,62.8,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446055991,16,1,1,0,46,6vyr13j6kbwdtxjwm1m4m8nu2,1,67.5,8.3,2022-08-14T11:32:43.050Z,2022-08-15T08:22:39Z,3706099457,213,2.3,3706099449,141,23.1,3706099447,140,58.8,3706099453,212,13.6,3708929415,178,,3706099445,56,Center,,,,,,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056025,17,1,1,0,47,6vyr13j6kbwdtxjwm1m4m8nu2,1,63.1,25,2022-08-14T11:32:44.062Z,2022-08-15T08:22:39Z,3706099631,140,47.4,3706099637,213,2.7,3706099635,212,18.7,3706099633,141,37.9,3706099629,56,Back,3708929473,178,,,,,,,,ev9ql3x07q7totbxl3gvlidat,A. Trébel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056073,18,1,1,0,50,6vyr13j6kbwdtxjwm1m4m8nu2,1,47.7,47.1,2022-08-14T11:32:47.407Z,2022-08-15T08:22:38Z,3706099857,56,Left,3706099863,212,34.4,3706099859,140,68.0,3706099865,213,0.9,3706099867,1,,3706099861,141,86.9,3708929531,178,,,,,av0ok8e56osu0z8sxtlvvw9ud,W. Hoedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056079,19,1,1,0,54,6vyr13j6kbwdtxjwm1m4m8nu2,1,70.7,88.9,2022-08-14T11:32:51.451Z,2022-08-15T08:22:37Z,3706099883,212,12.7,3706099885,213,4.7,3706099881,141,70.2,3706099879,140,70.3,3708929563,178,,3706099877,56,Center,,,,,,,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056087,20,1,1,0,56,6vyr13j6kbwdtxjwm1m4m8nu2,0,70.3,73,2022-08-14T11:32:52.620Z,2022-08-15T08:22:37Z,3706099939,141,66.3,3706099941,212,14.1,3706099937,140,83.0,3706099935,56,Center,3708929611,178,,3706099943,213,6.0,,,,,,,7snt4uu7f2d0g7utjm2xfis8a,Fábio Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056097,8,49,1,0,57,2989v3kho9h5jaboe1nr7lx21,1,18.6,34.2,2022-08-14T11:32:54.181Z,2022-08-15T08:22:37Z,,,,,,,,,,,,,,,,,,,,,,,,,4fc3xit5tx2o583prbwhkq8d1,T. Leistner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056107,9,1,1,0,57,2989v3kho9h5jaboe1nr7lx21,1,18.7,33.9,2022-08-14T11:32:54.230Z,2022-08-15T08:22:36Z,3706100045,56,Back,3706100053,213,6.0,3706100047,140,36.4,3706100049,141,26.8,3706100051,212,19.2,3708929723,178,,,,,,,,4fc3xit5tx2o583prbwhkq8d1,T. Leistner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056141,10,1,1,0,59,2989v3kho9h5jaboe1nr7lx21,1,28.7,30.1,2022-08-14T11:32:56.152Z,2022-08-15T08:22:36Z,3706100243,141,6.5,3706100245,212,18.7,3708929801,178,,3706100239,56,Back,3706100247,213,5.2,3706100241,140,37.8,,,,,,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056171,11,1,1,1,2,2989v3kho9h5jaboe1nr7lx21,1,39.7,12.2,2022-08-14T11:32:58.546Z,2022-08-15T08:22:35Z,3706100407,140,60.9,3708929877,178,,3706100409,141,45.4,3706100413,213,0.8,3706100405,56,Center,3706100411,212,31.7,,,,,,,7d57au4z5cuxc5k6tu6qgp94a,M. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056201,12,1,1,1,6,2989v3kho9h5jaboe1nr7lx21,1,66.6,41.2,2022-08-14T11:33:03.134Z,2022-08-15T08:22:34Z,3708929951,178,,3706100587,56,Right,3706100593,212,22.4,3706100589,140,77.0,3706100595,213,5.2,3706100591,141,12.5,,,,,,,9mmwn9yt1olhyr54j45e28xcl,G. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056249,13,1,1,1,9,2989v3kho9h5jaboe1nr7lx21,1,73.5,10.3,2022-08-14T11:33:06.027Z,2022-08-15T08:22:33Z,3708929989,178,,3706100829,56,Right,3706100833,141,13.8,3706100835,212,18.5,3706100837,213,0.1,3706100831,140,91.0,,,,,,,b24ytr3apnyp7z17c124tu1yi,D. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446577353,765,67,1,1,12,2989v3kho9h5jaboe1nr7lx21,1,95.5,17.3,2022-08-14T11:33:08.822Z,2022-08-15T08:22:33Z,3708955473,233,706,,,,,,,,,,,,,,,,,,,,,,9mmwn9yt1olhyr54j45e28xcl,G. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446577351,706,67,1,1,12,6vyr13j6kbwdtxjwm1m4m8nu2,0,4.5,82.7,2022-08-14T11:33:08.823Z,2022-08-15T08:22:32Z,3708955481,233,765,,,,,,,,,,,,,,,,,,,,,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056257,14,1,1,1,12,2989v3kho9h5jaboe1nr7lx21,0,95.8,15.8,2022-08-14T11:33:08.833Z,2022-08-15T08:22:32Z,3706100863,155,,3706100859,2,,3706593971,386,,3706101043,233,21,3706100869,141,19.8,3706100873,213,2.6,3706100871,212,5.4,3708930059,178,,9mmwn9yt1olhyr54j45e28xcl,G. Bruno,3706101047,286,3706101041,236,3706593973,20,3706100867,140,91.4,3706593969,225,3706100865,56,Right,,,,,,,,,,,,,,,,,,,,,,,
2446056269,21,12,1,1,12,6vyr13j6kbwdtxjwm1m4m8nu2,1,3.9,82.8,2022-08-14T11:33:08.948Z,2022-08-15T08:22:32Z,3706100973,185,,3706101085,233,14,3706100975,56,Back,3708930125,178,,,,,,,,,,,,,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056295,22,49,1,1,14,6vyr13j6kbwdtxjwm1m4m8nu2,1,7.9,77.4,2022-08-14T11:33:10.675Z,2022-08-15T08:22:31Z,,,,,,,,,,,,,,,,,,,,,,,,,1qqhtdvpixhe5zt9mq9omsoh5,H. Delcroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
