id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/9/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/16/value
2446056351,23,1,1,1,14,6vyr13j6kbwdtxjwm1m4m8nu2,1,7.8,77.6,2022-08-14T11:33:10.698Z,2022-08-15T08:22:31Z,3706101413,140,15.0,3706101415,141,89.3,3706101419,213,0.8,3708930255,178,,3706101411,56,Back,3706101417,212,11.0,,,,,,,1qqhtdvpixhe5zt9mq9omsoh5,H. Delcroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056399,24,1,1,1,18,6vyr13j6kbwdtxjwm1m4m8nu2,1,2.6,92.7,2022-08-14T11:33:15.206Z,2022-08-15T08:22:29Z,3706101691,141,90.5,3708930363,178,,3706101695,213,6.1,3706101687,56,Back,3706101693,212,10.3,3706101689,140,12.3,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056471,25,1,1,1,21,6vyr13j6kbwdtxjwm1m4m8nu2,1,15.1,86.5,2022-08-14T11:33:18.259Z,2022-08-15T08:22:29Z,3706102095,56,Back,3706102101,212,25.8,3706102097,140,39.6,3708930457,178,,3706102099,141,83.6,3706102093,155,,3706102103,213,6.2,,,,1qqhtdvpixhe5zt9mq9omsoh5,H. Delcroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446577535,711,43,1,1,25,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-08-14T11:33:22.245Z,2022-08-15T05:02:41Z,3708956781,233,766,3708967935,144,67,,,,,,,,,,,,,,,,,,,8lj9hc8u1351oczzu81mryluc,M. Stroeykens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446577531,766,43,1,1,25,2989v3kho9h5jaboe1nr7lx21,1,0,0,2022-08-14T11:33:22.246Z,2022-08-15T05:02:41Z,3708967937,144,67,3708956785,233,711,,,,,,,,,,,,,,,,,,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446579477,877,83,1,1,25,2989v3kho9h5jaboe1nr7lx21,1,59.7,1,2022-08-14T11:33:22.247Z,2022-08-15T08:22:28Z,3708967999,399,513533,,,,,,,,,,,,,,,,,,,,,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056479,26,1,1,1,25,6vyr13j6kbwdtxjwm1m4m8nu2,0,40.3,99,2022-08-14T11:33:22.265Z,2022-08-15T08:22:28Z,3706102151,140,36.8,3706102157,213,4.3,3706102155,212,9.4,3706102153,141,86.3,3708930573,178,,3706102149,56,Back,,,,,,,8lj9hc8u1351oczzu81mryluc,M. Stroeykens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056491,15,49,1,1,27,2989v3kho9h5jaboe1nr7lx21,1,63.2,7.5,2022-08-14T11:33:23.906Z,2022-08-15T08:22:28Z,,,,,,,,,,,,,,,,,,,,,,,,,7d57au4z5cuxc5k6tu6qgp94a,M. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056569,16,1,1,1,28,2989v3kho9h5jaboe1nr7lx21,1,61.6,9.5,2022-08-14T11:33:24.772Z,2022-08-15T08:22:27Z,3706102733,56,Back,3706102743,1,,3708930759,178,,3706102735,140,33.3,3706102739,212,63.1,3706102741,213,2.1,3706102731,196,,3706102737,141,91.4,7d57au4z5cuxc5k6tu6qgp94a,M. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056597,17,1,1,1,36,2989v3kho9h5jaboe1nr7lx21,1,31.2,94.1,2022-08-14T11:33:33.095Z,2022-08-15T08:22:26Z,3706102947,56,Back,3706102949,140,31.2,3708931027,178,,3706102953,212,25.5,3706102955,213,4.7,3706102951,141,56.6,,,,,,,bk9fq3chnhmw3u36qz5vf1vjd,A. Koita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056625,18,1,1,1,39,2989v3kho9h5jaboe1nr7lx21,1,31.6,77.1,2022-08-14T11:33:36.020Z,2022-08-15T08:22:26Z,3708931219,178,,3706103133,140,32.1,3706103131,56,Back,3706103137,212,21.8,3706103139,213,4.7,3706103135,141,45.1,,,,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056635,19,1,1,1,43,2989v3kho9h5jaboe1nr7lx21,1,35.1,40.1,2022-08-14T11:33:40.218Z,2022-08-15T08:22:25Z,3706103213,212,16.3,3706103209,140,39.6,3706103207,56,Back,3706103211,141,17.2,3706103215,213,5.0,3708931275,178,,,,,,,,4fc3xit5tx2o583prbwhkq8d1,T. Leistner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056703,20,1,1,1,44,2989v3kho9h5jaboe1nr7lx21,1,41,16.6,2022-08-14T11:33:41.380Z,2022-08-15T08:22:25Z,3706103661,141,26.2,3706103665,213,2.7,3706103657,56,Back,3706103659,140,28.9,3706103663,212,14.3,3708931475,178,,,,,,,,7d57au4z5cuxc5k6tu6qgp94a,M. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056715,21,1,1,1,46,2989v3kho9h5jaboe1nr7lx21,1,33.5,19.1,2022-08-14T11:33:43.392Z,2022-08-15T08:22:24Z,3706103715,140,31.4,3708931561,178,,3706103717,141,53.6,3706103713,56,Back,3706103721,213,1.7,3706103719,212,23.6,,,,,,,3krglbuxncb1fvl3p1sezhoq2,A. Al-Dakhil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056727,22,1,1,1,49,2989v3kho9h5jaboe1nr7lx21,1,28.7,44.1,2022-08-14T11:33:45.966Z,2022-08-15T08:22:23Z,3706103779,56,Back,3706103781,140,36.3,3706103787,213,1.3,3706103785,212,31.2,3706103783,141,88.4,3708931597,178,,,,,,,,4fc3xit5tx2o583prbwhkq8d1,T. Leistner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056737,23,1,1,1,52,2989v3kho9h5jaboe1nr7lx21,1,38.6,88,2022-08-14T11:33:48.647Z,2022-08-15T08:22:22Z,3706103853,141,92.0,3706103849,56,Back,3708931651,178,,3706103851,140,48.9,3706103857,213,0.2,3706103855,212,11.2,,,,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446056785,24,1,1,1,53,2989v3kho9h5jaboe1nr7lx21,1,50,94.5,2022-08-14T11:33:49.703Z,2022-08-15T08:22:22Z,3706104115,141,72.3,3708931685,178,,3706104111,56,Back,3706104117,212,15.6,3706104119,213,4.5,3706104113,140,46.3,,,,,,,bk9fq3chnhmw3u36qz5vf1vjd,A. Koita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
