id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/value,assist,qualifier/18/value,qualifier/17/value
2438381595,1,34,16,0,0,920raeoumft3q2wmvc296uceo,1,0,0,2022-07-23T13:07:52.589Z,2022-08-08T19:53:21Z,3665156791,59,"16, 28, 12, 5, 21, 3, 6, 44, 70, 10, 26, 1, 2, 7, 8, 18, 31, 38",3665156789,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3665156787,30,"btyk45f7gmz3ck2dafpp22yg9, 6n1rvd0axpp159h9wkkd7lwfe, 4pbx40gvdmacim2n0k2qt41cl, 7t9bynn5mbmy3b0v9cduifxex, ae26s08xs4l50sfm0r6jbsley, 3bhmh2ks5ma4rqda9zff6w251, 5ecklu1u6t21rhh8fh4zoq2cq, e2nb1takpw6q7f6txp8xbfkk5, 7a7fh24imj9q522a58dsg6up5, bz77hr28a1yskifpuvzu8smsq, 8zz5lnxo7twq8ntb7e0qfvbv9, aspoedbe2vkfbqaz67fc2ftg5, 7hi9yit8aifyojt7i0kg69as5, 87d73x3gkomc4soukr5uweqc5, 7xw0h0pegzhoix5hb4hipj2l1, 14xb29tv90y8uataijmh03rah, eb1rih67f03kwljbge37id1ck, 39bcswfqnpa07b4afevezejo4",3665156797,194,8zz5lnxo7twq8ntb7e0qfvbv9,3665156799,197,11586,3665156793,130,12,3665156801,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3665156795,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438382459,1,34,16,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-07-23T13:11:55.967Z,2022-07-25T07:30:36Z,3665161455,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3665161445,59,"33, 15, 10, 21, 35, 2, 8, 23, 7, 9, 14, 3, 11, 20, 30, 47, 77, 99",3665161443,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3665161453,197,5915,3665161449,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3665161447,130,12,3665161441,30,"50iwwx11r99cvce6x8cp52c16, ditnpqgspoih5ich7c5vn44fe, 1fu9y7gemoii89ejj7bkex78p, 4rkl9bef513htcb8toe8lvkyx, c1grrjf29wtfgbni2qkydf9ey, 6wt29oce6gsthhpmhq705vl9m, eiqmp3nbc50r40bl86u2sj55h, 7abgw25wb5amn0uq347d4x61h, 1ekfu3u2d9vh73lw2dzdcr1wq, codwa9jioox7i007f4iazwst1, 6r9qf9hptfwyefpsk9douhnt, 2xletuhhaxmfqbjbgq4ehpyol, 8xjlysmwl5vnhcnvsynftjd62, 1s48glvpagsxfh15j8ilh0fai, bjmg69xipgocepwk89487klih, 6j27w3k7pefcyszg5b38lreac, 4onr2dzffkycu8nrcdafe4w7o, 20oiek3wd33mihfp13csvq6i2",3665161451,194,eiqmp3nbc50r40bl86u2sj55h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438390535,2,32,1,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-07-23T14:00:07.592Z,2022-07-23T14:00:07Z,3665204789,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438390537,2,32,1,0,0,920raeoumft3q2wmvc296uceo,1,0,0,2022-07-23T14:00:07.592Z,2022-07-24T05:55:44Z,3665204791,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438390539,3,1,1,0,0,920raeoumft3q2wmvc296uceo,1,50.1,50,2022-07-23T14:00:07.625Z,2022-07-24T06:03:37Z,3665204797,140,39.1,3665204799,141,50.4,3665204795,56,Back,3665204801,212,11.6,3665204805,279,S,3665204803,213,3.1,3667159921,178,,,,,7a7fh24imj9q522a58dsg6up5,A. Zaroury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438390545,4,1,1,0,1,920raeoumft3q2wmvc296uceo,1,40.1,52.7,2022-07-23T14:00:09.566Z,2022-07-24T12:11:28Z,3665204819,155,,3665204821,56,Center,3667159939,178,,3665204831,1,,3665204827,212,41.5,3665204829,213,0.4,3665204825,141,77.6,3665204823,140,76.2,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438390549,5,44,1,0,4,920raeoumft3q2wmvc296uceo,1,74.7,81.3,2022-07-23T14:00:12.382Z,2022-07-24T12:11:28Z,3665204845,56,Left,3665204847,286,,3665204849,233,3,,,,,,,,,,,,,,,,bz77hr28a1yskifpuvzu8smsq,Y. Badji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438390541,3,44,1,0,4,9njsy633rh1tyri7l2jaju5o,0,25.3,18.7,2022-07-23T14:00:12.383Z,2022-07-24T12:11:27Z,3665204809,56,Back,3665204811,285,,3665204853,233,5,,,,,,,,,,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438390557,6,1,1,0,4,920raeoumft3q2wmvc296uceo,0,73.7,79.7,2022-07-23T14:00:12.498Z,2022-07-24T12:11:26Z,3665204877,213,0.5,3665204865,3,,3665204871,140,99.5,3665204869,56,Left,3667160421,388,,3665204875,212,30.9,3665204873,141,100.0,3666153331,168,,bz77hr28a1yskifpuvzu8smsq,Y. Badji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438390551,4,43,1,0,9,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-07-23T14:00:17.390Z,2022-07-23T14:00:21Z,3665204891,144,49,,,,,,,,,,,,,,,,,,,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438390565,5,56,1,0,10,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-07-23T14:00:17.612Z,2022-07-24T12:11:26Z,3665204885,56,Back,,,,,,,,,,,,,,,,,,,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438390579,6,5,1,0,10,9njsy633rh1tyri7l2jaju5o,1,1.8,-1.4,2022-07-23T14:00:18.265Z,2022-07-24T06:05:45Z,3665204913,347,,3665204915,233,7,3665204911,56,Back,,,,,,,,,,,,,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438390561,7,5,1,0,10,920raeoumft3q2wmvc296uceo,0,98.2,101.4,2022-07-23T14:00:18.265Z,2022-07-24T06:05:45Z,3665204881,347,,3665204921,233,6,3665204879,56,Left,,,,,,,,,,,,,,,,7a7fh24imj9q522a58dsg6up5,A. Zaroury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438390585,7,1,1,0,19,9njsy633rh1tyri7l2jaju5o,0,6.3,0,2022-07-23T14:00:26.715Z,2022-07-24T12:11:26Z,3665204953,140,25.9,3665204955,141,6.1,3665204949,107,,3665204957,212,21.3,3665204959,213,0.3,3665204961,1,,3665204951,56,Back,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438390595,8,1,1,0,20,920raeoumft3q2wmvc296uceo,1,78.7,98.6,2022-07-23T14:00:28.018Z,2022-07-24T12:11:25Z,3665205003,212,8.0,3665205005,213,3.9,3665205001,141,90.3,3667160555,388,,3665204997,56,Left,3665204999,140,73.3,3665204995,3,,,,,e2nb1takpw6q7f6txp8xbfkk5,R. Morioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438390597,9,49,1,0,21,920raeoumft3q2wmvc296uceo,1,87.3,92.3,2022-07-23T14:00:29.358Z,2022-07-24T12:11:25Z,,,,,,,,,,,,,,,,,,,,,,,,,bz77hr28a1yskifpuvzu8smsq,Y. Badji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
