id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/13/value,qualifier/14/value,qualifier/16/value,qualifier/17/value
2476468433,5,1,1,0,8,6vyr13j6kbwdtxjwm1m4m8nu2,1,31.5,21.5,2022-10-23T16:32:54.806Z,2022-10-24T05:39:36Z,3867672595,56,Back,3869304773,388,,3867672593,3,,3867672597,140,25.8,3867672603,213,2.7,3867672599,141,25.8,3867672601,212,6.7,,,,8f77xyqg4womglj1o8udq77qh,M. Ashimeru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476468405,4,1,1,0,8,6vyr13j6kbwdtxjwm1m4m8nu2,1,25.4,24.8,2022-10-23T16:32:55.418Z,2022-10-24T05:39:48Z,3867672439,213,5.5,3869304839,388,,3867672437,212,17.7,3867672433,140,36.8,3867672435,141,5.6,3867672429,3,,3867672431,56,Back,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476468441,6,49,1,0,11,6vyr13j6kbwdtxjwm1m4m8nu2,1,41.5,2.2,2022-10-23T16:32:57.707Z,2022-10-24T05:40:07Z,,,,,,,,,,,,,,,,,,,,,,,,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476468423,6,45,1,0,12,5z1b7fuvpqe6vnigvopomvecu,0,61.6,96,2022-10-23T16:32:58.604Z,2022-10-24T05:40:17Z,3867926585,233,363,3867672541,56,Left,3867672543,285,,,,,,,,,,,,,,,,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476516871,363,3,1,0,12,6vyr13j6kbwdtxjwm1m4m8nu2,1,38.4,4,2022-10-23T16:32:58.604Z,2022-10-24T05:40:17Z,3868306705,465,,3867926553,233,6,3867926531,286,,3867926529,56,Back,3869305013,178,,,,,,,,,,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476782821,578,83,1,0,15,5z1b7fuvpqe6vnigvopomvecu,1,47.3,96.6,2022-10-23T16:33:01.983Z,2022-10-24T08:56:34Z,3869349321,399,438012,,,,,,,,,,,,,,,,,,,,,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476468515,7,61,1,0,16,6vyr13j6kbwdtxjwm1m4m8nu2,1,53.8,3.2,2022-10-23T16:33:03.335Z,2022-10-24T05:44:23Z,3869306509,178,,3867673067,56,Right,,,,,,,,,,,,,,,,,,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476468587,8,1,1,0,18,6vyr13j6kbwdtxjwm1m4m8nu2,1,42.6,7.3,2022-10-23T16:33:04.793Z,2022-10-24T05:44:46Z,3867673489,56,Back,3867673493,141,35.1,3867673497,213,1.5,3869306699,178,,3867673491,140,43.3,3867673495,212,18.9,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476468617,9,1,1,0,19,6vyr13j6kbwdtxjwm1m4m8nu2,1,43.3,33.6,2022-10-23T16:33:06.467Z,2022-10-24T05:45:08Z,3867673663,56,Back,3867673667,141,50.3,3867673671,213,2.2,3867673665,140,35.3,3867673669,212,14.1,3869306837,178,,,,,,,,8f77xyqg4womglj1o8udq77qh,M. Ashimeru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476468639,10,1,1,0,22,6vyr13j6kbwdtxjwm1m4m8nu2,1,33.9,53.4,2022-10-23T16:33:08.943Z,2022-10-24T05:45:27Z,3867673765,212,23.1,3869306943,178,,3867673757,56,Back,3867673763,141,84.5,3867673767,213,1.2,3867673759,140,42.7,,,,,,,av0ok8e56osu0z8sxtlvvw9ud,W. Hoedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476588353,537,1,1,0,26,6vyr13j6kbwdtxjwm1m4m8nu2,1,51,93.4,2022-10-23T16:33:13.038Z,2022-10-24T05:48:25Z,3868316619,56,Center,3869308313,178,,3868316621,140,56.4,3868316625,212,15.4,3868316627,213,5.1,3868316623,141,72.3,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476517353,364,1,1,0,27,6vyr13j6kbwdtxjwm1m4m8nu2,1,52.5,73.6,2022-10-23T16:33:14.054Z,2022-10-24T05:49:34Z,3867928993,212,23.5,3867928989,140,32.7,3867928991,141,89.6,3867928995,213,2.7,3869308923,178,,3867928987,56,Back,,,,,,,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476468857,13,1,1,0,30,6vyr13j6kbwdtxjwm1m4m8nu2,1,27.5,82.3,2022-10-23T16:33:17.173Z,2022-10-24T05:51:27Z,3867674901,213,4.1,3867674899,212,30.9,3867674895,140,9.5,3869309947,178,,3867674893,56,Back,3867674897,141,46.3,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476468873,14,1,1,0,33,6vyr13j6kbwdtxjwm1m4m8nu2,1,9.5,46.3,2022-10-23T16:33:19.845Z,2022-10-24T05:51:39Z,3867675007,141,8.6,3867675003,56,Back,3869310035,178,,3867675005,140,18.7,3867675011,213,5.1,3867675009,212,27.4,,,,,,,3z37ancgteqhbhpygl0brzzdh,H. Van Crombrugge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476468883,15,1,1,0,37,6vyr13j6kbwdtxjwm1m4m8nu2,0,18.7,8.6,2022-10-23T16:33:23.526Z,2022-10-24T05:51:48Z,3867675047,56,Back,3869310089,178,,3867675051,141,14.9,3867675049,140,46.3,3867675055,213,0.1,3867675053,212,29.3,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476783011,584,67,1,0,38,5z1b7fuvpqe6vnigvopomvecu,1,54.8,85.3,2022-10-23T16:33:24.793Z,2022-10-24T07:13:08Z,3869350453,233,569,,,,,,,,,,,,,,,,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476783009,569,67,1,0,38,6vyr13j6kbwdtxjwm1m4m8nu2,0,45.2,14.7,2022-10-23T16:33:24.794Z,2022-10-24T08:58:35Z,3869350463,233,584,,,,,,,,,,,,,,,,,,,,,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476468939,7,8,1,0,38,5z1b7fuvpqe6vnigvopomvecu,1,56.6,85.4,2022-10-23T16:33:24.829Z,2022-10-24T07:13:08Z,3869310215,178,,3867675353,56,Left,3868316647,384,,,,,,,,,,,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476469057,16,1,1,0,41,6vyr13j6kbwdtxjwm1m4m8nu2,1,34.4,49.6,2022-10-23T16:33:27.959Z,2022-10-24T05:52:18Z,3867675983,213,1.4,3869310311,178,,3867675979,141,92.4,3867675981,212,29.5,3867675975,56,Back,3867675977,140,39.2,,,,,,,8f77xyqg4womglj1o8udq77qh,M. Ashimeru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476469099,17,1,1,0,47,6vyr13j6kbwdtxjwm1m4m8nu2,1,45,70.9,2022-10-23T16:33:33.946Z,2022-10-24T05:52:37Z,3867676177,141,50.3,3867676173,140,33.7,3867676171,56,Back,3867676181,212,18.4,3869310471,178,,3867676183,213,4.0,,,,,,,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476468663,11,43,1,0,47,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-10-23T16:33:33.948Z,2022-10-23T17:31:15Z,3867929917,144,1,3867673875,56,Left,3867673877,140,58.1,3867673883,213,0.3,3867673879,141,93.2,3867673881,212,19.2,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476468807,12,43,1,0,48,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2022-10-23T16:33:34.732Z,2022-10-23T17:31:10Z,3867929813,144,1,3867674645,212,9.3,3867674641,140,56.8,3867674643,141,79.6,3867674647,213,4.6,3867674639,56,Left,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476469177,18,1,1,0,49,6vyr13j6kbwdtxjwm1m4m8nu2,1,34,50.3,2022-10-23T16:33:36.451Z,2022-10-24T05:52:48Z,3867676533,141,8.2,3867676537,212,30.0,3867676529,140,42.6,3867676539,213,5.0,3867676527,56,Back,3869310579,178,,,,,,,,av0ok8e56osu0z8sxtlvvw9ud,W. Hoedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476469217,19,1,1,0,53,6vyr13j6kbwdtxjwm1m4m8nu2,1,45.5,2.9,2022-10-23T16:33:39.519Z,2022-10-24T05:53:55Z,3867676691,212,3.6,3867676693,213,6.2,3867676689,141,2.6,3869310841,178,,3867676685,56,Back,3867676687,140,48.9,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476469229,20,1,1,0,55,6vyr13j6kbwdtxjwm1m4m8nu2,0,48.9,2.6,2022-10-23T16:33:42.235Z,2022-10-24T05:54:08Z,3868320401,286,,3867676753,213,0.6,3868320551,233,8,3867676751,212,3.0,3869311193,178,,3867676749,141,4.9,3867676745,56,Right,3868320399,236,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,3867676747,140,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476469267,8,74,1,0,55,5z1b7fuvpqe6vnigvopomvecu,1,47.1,93.5,2022-10-23T16:33:42.355Z,2022-10-24T05:54:16Z,3868320573,233,20,3867676911,56,Back,3869311273,178,,3868320229,285,,,,,,,,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476469309,9,49,1,0,57,5z1b7fuvpqe6vnigvopomvecu,1,47.5,76.1,2022-10-23T16:33:43.657Z,2022-10-24T05:54:35Z,,,,,,,,,,,,,,,,,,,,,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476469365,10,1,1,0,58,5z1b7fuvpqe6vnigvopomvecu,1,51.5,74.5,2022-10-23T16:33:45.086Z,2022-10-24T05:54:56Z,3867677369,140,62.8,3867677381,213,6.2,3867677365,56,Center,3869311879,178,,3867677377,212,11.9,3867677373,141,73.6,,,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476469423,11,1,1,1,2,5z1b7fuvpqe6vnigvopomvecu,1,66.6,74.1,2022-10-23T16:33:49.115Z,2022-10-24T05:55:10Z,3869312037,178,,3867677613,56,Center,3867677617,141,76.3,3867677621,213,2.8,3867677615,140,62.0,3867677619,212,5.1,,,,,,,3z1lfdoy92bq8airglbhx32tw,C. Çanak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476469451,12,1,1,1,6,5z1b7fuvpqe6vnigvopomvecu,0,66.8,57.9,2022-10-23T16:33:53.091Z,2022-10-24T05:55:32Z,3869312215,178,,3867677751,212,25.6,3867677749,141,28.8,3867677753,213,5.4,3867677747,140,82.3,3867677745,56,Center,,,,,,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476469457,21,49,1,1,7,6vyr13j6kbwdtxjwm1m4m8nu2,1,14.2,73.6,2022-10-23T16:33:54.026Z,2022-10-24T05:55:39Z,,,,,,,,,,,,,,,,,,,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476469519,22,1,1,1,8,6vyr13j6kbwdtxjwm1m4m8nu2,1,12.1,71.2,2022-10-23T16:33:55.227Z,2022-10-24T05:55:46Z,3869312385,178,,3867678089,140,1.8,3867678095,212,16.4,3867678091,141,53.0,3867678087,56,Back,3867678099,213,4.0,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476469535,23,1,1,1,11,6vyr13j6kbwdtxjwm1m4m8nu2,0,3.9,56.6,2022-10-23T16:33:57.775Z,2022-10-24T05:55:54Z,3867678167,157,,3867678177,213,0.2,3867678173,141,71.4,3867678175,212,46.3,3867678171,140,46.9,3867678179,1,,3867678169,56,Back,3869312453,178,,3z37ancgteqhbhpygl0brzzdh,H. Van Crombrugge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476469643,13,1,1,1,13,5z1b7fuvpqe6vnigvopomvecu,1,52.1,33.4,2022-10-23T16:34:00.397Z,2022-10-24T05:56:01Z,3867678785,141,80.5,3867678779,3,,3867678781,56,Back,3867678783,140,39.4,3867678787,212,34.7,3867678791,1,,3869312517,388,,3867678789,213,2.0,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476469649,14,49,1,1,18,5z1b7fuvpqe6vnigvopomvecu,1,39.4,80.5,2022-10-23T16:34:05.154Z,2022-10-24T05:56:18Z,,,,,,,,,,,,,,,,,,,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476469717,15,1,1,1,20,5z1b7fuvpqe6vnigvopomvecu,1,40.1,77.8,2022-10-23T16:34:06.776Z,2022-10-24T05:56:26Z,3869312769,178,,3867679119,141,61.8,3867679115,56,Back,3867679121,212,11.2,3867679123,213,4.5,3867679117,140,37.7,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476469819,16,1,1,1,22,5z1b7fuvpqe6vnigvopomvecu,1,36.7,55.8,2022-10-23T16:34:09.212Z,2022-10-24T05:56:35Z,3867679607,213,4.9,3867679603,141,22.8,3867679601,140,41.6,3867679605,212,23.0,3867679599,56,Back,3869312865,178,,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476469839,17,1,1,1,26,5z1b7fuvpqe6vnigvopomvecu,0,48.2,7,2022-10-23T16:34:13.337Z,2022-10-24T05:56:48Z,3867679711,140,70.9,3867679715,212,24.0,3867679889,155,,3869312975,178,,3867679717,213,0.1,3867679713,141,11.1,3867679709,56,Right,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476469833,24,49,1,1,28,6vyr13j6kbwdtxjwm1m4m8nu2,1,34.6,90.5,2022-10-23T16:34:14.728Z,2022-10-24T05:56:56Z,,,,,,,,,,,,,,,,,,,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476469881,25,1,1,1,29,6vyr13j6kbwdtxjwm1m4m8nu2,1,34.6,90.5,2022-10-23T16:34:16.042Z,2022-10-24T05:57:04Z,3867679907,56,Back,3869313103,178,,3867679913,212,10.7,3867679915,213,5.3,3867679911,141,77.8,3867679909,140,40.6,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476469925,26,1,1,1,32,6vyr13j6kbwdtxjwm1m4m8nu2,1,36.8,71.4,2022-10-23T16:34:18.543Z,2022-10-24T05:57:13Z,3869313169,178,,3867680139,141,51.6,3867680143,213,4.1,3867680135,56,Back,3867680137,140,28.0,3867680141,212,16.3,,,,,,,8f77xyqg4womglj1o8udq77qh,M. Ashimeru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476469989,27,1,1,1,35,6vyr13j6kbwdtxjwm1m4m8nu2,1,27.9,50.3,2022-10-23T16:34:21.605Z,2022-10-24T05:57:22Z,3867680459,56,Back,3867680463,141,21.6,3867680467,213,4.7,3867680461,140,28.5,3869313253,178,,3867680465,212,19.5,,,,,,,av0ok8e56osu0z8sxtlvvw9ud,W. Hoedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476470059,28,1,1,1,38,6vyr13j6kbwdtxjwm1m4m8nu2,1,28.3,18.8,2022-10-23T16:34:24.643Z,2022-10-24T05:57:30Z,3867680829,1,,3867680819,56,Back,3867680825,212,42.4,3869313313,178,,3867680815,155,,3867680821,140,35.2,3867680817,196,,3867680827,213,1.4,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,3867680823,141,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476470137,29,1,1,1,41,6vyr13j6kbwdtxjwm1m4m8nu2,1,36,84.1,2022-10-23T16:34:28.377Z,2022-10-24T05:57:47Z,3867681219,56,Back,3867681227,213,0.7,3867681223,141,96.3,3867681225,212,12.7,3869313457,178,,3867681221,140,45.1,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476470139,30,61,1,1,45,6vyr13j6kbwdtxjwm1m4m8nu2,0,61.1,88.9,2022-10-23T16:34:32.237Z,2022-10-24T05:58:00Z,3869313569,178,,3867681243,56,Left,,,,,,,,,,,,,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476783651,621,67,1,1,47,5z1b7fuvpqe6vnigvopomvecu,1,34,14,2022-10-23T16:34:33.606Z,2022-10-24T09:05:20Z,3869354187,233,599,,,,,,,,,,,,,,,,,,,,,,eg2u042cthz9undb4xz0pu8rt,M. Fossey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476783649,599,67,1,1,47,6vyr13j6kbwdtxjwm1m4m8nu2,0,66,86,2022-10-23T16:34:33.607Z,2022-10-24T09:05:20Z,3869354195,233,621,,,,,,,,,,,,,,,,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
