id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/13/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/19/value
2474299287,1,34,16,0,0,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2022-10-19T17:53:38.202Z,2022-10-19T18:47:04Z,3856244089,30,"byfrgpc6tgz8lto1gor03y5sl, acx78ftnm61hm01wpmme77hbe, 16o074zua15qkk7x0me7gi1w4, 99jqn2osue4tyo1l7yb93s639, l6y4o9t2b0jxaxo85oztok45, bgzvhtk50gvmq6noheadmc34l, ecnh65kkhku5mdkr3il4fl6tx, x3g0yyxs0j4o8fxphxtf0st1, 8mkkchf0ysdf78r0lncd73klw, 32eyq4xvy8s1ng11jnavvh32t, mkq18lpl3d44wxq974mci5wq, 3qbl0ps3ms998s0apmpkre3md, 5asv6uc3a4xxsr9u30kdfc0ve, 9mlj7fxon5zy1qmktvvcwjrl6, 7ew7g18qo649t8ld44omgib55, 4f8xb5sbyksacxmifi375h7qi, 398isvyux7zpjiwa2hzsxyc16, cn6uwymow3ewbnr6niqumao0k",3856244099,194,x3g0yyxs0j4o8fxphxtf0st1,3856244097,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3856244091,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3856244093,59,"22, 17, 14, 28, 44, 6, 27, 20, 32, 70, 15, 3, 7, 9, 10, 19, 91, 94",3856244103,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3856244101,197,16049,3856244095,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474302381,1,34,16,0,0,2989v3kho9h5jaboe1nr7lx21,1,0,0,2022-10-19T18:00:27.590Z,2022-10-19T18:00:27Z,3856261057,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3856261053,194,4fc3xit5tx2o583prbwhkq8d1,3856261045,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3856261051,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3856261047,59,"12, 4, 77, 3, 37, 22, 6, 44, 30, 8, 27, 7, 11, 14, 16, 19, 26, 35",3856261043,30,"3hbsrnnpcsjiocm57mcsf36xh, e5oet393vired282yco4i7gfd, eakj3xa0pa88pajbvasbwqwdm, 3krglbuxncb1fvl3p1sezhoq2, 4fc3xit5tx2o583prbwhkq8d1, 9qafk5ke1yzqggkcmf1zqevp, 7d57au4z5cuxc5k6tu6qgp94a, a375qgbjxnpucpz3hprf2fkr9, 4rwvkp9xlyv314ceglbauou6t, b24ytr3apnyp7z17c124tu1yi, 9rwn5wckqcb5inw1dhhmpj1t5, bk9fq3chnhmw3u36qz5vf1vjd, 3i85rbmn6qd5x4y29hk78rmy1, cqpgxrqear6p6pz3p8r3xvh90, esvfsx8gxqw8h0codqz5xmnmc, 7n75ohdnbi436je81n5f8f9m2, 5a2sf4o445ei5pqiinvmjmpcl, b9swaz6cb0w97d2rimgh4jh90",3856261055,197,12101,3856261049,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474332265,2,32,1,0,0,2989v3kho9h5jaboe1nr7lx21,1,0,0,2022-10-19T18:45:18.777Z,2022-10-19T18:45:18Z,3856425519,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474332271,2,32,1,0,0,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2022-10-19T18:45:18.777Z,2022-10-20T00:45:56Z,3856425557,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474332325,3,1,1,0,0,2989v3kho9h5jaboe1nr7lx21,1,50.2,49.7,2022-10-19T18:45:18.838Z,2022-10-20T03:55:01Z,3856425789,141,49.9,3857321603,178,,3856425793,212,21.9,3856425781,56,Back,3856425797,213,3.1,3856425801,279,S,3856425785,140,29.3,,,,4rwvkp9xlyv314ceglbauou6t,S. Okazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474332365,4,1,1,0,3,2989v3kho9h5jaboe1nr7lx21,1,29.8,49.2,2022-10-19T18:45:22.346Z,2022-10-20T09:25:46Z,3856426015,212,51.1,3857321637,178,,3856426013,141,6.2,3856426011,140,69.7,3856426009,56,Right,3856426017,213,5.7,3856426019,1,,3856426007,155,,4fc3xit5tx2o583prbwhkq8d1,T. Leistner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474332375,5,44,1,0,6,2989v3kho9h5jaboe1nr7lx21,1,71.9,8.3,2022-10-19T18:45:25.360Z,2022-10-20T09:25:45Z,3856426075,233,3,3856426067,286,,3856426065,56,Right,,,,,,,,,,,,,,,,e5oet393vired282yco4i7gfd,D. Hashioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474332367,3,44,1,0,6,1oyb7oym5nwzny8vxf03szd2h,0,28.1,91.7,2022-10-19T18:45:25.361Z,2022-10-20T09:25:45Z,3856426109,233,5,3856426025,285,,3856426023,56,Back,,,,,,,,,,,,,,,,16o074zua15qkk7x0me7gi1w4,B. Meijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474332455,6,1,1,0,6,2989v3kho9h5jaboe1nr7lx21,0,72,8.9,2022-10-19T18:45:25.407Z,2022-10-20T09:25:45Z,3856426591,140,100.0,3856426593,141,9.2,3856426587,3,,3857321727,388,,3856426597,213,0.0,3857013805,168,,3856426589,56,Right,3856426595,212,30.5,e5oet393vired282yco4i7gfd,D. Hashioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474332465,4,56,1,0,9,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2022-10-19T18:45:28.706Z,2022-10-20T09:25:44Z,3856426635,56,Back,,,,,,,,,,,,,,,,,,,,,,99jqn2osue4tyo1l7yb93s639,D. Boyata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474332499,5,5,1,0,11,1oyb7oym5nwzny8vxf03szd2h,1,-1.1,87.6,2022-10-19T18:45:30.026Z,2022-10-20T03:55:29Z,3856428187,346,,3856428883,233,7,3856426775,56,Back,,,,,,,,,,,,,,,,99jqn2osue4tyo1l7yb93s639,D. Boyata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474332463,7,5,1,0,11,2989v3kho9h5jaboe1nr7lx21,0,101.1,12.4,2022-10-19T18:45:30.026Z,2022-10-20T03:55:29Z,3856426629,56,Right,3856428903,233,5,3856426631,346,,,,,,,,,,,,,,,,,e5oet393vired282yco4i7gfd,D. Hashioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474332673,6,1,1,0,15,1oyb7oym5nwzny8vxf03szd2h,1,1.6,54.3,2022-10-19T18:45:34.100Z,2022-10-20T09:25:44Z,3856427765,141,30.4,3856429769,237,,3856427769,213,5.6,3856427767,212,26.0,3856429767,124,,3856427761,56,Back,3856427763,140,20.9,,,,byfrgpc6tgz8lto1gor03y5sl,S. Mignolet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
