id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/12/value,qualifier/14/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2492969737,7,1,1,0,36,b7jmo07lqav0wfe2mtlzyspak,1,24.6,87,2022-12-23T19:30:45.108Z,2022-12-24T12:05:54Z,3954675093,140,33.5,3954675095,141,47.9,3954675097,212,28.2,3954675091,56,Back,3954675099,213,5.1,3955001175,388,,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492969747,8,61,1,0,40,b7jmo07lqav0wfe2mtlzyspak,0,32.5,47.2,2022-12-23T19:30:48.904Z,2022-12-24T12:05:54Z,3954675143,56,Back,3955001203,178,,,,,,,,,,,,,,,,,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493034437,712,67,1,0,41,3ix9om1svhd6obl0mbk1otgop,1,71,42.8,2022-12-23T19:30:50.384Z,2022-12-24T12:05:53Z,3955004025,233,971,,,,,,,,,,,,,,,,,,,,,,2xba9p5cocj599cltnabjes45,D. Hotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493034435,971,67,1,0,41,b7jmo07lqav0wfe2mtlzyspak,0,29,57.2,2022-12-23T19:30:50.385Z,2022-12-24T12:05:53Z,3955004033,233,712,,,,,,,,,,,,,,,,,,,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492969761,11,61,1,0,41,3ix9om1svhd6obl0mbk1otgop,0,70.8,41,2022-12-23T19:30:50.429Z,2022-12-24T12:05:52Z,3955001219,178,,3954675235,56,Center,,,,,,,,,,,,,,,,,,,2xba9p5cocj599cltnabjes45,D. Hotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492969781,9,1,1,0,43,b7jmo07lqav0wfe2mtlzyspak,0,20,54.3,2022-12-23T19:30:52.091Z,2022-12-24T12:05:52Z,3954675341,1,,3954675335,141,7.9,3954675329,157,,3954675333,140,62.2,3955001235,178,,3954675339,213,5.7,3954675331,56,Right,3954675337,212,54.4,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492969789,12,49,1,0,48,3ix9om1svhd6obl0mbk1otgop,1,39,93.8,2022-12-23T19:30:57.318Z,2022-12-24T12:05:52Z,,,,,,,,,,,,,,,,,,,,,,,,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492969825,13,1,1,0,48,3ix9om1svhd6obl0mbk1otgop,1,39,93.8,2022-12-23T19:30:57.354Z,2022-12-24T12:05:51Z,3954675501,141,63.0,3955061217,1,,3954675497,56,Back,3954675503,212,33.9,3954675499,140,13.6,3955001267,178,,3954675505,213,3.8,,,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492969841,14,1,1,0,55,3ix9om1svhd6obl0mbk1otgop,0,13.1,44,2022-12-23T19:31:04.560Z,2022-12-24T12:05:50Z,3954675581,56,Center,3954675589,213,6.1,3954675587,212,51.4,3955001283,178,,3954675583,140,60.8,3954675579,155,,3954675591,1,,3954675585,141,27.1,d5ecnjd6h89iepxrvrlfn97ft,R. Majecki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492969849,10,49,1,0,59,b7jmo07lqav0wfe2mtlzyspak,1,43.5,73.3,2022-12-23T19:31:08.083Z,2022-12-24T12:05:49Z,,,,,,,,,,,,,,,,,,,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492969859,11,1,1,1,0,b7jmo07lqav0wfe2mtlzyspak,0,43.9,74.1,2022-12-23T19:31:09.485Z,2022-12-24T12:05:48Z,3955001341,178,,3954675661,140,65.8,3954675667,213,0.4,3954675665,212,25.1,3954675663,141,88.9,3954675659,56,Left,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492969919,19,43,1,1,3,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-12-23T19:31:12.427Z,2022-12-24T07:30:12Z,3954987627,144,8,3954675947,56,Back,,,,,,,,,,,,,,,,,,,a0ecz4nlxrr62dcwixtmjiwyy,T. Somers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492969863,15,49,1,1,3,3ix9om1svhd6obl0mbk1otgop,1,27.8,20.6,2022-12-23T19:31:12.511Z,2022-12-24T12:05:47Z,,,,,,,,,,,,,,,,,,,,,,,,,5iuagsqdiiaadb5yuf7r4vzmc,C. Ravych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492969871,16,1,1,1,3,3ix9om1svhd6obl0mbk1otgop,1,27.6,20.6,2022-12-23T19:31:12.530Z,2022-12-24T12:05:47Z,3954675719,212,21.0,3954675717,141,34.8,3954675721,213,2.7,3955001375,178,,3954675715,140,9.8,3954675713,56,Back,,,,,,,5iuagsqdiiaadb5yuf7r4vzmc,C. Ravych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492969889,17,1,1,1,6,3ix9om1svhd6obl0mbk1otgop,0,7.4,33.4,2022-12-23T19:31:14.956Z,2022-12-24T12:05:46Z,3954675797,141,0.0,3954675801,213,5.8,3954675799,212,50.9,3954675791,157,,3954675795,140,50.1,3955001399,178,,3954675803,1,,3954675793,56,Right,d5ecnjd6h89iepxrvrlfn97ft,R. Majecki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492969909,12,5,1,1,9,b7jmo07lqav0wfe2mtlzyspak,1,49.6,102,2022-12-23T19:31:18.279Z,2022-12-24T09:13:04Z,3954675885,56,Back,3954675889,233,18,3954675887,347,,,,,,,,,,,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492969891,18,5,1,1,9,3ix9om1svhd6obl0mbk1otgop,0,50.4,-2,2022-12-23T19:31:18.279Z,2022-12-24T09:13:04Z,3954675893,233,12,3954675807,347,,3954675805,56,Right,,,,,,,,,,,,,,,,d5ecnjd6h89iepxrvrlfn97ft,R. Majecki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492969925,13,1,1,1,13,b7jmo07lqav0wfe2mtlzyspak,1,42.6,100,2022-12-23T19:31:22.683Z,2022-12-24T12:05:46Z,3954675977,140,34.2,3954675983,213,3.8,3954675979,141,91.8,3954675981,212,11.2,3954675973,107,,3954675975,56,Back,,,,,,,dsl7qkp6ndxky3lq89liw7yz9,L. Bijker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492969935,14,1,1,1,16,b7jmo07lqav0wfe2mtlzyspak,1,33.3,93.3,2022-12-23T19:31:25.812Z,2022-12-24T12:05:45Z,3954676047,213,3.9,3954676041,140,14.1,3954676045,212,27.0,3954676039,56,Back,3955001439,178,,3954676043,141,66.9,,,,,,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492969943,15,1,1,1,20,b7jmo07lqav0wfe2mtlzyspak,0,15.3,60.8,2022-12-23T19:31:29.647Z,2022-12-24T12:05:43Z,3954676091,1,,3954676083,140,34.5,3954676079,155,,3955001449,178,,3954676085,141,10.7,3954676087,212,39.6,3954676089,213,5.2,3954676081,56,Back,1psqmd0h77b385bljq2emftgp,G. Coucke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492969967,20,49,1,1,23,3ix9om1svhd6obl0mbk1otgop,1,60.5,89.5,2022-12-23T19:31:32.397Z,2022-12-24T12:05:43Z,,,,,,,,,,,,,,,,,,,,,,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493034465,980,83,1,1,24,b7jmo07lqav0wfe2mtlzyspak,1,39.7,10.4,2022-12-23T19:31:33.528Z,2022-12-24T12:05:42Z,3955004237,399,468523,,,,,,,,,,,,,,,,,,,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492969987,21,1,1,1,27,3ix9om1svhd6obl0mbk1otgop,0,55.6,89.4,2022-12-23T19:31:36.811Z,2022-12-24T12:05:41Z,3954676289,213,2.7,3954676283,140,38.7,3954676281,56,Back,3954676287,212,19.6,3955001481,389,,3954676285,141,100.0,,,,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492970033,16,5,1,1,29,b7jmo07lqav0wfe2mtlzyspak,1,59.1,-1.6,2022-12-23T19:31:38.391Z,2022-12-24T09:13:30Z,3954676483,56,Right,3954676485,347,,3954676511,233,22,,,,,,,,,,,,,,,,1psqmd0h77b385bljq2emftgp,G. Coucke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492969989,22,5,1,1,29,3ix9om1svhd6obl0mbk1otgop,0,40.9,101.6,2022-12-23T19:31:38.391Z,2022-12-24T09:13:30Z,3954676291,56,Back,3954676293,347,,3954676517,233,16,,,,,,,,,,,,,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492970045,17,1,1,1,42,b7jmo07lqav0wfe2mtlzyspak,1,66.9,0,2022-12-23T19:31:51.373Z,2022-12-24T12:05:40Z,3954676567,212,29.3,3954676569,213,2.9,3954676561,56,Back,3954676559,107,,3954676563,140,39.9,3954676565,141,9.2,3955061143,1,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492970063,18,1,1,1,45,b7jmo07lqav0wfe2mtlzyspak,1,40.1,12.8,2022-12-23T19:31:54.781Z,2022-12-24T12:05:39Z,3954676669,213,1.8,3954676661,56,Back,3955001513,178,,3954676667,212,23.3,3954676665,141,46.1,3954676663,140,34.7,,,,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492970083,19,1,1,1,49,b7jmo07lqav0wfe2mtlzyspak,1,34.7,61.7,2022-12-23T19:31:58.577Z,2022-12-24T12:05:38Z,3954676751,212,23.7,3955001529,178,,3954676745,56,Back,3954676747,140,43.9,3954676753,213,1.2,3954676749,141,93.5,,,,,,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492970089,20,1,1,1,52,b7jmo07lqav0wfe2mtlzyspak,1,38.1,95.7,2022-12-23T19:32:01.167Z,2022-12-24T12:05:37Z,3955001573,178,,3954676791,140,64.4,3954676797,213,5.9,3954676795,212,30.0,3954676793,141,78.4,3954676789,56,Center,,,,,,,dsl7qkp6ndxky3lq89liw7yz9,L. Bijker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492970091,21,61,1,1,53,b7jmo07lqav0wfe2mtlzyspak,0,59,80.7,2022-12-23T19:32:02.654Z,2022-12-24T12:05:36Z,3954676801,56,Left,3955001585,178,,,,,,,,,,,,,,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492970093,23,49,1,1,56,3ix9om1svhd6obl0mbk1otgop,1,48.3,8,2022-12-23T19:32:05.044Z,2022-12-24T12:05:36Z,,,,,,,,,,,,,,,,,,,,,,,,,3l1v52usaf9mmi9dwowdwv3e,A. Francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492970137,24,1,1,2,0,3ix9om1svhd6obl0mbk1otgop,1,68.9,15.7,2022-12-23T19:32:09.663Z,2022-12-24T12:05:35Z,3955001615,178,,3954676983,140,90.8,3954677717,210,16,3954676989,213,0.5,3954677081,4,,3954676985,141,35.4,3954677719,154,,3954676981,56,Center,3l1v52usaf9mmi9dwowdwv3e,A. Francis,1,3954676987,212,26.6,3954677721,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492970139,25,16,1,2,3,3ix9om1svhd6obl0mbk1otgop,1,90.3,32.8,2022-12-23T19:32:12.530Z,2022-12-24T12:05:34Z,3954677739,103,5.1,3954676999,63,,3954677173,20,,3954677729,29,,3954677177,374,2022-12-23 19:32:11.552,3954677745,230,96.4,3955001655,178,,3954988085,395,2.8,1gzgkjei16r4lt2fvcedy1jvt,K. Denkey,,3954677743,328,,3954677733,55,24,3954677181,375,02:02.717,3954988087,396,57.8,3954677731,154,3954677737,102,54.2,3954676997,22,3954677001,56,Center,3954677727,76,3954677741,214,3954677747,231,43.4,,,,,,,,,,,
2492970431,22,1,1,3,14,b7jmo07lqav0wfe2mtlzyspak,1,49.8,50.1,2022-12-23T19:33:23.601Z,2022-12-24T09:14:20Z,3954678333,56,Back,3954678335,140,36.9,3954678341,213,2.8,3954678337,141,57.8,3954678339,212,14.5,3955001663,178,,3954678343,279,G,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492970439,23,1,1,3,16,b7jmo07lqav0wfe2mtlzyspak,1,41.4,54.6,2022-12-23T19:33:25.606Z,2022-12-24T12:05:32Z,3954678381,140,40.7,3954678387,213,1.6,3954678385,212,25.2,3954678383,141,91.7,3954678379,56,Back,3955001679,178,,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492970447,24,1,1,3,20,b7jmo07lqav0wfe2mtlzyspak,1,43.1,88.3,2022-12-23T19:33:28.838Z,2022-12-24T12:05:31Z,3954678413,140,55.3,3954678419,213,0.0,3954678411,56,Left,3954678417,212,12.8,3955001687,178,,3954678415,141,88.6,,,,,,,dsl7qkp6ndxky3lq89liw7yz9,L. Bijker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492970463,25,1,1,3,21,b7jmo07lqav0wfe2mtlzyspak,1,52.9,89.2,2022-12-23T19:33:30.404Z,2022-12-24T12:05:30Z,3954678499,212,18.2,3954678497,141,96.5,3955001705,178,,3954678495,140,69.6,3954678493,56,Left,3954678501,213,0.3,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492970485,26,1,1,3,23,b7jmo07lqav0wfe2mtlzyspak,1,65.9,95.5,2022-12-23T19:33:32.003Z,2022-12-24T12:05:29Z,3954678587,141,86.3,3954678589,212,25.5,3954678591,213,6.0,3954678583,56,Left,3955001717,178,,3954678585,140,89.4,,,,,,,9aafa664l1husrkrgqv25l42d,N. Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492970493,27,1,1,3,26,b7jmo07lqav0wfe2mtlzyspak,0,90,85.4,2022-12-23T19:33:35.718Z,2022-12-24T12:05:28Z,3954678621,141,71.1,3954678623,212,10.7,3954678617,56,Center,3954678625,213,5.1,3955001747,178,,3954678619,140,94.2,,,,,,,3q5uylbjjiaoj3mn2l7p93jyt,K. Mrabti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
