id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2510007595,1,34,16,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2023-02-19T16:36:22.846Z,2023-02-20T09:39:19Z,4044274553,194,78fx1xqqtcqm2g4h1dj8beml1,4044274549,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4044274539,30,"3wwi5vf2l1qbz7e5zdjoy8yga, b3vvxolwxcukqk76hb4scvh79, 8q8qxzmb9j1vntg5llyqa35uy, 8f77xyqg4womglj1o8udq77qh, 88nmn961vtb3bnt9v9rye1h0q, 78fx1xqqtcqm2g4h1dj8beml1, bu7cw3305zs2u7uj2ed5t867e, 5yw1c3i4j9zyt52vomrfbxyol, 9jiectkc8rk0ivxn80l87ic45, 3q2ibq6hhxyht8046ib49ye39, 8q7c0yi5x7vh7032jgbeytal1, 6rarodhofviwmh5jd0ly8lp4a, 5don85s7097g5df42m429b8ix, 143brmwsfow8o0svtdq98tiw9, ev9ql3x07q7totbxl3gvlidat, 8lj9hc8u1351oczzu81mryluc, 3z37ancgteqhbhpygl0brzzdh, 7je01bs3a4q6c2gd02ee6da3u",4044274557,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4044274555,197,6971,4044274543,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4044274545,59,"16, 62, 54, 18, 56, 14, 10, 11, 13, 36, 9, 5, 7, 21, 25, 29, 30, 61",4044274547,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510014911,1,34,16,0,0,1uk609mhtsfhokhaewjapb26,1,0,0,2023-02-19T16:44:07.586Z,2023-02-19T17:06:42Z,4044313403,130,18,4044313397,30,"6yegi163rq5fsloppfubi3sh5, 6t7ezta9mftdtk20pgxa30r85, 6vh5n14h1knmx7yut84q2f2l1, eb1rih67f03kwljbge37id1ck, 6fdwd71dx2qu7uzzs3ozm9x7u, 5n522jpifzyf9qu0z41kuf7my, 5zdapzrncz7vch3yrgftfp5g, 5np1ksd9qkmc511ihzvikhy0a, 8b95khn8h8qz3y4u4coajs5at, 93weoj4q60xtxdntko7hobg4q, 6437iwpplyfh71o9b7uxdylii, bf22is04tealb92h075c7u356, 6eg8vaxpqsd6cyh736h7bq4x6, eczyz1c2lgqelhp13xiqb0vhm, 7hdyeeejo7h9kvqt7x8jlrlec, bcfayigqu8oygm1xvpgl9akt1, 4o8lvm1ffxrywogokfztc6sb9, 3pr51w08wkrl03rpafmsouj85",4044313409,197,18082,4044313401,59,"1, 77, 30, 21, 4, 44, 25, 18, 10, 9, 17, 5, 7, 16, 23, 29, 33, 70",4044313407,194,6vh5n14h1knmx7yut84q2f2l1,4044313399,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4044313405,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4044313411,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510046851,2,32,1,0,0,1uk609mhtsfhokhaewjapb26,1,0,0,2023-02-19T17:31:15.881Z,2023-02-20T04:31:56Z,4044488113,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510046845,2,32,1,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2023-02-19T17:31:15.881Z,2023-02-19T17:31:16Z,4044488075,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510046865,3,1,1,0,0,1uk609mhtsfhokhaewjapb26,1,50.1,49.9,2023-02-19T17:31:15.896Z,2023-02-20T06:02:06Z,4044488201,140,37.5,4044488209,279,S,4044488199,56,Back,4044488203,141,50.3,4045778307,178,,4044488205,212,13.2,4044488207,213,3.1,,,,5np1ksd9qkmc511ihzvikhy0a,A. Kadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510046941,4,1,1,0,3,1uk609mhtsfhokhaewjapb26,1,32.6,46.3,2023-02-19T17:31:19.112Z,2023-02-20T11:01:23Z,4044488655,56,Right,4044488661,212,45.1,4044488657,140,71.0,4045778639,178,,4045081707,155,,4044488663,213,5.8,4044488665,1,,4044488659,141,16.5,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510046951,5,1,1,0,5,1uk609mhtsfhokhaewjapb26,0,66.2,1.2,2023-02-19T17:31:21.700Z,2023-02-20T11:01:23Z,4044488709,141,0.0,4044488701,3,,4044488715,213,6.1,4044488707,140,79.5,4044488711,212,14.1,4045778801,388,,4044488705,56,Right,4044488703,168,,6437iwpplyfh71o9b7uxdylii,P. Guèye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510046999,3,5,1,0,8,6vyr13j6kbwdtxjwm1m4m8nu2,1,23.7,101.4,2023-02-19T17:31:24.300Z,2023-02-20T06:02:44Z,4044488945,347,,4044488959,233,6,4044488943,56,Back,,,,,,,,,,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510046953,6,5,1,0,8,1uk609mhtsfhokhaewjapb26,0,76.3,-1.4,2023-02-19T17:31:24.300Z,2023-02-20T06:02:45Z,4044488719,56,Right,4044488721,347,,4044488985,233,3,,,,,,,,,,,,,,,,6437iwpplyfh71o9b7uxdylii,P. Guèye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510047037,4,1,1,0,13,6vyr13j6kbwdtxjwm1m4m8nu2,1,23.2,100,2023-02-19T17:31:29.558Z,2023-02-20T11:01:22Z,4044489157,213,5.6,4044489155,212,19.2,4044489153,141,83.5,4044489149,56,Back,4044489147,107,,4045085633,189,,4044489151,140,37.3,,,,8q8qxzmb9j1vntg5llyqa35uy,K. Sardella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
