id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2482514681,101,1,1,8,35,ecj1gmc7pqcjo4sc9hvghj5u3,1,70.4,89.3,2022-11-06T15:08:44.269Z,2022-11-07T08:43:26Z,3899590509,56,Center,3899590511,140,77.1,3899590515,212,19.6,3899590517,213,5.1,3899590513,141,62.4,3901716029,178,,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482514717,102,1,1,8,37,ecj1gmc7pqcjo4sc9hvghj5u3,1,78.8,62,2022-11-06T15:08:46.568Z,2022-11-07T08:43:26Z,3899590699,141,61.1,3899590703,213,3.2,3901716063,178,,3899590695,56,Center,3899590697,140,66.7,3899590701,212,12.7,,,,,,,7vv4ef3y8swdekozwaent3ai1,D. Vanzeir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482514781,103,1,1,8,39,ecj1gmc7pqcjo4sc9hvghj5u3,1,69.6,61.8,2022-11-06T15:08:48.439Z,2022-11-07T08:43:25Z,3899591093,141,94.4,3901716089,178,,3899591089,56,Left,3899591091,140,82.6,3899591095,212,26.0,3899591097,213,1.0,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482514841,104,1,1,8,43,ecj1gmc7pqcjo4sc9hvghj5u3,0,84.4,95.6,2022-11-06T15:08:51.783Z,2022-11-07T08:43:25Z,3899591443,2,,3899591453,212,29.6,3901716123,178,,3899591449,140,95.4,3900634945,224,,3899591447,56,Center,3899591455,213,5.1,3899591451,141,55.5,6xam5bquregefbepxd9rwfdh,T. Teuma,3899591445,155,,3900634947,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482514997,109,1,1,8,43,2nhn3ikl1ciq34w3hcp883d6p,0,13.9,9.3,2022-11-06T15:08:51.798Z,2022-11-07T08:43:24Z,3899592227,155,,3899592229,56,Back,3899592237,213,5.9,3899592231,140,15.6,3899592235,212,1.9,3899592233,141,8.2,3901716267,178,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482514891,107,12,1,8,44,2nhn3ikl1ciq34w3hcp883d6p,1,5.4,42.6,2022-11-06T15:08:53.045Z,2022-11-07T08:43:24Z,3899591699,140,9.2,3899591703,212,22.9,3899591697,56,Back,3901716143,178,,3899591701,141,9.4,3899591705,213,4.9,,,,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482514905,108,49,1,8,45,2nhn3ikl1ciq34w3hcp883d6p,1,7.7,10.3,2022-11-06T15:08:54.491Z,2022-11-07T08:43:23Z,,,,,,,,,,,,,,,,,,,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482515037,105,61,1,8,48,ecj1gmc7pqcjo4sc9hvghj5u3,1,90.6,93.4,2022-11-06T15:08:57.454Z,2022-11-07T08:43:22Z,3901717691,178,,3899592485,56,Left,3901717689,21,,,,,,,,,,,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482515179,110,1,1,8,54,2nhn3ikl1ciq34w3hcp883d6p,0,12,19.1,2022-11-06T15:09:03.040Z,2022-11-07T08:43:21Z,3899593183,141,24.0,3901717743,178,,3899593185,212,19.7,3899593181,140,30.5,3899593179,56,Back,3899593187,213,0.2,,,,,,,e2z19y8is5m24brpa3gzn02qx,B. Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482515211,106,49,1,8,55,ecj1gmc7pqcjo4sc9hvghj5u3,1,67.7,70.6,2022-11-06T15:09:04.222Z,2022-11-07T08:43:21Z,,,,,,,,,,,,,,,,,,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482515367,107,1,1,8,56,ecj1gmc7pqcjo4sc9hvghj5u3,1,68.3,71.2,2022-11-06T15:09:05.269Z,2022-11-07T08:43:20Z,3899594077,56,Left,3901717807,178,,3899594085,213,1.1,3899594081,141,89.0,3899594079,140,74.8,3899594083,212,13.9,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482515411,108,1,1,9,1,ecj1gmc7pqcjo4sc9hvghj5u3,1,72.3,81.2,2022-11-06T15:09:10.735Z,2022-11-07T08:43:17Z,3899594255,56,Left,3901717855,178,,3899594263,212,7.6,3899594259,140,65.3,3899594261,141,83.9,3899594265,213,2.9,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482515521,109,1,1,9,2,ecj1gmc7pqcjo4sc9hvghj5u3,1,65.2,81.7,2022-11-06T15:09:11.549Z,2022-11-07T08:43:17Z,3901717903,178,,3899594879,212,12.5,3899594871,140,74.5,3899594877,141,93.2,3899594869,56,Left,3899594883,213,0.7,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482515533,110,1,1,9,6,ecj1gmc7pqcjo4sc9hvghj5u3,0,76.5,88,2022-11-06T15:09:15.559Z,2022-11-07T08:43:15Z,3900637395,72,,3899594937,141,84.1,3899594935,140,80.3,3899595225,233,111,3899594941,213,5.7,3899594939,212,4.8,3899595229,286,,3899595223,236,,6xam5bquregefbepxd9rwfdh,T. Teuma,3899594933,56,Left,3901717945,178,,3900637393,224,,,3899594929,2,3899594931,155,,,,,,,,,,,,,,,,,,,,,,,,
2482515573,111,12,1,9,6,2nhn3ikl1ciq34w3hcp883d6p,1,22.2,14.2,2022-11-06T15:09:15.682Z,2022-11-07T08:43:15Z,3899595167,56,Back,3901717991,178,,3899595163,185,,3899595263,233,110,,,,,,,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482515575,111,1,1,9,8,ecj1gmc7pqcjo4sc9hvghj5u3,1,77.9,88.1,2022-11-06T15:09:17.340Z,2022-11-07T08:43:14Z,3899595183,56,Left,3899595189,212,8.1,3901718023,178,,3899595185,140,84.2,3899595187,141,95.0,3899595191,213,0.6,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482515643,112,1,1,9,9,ecj1gmc7pqcjo4sc9hvghj5u3,1,79.3,98,2022-11-06T15:09:18.126Z,2022-11-07T08:43:14Z,3899595617,56,Left,3899595625,213,3.7,3899595619,140,73.8,3899595621,141,92.3,3901718137,178,,3899595623,212,7.0,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482515651,113,1,1,9,12,ecj1gmc7pqcjo4sc9hvghj5u3,0,75.3,91.5,2022-11-06T15:09:21.039Z,2022-11-07T08:43:13Z,3899595721,2,,3899595725,56,Center,3899595727,140,87.3,3899595729,141,54.3,3899595731,212,28.3,3899595733,213,5.2,3900639899,20,,3900639897,223,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,3901718171,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482515885,112,12,1,9,13,2nhn3ikl1ciq34w3hcp883d6p,1,14.3,39.2,2022-11-06T15:09:22.325Z,2022-11-07T08:43:12Z,3899597061,212,21.7,3899597059,141,20.1,3901718237,178,,3899597057,140,30.8,3899597063,213,5.6,3899597055,56,Back,,,,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482515743,114,1,1,9,15,ecj1gmc7pqcjo4sc9hvghj5u3,1,64.1,84.6,2022-11-06T15:09:24.620Z,2022-11-07T08:43:12Z,3899596201,140,58.3,3899596229,213,4.2,3901718305,178,,3899596225,212,12.4,3899596199,56,Center,3899596203,141,68.7,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482515765,115,1,1,9,17,ecj1gmc7pqcjo4sc9hvghj5u3,1,52.8,75.2,2022-11-06T15:09:26.342Z,2022-11-07T08:43:12Z,3899596341,140,61.7,3899596345,212,12.8,3901718351,178,,3899596347,213,5.5,3899596339,56,Center,3899596343,141,62.3,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482515789,116,1,1,9,19,ecj1gmc7pqcjo4sc9hvghj5u3,1,55.9,67.3,2022-11-06T15:09:27.903Z,2022-11-07T08:43:11Z,3899596493,141,63.1,3899596489,56,Center,3899596491,140,67.6,3901718373,178,,3899596495,212,12.6,3899596497,213,6.1,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482515941,117,1,1,9,20,ecj1gmc7pqcjo4sc9hvghj5u3,1,61.5,66.9,2022-11-06T15:09:29.339Z,2022-11-07T08:43:10Z,3899597363,213,4.5,3899597357,140,56.1,3899597355,56,Center,3901718409,178,,3899597361,212,27.1,3899597359,141,28.0,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482516039,118,1,1,9,26,ecj1gmc7pqcjo4sc9hvghj5u3,1,71.4,20.4,2022-11-06T15:09:35.387Z,2022-11-07T08:43:08Z,3901718471,178,,3899597895,140,71.9,3899597897,141,3.8,3899597899,212,11.3,3899597901,213,4.8,3899597893,56,Right,,,,,,,7bwjxz6bwt7h070dbv1l8woyy,I. Kandouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482516111,119,1,1,9,30,ecj1gmc7pqcjo4sc9hvghj5u3,1,66,8.7,2022-11-06T15:09:39.372Z,2022-11-07T08:43:07Z,3899598269,141,34.9,3899598273,213,2.3,3899598267,140,51.2,3899598265,56,Center,3901718511,178,,3899598271,212,23.6,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482516197,120,1,1,9,34,ecj1gmc7pqcjo4sc9hvghj5u3,1,52.5,37.8,2022-11-06T15:09:42.814Z,2022-11-07T08:43:06Z,3899598713,140,51.6,3899598715,141,73.0,3899598711,56,Center,3899598717,212,24.0,3901718571,178,,3899598719,213,1.6,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482516303,121,1,1,9,37,ecj1gmc7pqcjo4sc9hvghj5u3,1,53,78.3,2022-11-06T15:09:46.407Z,2022-11-07T08:43:05Z,3899599271,213,0.7,3899599263,56,Left,3901718621,178,,3899599267,141,94.5,3899599265,140,64.3,3899599269,212,16.2,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482516335,122,1,1,9,42,ecj1gmc7pqcjo4sc9hvghj5u3,1,65,96.9,2022-11-06T15:09:51.401Z,2022-11-07T08:43:03Z,3899599461,212,21.8,3899599459,141,66.1,3899599455,56,Center,3901718693,178,,3899599463,213,5.0,3899599457,140,70.8,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482516629,123,1,1,9,44,ecj1gmc7pqcjo4sc9hvghj5u3,0,68.6,77.5,2022-11-06T15:09:52.754Z,2022-11-07T08:43:03Z,3899600973,140,68.9,3901718785,178,,3899600979,213,4.8,3899600975,141,72.4,3899600971,56,Center,3899600977,212,3.5,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482910287,1231,67,1,9,44,2nhn3ikl1ciq34w3hcp883d6p,1,33.6,20.4,2022-11-06T15:09:53.440Z,2022-11-07T08:43:03Z,3901750027,233,1560,,,,,,,,,,,,,,,,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482910281,1560,67,1,9,44,ecj1gmc7pqcjo4sc9hvghj5u3,0,66.4,79.6,2022-11-06T15:09:53.441Z,2022-11-07T08:43:02Z,3901750043,233,1231,,,,,,,,,,,,,,,,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482516449,113,8,1,9,44,2nhn3ikl1ciq34w3hcp883d6p,1,32.4,20.1,2022-11-06T15:09:53.477Z,2022-11-07T08:43:02Z,3901718943,178,,3900642509,384,,3899600067,56,Back,,,,,,,,,,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482518231,140,61,1,9,44,ecj1gmc7pqcjo4sc9hvghj5u3,1,66.5,79,2022-11-06T15:09:53.533Z,2022-11-07T08:43:01Z,3899609615,56,Left,3901718999,178,,,,,,,,,,,,,,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482516495,114,49,1,9,46,2nhn3ikl1ciq34w3hcp883d6p,1,24.8,36.2,2022-11-06T15:09:55.716Z,2022-11-07T08:43:01Z,,,,,,,,,,,,,,,,,,,,,,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482516579,115,1,1,9,47,2nhn3ikl1ciq34w3hcp883d6p,1,25.2,36.3,2022-11-06T15:09:55.836Z,2022-11-07T08:43:01Z,3899600701,212,15.3,3899600695,56,Back,3899600697,140,35.0,3901719143,178,,3899600699,141,19.7,3899600703,213,5.5,,,,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482516617,116,1,1,9,50,2nhn3ikl1ciq34w3hcp883d6p,0,40.7,16.9,2022-11-06T15:09:59.439Z,2022-11-07T08:42:59Z,3899600909,140,67.6,3899600911,141,65.7,3899600915,213,0.9,3899600917,1,,3899600907,56,Center,3901719199,178,,3899600903,155,,3899600913,212,43.6,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482516657,124,1,1,9,53,ecj1gmc7pqcjo4sc9hvghj5u3,1,31.6,32.7,2022-11-06T15:10:02.562Z,2022-11-07T08:42:59Z,3901719271,388,,3899601123,3,,3899601133,213,0.2,3899601129,141,36.7,3899601131,212,13.0,3899601125,56,Back,3899601127,140,43.7,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482516661,125,49,1,9,55,ecj1gmc7pqcjo4sc9hvghj5u3,1,40.5,39.1,2022-11-06T15:10:04.188Z,2022-11-07T08:42:59Z,,,,,,,,,,,,,,,,,,,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482516781,126,4,1,9,58,ecj1gmc7pqcjo4sc9hvghj5u3,1,45.5,35.7,2022-11-06T15:10:06.843Z,2022-11-07T08:42:58Z,3899601829,152,,3899601831,265,,3899601825,13,,3899601827,56,Back,3899601833,286,,3899602087,233,117,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482516801,117,4,1,9,58,2nhn3ikl1ciq34w3hcp883d6p,0,54.5,64.3,2022-11-06T15:10:06.844Z,2022-11-07T08:42:57Z,3899601923,56,Center,3899601933,285,,3901719491,178,,3899601931,265,,3899602149,233,126,3899601927,152,,3899601921,13,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517081,127,1,1,10,11,ecj1gmc7pqcjo4sc9hvghj5u3,1,49.3,34.8,2022-11-06T15:10:20.252Z,2022-11-07T08:42:57Z,3899603577,152,,3899603575,5,,3899603585,212,17.0,3899603581,140,39.1,3899603579,56,Back,3899603587,213,2.3,3899603583,141,54.2,3901719535,178,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517103,128,1,1,10,13,ecj1gmc7pqcjo4sc9hvghj5u3,1,40.8,53.4,2022-11-06T15:10:22.253Z,2022-11-07T08:42:56Z,3901719619,178,,3899603709,141,76.1,3899603705,56,Center,3899603711,212,22.4,3899603707,140,56.2,3899603713,213,0.8,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517137,129,1,1,10,15,ecj1gmc7pqcjo4sc9hvghj5u3,1,54.6,81.6,2022-11-06T15:10:24.646Z,2022-11-07T08:42:56Z,3901719641,178,,3899603923,212,11.5,3899603921,141,93.6,3899603919,140,62.3,3899603925,213,0.8,3899603917,56,Left,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517275,130,1,1,10,17,ecj1gmc7pqcjo4sc9hvghj5u3,1,63.7,93.7,2022-11-06T15:10:26.223Z,2022-11-07T08:42:55Z,3899604615,212,10.2,3899604611,141,84.8,3899604605,56,Left,3899604609,140,55.9,3899604619,213,3.8,3901719679,178,,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517371,131,1,1,10,20,ecj1gmc7pqcjo4sc9hvghj5u3,1,61.9,84.4,2022-11-06T15:10:29.480Z,2022-11-07T08:42:55Z,3901719733,178,,3899605111,140,62.9,3899605123,1,,3899605119,212,49.9,3899605121,213,4.7,3899605109,56,Right,3899605107,196,,3899605105,155,,6xam5bquregefbepxd9rwfdh,T. Teuma,3899605115,141,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517439,132,1,1,10,25,ecj1gmc7pqcjo4sc9hvghj5u3,1,60.7,8.4,2022-11-06T15:10:33.934Z,2022-11-07T08:42:54Z,3899605509,141,16.1,3901719757,178,,3899605511,212,17.4,3899605487,56,Back,3899605513,213,2.8,3899605489,140,44.9,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517489,133,1,1,10,27,ecj1gmc7pqcjo4sc9hvghj5u3,1,44.9,26.4,2022-11-06T15:10:36.191Z,2022-11-07T08:42:53Z,3899605759,213,1.7,3901719813,178,,3899605757,212,21.9,3899605755,141,58.2,3899605751,56,Back,3899605753,140,41.9,,,,,,,7bwjxz6bwt7h070dbv1l8woyy,I. Kandouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517537,134,1,1,10,29,ecj1gmc7pqcjo4sc9hvghj5u3,1,42.4,62.7,2022-11-06T15:10:38.653Z,2022-11-07T08:42:53Z,3899606067,213,0.9,3901719837,178,,3899606061,141,85.7,3899606065,212,19.6,3899606059,140,53.6,3899606057,56,Left,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517589,135,1,1,10,32,ecj1gmc7pqcjo4sc9hvghj5u3,1,53.1,93.1,2022-11-06T15:10:40.951Z,2022-11-07T08:42:52Z,3899606331,56,Left,3899606335,141,96.9,3899606337,212,11.5,3899606339,213,0.2,3901719863,178,,3899606333,140,63.8,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517601,136,1,1,10,32,ecj1gmc7pqcjo4sc9hvghj5u3,0,58.7,99.9,2022-11-06T15:10:41.662Z,2022-11-07T08:42:52Z,3899606393,140,69.4,3899606399,213,5.7,3901719927,178,,3899606397,212,13.2,3899606391,56,Left,3899606395,141,89.7,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517623,118,61,1,10,33,2nhn3ikl1ciq34w3hcp883d6p,1,39.3,5.1,2022-11-06T15:10:42.023Z,2022-11-07T08:42:51Z,3899606489,56,Back,3901719983,178,,,,,,,,,,,,,,,,,,,,9qm1adecprlczxw7ldbpvoi51,E. Jordanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517667,119,49,1,10,35,2nhn3ikl1ciq34w3hcp883d6p,1,38.6,16.6,2022-11-06T15:10:44.031Z,2022-11-07T08:42:51Z,,,,,,,,,,,,,,,,,,,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517689,120,1,1,10,35,2nhn3ikl1ciq34w3hcp883d6p,1,38.5,16.5,2022-11-06T15:10:44.062Z,2022-11-07T08:42:50Z,3899606777,140,44.6,3901720083,178,,3899606775,56,Back,3899606781,212,6.9,3899606779,141,12.8,3899606783,213,5.9,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517711,121,1,1,10,36,2nhn3ikl1ciq34w3hcp883d6p,0,44.1,7.4,2022-11-06T15:10:44.885Z,2022-11-07T08:42:50Z,3901720127,178,,3899606923,141,23.6,3899606927,213,0.7,3899606921,140,57.7,3899606925,212,18.0,3899606919,56,Center,,,,,,,12c7rhdjh6rja1d2j45n3exyi,K. Vaesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517719,137,8,1,10,37,ecj1gmc7pqcjo4sc9hvghj5u3,1,46.5,78.5,2022-11-06T15:10:46.253Z,2022-11-07T08:42:50Z,3900653375,384,,3899606951,56,Back,3901720165,178,,,,,,,,,,,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517937,139,4,1,10,37,ecj1gmc7pqcjo4sc9hvghj5u3,1,47.7,78.8,2022-11-06T15:10:46.380Z,2022-11-07T08:42:49Z,3899608067,265,,3899608061,13,,3899608065,152,,3899608069,286,,3899608165,233,122,3899608063,56,Back,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517879,122,4,1,10,37,2nhn3ikl1ciq34w3hcp883d6p,0,52.3,21.2,2022-11-06T15:10:46.381Z,2022-11-07T08:42:49Z,3899607755,265,,3899607751,56,Center,3899607757,285,,3899607749,13,,3899608225,233,139,3901720227,178,,3899607753,152,,,,,1kr8slemziskw8bm2ir4shlud,H. Akbunar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482517753,138,43,1,10,39,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-11-06T15:10:48.016Z,2022-11-06T15:11:01Z,3899608919,144,61,3899607119,56,Center,,,,,,,,,,,,,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482518433,141,1,1,11,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,50.6,95,2022-11-06T15:11:09.739Z,2022-11-07T08:42:49Z,3899610699,56,Back,3901720279,178,,3899610703,141,64.9,3899610697,152,,3899610695,5,,3899610701,140,42.0,3899610711,213,4.3,3899610707,212,22.4,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482518543,142,1,1,11,3,ecj1gmc7pqcjo4sc9hvghj5u3,1,41.7,73,2022-11-06T15:11:12.320Z,2022-11-07T08:42:48Z,3899611303,212,18.4,3899611293,56,Left,3901720329,178,,3899611301,141,87.2,3899611297,140,56.6,3899611305,213,0.6,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482518657,143,1,1,11,6,ecj1gmc7pqcjo4sc9hvghj5u3,0,56.5,95.9,2022-11-06T15:11:15.245Z,2022-11-07T08:42:47Z,3899611951,140,95.7,3901720365,178,,3899611947,56,Center,3899611957,141,44.2,3899611963,212,54.1,3899611973,1,,3899611943,155,,3899611967,213,5.6,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482518667,123,52,1,11,9,2nhn3ikl1ciq34w3hcp883d6p,1,4.4,51,2022-11-06T15:11:18.204Z,2022-11-07T08:42:47Z,3900661511,377,,3901720413,178,,,,,,,,,,,,,,,,,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482518913,124,1,1,11,14,2nhn3ikl1ciq34w3hcp883d6p,1,13.7,56.5,2022-11-06T15:11:23.510Z,2022-11-07T08:42:47Z,3899613273,123,,3901720461,178,,3899613283,141,84.7,3899613287,213,1.2,3899613285,212,20.7,3899613275,56,Back,3899613277,140,21.2,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
