id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2531216451,7,1,1,0,18,2b57rbw94i9ohnbch52owvqtq,0,54.4,18.6,2023-04-09T17:17:03.559Z,2023-04-10T08:03:02Z,4177371949,141,17.6,4177371953,213,6.2,4177371947,140,69.7,4178598965,178,,4177371943,155,,4177371951,212,16.1,4177371945,56,Right,,,,3s0tyude1pghox634ij87srft,S. Dewaele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531216497,6,1,1,0,20,2989v3kho9h5jaboe1nr7lx21,0,26.6,80.4,2023-04-09T17:17:05.214Z,2023-04-10T08:03:02Z,4177372237,213,5.8,4177372225,3,,4177372231,140,51.6,4177372229,56,Center,4177372235,212,29.3,4178599351,388,,4177372233,141,61.2,,,,5a2sf4o445ei5pqiinvmjmpcl,Jorge Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531216513,8,1,1,0,24,2b57rbw94i9ohnbch52owvqtq,0,48.2,39.6,2023-04-09T17:17:08.933Z,2023-04-10T08:03:01Z,4177372333,1,,4177372327,141,20.3,4177372321,155,,4177372329,212,32.3,4178599577,178,,4177372325,140,76.3,4177372331,213,5.9,4177372323,56,Right,czsmg1hjqbmzhz8x91y3b0yc5,B. Capon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531216569,7,1,1,0,26,2989v3kho9h5jaboe1nr7lx21,0,26.1,72.6,2023-04-09T17:17:10.995Z,2023-04-10T08:03:01Z,4177372625,56,Back,4177372631,212,19.7,4177372623,3,,4177372633,213,1.4,4177372627,140,28.7,4178599887,178,,4177372629,141,100.0,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531216571,8,5,1,0,30,2989v3kho9h5jaboe1nr7lx21,0,27.8,101.6,2023-04-09T17:17:15.105Z,2023-04-10T00:52:37Z,4177373981,233,9,4177372639,347,,4177372637,56,Back,,,,,,,,,,,,,,,,5a2sf4o445ei5pqiinvmjmpcl,Jorge Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531216817,9,5,1,0,30,2b57rbw94i9ohnbch52owvqtq,1,72.2,-1.6,2023-04-09T17:17:15.105Z,2023-04-10T00:52:36Z,4177373959,233,8,4177373957,347,,4177373955,56,Right,,,,,,,,,,,,,,,,5ghjnuqhf7kvbwqlo8jqv0bqi,R. D'Haese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531216853,10,1,1,0,55,2b57rbw94i9ohnbch52owvqtq,1,82,0,2023-04-09T17:17:40.385Z,2023-04-10T08:03:01Z,4177374113,212,20.1,4177374103,56,Center,4177374101,107,,4177374111,141,26.8,4177374117,213,1.4,4177374107,140,86.1,,,,,,,92ajo8iiqwlmjwndtf7yt6l05,C. McGeehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531216857,11,1,1,0,57,2b57rbw94i9ohnbch52owvqtq,0,93.2,28,2023-04-09T17:17:42.741Z,2023-04-10T08:03:00Z,4177374127,3,,4177374133,140,89.7,4177374135,141,38.8,4177374129,168,,4177374131,56,Center,4177374139,213,2.0,4178600499,178,,4177374137,212,8.2,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531216883,9,49,1,0,58,2989v3kho9h5jaboe1nr7lx21,1,5.7,60.5,2023-04-09T17:17:43.453Z,2023-04-10T08:03:00Z,,,,,,,,,,,,,,,,,,,,,,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531216919,10,1,1,0,58,2989v3kho9h5jaboe1nr7lx21,0,5.8,60.6,2023-04-09T17:17:43.845Z,2023-04-10T08:02:59Z,4177374435,157,,4178600817,178,,4177374441,141,92.6,4177374447,1,,4177374443,212,36.1,4177374437,56,Back,4177374439,140,33.2,4177374445,213,0.6,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531216909,12,49,1,1,2,2b57rbw94i9ohnbch52owvqtq,1,68.3,10.4,2023-04-09T17:17:47.702Z,2023-04-10T08:02:59Z,,,,,,,,,,,,,,,,,,,,,,,,,92ajo8iiqwlmjwndtf7yt6l05,C. McGeehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531216937,13,1,1,1,2,2b57rbw94i9ohnbch52owvqtq,1,68.1,10,2023-04-09T17:17:47.742Z,2023-04-10T08:02:59Z,4178601237,178,,4177374543,140,60.5,4177374545,141,11.3,4177374549,213,3.0,4177374541,56,Right,4177374547,212,8.0,,,,,,,92ajo8iiqwlmjwndtf7yt6l05,C. McGeehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217005,14,1,1,1,4,2b57rbw94i9ohnbch52owvqtq,1,57.9,10.2,2023-04-09T17:17:48.982Z,2023-04-10T08:02:58Z,4177374887,56,Center,4177374889,140,75.9,4177374891,141,30.0,4178601317,178,,4177374885,155,,4177378957,210,13,4177374895,213,0.6,4177374893,212,23.2,5ghjnuqhf7kvbwqlo8jqv0bqi,R. D'Haese,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217011,15,13,1,1,7,2b57rbw94i9ohnbch52owvqtq,1,82.1,33.8,2023-04-09T17:17:52.653Z,2023-04-10T08:02:57Z,4177378973,103,33.3,4178601571,178,,4177378975,215,,4177378967,55,14,4177378979,231,48.5,4177378965,29,,4177374923,18,,4177374919,22,,b3y2ov2ju75fr5u5e2rerj1ex,F. Hornby,,4177378963,73,4177374925,56,Center,4177378971,102,68.6,4177378977,230,96.9,4177378799,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217103,11,5,1,1,9,2989v3kho9h5jaboe1nr7lx21,1,-0.5,52.4,2023-04-09T17:17:54.767Z,2023-04-10T00:53:20Z,4177375351,346,,4177375349,56,Back,4177403217,233,16,,,,,,,,,,,,,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217017,16,5,1,1,9,2b57rbw94i9ohnbch52owvqtq,0,100.5,47.6,2023-04-09T17:17:54.767Z,2023-04-10T00:53:20Z,4177374963,346,,4177403243,233,11,4177374961,56,Center,,,,,,,,,,,,,,,,b3y2ov2ju75fr5u5e2rerj1ex,F. Hornby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217127,12,1,1,1,19,2989v3kho9h5jaboe1nr7lx21,1,3.3,42.1,2023-04-09T17:18:04.823Z,2023-04-10T08:02:56Z,4177375509,56,Back,4177375511,140,14.7,4177375517,213,5.2,4177523775,189,,4177375507,124,,4177375513,141,10.8,4177375521,237,,4177375515,212,24.4,5q4wztjkk6nuwapm7qgey9w45,D. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217151,13,1,1,1,21,2989v3kho9h5jaboe1nr7lx21,1,18.7,9.2,2023-04-09T17:18:06.645Z,2023-04-10T08:02:55Z,4177375643,212,56.1,4178602001,178,,4177375637,56,Right,4177375639,140,72.1,4177375645,213,6.2,4177375635,155,,4177375641,141,5.5,4177375647,1,,esvfsx8gxqw8h0codqz5xmnmc,M. Smets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217159,14,61,1,1,25,2989v3kho9h5jaboe1nr7lx21,0,70.2,10.5,2023-04-09T17:18:10.742Z,2023-04-10T08:02:55Z,4178602503,178,,4177375673,56,Right,,,,,,,,,,,,,,,,,,,9mmwn9yt1olhyr54j45e28xcl,G. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217173,15,5,1,1,27,2989v3kho9h5jaboe1nr7lx21,0,70.2,-1.5,2023-04-09T17:18:12.844Z,2023-04-10T00:53:46Z,4177375735,56,Right,4177375737,347,,4177375793,233,17,,,,,,,,,,,,,,,,9mmwn9yt1olhyr54j45e28xcl,G. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217185,17,5,1,1,27,2b57rbw94i9ohnbch52owvqtq,1,29.8,101.5,2023-04-09T17:18:12.844Z,2023-04-10T00:53:45Z,4177375789,233,15,4177375785,56,Back,4177375787,347,,,,,,,,,,,,,,,,,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217257,18,1,1,1,36,2b57rbw94i9ohnbch52owvqtq,1,27.3,100,2023-04-09T17:18:21.684Z,2023-04-10T08:27:21Z,4177376177,140,24.4,4177376181,212,14.5,4177376179,141,81.1,4177376183,213,4.5,4177376175,56,Back,4177376173,107,,4177376201,189,,,,,3m13ipluel0m6cotha7n7vrop,T. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217295,19,1,1,1,41,2b57rbw94i9ohnbch52owvqtq,1,22,81.3,2023-04-09T17:18:26.875Z,2023-04-10T08:02:54Z,4177376373,56,Back,4177376375,140,7.6,4178603007,178,,4177376379,212,23.8,4177376391,189,,4177376381,213,4.0,4177376377,141,54.2,,,,czsmg1hjqbmzhz8x91y3b0yc5,B. Capon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217341,20,1,1,1,45,2b57rbw94i9ohnbch52owvqtq,1,7.4,56.8,2023-04-09T17:18:30.446Z,2023-04-10T08:02:53Z,4177376565,140,22.4,4179143163,1,,4177376563,56,Back,4177376571,213,5.1,4178603179,178,,4177376567,141,7.1,4177376569,212,37.3,,,,99eumu17h5sxriw5vfczvdb6d,G. Hubert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217363,21,1,1,1,48,2b57rbw94i9ohnbch52owvqtq,0,22.8,9.9,2023-04-09T17:18:33.844Z,2023-04-10T08:02:52Z,4177376645,141,18.0,4177376639,155,,4177376643,140,57.8,4177376651,1,,4177376647,212,37.2,4178603361,178,,4177376641,56,Right,4177376649,213,0.1,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217361,16,44,1,1,51,2989v3kho9h5jaboe1nr7lx21,1,47.8,83.5,2023-04-09T17:18:36.069Z,2023-04-10T08:02:52Z,4177376721,233,22,4177376633,285,,4177376631,56,Back,,,,,,,,,,,,,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217367,22,44,1,1,51,2b57rbw94i9ohnbch52owvqtq,0,52.2,16.5,2023-04-09T17:18:36.070Z,2023-04-10T08:02:52Z,4177376663,56,Right,4177376739,233,16,4177376665,286,,,,,,,,,,,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217371,17,1,1,1,51,2989v3kho9h5jaboe1nr7lx21,0,47.9,84,2023-04-09T17:18:36.121Z,2023-04-10T08:02:51Z,4177376695,56,Left,4177376693,3,,4177376703,213,6.2,4177376697,140,52.7,4178603685,388,,4177376701,212,5.1,4177376699,141,83.2,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217395,23,1,1,1,52,2b57rbw94i9ohnbch52owvqtq,0,48.1,15.8,2023-04-09T17:18:37.845Z,2023-04-10T08:02:51Z,4177376835,140,43.2,4177376841,213,2.0,4177376833,56,Back,4177376837,141,31.6,4177376831,3,,4177376839,212,11.9,4178603985,178,,,,,3s0tyude1pghox634ij87srft,S. Dewaele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217383,18,49,1,1,54,2989v3kho9h5jaboe1nr7lx21,1,51.8,67.9,2023-04-09T17:18:39.564Z,2023-04-10T08:02:51Z,,,,,,,,,,,,,,,,,,,,,,,,,4rwvkp9xlyv314ceglbauou6t,S. Okazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217389,19,1,1,1,54,2989v3kho9h5jaboe1nr7lx21,0,51.8,68.1,2023-04-09T17:18:39.587Z,2023-04-10T08:02:50Z,4177376805,56,Left,4178604283,178,,4177376813,213,1.1,4177376803,155,,4177376807,140,63.2,4177376809,141,100.0,4177376811,212,25.7,,,,4rwvkp9xlyv314ceglbauou6t,S. Okazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217397,24,43,1,1,56,2b57rbw94i9ohnbch52owvqtq,1,0,0,2023-04-09T17:18:41.058Z,2023-04-09T18:10:48Z,4177376845,56,Back,4177537785,144,61,,,,,,,,,,,,,,,,,,,92ajo8iiqwlmjwndtf7yt6l05,C. McGeehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217391,20,5,1,1,58,2989v3kho9h5jaboe1nr7lx21,0,60.1,101.6,2023-04-09T17:18:43.524Z,2023-04-10T00:54:30Z,4177377173,233,25,4177376817,347,,4177376815,56,Left,,,,,,,,,,,,,,,,4rwvkp9xlyv314ceglbauou6t,S. Okazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217439,25,5,1,1,58,2b57rbw94i9ohnbch52owvqtq,1,39.9,-1.6,2023-04-09T17:18:43.524Z,2023-04-10T00:54:29Z,4177377101,347,,4177377165,233,20,4177377099,56,Back,,,,,,,,,,,,,,,,92ajo8iiqwlmjwndtf7yt6l05,C. McGeehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217505,26,1,1,2,9,2b57rbw94i9ohnbch52owvqtq,1,38.3,0,2023-04-09T17:18:53.944Z,2023-04-10T08:02:50Z,4177377557,56,Back,4177377571,212,11.2,4177377567,141,9.1,4177377563,140,46.4,4177377553,107,,4177377573,213,0.7,,,,,,,5ghjnuqhf7kvbwqlo8jqv0bqi,R. D'Haese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217509,27,1,1,2,10,2b57rbw94i9ohnbch52owvqtq,0,44.3,11.3,2023-04-09T17:18:55.075Z,2023-04-10T08:02:50Z,4177377605,141,8.2,4177377603,140,45.1,4177377607,212,2.3,4178605715,388,,4177377609,213,5.1,4177377601,56,Back,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217521,21,50,1,2,11,2989v3kho9h5jaboe1nr7lx21,1,55.3,94.2,2023-04-09T17:18:56.445Z,2023-04-10T08:02:48Z,4177377677,233,28,4177377655,286,,4177377653,56,Left,,,,,,,,,,,,,,,,4rwvkp9xlyv314ceglbauou6t,S. Okazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217523,28,7,1,2,11,2b57rbw94i9ohnbch52owvqtq,0,44.7,5.8,2023-04-09T17:18:56.712Z,2023-04-10T08:02:48Z,4178158463,383,,4177377673,233,21,4178606157,178,,4177377657,56,Back,4177377659,285,,,,,,,,,,,92ajo8iiqwlmjwndtf7yt6l05,C. McGeehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531246685,398,61,1,2,12,2b57rbw94i9ohnbch52owvqtq,0,45.4,4.9,2023-04-09T17:18:57.114Z,2023-04-10T08:02:48Z,4178606389,178,,4177544509,56,Back,,,,,,,,,,,,,,,,,,,92ajo8iiqwlmjwndtf7yt6l05,C. McGeehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217533,22,1,1,2,12,2989v3kho9h5jaboe1nr7lx21,0,51.3,94.4,2023-04-09T17:18:57.845Z,2023-04-10T08:02:47Z,4178606479,178,,4177543139,212,6.2,4177377719,56,Left,4177543955,233,29,4177543137,141,98.1,4177543525,286,,4177543135,140,56.7,4177543523,236,,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,,4177543141,213,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217539,29,74,1,2,13,2b57rbw94i9ohnbch52owvqtq,1,46.7,4.1,2023-04-09T17:18:57.915Z,2023-04-10T08:02:47Z,4177543945,285,,4178606533,178,,4177543977,233,22,4177377757,56,Back,,,,,,,,,,,,,92ajo8iiqwlmjwndtf7yt6l05,C. McGeehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531358885,851,3,1,2,14,2b57rbw94i9ohnbch52owvqtq,1,54.7,4.6,2023-04-09T17:18:59.815Z,2023-04-10T08:02:46Z,4178606895,178,,4178529143,233,902,4178160507,464,,4178160211,286,,4178160209,56,Right,,,,,,,,,,92ajo8iiqwlmjwndtf7yt6l05,C. McGeehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531358889,902,45,1,2,14,2989v3kho9h5jaboe1nr7lx21,0,45.3,95.4,2023-04-09T17:18:59.815Z,2023-04-10T08:02:46Z,4178160229,285,,4178529151,233,851,4178160227,56,Back,,,,,,,,,,,,,,,,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217543,30,1,1,2,15,2b57rbw94i9ohnbch52owvqtq,0,58,1.9,2023-04-09T17:19:00.467Z,2023-04-10T08:02:46Z,4177377795,213,1.1,4177377793,212,2.5,4177377787,56,Right,4177377791,141,5.2,4177377789,140,59.0,4178607021,178,,,,,,,,92ajo8iiqwlmjwndtf7yt6l05,C. McGeehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531217549,23,49,1,2,16,2989v3kho9h5jaboe1nr7lx21,1,38.6,93.6,2023-04-09T17:19:01.041Z,2023-04-10T08:02:45Z,,,,,,,,,,,,,,,,,,,,,,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
