id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2521734975,1,34,16,0,0,2989v3kho9h5jaboe1nr7lx21,1,0,0,2023-03-18T16:30:38.161Z,2023-03-18T17:16:22Z,4106623575,197,12101,4106302957,194,5a2sf4o445ei5pqiinvmjmpcl,4106302949,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4106302951,59,"21, 4, 77, 20, 26, 16, 30, 6, 91, 8, 27, 7, 9, 11, 12, 13, 19, 22",4106302959,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4106302953,130,10,4106302955,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4106302947,30,"5q4wztjkk6nuwapm7qgey9w45, e5oet393vired282yco4i7gfd, eakj3xa0pa88pajbvasbwqwdm, 12lkxylg8puzxow8ewpsd0b11, 5a2sf4o445ei5pqiinvmjmpcl, esvfsx8gxqw8h0codqz5xmnmc, 4rwvkp9xlyv314ceglbauou6t, 7d57au4z5cuxc5k6tu6qgp94a, 9mmwn9yt1olhyr54j45e28xcl, b24ytr3apnyp7z17c124tu1yi, 9rwn5wckqcb5inw1dhhmpj1t5, bk9fq3chnhmw3u36qz5vf1vjd, 2n808wa0h841cn8xi78n21v8q, 3i85rbmn6qd5x4y29hk78rmy1, 3hbsrnnpcsjiocm57mcsf36xh, bc5vmdnoyshdi5hcgu8dgqxyi, 7n75ohdnbi436je81n5f8f9m2, 9qafk5ke1yzqggkcmf1zqevp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521752467,1,34,16,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2023-03-18T16:39:58.981Z,2023-03-18T17:28:39Z,4106398839,130,17,4106398833,30,"7nlpu8ocv423vqaooks0hifze, 9bnvh1i6mu45yvkz257c0x1at, 187qa5icsve3oak3t90r6rhsl, a52575bcqr3acuweauiyzsb56, 1acbm9228tfggjx7htxjtcvrp, 6iu350lkyhy6tcll5gfo4vy3u, 6cztmz0yq3ifdkkz4hpe47krt, 4e5jvz1t60a2l67c5a9r2qne, 8058605f3gip7nglewe7svqzu, 7ruin2kz9zjzba57tdbec7n4l, e44sv1k4belucgkkem7qtkpd6, af8gj4w5eg8rdl4iq7fi8aa96, apusqhva0hdbf7zqb3twgeoa2, e2ej1v66tqjgtpzdhjw7bghqt, 7sxsul4lzfxl1nzca1nq715re, 3j1vhujla834m422svmrdh3pw, 89m2i076rpwreyl8h1o9kc6xg, 5oa6glaxweluggb6odyxb4uz9",4106398847,197,8175,4106398835,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4106398837,59,"30, 21, 18, 99, 23, 4, 27, 6, 10, 7, 14, 2, 5, 8, 15, 16, 28, 40",4106398841,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4106398849,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4106398845,194,1acbm9228tfggjx7htxjtcvrp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521795237,2,32,1,0,0,2989v3kho9h5jaboe1nr7lx21,1,0,0,2023-03-18T17:15:33.291Z,2023-03-19T11:00:22Z,4106629143,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521795249,2,32,1,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2023-03-18T17:15:33.291Z,2023-03-18T17:15:36Z,4106629187,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521795259,3,1,1,0,0,jb4xejoxjfk5a0a50bo8hvst,1,50.1,49.5,2023-03-18T17:15:33.316Z,2023-03-19T03:41:11Z,4106629215,141,73.6,4106629219,213,1.4,4106629213,140,53.6,4106629221,279,S,4106629211,56,Center,4108619549,178,,4106629217,212,16.8,,,,7ruin2kz9zjzba57tdbec7n4l,Vagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521795333,4,1,1,0,3,jb4xejoxjfk5a0a50bo8hvst,1,60.3,79.5,2023-03-18T17:15:36.637Z,2023-03-19T08:31:24Z,4106629657,212,8.5,4106629655,141,92.0,4106629653,140,60.1,4108619721,178,,4106629659,213,1.6,4106629651,56,Left,,,,,,,e44sv1k4belucgkkem7qtkpd6,V. Guillaume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521795353,5,1,1,0,7,jb4xejoxjfk5a0a50bo8hvst,1,62.1,99.6,2023-03-18T17:15:40.595Z,2023-03-19T08:31:22Z,4106629785,213,3.9,4106629779,140,55.6,4106629781,141,89.1,4108620055,178,,4106629783,212,9.9,4106629777,56,Left,,,,,,,187qa5icsve3oak3t90r6rhsl,M. Poaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521795363,6,1,1,0,8,jb4xejoxjfk5a0a50bo8hvst,1,53.4,96.9,2023-03-18T17:15:42.138Z,2023-03-19T08:31:22Z,4106629831,212,2.4,4106629827,140,55.2,4106629833,213,5.6,4108620163,178,,4106629829,141,94.8,4106629825,56,Left,,,,,,,e44sv1k4belucgkkem7qtkpd6,V. Guillaume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521795397,7,1,1,0,9,jb4xejoxjfk5a0a50bo8hvst,1,53.4,99.9,2023-03-18T17:15:42.425Z,2023-03-19T08:31:22Z,4106630027,56,Back,4106630031,141,88.3,4106630033,212,27.7,4106630035,213,3.4,4106630029,140,28.1,4108620209,178,,,,,,,,187qa5icsve3oak3t90r6rhsl,M. Poaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521795443,8,1,1,0,13,jb4xejoxjfk5a0a50bo8hvst,1,32.6,91,2023-03-18T17:15:46.298Z,2023-03-19T08:31:20Z,4106630245,141,51.3,4108620421,178,,4106630241,56,Back,4106630243,140,7.7,4106630249,213,3.9,4106630251,1,,4106630247,212,37.6,,,,a52575bcqr3acuweauiyzsb56,M. Mbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
