id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/17/value,qualifier/18/value
2505915885,1,34,16,0,0,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2023-02-10T18:59:44.616Z,2023-02-11T10:13:12Z,4022734553,130,4,4022734549,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4022734551,59,"22, 77, 14, 15, 5, 44, 26, 20, 70, 17, 10, 19, 21, 27, 28, 32, 94, 98",4022734557,194,x3g0yyxs0j4o8fxphxtf0st1,4022734555,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4022734547,30,"byfrgpc6tgz8lto1gor03y5sl, 6tvnsmtj9mma96e8famksevv9, 16o074zua15qkk7x0me7gi1w4, mkq18lpl3d44wxq974mci5wq, 9ajh8tm9rl0i2sa09c9dfu0h5, l6y4o9t2b0jxaxo85oztok45, 13d7ao0j091449ia61cuut87p, x3g0yyxs0j4o8fxphxtf0st1, 32eyq4xvy8s1ng11jnavvh32t, acx78ftnm61hm01wpmme77hbe, 7ew7g18qo649t8ld44omgib55, 4f8xb5sbyksacxmifi375h7qi, 3q6jhwert6ah0ll2wq69k93ah, ecnh65kkhku5mdkr3il4fl6tx, 99jqn2osue4tyo1l7yb93s639, 8mkkchf0ysdf78r0lncd73klw, cn6uwymow3ewbnr6niqumao0k, 9rsuz6bumw4jyw25gpingu25m",4022734561,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022734559,197,16049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916923,1,34,16,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2023-02-10T19:02:33.216Z,2023-02-11T10:14:31Z,4022739507,197,8159,4022739501,130,12,4022739497,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4022739503,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4022739509,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022739499,59,"49, 2, 94, 44, 16, 59, 8, 10, 7, 18, 20, 6, 11, 21, 23, 26, 29, 85",4022739505,194,6xam5bquregefbepxd9rwfdh,4022739495,30,"a8kdcx3797ityilpw31jaj4r9, aajft01g5yggw0is5fbfh3105, e44w6g1c1ojf854svzswpl0x5, 1i1xcco82x0ppbac6j5z59x49, 5w0ohhrm0ojscyjh3e0o8ffmd, 7bwjxz6bwt7h070dbv1l8woyy, 5j13tgvpwi7m3y6rjd8q08tt5, 6xam5bquregefbepxd9rwfdh, a6cke0ad2pvuyahweuch772ay, 81sfrpdzz1nymxg1b5noo67ai, 39tod1iad3ztq17qveh8pwp9l, 7a6hqi5iy91onh9u7l7t88tbe, ai5p5wgft6c09bjbldz9sfeac, 1a9u2g4hynrz2e93sz1evhpzp, di9k6xr6j4arjoltl7s9yp6cq, f0ean6buvvp9l4rh1ayvnnill, 15odj8wui8136996wi2d5t7md, 2fbq6ac2mma2tyjc2kqrpfms4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505945429,2,32,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2023-02-10T19:45:33.228Z,2023-02-10T19:45:34Z,4022890503,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505945417,2,32,1,0,0,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2023-02-10T19:45:33.228Z,2023-02-11T04:36:02Z,4022890461,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505945473,3,1,1,0,0,1oyb7oym5nwzny8vxf03szd2h,1,50.2,50,2023-02-10T19:45:33.269Z,2023-02-11T05:34:18Z,4022890709,212,26.4,4023578543,178,,4022890705,140,27.3,4022890703,56,Back,4022890713,279,S,4022890707,141,66.1,4022890711,213,2.7,,,,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505945501,4,1,1,0,2,1oyb7oym5nwzny8vxf03szd2h,1,29.9,62.3,2023-02-10T19:45:35.904Z,2023-02-11T11:34:39Z,4022890845,213,4.6,4022890837,56,Back,4023578787,178,,4022890839,140,28.1,4022890841,141,30.1,4022890843,212,22.0,,,,,,,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505945585,5,1,1,0,5,1oyb7oym5nwzny8vxf03szd2h,1,32,38.5,2023-02-10T19:45:38.529Z,2023-02-11T11:34:38Z,4022891289,1,,4022891285,212,44.1,4022891277,155,,4022891287,213,0.6,4022891281,140,67.5,4022891283,141,73.2,4022891279,56,Center,4023578817,178,,9ajh8tm9rl0i2sa09c9dfu0h5,J. Hendry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505945599,6,1,1,0,8,1oyb7oym5nwzny8vxf03szd2h,1,66.8,70.7,2023-02-10T19:45:41.302Z,2023-02-11T11:34:38Z,4022891373,3,,4022891377,140,75.2,4022891379,141,86.2,4022891387,213,0.9,4023578905,388,,4022891383,212,13.7,4022891375,56,Left,,,,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505945611,7,1,1,0,9,1oyb7oym5nwzny8vxf03szd2h,1,72.8,88.2,2023-02-10T19:45:42.663Z,2023-02-11T11:34:38Z,4022891445,140,77.7,4022891451,213,4.9,4022891449,212,22.1,4023578945,178,,4022891443,56,Center,4022891447,141,56.6,,,,,,,7ew7g18qo649t8ld44omgib55,N. Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505978173,467,1,1,0,10,1oyb7oym5nwzny8vxf03szd2h,1,71,72.8,2023-02-10T19:45:43.545Z,2023-02-11T11:34:37Z,4023064627,140,76.3,4023064625,56,Center,4023064637,213,5.1,4023579029,178,,4023064629,141,53.1,4023064633,212,14.5,,,,,,,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
