id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2465894015,1,34,16,0,0,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2022-10-01T18:00:23.585Z,2022-10-01T19:27:26Z,3811487237,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3811487243,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3811487247,197,16049,3811487241,130,4,3811487245,194,x3g0yyxs0j4o8fxphxtf0st1,3811487239,59,"22, 6, 2, 15, 44, 58, 27, 20, 19, 32, 9, 3, 10, 17, 70, 89, 91, 98",3811487235,30,"byfrgpc6tgz8lto1gor03y5sl, bgzvhtk50gvmq6noheadmc34l, 1hlvnmu8we38d44sdexhhxcyd, mkq18lpl3d44wxq974mci5wq, l6y4o9t2b0jxaxo85oztok45, 79m802yjrfr0ji81c8ty1x2xg, ecnh65kkhku5mdkr3il4fl6tx, x3g0yyxs0j4o8fxphxtf0st1, 4f8xb5sbyksacxmifi375h7qi, 8mkkchf0ysdf78r0lncd73klw, 9mlj7fxon5zy1qmktvvcwjrl6, 3qbl0ps3ms998s0apmpkre3md, 7ew7g18qo649t8ld44omgib55, acx78ftnm61hm01wpmme77hbe, 32eyq4xvy8s1ng11jnavvh32t, evcq2pbyad7zn3okc33upat0q, 398isvyux7zpjiwa2hzsxyc16, 9rsuz6bumw4jyw25gpingu25m",3811487249,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465894849,1,34,16,0,0,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-10-01T18:01:36.918Z,2022-10-01T19:08:41Z,3811492087,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3811492081,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3811492079,130,11,3811492083,194,25ey2mcvgwz6ls2612os5hzv9,3811492075,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3811492077,59,"1, 5, 21, 27, 23, 30, 7, 66, 9, 16, 11, 2, 4, 6, 8, 10, 15, 28",3811492085,197,1948,3811492073,30,"1psqmd0h77b385bljq2emftgp, 4kuxth5k98x4cgfrfweu1u51, 3k4ulxeya73ac9foemis7p6mt, btz2lf5s3h6svre1o5jgmvf85, 92x3r5pxmvkgaxups0gdrvq39, 56sjqxlsf5iitgww0hogez8ph, 3eywxsna9qzi1egis1uj4l6mt, ezg4lhvy2z4pkyvfrmi17y11x, 3nr55odndzunwlb658bsnlwx5, 25ey2mcvgwz6ls2612os5hzv9, 9aafa664l1husrkrgqv25l42d, 1vhz040atckd3pnzwbky5uuvp, 9svafwvk8lle1ex1m2y279905, b6hva6wki38za3hipscirr4h6, zd582wgzhdcz8n6oipywt3vt, evktllmp3l6mfb6o4im0ag0ve, calut2wcnvfps97uj7dartf4l, 5egzwt11xlx1vz5dk9yu29q1g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465935827,2,32,1,0,0,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-10-01T18:45:07.376Z,2022-10-01T18:45:46Z,3811720359,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465935839,2,32,1,0,0,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2022-10-01T18:45:07.376Z,2022-10-02T02:53:36Z,3811720411,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465935879,3,1,1,0,0,b7jmo07lqav0wfe2mtlzyspak,1,50.2,50.1,2022-10-01T18:45:07.490Z,2022-10-02T03:51:31Z,3811720667,212,12.1,3811720661,56,Back,3813284211,178,,3811720663,140,38.7,3811720669,213,3.2,3811720665,141,49.6,3811720671,279,S,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465936049,4,1,1,0,1,b7jmo07lqav0wfe2mtlzyspak,1,40,47.8,2022-10-01T18:45:09.310Z,2022-10-02T08:17:51Z,3811721543,212,22.4,3811721537,56,Back,3811721541,141,16.1,3813284313,178,,3811721545,213,4.4,3811721539,140,34.2,,,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465936153,5,1,1,0,4,b7jmo07lqav0wfe2mtlzyspak,1,41.7,20.8,2022-10-01T18:45:12.228Z,2022-10-02T08:17:50Z,3811722061,56,Back,3811722067,141,32.8,3811722075,213,2.3,3813285683,178,,3811722063,140,34.6,3811722071,212,11.1,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465936237,6,1,1,0,6,b7jmo07lqav0wfe2mtlzyspak,1,46.5,28.7,2022-10-01T18:45:14.037Z,2022-10-02T08:17:50Z,3811722537,141,66.2,3813285479,178,,3811722533,56,Back,3811722541,213,2.0,3811722539,212,28.6,3811722535,140,34.2,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465977125,409,1,1,0,9,b7jmo07lqav0wfe2mtlzyspak,1,34.4,62.3,2022-10-01T18:45:16.813Z,2022-10-02T08:17:49Z,3811947499,141,33.8,3811947501,212,19.6,3811947497,140,31.5,3811947493,56,Back,3813285833,178,,3811947503,213,4.6,,,,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465977447,410,1,1,0,11,b7jmo07lqav0wfe2mtlzyspak,1,32.1,44,2022-10-01T18:45:18.678Z,2022-10-02T08:17:48Z,3811949305,140,31.8,3811949309,212,17.0,3813285945,178,,3811949311,213,1.6,3811949303,56,Back,3811949307,141,69.0,,,,,,,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465977527,411,1,1,0,15,b7jmo07lqav0wfe2mtlzyspak,1,32.9,74.1,2022-10-01T18:45:22.523Z,2022-10-02T08:17:47Z,3811949719,212,20.6,3813286181,178,,3811949721,213,4.6,3811949715,140,30.9,3811949717,141,43.9,3811949713,56,Back,,,,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465977687,412,1,1,0,17,b7jmo07lqav0wfe2mtlzyspak,1,25,59.8,2022-10-01T18:45:24.835Z,2022-10-02T08:17:46Z,3811950459,213,6.0,3811950455,141,50.9,3811950451,56,Back,3813286403,178,,3811950457,212,20.8,3811950453,140,44.0,,,,,,,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466222817,839,67,1,0,18,b7jmo07lqav0wfe2mtlzyspak,1,33,62.3,2022-10-01T18:45:25.804Z,2022-10-02T08:17:46Z,3813323037,233,974,,,,,,,,,,,,,,,,,,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466222815,974,67,1,0,18,1oyb7oym5nwzny8vxf03szd2h,0,67,37.7,2022-10-01T18:45:25.805Z,2022-10-02T08:17:46Z,3813323041,233,839,,,,,,,,,,,,,,,,,,,,,,9mlj7fxon5zy1qmktvvcwjrl6,Ferran Jutglà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465936245,7,50,1,0,18,b7jmo07lqav0wfe2mtlzyspak,1,33,61.5,2022-10-01T18:45:25.825Z,2022-10-02T08:17:45Z,3813575081,285,,3811722639,233,3,3811722565,56,Back,,,,,,,,,,,,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465936231,3,7,1,0,18,1oyb7oym5nwzny8vxf03szd2h,1,67,38.5,2022-10-01T18:45:25.917Z,2022-10-02T08:17:45Z,3813286877,178,,3812326301,383,,3811722605,233,7,3811722509,56,Center,3813575079,286,,,,,,,,,,,9mlj7fxon5zy1qmktvvcwjrl6,Ferran Jutglà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465936241,4,49,1,0,20,1oyb7oym5nwzny8vxf03szd2h,1,60.4,45.7,2022-10-01T18:45:27.681Z,2022-10-02T08:17:44Z,,,,,,,,,,,,,,,,,,,,,,,,,mkq18lpl3d44wxq974mci5wq,R. Onyedika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465936269,5,1,1,0,22,1oyb7oym5nwzny8vxf03szd2h,1,69.5,43.3,2022-10-01T18:45:29.413Z,2022-10-02T08:17:43Z,3811722685,140,70.0,3811722691,213,5.0,3811722689,212,2.0,3811722683,56,Center,3813287229,178,,3811722687,141,40.4,,,,,,,mkq18lpl3d44wxq974mci5wq,R. Onyedika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465936281,6,1,1,0,22,1oyb7oym5nwzny8vxf03szd2h,0,78.9,40,2022-10-01T18:45:29.936Z,2022-10-02T08:17:43Z,3811722775,213,2.1,3813287363,178,,3811722773,212,10.6,3811722769,140,73.6,3811722765,56,Center,3811722771,141,53.3,,,,,,,4f8xb5sbyksacxmifi375h7qi,K. Sowah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465936535,8,1,1,0,23,b7jmo07lqav0wfe2mtlzyspak,1,17.9,48.8,2022-10-01T18:45:30.841Z,2022-10-02T08:17:42Z,3813287599,178,,3811724067,56,Back,3811724075,213,5.9,3811724071,141,36.4,3811724069,140,37.1,3811724073,212,21.9,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465979045,413,61,1,0,25,b7jmo07lqav0wfe2mtlzyspak,0,23.3,50,2022-10-01T18:45:32.962Z,2022-10-02T08:17:41Z,3811958017,56,Back,3813287925,178,,,,,,,,,,,,,,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466222933,978,67,1,0,25,1oyb7oym5nwzny8vxf03szd2h,1,77,50.2,2022-10-01T18:45:33.244Z,2022-10-02T08:17:41Z,3813323779,233,843,,,,,,,,,,,,,,,,,,,,,,4f8xb5sbyksacxmifi375h7qi,K. Sowah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466222931,843,67,1,0,25,b7jmo07lqav0wfe2mtlzyspak,0,23,49.8,2022-10-01T18:45:33.245Z,2022-10-02T08:17:40Z,3813323791,233,978,,,,,,,,,,,,,,,,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465936677,7,1,1,0,25,1oyb7oym5nwzny8vxf03szd2h,1,76,47.7,2022-10-01T18:45:33.255Z,2022-10-02T08:17:40Z,3811724801,56,Center,3811724807,212,15.1,3811724803,140,64.7,3813288395,178,,3811724809,213,2.5,3811724805,141,61.5,,,,,,,4f8xb5sbyksacxmifi375h7qi,K. Sowah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466223025,844,83,1,0,28,b7jmo07lqav0wfe2mtlzyspak,1,29.1,37.1,2022-10-01T18:45:36.122Z,2022-10-02T08:17:39Z,3813324297,399,119674,,,,,,,,,,,,,,,,,,,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465979265,476,1,1,0,28,1oyb7oym5nwzny8vxf03szd2h,1,70.9,63.1,2022-10-01T18:45:36.160Z,2022-10-02T08:17:39Z,3811959303,141,73.5,3813288711,178,,3811959299,56,Center,3811959301,140,56.7,3811959307,213,2.7,3811959305,212,16.5,,,,,,,1hlvnmu8we38d44sdexhhxcyd,E. Sobol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465979431,477,1,1,0,32,1oyb7oym5nwzny8vxf03szd2h,1,55.5,64.9,2022-10-01T18:45:40.025Z,2022-10-02T08:17:38Z,3811960137,141,34.9,3811960139,212,24.8,3811960141,213,4.1,3811960133,56,Back,3811960135,140,42.0,3813288951,178,,,,,,,,4f8xb5sbyksacxmifi375h7qi,K. Sowah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465979517,478,1,1,0,35,1oyb7oym5nwzny8vxf03szd2h,1,41.8,45,2022-10-01T18:45:42.581Z,2022-10-02T08:17:37Z,3811960585,213,5.0,3811960577,56,Back,3813289049,178,,3811960583,212,26.2,3811960579,140,48.1,3811960581,141,7.7,,,,,,,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465979677,479,1,1,0,37,1oyb7oym5nwzny8vxf03szd2h,1,50.7,16.5,2022-10-01T18:45:45.018Z,2022-10-02T08:17:36Z,3811961361,141,4.4,3811961363,212,15.7,3811961359,140,63.4,3813289387,178,,3811961357,56,Right,3811961365,213,5.7,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465936697,9,1,1,0,40,1oyb7oym5nwzny8vxf03szd2h,1,52.6,11.6,2022-10-01T18:45:47.774Z,2022-10-02T08:17:35Z,3811724883,56,Back,3813289605,178,,3811724887,141,35.5,3811724885,140,37.0,3811724889,212,23.1,3811724891,213,2.4,,,,,,,8mkkchf0ysdf78r0lncd73klw,A. Nusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465936685,8,43,1,0,41,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2022-10-01T18:45:48.523Z,2022-10-01T19:42:46Z,3811962617,144,49,,,,,,,,,,,,,,,,,,,,,,8mkkchf0ysdf78r0lncd73klw,A. Nusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465936721,10,1,1,0,43,1oyb7oym5nwzny8vxf03szd2h,1,38.5,35.7,2022-10-01T18:45:50.967Z,2022-10-02T08:17:35Z,3811725007,212,28.5,3811725001,56,Back,3811725003,140,43.7,3813289749,178,,3811725009,213,1.4,3811725005,141,76.9,,,,,,,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465936751,11,1,1,0,46,1oyb7oym5nwzny8vxf03szd2h,1,45.8,71.6,2022-10-01T18:45:53.648Z,2022-10-02T08:17:34Z,3811725175,212,18.0,3811725173,141,94.7,3811725169,56,Left,3813289851,178,,3811725177,213,1.1,3811725171,140,54.1,,,,,,,79m802yjrfr0ji81c8ty1x2xg,J. Spileers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465936769,12,1,1,0,48,1oyb7oym5nwzny8vxf03szd2h,1,57.8,93,2022-10-01T18:45:56.193Z,2022-10-02T08:17:33Z,3811725283,213,4.3,3811725275,56,Left,3811725279,141,82.9,3811725281,212,7.6,3813289991,178,,3811725277,140,54.7,,,,,,,1hlvnmu8we38d44sdexhhxcyd,E. Sobol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465936807,13,1,1,0,50,1oyb7oym5nwzny8vxf03szd2h,1,53,73.2,2022-10-01T18:45:57.743Z,2022-10-02T08:17:32Z,3811725505,56,Back,3811725513,213,4.1,3811725509,141,54.9,3811725511,212,15.3,3811725507,140,44.5,3813290159,178,,,,,,,,mkq18lpl3d44wxq974mci5wq,R. Onyedika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465936849,14,1,1,0,53,1oyb7oym5nwzny8vxf03szd2h,1,42.9,45,2022-10-01T18:46:00.660Z,2022-10-02T08:17:32Z,3811725763,141,20.0,3811725765,212,17.2,3811725759,56,Back,3811725761,140,45.5,3811725767,213,4.9,3813290327,178,,,,,,,,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465936949,15,1,1,0,55,1oyb7oym5nwzny8vxf03szd2h,1,50.5,19.5,2022-10-01T18:46:03.295Z,2022-10-02T08:17:31Z,3811726357,213,5.7,3811726351,140,63.2,3811726353,141,6.1,3811726349,56,Right,3813290455,178,,3811726355,212,16.2,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465936993,16,1,1,1,2,1oyb7oym5nwzny8vxf03szd2h,1,69.3,6.2,2022-10-01T18:46:10.305Z,2022-10-02T08:17:28Z,3811726575,212,12.4,3813290595,178,,3811726573,141,8.3,3811726577,213,3.0,3811726571,140,57.6,3811726565,56,Right,,,,,,,8mkkchf0ysdf78r0lncd73klw,A. Nusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465937039,17,1,1,1,5,1oyb7oym5nwzny8vxf03szd2h,1,59.7,10,2022-10-01T18:46:13.048Z,2022-10-02T08:17:27Z,3813290727,178,,3811726849,141,26.2,3811726845,140,35.8,3811726855,213,2.7,3811726843,56,Back,3811726853,212,27.4,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465937083,18,1,1,1,8,1oyb7oym5nwzny8vxf03szd2h,1,40.9,26.8,2022-10-01T18:46:16.089Z,2022-10-02T08:17:26Z,3813290949,178,,3811727095,56,Right,3811727099,141,9.4,3811727101,212,15.5,3811727097,140,50.4,3811727103,213,5.4,,,,,,,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465937201,19,1,1,1,10,1oyb7oym5nwzny8vxf03szd2h,1,49.4,8.9,2022-10-01T18:46:18.149Z,2022-10-02T08:17:26Z,3811727691,56,Right,3811727701,213,6.1,3811727699,212,15.0,3811727693,140,63.3,3811727695,141,4.0,3813291107,178,,,,,,,,bgzvhtk50gvmq6noheadmc34l,D. Odoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465937205,20,61,1,1,14,1oyb7oym5nwzny8vxf03szd2h,0,71.9,8,2022-10-01T18:46:22.370Z,2022-10-02T08:17:24Z,3813291327,178,,3811727707,56,Right,,,,,,,,,,,,,,,,,,,8mkkchf0ysdf78r0lncd73klw,A. Nusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466223403,845,43,1,1,15,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-10-01T18:46:22.449Z,2022-10-02T04:19:01Z,3813326515,178,0,3813326621,144,82,,,,,,,,,,,,,,,,,,,3k4ulxeya73ac9foemis7p6mt,B. Bolingoli-Mbombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465937281,9,3,1,1,16,b7jmo07lqav0wfe2mtlzyspak,0,23.2,94.1,2022-10-01T18:46:23.593Z,2022-10-02T08:17:23Z,3811728171,56,Back,3811961717,233,480,3811728173,285,,3812333127,465,,3813291611,178,,,,,,,,,,,3k4ulxeya73ac9foemis7p6mt,B. Bolingoli-Mbombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465979681,480,7,1,1,16,1oyb7oym5nwzny8vxf03szd2h,0,76.8,5.9,2022-10-01T18:46:23.707Z,2022-10-02T08:17:23Z,3812333521,383,,3811961385,56,Right,3811961387,286,,3811961399,233,9,3813291817,178,,,,,,,,,,,8mkkchf0ysdf78r0lncd73klw,A. Nusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466223461,846,43,1,1,17,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-10-01T18:46:24.567Z,2022-10-02T04:19:13Z,3813326923,144,82,3813326841,178,0,,,,,,,,,,,,,,,,,,,3k4ulxeya73ac9foemis7p6mt,B. Bolingoli-Mbombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465937285,10,49,1,1,17,b7jmo07lqav0wfe2mtlzyspak,1,23.1,90.8,2022-10-01T18:46:24.673Z,2022-10-02T08:17:23Z,,,,,,,,,,,,,,,,,,,,,,,,,3k4ulxeya73ac9foemis7p6mt,B. Bolingoli-Mbombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465937307,11,1,1,1,18,b7jmo07lqav0wfe2mtlzyspak,1,25.2,91.6,2022-10-01T18:46:25.860Z,2022-10-02T08:17:22Z,3811728315,141,73.2,3811728321,1,,3811728319,213,6.1,3811728313,140,81.8,3813292123,178,,3811728309,155,,3811728317,212,60.7,3811728311,56,Center,3k4ulxeya73ac9foemis7p6mt,B. Bolingoli-Mbombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466223591,848,43,1,1,23,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-10-01T18:46:31.111Z,2022-10-02T04:19:40Z,3813327619,144,82,3813327461,178,0,,,,,,,,,,,,,,,,,,,3nr55odndzunwlb658bsnlwx5,J. Ngoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
