id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,assist,qualifier/19/value
2485354277,116,1,1,11,40,ecj1gmc7pqcjo4sc9hvghj5u3,1,36.2,3.2,2022-11-13T15:12:21.696Z,2022-11-14T11:18:23Z,3914391723,140,34.6,3916259369,178,,3914391725,141,19.8,3914391721,56,Back,3914391731,213,1.7,3914391729,212,11.4,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485354303,117,1,1,11,42,ecj1gmc7pqcjo4sc9hvghj5u3,0,38.8,11.2,2022-11-13T15:12:23.376Z,2022-11-14T11:18:23Z,3916259485,178,,3914391877,155,,3914391883,141,0.0,3914391887,213,6.0,3914391881,140,62.8,3914391885,212,26.6,3914391879,56,Right,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485354311,118,5,1,11,44,ecj1gmc7pqcjo4sc9hvghj5u3,0,67.2,-1,2022-11-13T15:12:25.509Z,2022-11-14T06:22:22Z,3914391923,56,Right,3914392453,233,127,3914391925,347,,,,,,,,,,,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485354387,127,5,1,11,44,5z1b7fuvpqe6vnigvopomvecu,1,32.8,101,2022-11-13T15:12:25.509Z,2022-11-14T06:22:22Z,3914392339,56,Back,3914392419,233,118,3914392343,347,,,,,,,,,,,,,,,,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485354697,128,1,1,12,0,5z1b7fuvpqe6vnigvopomvecu,1,43,100,2022-11-13T15:12:40.742Z,2022-11-14T11:18:22Z,3914393955,107,,3914393959,140,59.4,3914393963,212,17.6,3914393965,213,6.1,3914393957,56,Left,3914393961,141,96.2,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485355211,135,1,1,12,1,5z1b7fuvpqe6vnigvopomvecu,0,64.6,99.9,2022-11-13T15:12:42.523Z,2022-11-14T11:18:22Z,3914396983,1,,3914396683,212,11.7,3914396677,56,Left,3916259823,388,,3914396981,157,,3914396681,141,83.8,3914396685,213,4.3,3914396679,140,60.6,6a0e28nxlyyw7ghe4wzumlzh1,S. Perica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485354757,119,1,1,12,3,ecj1gmc7pqcjo4sc9hvghj5u3,1,41.2,17.6,2022-11-13T15:12:43.773Z,2022-11-14T11:18:21Z,3914394195,56,Center,3914394193,157,,3914394203,213,0.5,3916260003,178,,3914394199,141,37.6,3914394201,212,28.7,3914394205,1,,3914394197,140,65.3,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485354765,120,49,1,12,5,ecj1gmc7pqcjo4sc9hvghj5u3,1,63.8,32.7,2022-11-13T15:12:46.325Z,2022-11-14T11:18:21Z,,,,,,,,,,,,,,,,,,,,,,,,,a6cke0ad2pvuyahweuch772ay,V. Boniface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485701811,1424,83,1,12,11,5z1b7fuvpqe6vnigvopomvecu,1,22.9,68.1,2022-11-13T15:12:52.175Z,2022-11-14T11:18:17Z,3916325093,399,479052,,,,,,,,,,,,,,,,,,,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485354899,121,1,1,12,12,ecj1gmc7pqcjo4sc9hvghj5u3,1,81.2,23.8,2022-11-13T15:12:53.533Z,2022-11-14T11:18:17Z,3914395069,140,84.4,3914395075,213,0.4,3914395071,141,26.1,3914395067,56,Center,3914395073,212,3.7,3916260165,178,,,,,,,,a6cke0ad2pvuyahweuch772ay,V. Boniface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485354903,122,3,1,12,14,ecj1gmc7pqcjo4sc9hvghj5u3,0,82,31.4,2022-11-13T15:12:55.301Z,2022-11-14T11:18:15Z,3914395123,233,129,3914395089,286,,3915731067,464,,3916260279,178,,3914395087,56,Center,,,,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485354901,129,7,1,12,15,5z1b7fuvpqe6vnigvopomvecu,0,18,68.6,2022-11-13T15:12:55.730Z,2022-11-14T11:18:15Z,3914395081,56,Back,3914395103,233,122,3914395083,285,,3916260329,178,,3915731457,383,,,,,,,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485599177,795,61,1,12,15,ecj1gmc7pqcjo4sc9hvghj5u3,1,81.8,30.4,2022-11-13T15:12:55.818Z,2022-11-14T11:18:15Z,3916260443,178,,3915732599,56,Center,,,,,,,,,,,,,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485354933,131,49,1,12,15,5z1b7fuvpqe6vnigvopomvecu,1,18,69.1,2022-11-13T15:12:56.478Z,2022-11-14T11:18:14Z,,,,,,,,,,,,,,,,,,,,,,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485354929,130,43,1,12,16,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2022-11-13T15:12:57.134Z,2022-11-13T15:13:03Z,3914395219,140,20.0,3914395225,213,4.7,3914395221,141,67.6,3914395763,144,1,3914395223,212,2.7,3914395217,56,Back,,,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485354999,132,1,1,12,16,5z1b7fuvpqe6vnigvopomvecu,1,21.5,64.6,2022-11-13T15:12:57.620Z,2022-11-14T11:18:13Z,3914395511,213,5.1,3914395487,140,27.0,3916260559,178,,3914395499,212,13.8,3914395497,141,46.1,3914395485,56,Back,,,,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485355005,133,61,1,12,18,5z1b7fuvpqe6vnigvopomvecu,0,24.8,46.5,2022-11-13T15:12:59.277Z,2022-11-14T11:18:12Z,3914395533,56,Back,3916260695,178,,,,,,,,,,,,,,,,,,,,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485355009,123,49,1,12,20,ecj1gmc7pqcjo4sc9hvghj5u3,1,72.2,58.5,2022-11-13T15:13:00.898Z,2022-11-14T11:18:12Z,,,,,,,,,,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485355031,124,1,1,12,20,ecj1gmc7pqcjo4sc9hvghj5u3,0,73.1,62.3,2022-11-13T15:13:01.465Z,2022-11-14T11:18:11Z,3914395659,141,73.9,3914395655,56,Center,3916260873,178,,3914395663,213,0.3,3914395661,212,30.2,3914395657,140,100.0,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485355039,125,5,1,12,23,ecj1gmc7pqcjo4sc9hvghj5u3,0,100.6,70.9,2022-11-13T15:13:04.608Z,2022-11-14T06:23:44Z,3914395969,233,134,3914395725,56,Center,3914395727,346,,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485355071,134,5,1,12,23,5z1b7fuvpqe6vnigvopomvecu,1,-0.6,29.1,2022-11-13T15:13:04.608Z,2022-11-14T06:23:43Z,3914395853,346,,3914395849,56,Back,3914395903,233,125,,,,,,,,,,,,,,,,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485355327,136,1,1,12,34,5z1b7fuvpqe6vnigvopomvecu,1,4.6,48,2022-11-13T15:13:14.925Z,2022-11-14T11:18:11Z,3914397357,213,0.6,3914397361,237,,3914397349,56,Back,3914397347,124,,3914397353,141,58.1,3914397355,212,11.7,3914397351,140,13.6,,,,bxcwnf87pf8ijzbxy70ewcfe1,A. Bodart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485355391,137,1,1,12,39,5z1b7fuvpqe6vnigvopomvecu,1,24.3,62.4,2022-11-13T15:13:19.838Z,2022-11-14T11:18:08Z,3914397701,56,Back,3914397705,140,35.8,3916261105,178,,3914397709,212,18.1,3914397711,213,0.8,3914397707,141,82.3,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485355407,138,1,1,12,43,5z1b7fuvpqe6vnigvopomvecu,1,21.6,86,2022-11-13T15:13:24.424Z,2022-11-14T11:18:07Z,3914397791,212,6.4,3914397793,213,0.8,3914397785,56,Back,3916261205,178,,3914397787,140,25.7,3914397789,141,92.9,,,,,,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485355469,139,1,1,12,44,5z1b7fuvpqe6vnigvopomvecu,1,19,94.1,2022-11-13T15:13:25.256Z,2022-11-14T11:18:06Z,3916261237,178,,3914398215,56,Back,3914398219,141,66.4,3914398221,212,20.9,3914398223,213,5.2,3914398217,140,27.6,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485355459,126,45,1,12,49,ecj1gmc7pqcjo4sc9hvghj5u3,0,75.9,28.1,2022-11-13T15:13:29.792Z,2022-11-14T11:18:04Z,3914398321,233,140,3914398165,286,,3914398161,56,Center,,,,,,,,,,,,,,,,a6cke0ad2pvuyahweuch772ay,V. Boniface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485355475,140,3,1,12,49,5z1b7fuvpqe6vnigvopomvecu,1,24.1,71.9,2022-11-13T15:13:29.792Z,2022-11-14T11:18:04Z,3915734769,464,,3916261347,178,,3914398249,285,,3914398265,233,126,3914398247,56,Back,,,,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485355497,141,1,1,12,50,5z1b7fuvpqe6vnigvopomvecu,0,25.9,74.8,2022-11-13T15:13:30.960Z,2022-11-14T11:18:02Z,3914398351,236,,3914398343,140,24.5,3914398353,233,127,3914398341,56,Back,3914398345,141,78.7,3916261423,178,,3914398347,212,3.0,3914398349,213,2.1,76y4awqbdef5yxiovt27i57th,M. Bokadi,3914398357,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485355485,127,74,1,12,50,ecj1gmc7pqcjo4sc9hvghj5u3,1,73.7,22.9,2022-11-13T15:13:31.119Z,2022-11-14T11:18:02Z,3914398299,285,,3914398297,56,Center,3914398385,233,141,3916261463,178,,,,,,,,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485355513,128,49,1,12,52,ecj1gmc7pqcjo4sc9hvghj5u3,1,79.5,15.4,2022-11-13T15:13:32.885Z,2022-11-14T11:18:02Z,,,,,,,,,,,,,,,,,,,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485355633,129,50,1,12,57,ecj1gmc7pqcjo4sc9hvghj5u3,1,96.1,9.7,2022-11-13T15:13:38.088Z,2022-11-14T11:17:58Z,3914398935,286,,3914399015,233,142,3914398933,56,Right,,,,,,,,,,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485355645,142,7,1,12,57,5z1b7fuvpqe6vnigvopomvecu,0,3.9,90.3,2022-11-13T15:13:38.404Z,2022-11-14T11:17:58Z,3914398983,233,129,3916261689,178,,3914398959,285,,3915735817,383,,3914398957,56,Back,,,,,,,,,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485355663,130,61,1,12,58,ecj1gmc7pqcjo4sc9hvghj5u3,1,96.6,6.6,2022-11-13T15:13:38.889Z,2022-11-14T11:17:57Z,3916261783,178,,3914399053,56,Right,,,,,,,,,,,,,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485355689,131,5,1,13,1,ecj1gmc7pqcjo4sc9hvghj5u3,0,100.8,8.4,2022-11-13T15:13:41.759Z,2022-11-14T06:24:36Z,3914399219,233,143,3914399159,346,,3914399157,56,Right,,,,,,,,,,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485355697,143,5,1,13,1,5z1b7fuvpqe6vnigvopomvecu,1,-0.8,91.6,2022-11-13T15:13:41.759Z,2022-11-14T06:24:35Z,3914399195,233,131,3914399177,346,,3914399175,56,Back,,,,,,,,,,,,,,,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356077,144,1,1,13,20,5z1b7fuvpqe6vnigvopomvecu,1,4.4,49.3,2022-11-13T15:14:00.931Z,2022-11-14T11:17:57Z,3915736435,189,,3914401333,140,14.0,3914401335,141,75.3,3914401331,56,Back,3914401337,212,20.4,3914401329,124,,3914401343,237,,3914401339,213,1.1,bxcwnf87pf8ijzbxy70ewcfe1,A. Bodart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356093,145,1,1,13,25,5z1b7fuvpqe6vnigvopomvecu,0,22.5,58.2,2022-11-13T15:14:06.579Z,2022-11-14T11:17:54Z,3916262097,178,,3914401427,212,20.9,3914401417,56,Back,3914401419,140,29.1,3914401429,213,1.2,3914401425,141,87.2,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356097,132,49,1,13,27,ecj1gmc7pqcjo4sc9hvghj5u3,1,69.3,16.5,2022-11-13T15:14:07.939Z,2022-11-14T11:17:54Z,,,,,,,,,,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356159,133,1,1,13,28,ecj1gmc7pqcjo4sc9hvghj5u3,1,72.4,21.2,2022-11-13T15:14:09.147Z,2022-11-14T11:17:53Z,3914401907,213,1.4,3914401903,141,37.9,3914401899,56,Center,3916262221,178,,3914401901,140,74.1,3914401905,212,11.5,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356733,144,50,1,13,29,ecj1gmc7pqcjo4sc9hvghj5u3,1,79.5,49.2,2022-11-13T15:14:10.062Z,2022-11-14T10:56:03Z,3914404915,56,Center,3914404917,286,,3914405449,233,146,,,,,,,,,,,,,,,,a6cke0ad2pvuyahweuch772ay,V. Boniface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356165,146,7,1,13,29,5z1b7fuvpqe6vnigvopomvecu,0,20.5,50.8,2022-11-13T15:14:10.646Z,2022-11-14T10:56:03Z,3914401915,285,,3916262659,178,,3914405429,233,144,3914401913,56,Back,3915738499,383,,,,,,,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356169,134,1,1,13,31,ecj1gmc7pqcjo4sc9hvghj5u3,1,78.1,48.4,2022-11-13T15:14:11.857Z,2022-11-14T11:17:52Z,3914401929,56,Center,3914406399,210,15,3914401937,213,4.2,3914401935,212,9.9,3914401931,140,73.4,3916262797,178,,3914401933,141,35.8,,,,a6cke0ad2pvuyahweuch772ay,V. Boniface,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356179,135,15,1,13,32,ecj1gmc7pqcjo4sc9hvghj5u3,1,77.3,46.7,2022-11-13T15:14:13.199Z,2022-11-14T11:17:51Z,3914401969,56,Center,3914402825,72,,3914406477,328,,3914406463,29,,3914406481,147,40.8,3914406475,215,,3914406467,55,134,3914406473,103,19,6xam5bquregefbepxd9rwfdh,T. Teuma,3914406461,78,,3914406479,146,80.3,3916262851,178,3914401967,18,,3914401965,22,,,,3914406485,231,49.1,3914406471,102,49.8,3914402829,82,3914402867,233,147,3914406483,230,97.6,,,,,,,,,,,,,
2485356215,147,10,1,13,32,5z1b7fuvpqe6vnigvopomvecu,1,21.7,54.1,2022-11-13T15:14:13.386Z,2022-11-14T11:17:50Z,3916263283,178,,3914402163,94,,3914402905,233,135,3914402165,56,Back,,,,,,,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356879,158,61,1,13,32,5z1b7fuvpqe6vnigvopomvecu,1,21.4,49.9,2022-11-13T15:14:13.397Z,2022-11-14T11:17:50Z,3914405647,56,Back,3916263535,178,,,,,,,,,,,,,,,,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356249,148,61,1,13,33,5z1b7fuvpqe6vnigvopomvecu,1,15.9,38.6,2022-11-13T15:14:14.320Z,2022-11-14T11:17:50Z,3914402363,56,Back,3916263653,178,,,,,,,,,,,,,,,,,,,,eg2u042cthz9undb4xz0pu8rt,M. Fossey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356253,149,49,1,13,34,5z1b7fuvpqe6vnigvopomvecu,1,16.6,45.5,2022-11-13T15:14:15.333Z,2022-11-14T11:17:49Z,,,,,,,,,,,,,,,,,,,,,,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356287,150,1,1,13,34,5z1b7fuvpqe6vnigvopomvecu,1,16.6,45.4,2022-11-13T15:14:15.383Z,2022-11-14T11:17:49Z,3914402597,212,35.2,3914402589,140,40.7,3914402587,56,Back,3914402599,213,5.5,3916583797,1,,3914402593,141,9.4,3916263909,178,,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356291,151,61,1,13,35,5z1b7fuvpqe6vnigvopomvecu,0,29.3,26.7,2022-11-13T15:14:16.373Z,2022-11-14T11:17:48Z,3916264071,178,,3914402625,56,Back,,,,,,,,,,,,,,,,,,,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356323,136,5,1,13,38,ecj1gmc7pqcjo4sc9hvghj5u3,1,56.8,101.8,2022-11-13T15:14:19.570Z,2022-11-14T06:26:26Z,3914402787,347,,3914402785,56,Left,3914402835,233,152,,,,,,,,,,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356299,152,5,1,13,38,5z1b7fuvpqe6vnigvopomvecu,0,43.2,-1.8,2022-11-13T15:14:19.570Z,2022-11-14T06:26:27Z,3914402665,56,Back,3914402891,233,136,3914402667,347,,,,,,,,,,,,,,,,,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356373,137,1,1,13,42,ecj1gmc7pqcjo4sc9hvghj5u3,1,57.9,100,2022-11-13T15:14:23.361Z,2022-11-14T11:17:48Z,3914403031,56,Left,3914403035,141,90.9,3914403033,140,60.2,3914403029,107,,3914403039,213,5.0,3914403037,212,7.7,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356399,138,1,1,13,43,ecj1gmc7pqcjo4sc9hvghj5u3,1,62.3,87.1,2022-11-13T15:14:24.444Z,2022-11-14T11:17:47Z,3914403161,213,1.6,3914403157,212,6.2,3914403151,56,Left,3914403155,141,96.2,3916264431,178,,3914403153,140,62.3,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356531,141,43,1,13,47,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-11-13T15:14:27.947Z,2022-11-14T11:34:39Z,3914403807,56,Left,3916609553,144,61,3916269655,178,0,,,,,,,,,,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356473,139,1,1,13,47,ecj1gmc7pqcjo4sc9hvghj5u3,1,67.7,95.4,2022-11-13T15:14:27.955Z,2022-11-14T11:17:45Z,3916264583,178,,3914403477,141,99.0,3914403473,140,64.2,3914403481,212,4.4,3914403485,213,2.6,3914403469,56,Left,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356479,140,50,1,13,51,ecj1gmc7pqcjo4sc9hvghj5u3,1,59.2,77.1,2022-11-13T15:14:31.840Z,2022-11-14T10:55:58Z,3914403507,56,Center,3914403777,233,153,3914403509,286,,,,,,,,,,,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356507,153,7,1,13,52,5z1b7fuvpqe6vnigvopomvecu,1,40.8,22.9,2022-11-13T15:14:32.768Z,2022-11-14T10:55:59Z,3914403695,56,Back,3914403739,233,140,3914403697,285,,3916264937,178,,3915748735,383,,,,,,,,,,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356517,154,49,1,13,53,5z1b7fuvpqe6vnigvopomvecu,1,51.5,15.8,2022-11-13T15:14:34.503Z,2022-11-14T11:17:43Z,,,,,,,,,,,,,,,,,,,,,,,,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356539,155,1,1,13,53,5z1b7fuvpqe6vnigvopomvecu,1,51.5,15.8,2022-11-13T15:14:34.514Z,2022-11-14T11:17:42Z,3914403861,213,6.1,3914403859,212,21.4,3914403853,140,71.7,3916267851,178,,3914403851,56,Right,3914403855,141,11.4,,,,,,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356571,156,3,1,13,58,5z1b7fuvpqe6vnigvopomvecu,0,85.2,15.3,2022-11-13T15:14:39.336Z,2022-11-14T11:17:42Z,3914404055,56,Right,3914404333,233,142,3915751023,464,,3916268195,178,,3914404057,286,,,,,,,,,,,6a0e28nxlyyw7ghe4wzumlzh1,S. Perica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356615,142,7,1,13,58,ecj1gmc7pqcjo4sc9hvghj5u3,1,14.8,84.7,2022-11-13T15:14:39.404Z,2022-11-14T11:17:41Z,3914404321,233,156,3914404293,56,Back,3915750913,385,,3914404291,167,,3914404295,285,,3916268269,178,,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356627,143,6,1,14,2,ecj1gmc7pqcjo4sc9hvghj5u3,0,6.2,92.9,2022-11-13T15:14:42.820Z,2022-11-14T06:29:54Z,3914404357,56,Back,3914404443,233,157,3914404359,73,,,,,,,,,,,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485356617,157,6,1,14,2,5z1b7fuvpqe6vnigvopomvecu,1,93.8,7.1,2022-11-13T15:14:42.820Z,2022-11-14T06:29:54Z,3914404301,75,,3914404299,56,Right,3914404429,233,143,,,,,,,,,,,,,,,,6a0e28nxlyyw7ghe4wzumlzh1,S. Perica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485357283,159,1,1,14,33,5z1b7fuvpqe6vnigvopomvecu,0,99.8,0.4,2022-11-13T15:15:14.478Z,2022-11-14T06:31:29Z,3914407725,2,,3915751791,72,,3914407731,223,,3914407741,213,1.7,3914407727,6,,3914407739,212,35.9,3914407733,56,Center,3914407735,140,94.1,93hp5gm29ke90ugdimd9xf949,A. Dønnum,3914407737,141,52.5,3914407729,155,,3914407743,1,3916270127,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
