id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/10/value,qualifier/17/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2473937161,1,34,16,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2022-10-18T18:13:40.826Z,2022-10-19T09:32:48Z,3854308499,130,8,3854308503,194,a8k3ubqsi0duc3g4u5jnvcoa1,3854308493,30,"jflu7a5n4f3ezoj20z0kje5m, 3yb66hal4fvr04bawz0y3efhl, c8m4ox6n1v89qbbjq73s5ezmx, ama1ibpjcfu206icrfmkgfavp, 68vmg4qgr11vppc48hs8402jt, 5enjhxrx2jrjqtgb9wwq0baax, 1b6ab1mqzvhk547p0bdzbccfd, a8k3ubqsi0duc3g4u5jnvcoa1, 7wh91ajt4v3w9kfdpp5hf5mmt, 7jpasvui43tnyao6ijyuuyuqc, 9pvc7e65cfgtuipfen5zt463t, cma24hkdklib8007a42cso38q, 5qpyf80if6m1o5vkwf1yt034l, 14w9q2mu6yq235ic55fxs0w2y, an7okg1fciccqu6300k8phisq, 43nbjlhluajhnansrk7xmirkk, 561pn6ha3pwbofjt8gbqhj0iy, 7zmgaactx19n77j9fl08pahyi",3854308501,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3854308495,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3854308507,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3854308505,197,3313,3854308497,59,"26, 23, 77, 17, 46, 2, 28, 8, 18, 34, 11, 4, 7, 10, 22, 25, 35, 40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473939221,1,34,16,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2022-10-18T18:16:07.238Z,2022-10-18T18:51:44Z,3854319773,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3854319763,59,"1, 22, 11, 4, 23, 24, 55, 8, 45, 9, 5, 6, 14, 20, 25, 32, 33, 35",3854319769,194,6qlfe04qjldj3rkeeme6gdi39,3854319761,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3854319771,197,6166,3854319767,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3854319759,30,"6qlfe04qjldj3rkeeme6gdi39, e2z19y8is5m24brpa3gzn02qx, bjhjz96omjukrg6tj3mny39t6, 8hl43dvm1d57g011yacyoooa1, bxcrdkrcljgx6l4o0uy4rom3t, 9kywhmzih4xhuz5d1rrxjcpd6, 1ezai0a0n3xem17lwhtxwaml1, 7xs1rx9jos4ls85u362y9hqeh, 96xomdtz505yoaz35i5bb8f84, 21545vwheo9a30u5hgnsrecmi, 2j8y06wuinnx87eetadj55zo5, f3wwl40dd2xm8oeof6n6y7rhl, 12c7rhdjh6rja1d2j45n3exyi, 2aemkadh3bhtgm5db8r89pvit, 7y2fbdkqsz35hgsib6rail1hx, 9qm1adecprlczxw7ldbpvoi51, 5ujoracvgg00kzd0a8rh8oa1h, 1kr8slemziskw8bm2ir4shlud",3854319765,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473966101,2,32,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2022-10-18T18:45:56.509Z,2022-10-19T04:33:40Z,3854467945,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473966095,2,32,1,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2022-10-18T18:45:56.509Z,2022-10-18T18:45:56Z,3854467905,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473966185,3,1,1,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,49.7,50,2022-10-18T18:45:56.523Z,2022-10-19T04:46:32Z,3854468403,212,16.1,3854468399,140,34.9,3854468397,56,Back,3854468401,141,56.1,3854468407,279,S,3854468405,213,2.9,3855298223,178,,,,,96xomdtz505yoaz35i5bb8f84,N. Dorgeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473966245,4,1,1,0,2,2nhn3ikl1ciq34w3hcp883d6p,1,40.4,52.3,2022-10-18T18:45:59.106Z,2022-10-19T09:32:01Z,3854468735,212,19.8,3854468731,140,23.0,3854468737,213,2.7,3854468729,56,Back,3855298275,178,,3854468733,141,63.4,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473966287,5,1,1,0,5,2nhn3ikl1ciq34w3hcp883d6p,1,26,59,2022-10-18T18:46:02.309Z,2022-10-19T09:32:00Z,3854468933,212,22.7,3854468927,56,Back,3854468929,140,23.6,3854468931,141,25.8,3854468935,213,4.6,3855298293,178,,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473966345,6,1,1,0,7,2nhn3ikl1ciq34w3hcp883d6p,1,23.7,26.5,2022-10-18T18:46:03.983Z,2022-10-19T09:32:00Z,3854469271,140,11.6,3854469277,213,2.1,3854469275,212,24.0,3854469273,141,56.4,3854469269,56,Back,3855298347,178,,,,,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473966399,7,1,1,0,11,2nhn3ikl1ciq34w3hcp883d6p,1,9.6,53.8,2022-10-18T18:46:07.745Z,2022-10-19T09:31:59Z,3854469567,140,8.7,3854469571,212,15.3,3854469565,56,Back,3854469573,213,1.6,3854469569,141,76.3,3855298371,178,,,,,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474117773,715,67,1,0,14,2nhn3ikl1ciq34w3hcp883d6p,1,13.1,88.7,2022-10-18T18:46:10.637Z,2022-10-19T09:43:11Z,3855316661,233,1001,,,,,,,,,,,,,,,,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
