id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2497212445,7,5,1,0,24,jb4xejoxjfk5a0a50bo8hvst,0,28.4,101.8,2023-01-14T15:01:01.826Z,2023-01-15T04:29:24Z,3977033515,347,,3977033513,56,Back,3977034465,233,7,,,,,,,,,,,,,,,,a52575bcqr3acuweauiyzsb56,M. Mbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212421,7,5,1,0,24,5z1b7fuvpqe6vnigvopomvecu,1,71.6,-1.8,2023-01-14T15:01:01.826Z,2023-01-15T04:29:25Z,3977034433,233,7,3977033405,56,Right,3977033407,347,,,,,,,,,,,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212801,8,1,1,0,37,5z1b7fuvpqe6vnigvopomvecu,1,93,0,2023-01-14T15:01:14.931Z,2023-01-15T07:54:59Z,3977035277,141,8.5,3977035271,107,,3979070345,1,,3977035281,213,2.8,3977035275,140,71.7,3977035273,56,Right,3977035279,212,23.4,,,,eg2u042cthz9undb4xz0pu8rt,M. Fossey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212815,9,3,1,0,40,5z1b7fuvpqe6vnigvopomvecu,0,85.2,17.6,2023-01-14T15:01:17.838Z,2023-01-15T07:33:40Z,3978667655,465,,3978903989,178,,3977035325,286,,3977035323,56,Right,3977035443,233,8,,,,,,,,,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212821,8,7,1,0,40,jb4xejoxjfk5a0a50bo8hvst,0,14.8,82.4,2023-01-14T15:01:18.001Z,2023-01-15T07:33:40Z,3977035361,56,Back,3978667699,383,,3977035429,233,9,3977035363,285,,3978904157,178,,,,,,,,,,,apusqhva0hdbf7zqb3twgeoa2,S. Mvoué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497513499,934,61,1,0,40,5z1b7fuvpqe6vnigvopomvecu,1,82.9,15.1,2023-01-14T15:01:18.104Z,2023-01-15T07:54:58Z,3978904195,178,,3978667889,56,Right,,,,,,,,,,,,,,,,,,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212829,9,43,1,0,41,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2023-01-14T15:01:18.949Z,2023-01-14T15:01:25Z,3977036035,144,49,,,,,,,,,,,,,,,,,,,,,,apusqhva0hdbf7zqb3twgeoa2,S. Mvoué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212849,10,49,1,0,42,jb4xejoxjfk5a0a50bo8hvst,1,17.7,81.6,2023-01-14T15:01:19.621Z,2023-01-15T07:54:57Z,,,,,,,,,,,,,,,,,,,,,,,,,apusqhva0hdbf7zqb3twgeoa2,S. Mvoué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212905,11,1,1,0,43,jb4xejoxjfk5a0a50bo8hvst,0,22.7,81.6,2023-01-14T15:01:20.671Z,2023-01-15T07:54:57Z,3977035785,212,38.7,3977035783,141,95.3,3978904299,178,,3979070333,1,,3977035779,56,Left,3977035781,140,58.5,3977035787,213,0.2,,,,apusqhva0hdbf7zqb3twgeoa2,S. Mvoué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212959,10,49,1,0,46,5z1b7fuvpqe6vnigvopomvecu,1,45.6,14.8,2023-01-14T15:01:23.512Z,2023-01-15T07:54:56Z,,,,,,,,,,,,,,,,,,,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212989,11,61,1,0,46,5z1b7fuvpqe6vnigvopomvecu,0,45.2,14.5,2023-01-14T15:01:23.606Z,2023-01-15T07:54:56Z,3977036209,56,Back,3978904557,178,,,,,,,,,,,,,,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213007,12,5,1,0,48,5z1b7fuvpqe6vnigvopomvecu,0,43.2,-1.6,2023-01-14T15:01:25.669Z,2023-01-15T04:30:28Z,3977036455,233,12,3977036315,347,,3977036313,56,Back,,,,,,,,,,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213019,12,5,1,0,48,jb4xejoxjfk5a0a50bo8hvst,1,56.8,101.6,2023-01-14T15:01:25.669Z,2023-01-15T04:30:28Z,3977036383,347,,3977036423,233,12,3977036381,56,Left,,,,,,,,,,,,,,,,apusqhva0hdbf7zqb3twgeoa2,S. Mvoué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213323,13,1,1,1,4,jb4xejoxjfk5a0a50bo8hvst,1,64.2,100,2023-01-14T15:01:41.233Z,2023-01-15T07:54:55Z,3977037837,56,Left,3977037845,213,5.8,3977037843,212,10.5,3977037835,107,,3977037839,140,72.9,3977037841,141,94.4,,,,,,,187qa5icsve3oak3t90r6rhsl,M. Poaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213327,14,61,1,1,5,jb4xejoxjfk5a0a50bo8hvst,1,74.5,92.3,2023-01-14T15:01:42.452Z,2023-01-15T07:54:55Z,3978904815,178,,3977037861,56,Left,,,,,,,,,,,,,,,,,,,8ic5et3o15rkxyebpxy6y4mhh,A. Bernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497513699,935,61,1,1,5,5z1b7fuvpqe6vnigvopomvecu,1,27,14.9,2023-01-14T15:01:42.673Z,2023-01-15T07:54:54Z,3978668663,56,Back,3978905327,178,,,,,,,,,,,,,,,,,,,,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213367,15,1,1,1,6,jb4xejoxjfk5a0a50bo8hvst,0,65.8,93.8,2023-01-14T15:01:44.120Z,2023-01-15T07:54:54Z,3978905423,178,,3977038045,212,4.2,3977038043,141,88.4,3977038039,56,Left,3977038041,140,67.7,3977038047,213,5.2,,,,,,,187qa5icsve3oak3t90r6rhsl,M. Poaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213385,13,49,1,1,8,5z1b7fuvpqe6vnigvopomvecu,1,30.2,24.9,2023-01-14T15:01:45.723Z,2023-01-15T07:54:53Z,,,,,,,,,,,,,,,,,,,,,,,,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213557,14,1,1,1,9,5z1b7fuvpqe6vnigvopomvecu,1,31.2,26.8,2023-01-14T15:01:46.677Z,2023-01-15T07:54:52Z,3977038999,213,2.3,3977038995,141,39.4,3977038993,140,24.6,3977038991,56,Back,3978905553,178,,3977038997,212,11.0,,,,,,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213597,15,1,1,1,15,5z1b7fuvpqe6vnigvopomvecu,1,31.3,65.2,2023-01-14T15:01:52.312Z,2023-01-15T07:54:50Z,3977039197,140,37.6,3977039203,213,5.2,3978905597,178,,3977039195,56,Back,3977039199,141,47.3,3977039201,212,13.9,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213691,16,1,1,1,18,5z1b7fuvpqe6vnigvopomvecu,1,39.7,56.8,2023-01-14T15:01:55.711Z,2023-01-15T07:54:48Z,3977039629,56,Back,3977039649,213,2.1,3977039643,212,6.3,3978905635,178,,3977039631,140,36.8,3977039637,141,64.9,,,,,,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213787,17,1,1,1,21,5z1b7fuvpqe6vnigvopomvecu,1,41.7,76.7,2023-01-14T15:01:58.607Z,2023-01-15T07:54:47Z,3977040147,141,7.6,3977040153,213,5.3,3977040155,1,,3977040139,56,Right,3977040135,155,,3977040143,140,68.8,3977040151,212,54.9,3978905663,178,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213845,18,1,1,1,25,5z1b7fuvpqe6vnigvopomvecu,0,73.6,4.5,2023-01-14T15:02:03.007Z,2023-01-15T07:54:47Z,3977040431,141,14.3,3977040427,56,Right,3978905701,178,,3977040433,212,9.8,3977040435,213,2.4,3977040429,140,66.7,,,,,,,eg2u042cthz9undb4xz0pu8rt,M. Fossey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213857,16,49,1,1,27,jb4xejoxjfk5a0a50bo8hvst,1,29.5,71.1,2023-01-14T15:02:04.918Z,2023-01-15T07:54:46Z,,,,,,,,,,,,,,,,,,,,,,,,,apusqhva0hdbf7zqb3twgeoa2,S. Mvoué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214039,17,1,1,1,27,jb4xejoxjfk5a0a50bo8hvst,1,29.2,71.9,2023-01-14T15:02:05.002Z,2023-01-15T07:54:46Z,3977041279,213,0.9,3977041275,141,91.7,3977041273,140,39.4,3977041277,212,17.2,3977041271,56,Back,3978905805,178,,,,,,,,apusqhva0hdbf7zqb3twgeoa2,S. Mvoué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214147,18,1,1,1,34,jb4xejoxjfk5a0a50bo8hvst,1,65.1,77.9,2023-01-14T15:02:11.718Z,2023-01-15T07:54:42Z,3977041837,140,64.6,3977041843,213,1.7,3977041839,141,86.5,3978905905,178,,3977041835,56,Left,3977041841,212,5.9,,,,,,,8ic5et3o15rkxyebpxy6y4mhh,A. Bernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214151,19,50,1,1,38,jb4xejoxjfk5a0a50bo8hvst,1,70.3,83,2023-01-14T15:02:15.822Z,2023-01-15T07:54:39Z,3977042257,233,19,3977041853,286,,3977041851,56,Left,,,,,,,,,,,,,,,,7ruin2kz9zjzba57tdbec7n4l,Vagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214221,19,7,1,1,38,5z1b7fuvpqe6vnigvopomvecu,1,29.7,17,2023-01-14T15:02:15.879Z,2023-01-15T07:54:39Z,3977042129,56,Back,3977042235,233,19,3978669083,384,,3977042131,285,,3978906051,178,,,,,,,,,,,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214229,20,49,1,1,40,5z1b7fuvpqe6vnigvopomvecu,1,26.4,12.2,2023-01-14T15:02:17.339Z,2023-01-15T07:54:38Z,,,,,,,,,,,,,,,,,,,,,,,,,eg2u042cthz9undb4xz0pu8rt,M. Fossey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214447,21,1,1,1,42,5z1b7fuvpqe6vnigvopomvecu,1,24.8,5.5,2023-01-14T15:02:19.610Z,2023-01-15T07:54:37Z,3977043213,56,Back,3977043215,140,23.3,3977043217,141,14.3,3977043219,212,6.2,3977043245,189,,3978906261,178,,3977043221,213,1.8,,,,eg2u042cthz9undb4xz0pu8rt,M. Fossey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214521,22,1,1,1,45,5z1b7fuvpqe6vnigvopomvecu,1,20.3,22.4,2023-01-14T15:02:22.541Z,2023-01-15T07:54:37Z,3977043569,213,0.6,3977043563,140,31.8,3978669133,189,,3977043565,141,35.8,3978906281,178,,3977043567,212,15.1,3977043561,56,Back,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214641,23,1,1,1,49,5z1b7fuvpqe6vnigvopomvecu,1,33.9,48.6,2023-01-14T15:02:26.583Z,2023-01-15T07:54:35Z,3977044141,56,Left,3977044143,140,62.3,3977044151,1,,3977044147,212,44.4,3978906289,178,,3977044139,196,,3977044149,213,0.8,3977044145,141,96.9,69ivqkcipxp15b7x5jl83ud49,S. Alzate,3977044137,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214765,24,1,1,1,53,5z1b7fuvpqe6vnigvopomvecu,1,60.4,95,2023-01-14T15:02:31.108Z,2023-01-15T07:54:34Z,3977044735,213,6.2,3977044729,140,85.5,3977044733,212,26.4,3977044727,56,Left,3977044731,141,92.1,3978906319,178,,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214815,25,1,1,1,59,5z1b7fuvpqe6vnigvopomvecu,0,89.7,92.5,2023-01-14T15:02:36.183Z,2023-01-15T07:54:32Z,3978669333,20,,3977045005,212,29.4,3978906353,178,,3977044999,140,90.5,3977044993,155,,3977044995,56,Center,3977045007,213,4.7,3978669331,223,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,3977045001,141,49.3,3977044991,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214869,20,12,1,2,0,jb4xejoxjfk5a0a50bo8hvst,1,8.9,51.3,2023-01-14T15:02:37.582Z,2023-01-15T07:54:32Z,3977045265,15,,3977045241,140,19.6,3977045245,212,11.2,3977045243,141,51.0,3977045247,213,6.3,3977045239,56,Back,3978906407,178,,,,,a52575bcqr3acuweauiyzsb56,M. Mbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497214927,26,61,1,2,2,5z1b7fuvpqe6vnigvopomvecu,1,82.7,47.8,2023-01-14T15:02:39.706Z,2023-01-15T07:54:31Z,3977045515,56,Center,3978906439,178,,,,,,,,,,,,,,,,,,,,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497514005,936,1,1,2,3,5z1b7fuvpqe6vnigvopomvecu,0,84.4,45.5,2023-01-14T15:02:40.720Z,2023-01-15T07:54:31Z,3978670177,212,8.8,3978670179,213,4.8,3978670173,140,85.3,3978670175,141,32.6,3978670171,56,Center,3978906587,389,,,,,,,,6a0e28nxlyyw7ghe4wzumlzh1,S. Perica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215107,21,12,1,2,4,jb4xejoxjfk5a0a50bo8hvst,1,14.5,64.7,2023-01-14T15:02:41.185Z,2023-01-15T07:54:30Z,3977046467,141,97.5,3977046471,213,0.9,3977046465,140,32.0,3977046463,56,Back,3977046469,212,28.9,3978906631,178,,,,,,,,187qa5icsve3oak3t90r6rhsl,M. Poaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497514043,937,61,1,2,5,5z1b7fuvpqe6vnigvopomvecu,0,70.3,26.5,2023-01-14T15:02:42.834Z,2023-01-15T07:54:30Z,3978906721,388,,3978670371,56,Center,,,,,,,,,,,,,,,,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497225599,76,61,1,2,8,jb4xejoxjfk5a0a50bo8hvst,0,35.6,90.8,2023-01-14T15:02:45.527Z,2023-01-15T07:54:29Z,3978906797,178,,3977106525,56,Back,,,,,,,,,,,,,,,,,,,8ic5et3o15rkxyebpxy6y4mhh,A. Bernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215117,22,5,1,2,9,jb4xejoxjfk5a0a50bo8hvst,0,39.8,102,2023-01-14T15:02:46.257Z,2023-01-15T04:33:39Z,3977046515,347,,3977046511,56,Back,3977046765,233,27,,,,,,,,,,,,,,,,8ic5et3o15rkxyebpxy6y4mhh,A. Bernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215145,27,5,1,2,9,5z1b7fuvpqe6vnigvopomvecu,1,60.2,-2,2023-01-14T15:02:46.257Z,2023-01-15T04:33:38Z,3977046635,347,,3977046631,56,Right,3977046713,233,22,,,,,,,,,,,,,,,,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215645,28,1,1,2,25,5z1b7fuvpqe6vnigvopomvecu,1,65.1,0,2023-01-14T15:03:02.360Z,2023-01-15T07:54:29Z,3977049427,213,1.8,3977049421,140,63.6,3977049415,107,,3977049419,56,Right,3977049423,141,7.4,3977049425,212,6.1,,,,,,,eg2u042cthz9undb4xz0pu8rt,M. Fossey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215749,29,1,1,2,28,5z1b7fuvpqe6vnigvopomvecu,1,61.1,24.1,2023-01-14T15:03:05.200Z,2023-01-15T07:54:28Z,3977049959,56,Center,3977049967,141,46.7,3977049971,213,1.9,3977049963,140,56.5,3977049969,212,16.1,3978906907,178,,,,,,,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
