id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2513040521,815,3,1,0,11,bw9wm8pqfzcchumhiwdt2w15c,1,58.4,21.4,2023-02-26T15:01:43.200Z,2023-02-27T10:10:57Z,4060640247,233,953,4060305041,464,,4060305037,56,Center,4060305039,286,,4061296497,178,,,,,,,,,,,73z9v9oz73hlmnswrzp860yj9,C. De Norre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513040541,953,45,1,0,11,7zibyotq1x1hq6pmgibhr0e6s,0,41.6,78.6,2023-02-26T15:01:43.200Z,2023-02-27T10:10:57Z,4060305143,285,,4060640263,233,815,4060305141,56,Back,,,,,,,,,,,,,,,,cjf412x9sg56vos0jkj85k3ys,M. Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512859129,5,1,1,0,12,bw9wm8pqfzcchumhiwdt2w15c,1,61.1,8.9,2023-02-26T15:01:44.798Z,2023-02-27T10:10:56Z,4059321581,140,76.7,4059321585,212,16.7,4059321579,56,Right,4059321583,141,4.1,4059321587,213,6.1,4061296535,178,,,,,,,,73z9v9oz73hlmnswrzp860yj9,C. De Norre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512859143,6,1,1,0,15,bw9wm8pqfzcchumhiwdt2w15c,0,79.8,4.6,2023-02-26T15:01:47.739Z,2023-02-27T10:10:54Z,4059321641,140,86.2,4061296555,178,,4059321639,56,Center,4059321645,212,14.7,4059321643,141,23.9,4059321647,213,1.1,,,,,,,a8pgjuz5yrbxyf1t905gj327d,Mousa Al Tamari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512859159,7,49,1,0,17,7zibyotq1x1hq6pmgibhr0e6s,1,13.5,77.6,2023-02-26T15:01:49.435Z,2023-02-27T10:10:54Z,,,,,,,,,,,,,,,,,,,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512859203,8,50,1,0,19,7zibyotq1x1hq6pmgibhr0e6s,1,17.6,92.7,2023-02-26T15:01:51.802Z,2023-02-27T10:10:52Z,4059322145,233,7,4059321925,285,,4059321923,56,Back,,,,,,,,,,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512859239,7,7,1,0,20,bw9wm8pqfzcchumhiwdt2w15c,0,82.4,7.3,2023-02-26T15:01:51.944Z,2023-02-27T10:10:52Z,4059322093,56,Right,4059322095,286,,4061296677,178,,4060306473,383,,4059322125,233,8,,,,,,,,,,73z9v9oz73hlmnswrzp860yj9,C. De Norre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513040929,954,61,1,0,20,7zibyotq1x1hq6pmgibhr0e6s,1,16.1,95.3,2023-02-26T15:01:52.137Z,2023-02-27T10:10:51Z,4060307241,56,Back,4061296719,178,,,,,,,,,,,,,,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512859243,8,49,1,0,21,bw9wm8pqfzcchumhiwdt2w15c,1,79.9,5.9,2023-02-26T15:01:53.266Z,2023-02-27T10:10:51Z,,,,,,,,,,,,,,,,,,,,,,,,,a8pgjuz5yrbxyf1t905gj327d,Mousa Al Tamari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512859255,9,1,1,0,23,bw9wm8pqfzcchumhiwdt2w15c,0,85.7,0.1,2023-02-26T15:01:55.058Z,2023-02-27T10:10:49Z,4059609863,141,9.5,4059322165,56,Right,4059610059,236,,4059609865,212,6.4,4059610065,286,,4059609867,213,1.5,4061296805,178,,4059609861,140,86.2,a8pgjuz5yrbxyf1t905gj327d,Mousa Al Tamari,4059610061,233,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512859273,9,74,1,0,23,7zibyotq1x1hq6pmgibhr0e6s,1,12.4,97.6,2023-02-26T15:01:55.253Z,2023-02-27T10:10:49Z,4061296825,178,,4059322255,285,,4059322253,56,Back,4059610191,233,9,,,,,,,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513242011,1891,67,1,0,24,7zibyotq1x1hq6pmgibhr0e6s,1,12.3,90.4,2023-02-26T15:01:56.061Z,2023-02-27T09:40:35Z,4061381289,233,1451,,,,,,,,,,,,,,,,,,,,,,cjf412x9sg56vos0jkj85k3ys,M. Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513242007,1451,67,1,0,24,bw9wm8pqfzcchumhiwdt2w15c,0,87.7,9.6,2023-02-26T15:01:56.062Z,2023-02-27T09:40:36Z,4061381303,233,1891,,,,,,,,,,,,,,,,,,,,,,58b30n3a3qc1s5tpfn8er7tw4,N. Nsingi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512859275,10,61,1,0,24,7zibyotq1x1hq6pmgibhr0e6s,0,11.5,95.7,2023-02-26T15:01:56.074Z,2023-02-27T10:10:48Z,4061296935,178,,4059322261,56,Back,,,,,,,,,,,,,,,,,,,cjf412x9sg56vos0jkj85k3ys,M. Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512859317,10,4,1,0,24,bw9wm8pqfzcchumhiwdt2w15c,1,90.6,6.7,2023-02-26T15:01:56.724Z,2023-02-27T10:10:48Z,4059322493,294,,4059322497,152,,4059322525,233,11,4059322495,56,Right,4059322499,286,,4059322491,13,,,,,,,,58b30n3a3qc1s5tpfn8er7tw4,N. Nsingi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512859311,11,4,1,0,24,7zibyotq1x1hq6pmgibhr0e6s,0,9.4,93.3,2023-02-26T15:01:56.725Z,2023-02-27T10:10:47Z,4059322479,285,,4059322461,294,,4059322537,233,10,4059322473,152,,4059322467,56,Back,4061296963,178,,4059322447,13,,,,,cjf412x9sg56vos0jkj85k3ys,M. Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512859837,11,1,1,1,3,bw9wm8pqfzcchumhiwdt2w15c,0,89.8,8.7,2023-02-26T15:02:35.176Z,2023-02-27T10:10:47Z,4059325209,5,,4059325219,212,37.3,4059325211,152,,4059325221,213,1.6,4061296983,178,,4059325213,56,Center,4059325223,1,,4059325217,141,63.4,1fdi6uzonmsod2drzro8bj3rp,S. Schrijvers,4059325215,140,,,,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513228317,1053,67,1,1,4,7zibyotq1x1hq6pmgibhr0e6s,1,12.6,44.3,2023-02-26T15:02:36.789Z,2023-02-27T10:10:46Z,4061318401,233,922,,,,,,,,,,,,,,,,,,,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513228311,922,67,1,1,4,bw9wm8pqfzcchumhiwdt2w15c,0,87.4,55.7,2023-02-26T15:02:36.790Z,2023-02-27T10:10:46Z,4061318425,233,1053,,,,,,,,,,,,,,,,,,,,,,58b30n3a3qc1s5tpfn8er7tw4,N. Nsingi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512859915,12,12,1,1,4,7zibyotq1x1hq6pmgibhr0e6s,1,11.7,48.2,2023-02-26T15:02:36.793Z,2023-02-27T10:10:45Z,4061297079,178,,4059327907,141,29.3,4059325499,56,Back,4059327905,140,34.8,4059327909,212,27.4,4059327911,213,5.8,,,,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512859963,12,1,1,1,9,bw9wm8pqfzcchumhiwdt2w15c,1,64.3,88.4,2023-02-26T15:02:41.767Z,2023-02-27T10:10:45Z,4059325745,56,Back,4059325753,213,3.7,4059325747,140,47.5,4061297117,178,,4059325751,212,21.0,4059325749,141,71.7,,,,,,,1kst4u41rlyirggwoo1m8ovdh,J. Þorsteinsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512860033,13,1,1,1,12,bw9wm8pqfzcchumhiwdt2w15c,1,45.3,69.5,2023-02-26T15:02:44.430Z,2023-02-27T10:10:45Z,4059326113,56,Back,4059326117,141,46.7,4061297131,178,,4059326115,140,18.8,4059326119,212,31.9,4059326121,213,3.6,,,,,,,9fvwcsajeousbo5o0e84cj2sp,H. Mendyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512860091,14,1,1,1,18,bw9wm8pqfzcchumhiwdt2w15c,1,17.6,37.6,2023-02-26T15:02:50.290Z,2023-02-27T10:10:44Z,4059326489,56,Right,4059326491,140,71.2,4059326499,1,,4059326487,155,,4061297157,178,,4059326495,212,58.1,4059326493,141,16.5,4059326497,213,6.0,49vbniwasp2kyt27jw0cv6m6t,V. Cojocaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512860097,15,44,1,1,21,bw9wm8pqfzcchumhiwdt2w15c,1,71.7,19.8,2023-02-26T15:02:53.561Z,2023-02-27T10:10:43Z,4059326539,233,13,4059326531,286,,4059326529,56,Right,,,,,,,,,,,,,,,,a8pgjuz5yrbxyf1t905gj327d,Mousa Al Tamari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512860093,13,44,1,1,21,7zibyotq1x1hq6pmgibhr0e6s,0,28.3,80.2,2023-02-26T15:02:53.562Z,2023-02-27T10:10:43Z,4059326583,233,15,4059326513,285,,4059326511,56,Back,,,,,,,,,,,,,,,,70h2g33o2w7f32dtx76wji99m,G. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512860117,16,1,1,1,21,bw9wm8pqfzcchumhiwdt2w15c,1,71.6,20.2,2023-02-26T15:02:53.614Z,2023-02-27T10:10:42Z,4059326659,212,9.6,4059326651,3,,4059326657,141,34.3,4059326655,140,72.4,4061301393,388,,4059326661,213,1.5,4059326653,56,Center,,,,a8pgjuz5yrbxyf1t905gj327d,Mousa Al Tamari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512860141,17,1,1,1,24,bw9wm8pqfzcchumhiwdt2w15c,1,69.9,41.9,2023-02-26T15:02:56.063Z,2023-02-27T10:10:42Z,4059326795,212,10.5,4059326797,213,4.5,4059326793,141,26.8,4061301429,178,,4059326791,140,67.7,4059326789,56,Center,,,,,,,58b30n3a3qc1s5tpfn8er7tw4,N. Nsingi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512860197,18,1,1,1,26,bw9wm8pqfzcchumhiwdt2w15c,1,70,29.1,2023-02-26T15:02:57.931Z,2023-02-27T10:10:41Z,4059327067,141,7.1,4061301449,178,,4059327063,56,Right,4059327065,140,76.8,4059327071,213,5.2,4059327069,212,16.6,,,,,,,1fdi6uzonmsod2drzro8bj3rp,S. Schrijvers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512860211,19,3,1,1,30,bw9wm8pqfzcchumhiwdt2w15c,0,93.2,13.1,2023-02-26T15:03:01.938Z,2023-02-27T10:10:39Z,4060309229,465,,4061301517,178,,4059327143,286,,4059327141,56,Right,4059327221,233,14,,,,,,,,,,a8pgjuz5yrbxyf1t905gj327d,Mousa Al Tamari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512860229,14,7,1,1,30,7zibyotq1x1hq6pmgibhr0e6s,1,6.8,86.9,2023-02-26T15:03:02.007Z,2023-02-27T10:10:39Z,4061301537,389,,4060309381,385,,4059327181,56,Back,4059327193,233,19,4059327179,167,,4059327183,285,,,,,,,,70h2g33o2w7f32dtx76wji99m,G. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512860249,15,6,1,1,30,7zibyotq1x1hq6pmgibhr0e6s,0,7,83,2023-02-26T15:03:02.486Z,2023-02-27T06:10:17Z,4059327441,233,20,4059327247,73,,4059327245,56,Back,,,,,,,,,,,,,,,,70h2g33o2w7f32dtx76wji99m,G. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512860271,20,6,1,1,30,bw9wm8pqfzcchumhiwdt2w15c,1,93,17,2023-02-26T15:03:02.486Z,2023-02-27T06:10:17Z,4059327355,75,,4059327417,233,15,4059327353,56,Right,,,,,,,,,,,,,,,,a8pgjuz5yrbxyf1t905gj327d,Mousa Al Tamari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512860871,21,1,1,2,0,bw9wm8pqfzcchumhiwdt2w15c,1,99.5,0.5,2023-02-26T15:03:32.585Z,2023-02-27T06:10:21Z,4059330293,2,,4059330313,141,48.2,4059330303,224,,4059330319,213,2.0,4060309733,20,,4059330309,140,85.6,4059330321,1,,4059330297,6,,1fdi6uzonmsod2drzro8bj3rp,S. Schrijvers,4059330317,212,4059330307,56,Center,35.6,4061301609,178,4059330299,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512861067,16,43,1,2,4,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2023-02-26T15:03:36.475Z,2023-02-26T19:05:31Z,4060310141,144,12,4059331235,56,Back,4059331243,213,5.5,4059331277,15,0,4059331237,140,26.1,4059331239,141,33.0,4059331241,212,26.5,,,,1rqpbl0ivf8qwdvi6gqpgxz9x,G. Kerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512860971,22,1,1,2,9,bw9wm8pqfzcchumhiwdt2w15c,1,61.8,80.5,2023-02-26T15:03:41.548Z,2023-02-27T10:10:38Z,4059330791,140,45.8,4059330789,56,Back,4059330795,212,18.8,4059330797,213,2.7,4061301657,178,,4059330793,141,92.9,,,,,,,73z9v9oz73hlmnswrzp860yj9,C. De Norre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512861089,23,1,1,2,12,bw9wm8pqfzcchumhiwdt2w15c,1,42.5,87.2,2023-02-26T15:03:44.170Z,2023-02-27T10:10:37Z,4059331379,1,,4059331369,56,Back,4059331371,140,18.3,4059331377,213,3.9,4059331373,141,51.5,4061301665,178,,4059331375,212,35.1,,,,9fvwcsajeousbo5o0e84cj2sp,H. Mendyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512861133,24,1,1,2,16,bw9wm8pqfzcchumhiwdt2w15c,1,19.6,51.8,2023-02-26T15:03:48.732Z,2023-02-27T10:10:36Z,4061301691,178,,4059331585,56,Back,4059331593,213,0.4,4059331587,140,27.3,4059331589,141,56.4,4059331591,212,8.7,,,,,,,49vbniwasp2kyt27jw0cv6m6t,V. Cojocaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512861167,25,1,1,2,20,bw9wm8pqfzcchumhiwdt2w15c,1,28.3,60.3,2023-02-26T15:03:52.067Z,2023-02-27T10:10:34Z,4059331757,212,15.6,4059331753,140,34.5,4059331755,141,39.5,4059331759,213,5.1,4061301727,178,,4059331751,56,Back,,,,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512861205,26,1,1,2,21,bw9wm8pqfzcchumhiwdt2w15c,1,35.3,39.8,2023-02-26T15:03:53.676Z,2023-02-27T10:10:33Z,4059331955,56,Back,4059331963,213,3.8,4059331957,140,25.6,4059331961,212,12.9,4061301855,178,,4059331959,141,28.2,,,,,,,dvomh2gx3wd5x5v1dmlnkdpzp,J. Dom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512861297,27,1,1,2,23,bw9wm8pqfzcchumhiwdt2w15c,1,23.7,27.5,2023-02-26T15:03:55.362Z,2023-02-27T10:10:33Z,4059332349,56,Back,4061301893,178,,4059332351,140,31.5,4059332357,213,5.2,4059332353,141,6.4,4059332355,212,16.5,,,,,,,1abf0y93zbw1sw183nblqoicp,E. Pletinckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512861329,28,1,1,2,28,bw9wm8pqfzcchumhiwdt2w15c,1,29.5,14.5,2023-02-26T15:04:00.508Z,2023-02-27T10:10:29Z,4059332521,141,31.3,4061301931,178,,4059332519,140,6.9,4059332525,213,2.7,4059332523,212,26.3,4059332517,56,Back,,,,,,,1fdi6uzonmsod2drzro8bj3rp,S. Schrijvers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512861367,29,1,1,2,31,bw9wm8pqfzcchumhiwdt2w15c,0,5.3,37.1,2023-02-26T15:04:03.264Z,2023-02-27T10:10:29Z,4059332713,1,,4059332703,56,Center,4059332707,141,33.1,4059332705,140,58.9,4061301949,178,,4059332709,212,56.3,4059332711,213,6.2,4059332701,157,,49vbniwasp2kyt27jw0cv6m6t,V. Cojocaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512861363,17,44,1,2,35,7zibyotq1x1hq6pmgibhr0e6s,1,45.6,67.3,2023-02-26T15:04:06.888Z,2023-02-27T10:10:29Z,4059332683,285,,4059332797,233,30,4059332681,56,Back,,,,,,,,,,,,,,,,9gt3izdka3a0nh7r9uazkueqc,Z. Van Den Bosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
