id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value
2497356845,1,34,16,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2023-01-14T16:34:46.420Z,2023-01-14T17:21:42Z,3977813553,59,"1, 2, 10, 3, 28, 35, 15, 23, 9, 11, 8, 7, 14, 17, 25, 27, 29, 33",3977813549,30,"6sdv4s8oz558wfhx72vwlpvu2, 6wt29oce6gsthhpmhq705vl9m, 1fu9y7gemoii89ejj7bkex78p, 2xletuhhaxmfqbjbgq4ehpyol, 8qa4s74yhn2u9n5tm4mfi934k, c1grrjf29wtfgbni2qkydf9ey, ditnpqgspoih5ich7c5vn44fe, 7abgw25wb5amn0uq347d4x61h, codwa9jioox7i007f4iazwst1, 8xjlysmwl5vnhcnvsynftjd62, eiqmp3nbc50r40bl86u2sj55h, 1ekfu3u2d9vh73lw2dzdcr1wq, 6r9qf9hptfwyefpsk9douhnt, 77fldfqlxps1xbdg29anv4vai, 6pmuxgyfaqn2h0x69o5l1mq22, 41gpjj5od0ww4rnopzgp1oetw, dxnhp97vrepkx0kcr0d46yb1m, 50iwwx11r99cvce6x8cp52c16",3977813551,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3977813555,130,12,3977813561,197,8121,3977813559,194,eiqmp3nbc50r40bl86u2sj55h,3977813557,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3977813563,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497371737,1,34,16,0,0,2989v3kho9h5jaboe1nr7lx21,1,0,0,2023-01-14T16:43:24.668Z,2023-01-14T17:27:58Z,3977895671,130,18,3977895675,194,4fc3xit5tx2o583prbwhkq8d1,3977895673,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3977895667,59,"21, 4, 7, 20, 37, 22, 27, 14, 30, 91, 8, 11, 12, 16, 19, 26, 32, 77",3977895677,197,16140,3977895663,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3977895661,30,"5q4wztjkk6nuwapm7qgey9w45, e5oet393vired282yco4i7gfd, bk9fq3chnhmw3u36qz5vf1vjd, 12lkxylg8puzxow8ewpsd0b11, 4fc3xit5tx2o583prbwhkq8d1, 9qafk5ke1yzqggkcmf1zqevp, 9rwn5wckqcb5inw1dhhmpj1t5, cqpgxrqear6p6pz3p8r3xvh90, 4rwvkp9xlyv314ceglbauou6t, 9mmwn9yt1olhyr54j45e28xcl, b24ytr3apnyp7z17c124tu1yi, 3i85rbmn6qd5x4y29hk78rmy1, 3hbsrnnpcsjiocm57mcsf36xh, esvfsx8gxqw8h0codqz5xmnmc, 7n75ohdnbi436je81n5f8f9m2, 5a2sf4o445ei5pqiinvmjmpcl, 3lpt3fz7lrqy243ftejcmluz8, eakj3xa0pa88pajbvasbwqwdm",3977895679,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403147,2,32,1,0,0,2989v3kho9h5jaboe1nr7lx21,1,0,0,2023-01-14T17:15:08.962Z,2023-01-14T17:15:12Z,3978063567,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403139,2,32,1,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2023-01-14T17:15:08.962Z,2023-01-15T01:19:09Z,3978063557,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403157,3,1,1,0,0,9njsy633rh1tyri7l2jaju5o,1,49.9,50,2023-01-14T17:15:09.002Z,2023-01-15T04:49:00Z,3978063645,140,43.8,3978916997,178,,3978063643,56,Back,3978063653,279,S,3978063647,141,44.2,3978063649,212,7.5,3978063651,213,3.7,,,,codwa9jioox7i007f4iazwst1,S. Prevljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403189,4,1,1,0,1,9njsy633rh1tyri7l2jaju5o,1,45.5,50.4,2023-01-14T17:15:10.339Z,2023-01-15T09:47:08Z,3978063801,56,Back,3978063805,141,98.3,3978063803,140,38.9,3978063807,212,33.3,3978063809,213,1.8,3978063811,1,,3978917053,178,,,,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403231,5,1,1,0,7,9njsy633rh1tyri7l2jaju5o,0,39.8,98.4,2023-01-14T17:15:16.626Z,2023-01-15T09:47:06Z,3978063939,155,,3978063951,1,,3978063949,213,5.7,3978917093,178,,3978063947,212,59.3,3978063943,140,88.0,3978063945,141,53.0,3978063941,56,Center,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403241,3,52,1,0,11,2989v3kho9h5jaboe1nr7lx21,1,14.9,36.9,2023-01-14T17:15:20.332Z,2023-01-15T09:47:05Z,3978559097,377,,3978917135,178,,,,,,,,,,,,,,,,,,,,5q4wztjkk6nuwapm7qgey9w45,D. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403285,4,1,1,0,20,2989v3kho9h5jaboe1nr7lx21,1,13.5,42.7,2023-01-14T17:15:29.252Z,2023-01-15T09:47:05Z,3978064243,213,6.1,3978064233,123,,3978064241,212,12.5,3978064235,56,Back,3978064239,141,38.5,3978917189,178,,3978064237,140,25.1,,,,5q4wztjkk6nuwapm7qgey9w45,D. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403293,5,1,1,0,23,2989v3kho9h5jaboe1nr7lx21,1,20.3,33.1,2023-01-14T17:15:32.113Z,2023-01-15T09:47:04Z,3978064303,56,Back,3978064305,140,29.5,3978064311,213,1.3,3978917241,178,,3978064309,212,40.9,3978064307,141,91.5,3978064313,1,,,,,4fc3xit5tx2o583prbwhkq8d1,T. Leistner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403303,6,1,1,0,25,2989v3kho9h5jaboe1nr7lx21,1,31,73.1,2023-01-14T17:15:34.696Z,2023-01-15T09:47:03Z,3978064377,213,1.0,3978064369,56,Back,3978917281,178,,3978064371,140,41.4,3978064375,212,20.8,3978064373,141,99.2,,,,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403311,7,3,1,0,28,2989v3kho9h5jaboe1nr7lx21,0,44.7,92.2,2023-01-14T17:15:37.394Z,2023-01-15T09:47:01Z,3978064397,56,Back,3978064401,211,,3978064399,286,,3978917329,178,,3978560497,465,,,,,,,,,,,bk9fq3chnhmw3u36qz5vf1vjd,A. Koita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
