id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/17/value
2495630587,1,34,16,0,0,2b57rbw94i9ohnbch52owvqtq,1,0,0,2023-01-07T16:26:08.268Z,2023-01-07T17:43:13Z,3968939705,197,8908,3968737045,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3968737047,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968737041,59,"1, 18, 7, 33, 88, 2, 10, 23, 68, 77, 34, 3, 11, 14, 16, 27, 28, 29",3968737039,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3968737043,130,17,3968737037,30,"d0itp0eyxewvnm2shm0manw7p, 2rn8mnhlrtrbm6du97f54zckq, 3m13ipluel0m6cotha7n7vrop, 2hj88r72bbwnhqx12tv13jmqx, 7y7wrtvktvxfki86p41ptoell, ew1thxs8j5mwwqh075kzsjq0a, 92resfejh2m1oygglkjdk0u7d, 8thfkx6q306ewh6mlba8ztqzt, 65js4yds9vyg0iyck8xh10frp, 9m3bkbdedtddfeix57rj2f7c9, 58qrdtv5emnvcojqkmnpx5ffu, 243h2yiww7rrz20i0le43jtux, mzrka1w28qc7vgr5xmcngqg9, 3ci60t7okyb4mmoa3tf0knluy, 3s0tyude1pghox634ij87srft, czsmg1hjqbmzhz8x91y3b0yc5, 99eumu17h5sxriw5vfczvdb6d, 5ghjnuqhf7kvbwqlo8jqv0bqi",3968939703,194,2hj88r72bbwnhqx12tv13jmqx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495634269,1,34,16,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2023-01-07T16:29:47.019Z,2023-01-07T17:23:55Z,3968944839,194,1acbm9228tfggjx7htxjtcvrp,3968944841,197,9282,3968756655,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3968756647,30,"3j1vhujla834m422svmrdh3pw, 5oa6glaxweluggb6odyxb4uz9, cahevdu5yhhnh8qlj969b6dw, 1acbm9228tfggjx7htxjtcvrp, 6iu350lkyhy6tcll5gfo4vy3u, a52575bcqr3acuweauiyzsb56, 9bnvh1i6mu45yvkz257c0x1at, apusqhva0hdbf7zqb3twgeoa2, 7ruin2kz9zjzba57tdbec7n4l, 7sxsul4lzfxl1nzca1nq715re, 8ic5et3o15rkxyebpxy6y4mhh, af8gj4w5eg8rdl4iq7fi8aa96, 4e5jvz1t60a2l67c5a9r2qne, e44sv1k4belucgkkem7qtkpd6, 187qa5icsve3oak3t90r6rhsl, 6cztmz0yq3ifdkkz4hpe47krt, 7nlpu8ocv423vqaooks0hifze, bpxafwc30rerxmgju6rcau8kp",3968756653,130,8,3968756651,59,"16, 40, 17, 23, 4, 99, 21, 5, 7, 15, 12, 2, 6, 14, 18, 27, 30, 35",3968756649,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3968756657,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674685,2,32,1,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2023-01-07T17:18:09.232Z,2023-01-07T17:18:09Z,3968971991,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674697,2,32,1,0,0,2b57rbw94i9ohnbch52owvqtq,1,0,0,2023-01-07T17:18:09.232Z,2023-01-26T14:32:44Z,3968972045,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674705,3,1,1,0,0,2b57rbw94i9ohnbch52owvqtq,1,49.4,49.5,2023-01-07T17:18:09.251Z,2023-01-08T03:59:14Z,3968972081,212,14.3,3968972077,140,36.2,3968972079,141,54.8,3968972083,213,2.9,3968972075,56,Back,3968972085,279,S,3969772041,178,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674779,4,1,1,0,2,2b57rbw94i9ohnbch52owvqtq,1,35.7,53.4,2023-01-07T17:18:12.168Z,2023-01-08T08:32:27Z,3968972471,213,5.6,3968972465,140,73.9,3968972473,1,,3968972467,141,9.7,3969772053,178,,3968972461,155,,3968972463,56,Right,3968972469,212,49.9,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674787,5,44,1,0,5,2b57rbw94i9ohnbch52owvqtq,1,75.1,13.8,2023-01-07T17:18:14.860Z,2023-01-08T08:32:27Z,3968972527,233,3,3968972521,286,,3968972519,56,Right,,,,,,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674771,3,44,1,0,5,jb4xejoxjfk5a0a50bo8hvst,0,24.9,86.2,2023-01-07T17:18:14.861Z,2023-01-08T08:32:26Z,3968972547,233,5,3968972429,56,Back,3968972431,285,,,,,,,,,,,,,,,,,cahevdu5yhhnh8qlj969b6dw,S. Trémoulet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674795,6,1,1,0,5,2b57rbw94i9ohnbch52owvqtq,0,75,11,2023-01-07T17:18:14.887Z,2023-01-08T08:32:26Z,3968972561,213,0.9,3968972555,140,90.2,3968972559,212,24.3,3968972553,56,Center,3968972551,3,,3969772099,388,,3968972557,141,38.0,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495674803,4,52,1,0,8,jb4xejoxjfk5a0a50bo8hvst,1,8,63,2023-01-07T17:18:17.311Z,2023-01-08T08:32:25Z,3969772139,178,,3969615783,376,,,,,,,,,,,,,,,,,,,,3j1vhujla834m422svmrdh3pw,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
