id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/10/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/12/value,qualifier/15/value,qualifier/13/value,qualifier/16/value,qualifier/18/value,qualifier/17/value
2504458785,1,34,16,0,0,920raeoumft3q2wmvc296uceo,1,0,0,2023-02-05T14:19:36.609Z,2023-02-05T15:36:19Z,4015061043,30,"btyk45f7gmz3ck2dafpp22yg9, 6n1rvd0axpp159h9wkkd7lwfe, 4pbx40gvdmacim2n0k2qt41cl, 27rm84dcrfa7ypfmpgbe37cic, c4brcsqfli5mds4vhma627yl1, 7hi9yit8aifyojt7i0kg69as5, 14xb29tv90y8uataijmh03rah, 5ecklu1u6t21rhh8fh4zoq2cq, 87d73x3gkomc4soukr5uweqc5, dqazrm2wmu9zqpvp8xbeeb7jd, 8zz5lnxo7twq8ntb7e0qfvbv9, aspoedbe2vkfbqaz67fc2ftg5, 3bhmh2ks5ma4rqda9zff6w251, dbtjmpfrscwqv0xvqk3krqa5l, bz77hr28a1yskifpuvzu8smsq, 4gnprufs4yyf7wq9mzmkmf622, 39bcswfqnpa07b4afevezejo4, 72xzl0yjdetvqp2n1pmzyqvze",4015061047,59,"16, 28, 12, 32, 25, 2, 18, 6, 7, 9, 26, 1, 3, 4, 10, 19, 38, 99",4015061051,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4015061049,130,12,4015061059,197,11586,4015061055,194,8zz5lnxo7twq8ntb7e0qfvbv9,4015061045,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4015061063,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504458861,1,34,16,0,0,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2023-02-05T14:19:38.018Z,2023-02-06T11:54:52Z,4015061449,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4015061443,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4015061437,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4015061445,194,25ey2mcvgwz6ls2612os5hzv9,4015061435,30,"1psqmd0h77b385bljq2emftgp, b6hva6wki38za3hipscirr4h6, 3k4ulxeya73ac9foemis7p6mt, 25ey2mcvgwz6ls2612os5hzv9, btz2lf5s3h6svre1o5jgmvf85, mlqit2c8my1ewqy6avrfhf8q, 3eywxsna9qzi1egis1uj4l6mt, ezg4lhvy2z4pkyvfrmi17y11x, 1df9uegp2hsbc4813no3mdvx1, 3q5uylbjjiaoj3mn2l7p93jyt, 9aafa664l1husrkrgqv25l42d, 3nr55odndzunwlb658bsnlwx5, evktllmp3l6mfb6o4im0ag0ve, calut2wcnvfps97uj7dartf4l, 6es2qusg5h5q9ricqm51j1xck, 5egzwt11xlx1vz5dk9yu29q1g, 9ov7tj31hixo7xp0tfffuhpn8, bihng5zkoeutve0fpxrwo5yj8",4015061447,197,1947,4015061441,130,8,4015061439,59,"1, 6, 21, 16, 27, 18, 7, 66, 22, 19, 11, 9, 10, 15, 23, 28, 34, 35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504493861,2,32,1,0,0,920raeoumft3q2wmvc296uceo,1,0,0,2023-02-05T15:00:57.431Z,2023-02-05T15:01:00Z,4015248741,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504493835,2,32,1,0,0,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2023-02-05T15:00:57.431Z,2023-02-06T03:35:06Z,4015248579,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504493853,3,1,1,0,0,b7jmo07lqav0wfe2mtlzyspak,1,50,50,2023-02-05T15:00:57.432Z,2023-02-06T11:21:26Z,4015248699,140,35.4,4015248703,212,15.8,4015248701,141,44.2,4015248707,279,S,4015248705,213,3.4,4016928909,178,,4015248697,56,Back,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504493873,4,1,1,0,1,b7jmo07lqav0wfe2mtlzyspak,1,38.5,48.2,2023-02-05T15:00:59.110Z,2023-02-06T12:50:12Z,4015248835,213,2.6,4016928957,178,,4015248827,56,Back,4015248833,212,13.7,4015248829,140,27.2,4015248831,141,58.2,,,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504493877,5,1,1,0,3,b7jmo07lqav0wfe2mtlzyspak,1,31.8,57,2023-02-05T15:01:00.821Z,2023-02-06T12:50:11Z,4015248863,212,7.5,4015248859,140,32.7,4015248861,141,46.1,4015248857,56,Back,4015248865,213,4.8,4016928983,178,,,,,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504493887,6,1,1,0,5,b7jmo07lqav0wfe2mtlzyspak,1,38.5,50.2,2023-02-05T15:01:02.708Z,2023-02-06T12:50:10Z,4016929031,178,,4015248919,141,57.3,4015248921,212,13.5,4015248915,56,Back,4015248923,213,2.8,4015248917,140,26.5,,,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504493917,7,1,1,0,7,b7jmo07lqav0wfe2mtlzyspak,1,29.3,58.3,2023-02-05T15:01:04.969Z,2023-02-06T12:50:09Z,4015249073,213,4.4,4016929075,178,,4015249067,140,24.1,4015249071,212,17.5,4015249065,56,Back,4015249069,141,33.9,,,,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504493939,8,1,1,0,9,b7jmo07lqav0wfe2mtlzyspak,1,23.5,35,2023-02-05T15:01:07.247Z,2023-02-06T12:50:08Z,4015249179,140,28.3,4015249175,56,Back,4016929119,178,,4015249185,212,17.5,4015249187,213,5.0,4015249181,141,10.3,,,,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
