id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/14/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/17/value
2461972567,5,1,1,0,9,ecj1gmc7pqcjo4sc9hvghj5u3,1,32.3,28.9,2022-09-18T14:00:18.100Z,2022-09-19T10:13:12Z,3790679947,141,47.0,3790679951,213,2.7,3793217193,178,,3790679943,56,Back,3790679949,212,29.4,3790679945,140,6.9,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461972589,6,1,1,0,13,ecj1gmc7pqcjo4sc9hvghj5u3,1,10.4,45.8,2022-09-18T14:00:21.534Z,2022-09-19T10:13:11Z,3790680067,213,4.7,3790680061,140,9.6,3793217241,178,,3790680063,141,15.2,3790680059,56,Back,3790680065,212,20.8,,,,,,,a8kdcx3797ityilpw31jaj4r9,A. Moris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461972637,7,1,1,0,16,ecj1gmc7pqcjo4sc9hvghj5u3,1,14.1,15.6,2022-09-18T14:00:25.029Z,2022-09-19T10:13:10Z,3790680323,212,20.4,3790680319,140,25.7,3793217289,178,,3790680321,141,39.7,3790680325,213,0.9,3790680317,56,Back,,,,,,,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461972685,8,1,1,0,20,ecj1gmc7pqcjo4sc9hvghj5u3,1,29.3,35.6,2022-09-18T14:00:28.670Z,2022-09-19T10:13:09Z,3790680539,213,1.4,3790680535,141,92.9,3790680537,212,39.9,3793217337,178,,3790680531,56,Back,3790680533,140,37.3,3790680541,1,,,,,dhpxeejqzlhnm1vu0f8xjzw7p,José Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461972727,9,1,1,0,22,ecj1gmc7pqcjo4sc9hvghj5u3,1,33.9,87.8,2022-09-18T14:00:31.197Z,2022-09-19T10:13:08Z,3790680741,141,88.0,3790680737,56,Back,3790680743,212,9.7,3793217389,178,,3790680745,213,3.1,3790680739,140,24.7,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461972797,10,1,1,0,27,ecj1gmc7pqcjo4sc9hvghj5u3,1,25.2,80.6,2022-09-18T14:00:35.920Z,2022-09-19T10:13:06Z,3793218591,178,,3790681049,212,22.0,3790681045,141,57.3,3790681041,56,Back,3790681053,213,3.9,3790681043,140,10.6,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462439661,915,43,1,0,33,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-09-18T14:00:42.179Z,2022-09-19T05:34:13Z,3793249787,144,82,3793249755,178,0,,,,,,,,,,,,,,,,,,,a8kdcx3797ityilpw31jaj4r9,A. Moris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461972823,11,1,1,0,34,ecj1gmc7pqcjo4sc9hvghj5u3,1,15.5,64.6,2022-09-18T14:00:42.591Z,2022-09-19T10:13:03Z,3790681179,1,,3790681167,155,,3790681175,212,49.5,3790681177,213,0.4,3790681171,140,58.4,3793218645,178,,3790681169,56,Left,3790681173,141,94.7,a8kdcx3797ityilpw31jaj4r9,A. Moris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462439937,798,83,1,0,37,9njsy633rh1tyri7l2jaju5o,1,36.5,6.6,2022-09-18T14:00:46.416Z,2022-09-19T10:13:02Z,3793250797,399,221844,,,,,,,,,,,,,,,,,,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461972833,12,1,1,0,38,ecj1gmc7pqcjo4sc9hvghj5u3,1,61.3,93.7,2022-09-18T14:00:47.090Z,2022-09-19T10:13:01Z,3793220647,178,,3790681231,56,Left,3790681237,212,5.7,3790681233,140,61.5,3790681239,213,4.7,3790681235,141,85.3,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461972863,13,1,1,0,39,ecj1gmc7pqcjo4sc9hvghj5u3,1,61.1,79.5,2022-09-18T14:00:48.340Z,2022-09-19T10:13:01Z,3790681339,141,88.1,3793220695,178,,3790681335,56,Left,3790681343,213,2.0,3790681337,140,58.6,3790681341,212,6.4,,,,,,,a6cke0ad2pvuyahweuch772ay,V. Boniface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461972899,14,1,1,0,42,ecj1gmc7pqcjo4sc9hvghj5u3,1,60.5,76.4,2022-09-18T14:00:51.341Z,2022-09-19T10:12:59Z,3790681525,140,52.9,3790681533,213,4.4,3790681529,212,30.4,3790681523,56,Center,3793220735,178,,3790681527,141,33.3,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461972911,15,1,1,0,46,ecj1gmc7pqcjo4sc9hvghj5u3,1,58.6,28,2022-09-18T14:00:55.236Z,2022-09-19T10:12:58Z,3790681603,56,Right,3790681607,141,4.7,3790681605,140,67.7,3793220835,178,,3790681609,212,18.5,3790681611,213,5.3,,,,,,,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461972925,16,1,1,0,47,ecj1gmc7pqcjo4sc9hvghj5u3,1,63.1,8.4,2022-09-18T14:00:56.205Z,2022-09-19T10:12:58Z,3790681647,56,Center,3793220935,178,,3790681657,213,1.1,3790681651,141,24.4,3790681649,140,68.4,3790681655,212,12.2,,,,,,,ths196pehnfyf4f4scmqj8ph,G. François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461972979,17,1,1,0,48,ecj1gmc7pqcjo4sc9hvghj5u3,1,64.9,19.6,2022-09-18T14:00:56.712Z,2022-09-19T10:12:58Z,3790681915,213,6.1,3793221031,178,,3790681907,56,Right,3790681913,212,14.4,3790681911,141,15.6,3790681909,140,78.4,,,,,,,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973013,18,1,1,0,52,ecj1gmc7pqcjo4sc9hvghj5u3,0,80,13.7,2022-09-18T14:01:00.522Z,2022-09-19T10:12:56Z,3790682085,141,53.6,3791898211,225,,3790682077,2,,3791898213,387,,3790682089,213,1.1,3790682083,140,94.8,3793221105,178,,3790682087,212,31.3,ai5p5wgft6c09bjbldz9sfeac,S. Adingra,3790682081,56,Center,3791898215,20,3790682079,155,3790682267,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973023,6,44,1,0,53,9njsy633rh1tyri7l2jaju5o,1,6.5,42.2,2022-09-18T14:01:02.405Z,2022-09-19T10:12:55Z,3790682147,233,19,3790682125,285,,3790682123,56,Back,,,,,,,,,,,,,,,,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973017,19,44,1,0,53,ecj1gmc7pqcjo4sc9hvghj5u3,0,93.5,57.8,2022-09-18T14:01:02.406Z,2022-09-19T10:12:55Z,3790682105,56,Center,3790682107,286,,3790682259,233,6,,,,,,,,,,,,,,,,a6cke0ad2pvuyahweuch772ay,V. Boniface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973037,7,11,1,0,54,9njsy633rh1tyri7l2jaju5o,0,5.7,42.6,2022-09-18T14:01:02.521Z,2022-09-19T09:51:32Z,3791899327,56,Back,3791899645,378,,3791899329,88,,3793221247,388,,,,,,,,,,,,,,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973079,20,13,1,0,58,ecj1gmc7pqcjo4sc9hvghj5u3,1,89.4,68.5,2022-09-18T14:01:06.516Z,2022-09-19T10:12:53Z,3790693189,103,59.7,3790682377,56,Center,3790693193,215,,3790693185,102,43.2,3790682375,64,,3793221327,178,,3790693197,230,93.6,3790682373,22,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,3790692749,20,,3790693199,231,3790693195,458,3790693183,87,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973085,8,5,1,0,59,9njsy633rh1tyri7l2jaju5o,1,-0.8,55.9,2022-09-18T14:01:07.843Z,2022-09-19T05:02:21Z,3790682455,233,21,3790682397,56,Back,3790682399,346,,,,,,,,,,,,,,,,,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973095,21,5,1,0,59,ecj1gmc7pqcjo4sc9hvghj5u3,0,100.8,44.1,2022-09-18T14:01:07.843Z,2022-09-19T05:02:21Z,3790682437,346,,3790682459,233,8,3790682435,56,Center,,,,,,,,,,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973263,9,1,1,1,9,9njsy633rh1tyri7l2jaju5o,0,5.7,48.7,2022-09-18T14:01:18.335Z,2022-09-19T09:51:42Z,3790683255,213,5.6,3790683259,74,,3790683307,189,,3790683243,124,,3790683257,1,,3790683251,141,7.1,3790683245,155,,3790683249,140,39.9,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,3790683253,212,45.7,3790683247,56,,,,,,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973333,22,49,1,1,16,ecj1gmc7pqcjo4sc9hvghj5u3,1,59.5,88.5,2022-09-18T14:01:24.624Z,2022-09-19T10:12:53Z,,,,,,,,,,,,,,,,,,,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973351,23,1,1,1,17,ecj1gmc7pqcjo4sc9hvghj5u3,1,59.2,88.2,2022-09-18T14:01:25.485Z,2022-09-19T10:12:52Z,3790683595,56,Left,3790683599,141,79.3,3790683601,212,7.0,3793221643,178,,3790683603,213,4.2,3790683597,140,55.9,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973413,24,1,1,1,17,ecj1gmc7pqcjo4sc9hvghj5u3,1,59.6,77.3,2022-09-18T14:01:26.344Z,2022-09-19T10:12:51Z,3790683901,213,2.7,3790683895,140,45.1,3790683899,212,17.0,3790683893,56,Back,3790683897,141,88.4,3793221781,178,,,,,,,,dhpxeejqzlhnm1vu0f8xjzw7p,José Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462440199,929,43,1,1,18,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-09-18T14:01:26.573Z,2022-09-19T05:36:56Z,3793252007,144,82,3793251931,178,0,,,,,,,,,,,,,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973441,25,1,1,1,25,ecj1gmc7pqcjo4sc9hvghj5u3,1,51.3,82.3,2022-09-18T14:01:34.114Z,2022-09-19T10:12:49Z,3790684001,213,0.6,3790683999,212,17.5,3793221971,178,,3790683995,140,64.6,3790683997,141,97.7,3790683993,56,Left,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973497,26,1,1,1,28,ecj1gmc7pqcjo4sc9hvghj5u3,1,58.6,94.4,2022-09-18T14:01:36.485Z,2022-09-19T10:12:48Z,3790684273,56,Left,3790684277,141,81.1,3790684275,140,55.2,3793222111,178,,3790684281,213,4.3,3790684279,212,9.7,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973563,27,1,1,1,30,ecj1gmc7pqcjo4sc9hvghj5u3,1,54.4,76.1,2022-09-18T14:01:38.762Z,2022-09-19T10:12:47Z,3790684591,212,33.5,3790684587,141,31.2,3790684599,1,,3793222253,178,,3790684579,56,Back,3790684583,140,41.3,3790684595,213,4.3,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973607,28,1,1,1,35,ecj1gmc7pqcjo4sc9hvghj5u3,1,49,27.1,2022-09-18T14:01:43.570Z,2022-09-19T10:12:46Z,3790684837,141,16.5,3790684833,56,Right,3790684841,213,5.6,3790684839,212,11.1,3793222373,178,,3790684835,140,57.1,,,,,,,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973659,29,1,1,1,36,ecj1gmc7pqcjo4sc9hvghj5u3,1,53.6,15.2,2022-09-18T14:01:45.410Z,2022-09-19T10:12:45Z,3790685057,141,41.5,3793222771,178,,3790685053,56,Back,3790685063,1,,3790685059,212,33.3,3790685061,213,2.6,3790685055,140,26.8,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462440327,941,43,1,1,41,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-09-18T14:01:49.469Z,2022-09-19T05:38:01Z,3793252705,178,0,3793252751,144,82,,,,,,,,,,,,,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973729,30,1,1,1,41,ecj1gmc7pqcjo4sc9hvghj5u3,1,29,35.3,2022-09-18T14:01:50.220Z,2022-09-19T10:12:44Z,3790685499,212,20.7,3790685485,56,Back,3790685493,141,63.6,3793222857,178,,3790685489,140,21.8,3790685501,213,1.9,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973773,31,1,1,1,46,ecj1gmc7pqcjo4sc9hvghj5u3,1,23.5,58.1,2022-09-18T14:01:54.618Z,2022-09-19T10:12:42Z,3790685735,140,33.0,3790685745,213,5.0,3790685739,141,14.3,3790685733,56,Back,3790685743,212,31.4,3793222923,178,,,,,,,,a8kdcx3797ityilpw31jaj4r9,A. Moris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973807,32,1,1,1,50,ecj1gmc7pqcjo4sc9hvghj5u3,1,42.8,9.9,2022-09-18T14:01:59.335Z,2022-09-19T10:12:41Z,3790685945,141,15.8,3793222985,178,,3790685949,213,0.2,3790685943,140,60.8,3790685947,212,19.3,3790685941,56,Right,,,,,,,f0ean6buvvp9l4rh1ayvnnill,R. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973817,33,1,1,1,52,ecj1gmc7pqcjo4sc9hvghj5u3,0,57,12.8,2022-09-18T14:02:00.465Z,2022-09-19T10:12:40Z,3790686005,56,Center,3791907047,156,,3790686013,213,1.6,3790686009,141,32.2,3790686011,212,13.2,3790686007,140,57.0,3793223045,178,,,,,ai5p5wgft6c09bjbldz9sfeac,S. Adingra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973809,10,49,1,1,52,9njsy633rh1tyri7l2jaju5o,1,46.4,77.2,2022-09-18T14:02:01.392Z,2022-09-19T10:12:40Z,,,,,,,,,,,,,,,,,,,,,,,,,6s5hiok2ywsv4kfxfql8iorth,M. Wakaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973835,11,61,1,1,54,9njsy633rh1tyri7l2jaju5o,0,46.5,75.4,2022-09-18T14:02:02.465Z,2022-09-19T10:12:39Z,3793223185,178,,3790686141,56,Back,,,,,,,,,,,,,,,,,,,6s5hiok2ywsv4kfxfql8iorth,M. Wakaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973871,34,49,1,1,54,ecj1gmc7pqcjo4sc9hvghj5u3,1,51,24.9,2022-09-18T14:02:03.260Z,2022-09-19T10:12:39Z,,,,,,,,,,,,,,,,,,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973981,35,1,1,1,59,ecj1gmc7pqcjo4sc9hvghj5u3,1,67.9,25.2,2022-09-18T14:02:07.775Z,2022-09-19T10:12:36Z,3790687003,141,3.8,3790686999,56,Right,3790687007,213,5.2,3790687001,140,74.8,3790687005,212,16.3,3793223321,178,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973987,36,61,1,2,1,ecj1gmc7pqcjo4sc9hvghj5u3,0,69,7.3,2022-09-18T14:02:09.442Z,2022-09-19T10:12:35Z,3790687031,56,Right,3793223403,178,,,,,,,,,,,,,,,,,,,,ths196pehnfyf4f4scmqj8ph,G. François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461974021,12,4,1,2,2,9njsy633rh1tyri7l2jaju5o,1,21.9,91,2022-09-18T14:02:11.436Z,2022-09-19T10:12:35Z,3790687241,152,,3790687237,56,Back,3790687269,233,37,3790687235,13,,3790687249,285,,3790687245,265,,,,,,,,dxnhp97vrepkx0kcr0d46yb1m,T. Alloh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461974013,37,4,1,2,2,ecj1gmc7pqcjo4sc9hvghj5u3,0,78.1,9,2022-09-18T14:02:11.437Z,2022-09-19T10:12:34Z,3793223437,178,,3790687191,13,,3790687197,265,,3790687193,56,Right,3790687295,233,12,3790687199,286,,3790687195,152,,,,,ths196pehnfyf4f4scmqj8ph,G. François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
