id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/12/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2498217139,5,1,1,0,31,b7jmo07lqav0wfe2mtlzyspak,1,10.3,38.5,2023-01-17T19:45:58.902Z,2023-01-18T12:07:05Z,3982394311,213,1.5,3982873563,178,,3982394303,56,Back,3982394305,140,11.7,3982394309,212,30.6,3982394307,141,83.5,,,,,,,1psqmd0h77b385bljq2emftgp,G. Coucke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217155,6,1,1,0,33,b7jmo07lqav0wfe2mtlzyspak,1,9.4,83.4,2023-01-17T19:46:01.458Z,2023-01-18T12:07:04Z,3982873661,178,,3982394411,212,18.4,3982394413,213,4.6,3982394405,56,Back,3982394409,141,56.7,3982394407,140,6.8,,,,,,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217181,7,1,1,0,38,b7jmo07lqav0wfe2mtlzyspak,1,8.1,49.5,2023-01-17T19:46:05.505Z,2023-01-18T12:07:03Z,3982873751,178,,3982394503,141,26.8,3982394501,140,1.9,3982394505,212,16.8,3982394507,213,4.3,3982394499,56,Back,,,,,,,1psqmd0h77b385bljq2emftgp,G. Coucke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217205,8,1,1,0,41,b7jmo07lqav0wfe2mtlzyspak,1,2.4,18.7,2023-01-17T19:46:09.162Z,2023-01-18T12:07:02Z,3982873891,178,,3982394591,140,29.9,3982394593,141,23.6,3982394589,56,Back,3982394595,212,29.1,3982394597,213,0.1,,,,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217219,9,1,1,0,44,b7jmo07lqav0wfe2mtlzyspak,1,23.3,19.3,2023-01-17T19:46:11.575Z,2023-01-18T12:07:01Z,3982873957,178,,3982394657,140,15.8,3982394655,56,Back,3982394659,141,19.4,3982394663,213,3.1,3982394661,212,7.9,,,,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217257,10,1,1,0,44,b7jmo07lqav0wfe2mtlzyspak,0,16.6,18.6,2023-01-17T19:46:12.334Z,2023-01-18T12:07:00Z,3982394813,155,,3982874047,178,,3982394825,1,,3982394817,140,70.9,3982394821,212,57.0,3982394823,213,6.3,3982394819,141,16.5,3982394815,56,Right,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217255,6,49,1,0,50,5z1b7fuvpqe6vnigvopomvecu,1,34,89.8,2023-01-17T19:46:17.506Z,2023-01-18T12:07:00Z,,,,,,,,,,,,,,,,,,,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217273,7,1,1,0,50,5z1b7fuvpqe6vnigvopomvecu,1,33.9,89.6,2023-01-17T19:46:17.559Z,2023-01-18T12:06:59Z,3982394923,140,30.5,3982394921,56,Back,3982394927,212,20.7,3982394929,213,4.5,3982874763,388,,3982394925,141,59.6,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217279,8,1,1,0,52,5z1b7fuvpqe6vnigvopomvecu,0,30.8,56,2023-01-17T19:46:19.691Z,2023-01-18T12:06:59Z,3982394947,56,Back,3982394953,212,23.2,3982394951,141,76.7,3982394949,140,48.4,3982394955,213,0.7,3982874865,178,,,,,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217271,11,49,1,0,53,b7jmo07lqav0wfe2mtlzyspak,1,47.3,27.5,2023-01-17T19:46:21.133Z,2023-01-18T12:06:58Z,,,,,,,,,,,,,,,,,,,,,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217277,12,61,1,0,53,b7jmo07lqav0wfe2mtlzyspak,1,47.4,27.2,2023-01-17T19:46:21.193Z,2023-01-18T12:06:58Z,3982394945,56,Back,3982875091,178,,,,,,,,,,,,,,,,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217313,14,4,1,0,56,b7jmo07lqav0wfe2mtlzyspak,1,48.2,29.4,2023-01-17T19:46:24.173Z,2023-01-18T12:06:57Z,3982395113,265,,3982395111,152,,3982404277,233,9,3982395115,286,,3982395109,56,Back,3982395107,13,,,,,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217315,9,4,1,0,56,5z1b7fuvpqe6vnigvopomvecu,0,51.8,70.6,2023-01-17T19:46:24.174Z,2023-01-18T12:06:56Z,3982395127,265,,3982395125,152,,3982404293,233,14,3982395129,285,,3982395121,13,,3982395123,56,Center,3982875345,178,,,,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217287,13,43,1,0,57,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2023-01-17T19:46:24.843Z,2023-01-17T19:47:11Z,3982394995,212,8.2,3982394997,213,1.8,3982394993,141,45.1,3982394991,140,42.0,3982396035,144,1,3982394989,56,Back,,,,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217441,15,1,1,1,21,b7jmo07lqav0wfe2mtlzyspak,1,45,39,2023-01-17T19:46:49.116Z,2023-01-18T12:06:56Z,3982395743,213,1.1,3982395741,212,42.7,3982396105,189,,3982395739,141,93.9,3983217883,1,,3982875421,178,,3982395737,140,64.8,3982395735,56,Left,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,3982395731,5,3982395733,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498219395,66,1,1,1,27,b7jmo07lqav0wfe2mtlzyspak,1,36.8,85.4,2023-01-17T19:46:55.351Z,2023-01-18T12:06:55Z,3982405691,189,,3982405457,140,56.3,3982405459,141,95.3,3982405455,56,Left,3982405461,212,21.6,3982405463,213,0.3,3982875573,178,,,,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217451,16,1,1,1,29,b7jmo07lqav0wfe2mtlzyspak,0,63.9,94.2,2023-01-17T19:46:56.587Z,2023-01-18T12:06:54Z,3982395779,56,Left,3982875721,178,,3982395787,213,6.1,3982395789,1,,3982395785,212,35.5,3982395783,141,85.1,3982395781,140,97.2,,,,b6hva6wki38za3hipscirr4h6,J. Van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217477,18,1,1,1,33,b7jmo07lqav0wfe2mtlzyspak,0,99.9,85.7,2023-01-17T19:47:01.247Z,2023-01-18T12:06:54Z,3982624805,140,90.3,3982395917,56,Left,3982624809,212,14.9,3982624807,141,100.0,3982875975,178,,3982624811,213,2.3,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217521,10,5,1,1,35,5z1b7fuvpqe6vnigvopomvecu,1,12.5,-0.8,2023-01-17T19:47:02.630Z,2023-01-18T08:18:37Z,3982397131,347,,3982396201,56,Back,3982396205,233,17,,,,,,,,,,,,,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217457,17,5,1,1,35,b7jmo07lqav0wfe2mtlzyspak,0,87.5,100.8,2023-01-17T19:47:02.630Z,2023-01-18T08:18:37Z,3982395813,56,Left,3982397117,347,,3982396209,233,10,,,,,,,,,,,,,,,,b6hva6wki38za3hipscirr4h6,J. Van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217481,19,43,1,1,37,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2023-01-17T19:47:04.874Z,2023-01-17T19:47:55Z,3982396997,144,5,3982395947,56,Left,3982395949,347,0,,,,,,,,,,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217539,11,1,1,1,49,5z1b7fuvpqe6vnigvopomvecu,0,12.5,0,2023-01-17T19:47:16.943Z,2023-01-18T12:06:53Z,3982396273,212,23.8,3982396271,141,6.7,3982396275,213,0.3,3983268245,1,,3982396267,56,Back,3982396265,107,,3982396269,140,34.5,,,,eg2u042cthz9undb4xz0pu8rt,M. Fossey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217545,20,49,1,1,52,b7jmo07lqav0wfe2mtlzyspak,1,70.1,89.8,2023-01-17T19:47:19.690Z,2023-01-18T12:06:53Z,,,,,,,,,,,,,,,,,,,,,,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217547,21,1,1,1,52,b7jmo07lqav0wfe2mtlzyspak,1,70.1,89.8,2023-01-17T19:47:19.754Z,2023-01-18T12:06:52Z,3982396291,141,76.6,3982396293,212,13.7,3982876323,178,,3982396295,213,5.6,3982396287,56,Center,3982396289,140,80.0,,,,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217553,22,1,1,1,53,b7jmo07lqav0wfe2mtlzyspak,1,74.8,84.9,2023-01-17T19:47:21.098Z,2023-01-18T12:06:51Z,3982876565,178,,3982396329,140,78.9,3982396331,141,85.9,3982396333,212,4.4,3982396327,56,Left,3982396335,213,0.2,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217557,23,1,1,1,55,b7jmo07lqav0wfe2mtlzyspak,1,77.3,92.4,2023-01-17T19:47:22.613Z,2023-01-18T12:06:50Z,3982396361,212,2.8,3982396363,213,0.8,3982876693,178,,3982396357,140,79.1,3982396355,56,Left,3982396359,141,95.4,,,,,,,b6hva6wki38za3hipscirr4h6,J. Van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217565,24,1,1,1,56,b7jmo07lqav0wfe2mtlzyspak,1,80.7,96.6,2023-01-17T19:47:24.272Z,2023-01-18T12:06:49Z,3982396397,56,Left,3982396399,140,77.3,3982876745,178,,3982396405,213,4.2,3982396401,141,86.8,3982396403,212,7.6,,,,,,,9aafa664l1husrkrgqv25l42d,N. Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217569,25,1,1,1,59,b7jmo07lqav0wfe2mtlzyspak,0,85.2,91.7,2023-01-17T19:47:26.666Z,2023-01-18T12:06:48Z,3982396413,56,Left,3982877077,178,,3982396421,213,2.7,3982396417,141,93.0,3982396415,140,83.2,3982396419,212,2.3,,,,,,,b6hva6wki38za3hipscirr4h6,J. Van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217567,12,8,1,1,59,5z1b7fuvpqe6vnigvopomvecu,1,10.3,3.8,2023-01-17T19:47:27.199Z,2023-01-18T12:06:47Z,3982396411,56,Back,3982625003,385,,3982877267,178,,,,,,,,,,,,,,,,,eg2u042cthz9undb4xz0pu8rt,M. Fossey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217573,13,5,1,2,0,5z1b7fuvpqe6vnigvopomvecu,0,18.6,-2,2023-01-17T19:47:28.215Z,2023-01-18T08:19:25Z,3982396423,56,Back,3982396569,233,26,3982396425,347,,,,,,,,,,,,,,,,,eg2u042cthz9undb4xz0pu8rt,M. Fossey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217611,26,5,1,2,0,b7jmo07lqav0wfe2mtlzyspak,1,81.4,102,2023-01-17T19:47:28.215Z,2023-01-18T08:19:25Z,3982396549,347,,3982396553,233,13,3982396547,56,Left,,,,,,,,,,,,,,,,b6hva6wki38za3hipscirr4h6,J. Van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217627,27,1,1,2,6,b7jmo07lqav0wfe2mtlzyspak,1,87.3,100,2023-01-17T19:47:34.332Z,2023-01-18T12:06:47Z,3982396613,213,5.0,3982396611,212,12.3,3982396603,56,Left,3982396601,107,,3982396605,140,90.3,3982396607,141,84.5,,,,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498317257,946,67,1,2,7,b7jmo07lqav0wfe2mtlzyspak,1,92.8,82.4,2023-01-17T19:47:35.390Z,2023-01-18T12:06:47Z,3982912895,233,785,,,,,,,,,,,,,,,,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498317255,785,67,1,2,7,5z1b7fuvpqe6vnigvopomvecu,0,7.2,17.6,2023-01-17T19:47:35.391Z,2023-01-18T12:06:46Z,3982912903,233,946,,,,,,,,,,,,,,,,,,,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498261629,917,61,1,2,7,b7jmo07lqav0wfe2mtlzyspak,0,92.6,83,2023-01-17T19:47:35.411Z,2023-01-18T12:06:46Z,3982877553,178,,3982625379,56,Left,,,,,,,,,,,,,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217643,14,1,1,2,8,5z1b7fuvpqe6vnigvopomvecu,1,7.4,16.7,2023-01-17T19:47:36.148Z,2023-01-18T12:06:45Z,3982396691,212,16.6,3982396693,213,6.0,3982877701,178,,3982396685,56,Back,3982396689,141,11.0,3982396687,140,22.8,,,,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217647,15,49,1,2,9,5z1b7fuvpqe6vnigvopomvecu,1,16.2,12.6,2023-01-17T19:47:37.440Z,2023-01-18T12:06:45Z,,,,,,,,,,,,,,,,,,,,,,,,,3z1lfdoy92bq8airglbhx32tw,C. Çanak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498317735,947,83,1,2,10,b7jmo07lqav0wfe2mtlzyspak,1,84.1,88.6,2023-01-17T19:47:37.757Z,2023-01-18T12:06:44Z,3982915275,399,543314,,,,,,,,,,,,,,,,,,,,,,b6hva6wki38za3hipscirr4h6,J. Van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217649,16,61,1,2,10,5z1b7fuvpqe6vnigvopomvecu,1,15.7,10.2,2023-01-17T19:47:38.075Z,2023-01-18T12:06:43Z,3982878461,389,,3982396719,56,Back,,,,,,,,,,,,,,,,,,,3z1lfdoy92bq8airglbhx32tw,C. Çanak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217637,28,43,1,2,11,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2023-01-17T19:47:39.354Z,2023-01-18T03:17:41Z,3982396661,286,0,3982396731,233,16,3982625527,144,7,3982396659,56,Left,,,,,,,,,,,,,b6hva6wki38za3hipscirr4h6,J. Van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217657,17,3,1,2,12,5z1b7fuvpqe6vnigvopomvecu,0,15,9,2023-01-17T19:47:39.519Z,2023-01-18T12:06:43Z,3982626069,285,,3982626101,465,,3982626079,211,,3982878615,178,,3982396739,56,Back,,,,,,,,,,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217663,29,49,1,2,14,b7jmo07lqav0wfe2mtlzyspak,1,78.6,82.2,2023-01-17T19:47:42.006Z,2023-01-18T12:06:42Z,,,,,,,,,,,,,,,,,,,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217669,30,1,1,2,15,b7jmo07lqav0wfe2mtlzyspak,0,80.3,79.9,2023-01-17T19:47:42.957Z,2023-01-18T12:06:41Z,3982879113,178,,3982396793,140,100.0,3982396791,56,Center,3982396799,213,6.2,3982396795,141,77.0,3982396797,212,21.3,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217665,18,5,1,2,17,5z1b7fuvpqe6vnigvopomvecu,1,-0.8,21.4,2023-01-17T19:47:45.392Z,2023-01-18T08:20:27Z,3982396771,346,,3982396805,233,31,3982396769,56,Back,,,,,,,,,,,,,,,,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217671,31,5,1,2,17,b7jmo07lqav0wfe2mtlzyspak,0,100.8,78.6,2023-01-17T19:47:45.392Z,2023-01-18T08:20:27Z,3982396803,346,,3982396801,56,Center,3982396809,233,18,,,,,,,,,,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217755,19,1,1,2,36,5z1b7fuvpqe6vnigvopomvecu,1,4.6,38.6,2023-01-17T19:48:03.779Z,2023-01-18T12:06:40Z,3982397177,140,10.7,3982397175,56,Back,3982397179,141,53.4,3982397173,124,,3982397187,237,,3982397181,212,11.9,3982397183,213,1.0,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498217799,20,1,1,2,39,5z1b7fuvpqe6vnigvopomvecu,1,13.6,55.5,2023-01-17T19:48:07.183Z,2023-01-18T12:06:39Z,3982397365,140,58.8,3982879407,178,,3982397369,212,54.2,3982397367,141,94.1,3982397361,155,,3982397363,56,Left,3982397371,213,0.5,3982397373,1,,bxcwnf87pf8ijzbxy70ewcfe1,A. Bodart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
