id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value,qualifier/23/id,qualifier/23/qualifierId,assist,qualifier/15/value,qualifier/18/value,keyPass,qualifier/19/value
2512185681,1,34,16,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2023-02-25T16:40:02.528Z,2023-02-25T17:23:04Z,4056022961,194,eiqmp3nbc50r40bl86u2sj55h,4055762801,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4055762809,197,8121,4055762807,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4055762803,59,"1, 2, 10, 3, 4, 28, 8, 15, 25, 11, 6, 5, 13, 9, 27, 29, 33, 35",4055762805,130,12,4055762799,30,"6sdv4s8oz558wfhx72vwlpvu2, 6wt29oce6gsthhpmhq705vl9m, 1fu9y7gemoii89ejj7bkex78p, 2xletuhhaxmfqbjbgq4ehpyol, 90fea2mfl0soc0gsk88z2m2mt, 8qa4s74yhn2u9n5tm4mfi934k, eiqmp3nbc50r40bl86u2sj55h, ditnpqgspoih5ich7c5vn44fe, 6pmuxgyfaqn2h0x69o5l1mq22, 8xjlysmwl5vnhcnvsynftjd62, ag74mepy9fnmlykodxo0oxhwp, 7t9bynn5mbmy3b0v9cduifxex, 1oux70eo5dakzh697p0j7kpre, codwa9jioox7i007f4iazwst1, 41gpjj5od0ww4rnopzgp1oetw, dxnhp97vrepkx0kcr0d46yb1m, 50iwwx11r99cvce6x8cp52c16, c1grrjf29wtfgbni2qkydf9ey",4055762811,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512189275,1,34,16,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2023-02-25T16:41:35.760Z,2023-02-25T17:12:56Z,4055781903,30,"d5ecnjd6h89iepxrvrlfn97ft, 84l7r4ud9ipuf9vc3ib5b4l0q, 5wn1xudozb4s78x0m8ch7vn8q, 52qemp1py9mm9unjvxaphv209, 5iuagsqdiiaadb5yuf7r4vzmc, bmbn4q2uorkgosgaig6migpux, 8jc7tw0nw37trgyli0oyz1soa, 3l1v52usaf9mmi9dwowdwv3e, 1gzgkjei16r4lt2fvcedy1jvt, a0ecz4nlxrr62dcwixtmjiwyy, 8d0ffyx2qnnp0limf5aou92ei, b13ly8cuyvgraih4y0wxuami2, enyx6hc9mfglu3w2robv9hd9m, 2xba9p5cocj599cltnabjes45, ez9zc94k1nj4qxjf2hrvj5dgq, 21ipfd9gxws9vqpw9002o8ve1, 8am2h5qc7296fima2r4wam63u, 7weuixp1j81ga9pjhouf2h2hh",4055781907,59,"1, 41, 23, 4, 66, 5, 14, 17, 9, 34, 36, 7, 8, 10, 11, 21, 24, 28",4055781905,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4055781925,197,6718,4055781913,130,17,4055781917,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4055781923,194,8jc7tw0nw37trgyli0oyz1soa,4055781927,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512235815,2,32,1,0,0,9njsy633rh1tyri7l2jaju5o,1,0,0,2023-02-25T17:15:33.909Z,2023-02-26T04:31:23Z,4056030343,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512235805,2,32,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2023-02-25T17:15:33.909Z,2023-02-25T17:15:34Z,4056030289,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512235853,3,1,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,50,50,2023-02-25T17:15:34.048Z,2023-02-26T04:57:27Z,4056030523,140,28.7,4056030527,212,22.4,4056030529,213,3.2,4056030521,56,Back,4056030525,141,49.7,4056030533,279,S,4057939307,178,,,,,1gzgkjei16r4lt2fvcedy1jvt,K. Denkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512235863,4,1,1,0,3,3ix9om1svhd6obl0mbk1otgop,0,25,46.9,2023-02-25T17:15:37.755Z,2023-02-26T10:13:11Z,4057939519,178,,4056030585,141,36.0,4056030587,212,13.8,4056030583,140,36.1,4056030589,213,5.7,4056030579,56,Back,4056030575,155,,,,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512235903,3,61,1,0,4,9njsy633rh1tyri7l2jaju5o,1,71,58.6,2023-02-25T17:15:37.972Z,2023-02-26T10:13:10Z,4057939659,388,,4057939657,21,,4056030761,56,Center,,,,,,,,,,,,,,,,6pmuxgyfaqn2h0x69o5l1mq22,D. Gassama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512235965,5,1,1,0,6,3ix9om1svhd6obl0mbk1otgop,1,56.9,28.3,2023-02-25T17:15:40.160Z,2023-02-26T10:13:10Z,4056031089,213,6.1,4056031083,140,62.2,4056031087,212,5.7,4056031081,56,Center,4056031085,141,26.8,4057939739,388,,4056031079,3,,,,,3l1v52usaf9mmi9dwowdwv3e,A. Francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512235973,6,1,1,0,6,3ix9om1svhd6obl0mbk1otgop,1,63.8,24.2,2023-02-25T17:15:40.781Z,2023-02-26T10:13:09Z,4056031119,141,38.8,4056031117,140,73.1,4056031121,212,13.9,4057939935,178,,4056031123,213,0.8,4056240925,168,,4056031115,56,Center,,,,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512235953,4,43,1,0,7,9njsy633rh1tyri7l2jaju5o,1,0,0,2023-02-25T17:15:41.773Z,2023-02-25T18:06:46Z,4056221745,144,61,4056031017,56,Back,,,,,,,,,,,,,,,,,,,ag74mepy9fnmlykodxo0oxhwp,B. Baiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
