id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,qualifier/8/value,qualifier/11/value,qualifier/14/value,qualifier/16/value,qualifier/17/value,assist,qualifier/19/id,qualifier/19/qualifierId
2496000539,1,34,16,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2023-01-08T16:43:25.170Z,2023-01-09T09:46:38Z,3970693223,59,"16, 62, 5, 18, 56, 14, 11, 21, 99, 10, 7, 9, 25, 29, 30, 54, 55, 61",3970693227,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3970693225,130,8,3970693221,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3970693231,197,3044,3970693233,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3970693229,194,78fx1xqqtcqm2g4h1dj8beml1,3970693219,30,"3wwi5vf2l1qbz7e5zdjoy8yga, b3vvxolwxcukqk76hb4scvh79, 6rarodhofviwmh5jd0ly8lp4a, 8f77xyqg4womglj1o8udq77qh, 88nmn961vtb3bnt9v9rye1h0q, 78fx1xqqtcqm2g4h1dj8beml1, 5yw1c3i4j9zyt52vomrfbxyol, 143brmwsfow8o0svtdq98tiw9, 7snt4uu7f2d0g7utjm2xfis8a, bu7cw3305zs2u7uj2ed5t867e, 5don85s7097g5df42m429b8ix, 8q7c0yi5x7vh7032jgbeytal1, ev9ql3x07q7totbxl3gvlidat, 8lj9hc8u1351oczzu81mryluc, 3z37ancgteqhbhpygl0brzzdh, 8q8qxzmb9j1vntg5llyqa35uy, cu3a4pb4a9g6d0qir3oakd46i, 7je01bs3a4q6c2gd02ee6da3u",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496000713,1,34,16,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2023-01-08T16:43:53.581Z,2023-01-08T17:10:42Z,3970694161,130,18,3970694167,197,8159,3970694163,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3970694165,194,a8kdcx3797ityilpw31jaj4r9,3970694169,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3970694157,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3970694155,30,"a8kdcx3797ityilpw31jaj4r9, aajft01g5yggw0is5fbfh3105, ai5p5wgft6c09bjbldz9sfeac, 1i1xcco82x0ppbac6j5z59x49, 5w0ohhrm0ojscyjh3e0o8ffmd, 7bwjxz6bwt7h070dbv1l8woyy, 5j13tgvpwi7m3y6rjd8q08tt5, 7a6hqi5iy91onh9u7l7t88tbe, 39tod1iad3ztq17qveh8pwp9l, 7vv4ef3y8swdekozwaent3ai1, a6cke0ad2pvuyahweuch772ay, 5oqqifi0wo6xbjz0xjgwf89re, ths196pehnfyf4f4scmqj8ph, 1a9u2g4hynrz2e93sz1evhpzp, di9k6xr6j4arjoltl7s9yp6cq, f0ean6buvvp9l4rh1ayvnnill, 15odj8wui8136996wi2d5t7md, e44w6g1c1ojf854svzswpl0x5",3970694159,59,"49, 2, 11, 44, 16, 59, 8, 6, 20, 13, 7, 17, 19, 21, 23, 26, 29, 94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023023,2,32,1,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2023-01-08T17:31:04.803Z,2023-01-09T03:29:33Z,3970814839,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023019,2,32,1,0,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2023-01-08T17:31:04.803Z,2023-01-08T17:31:05Z,3970814821,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023029,3,1,1,0,0,6vyr13j6kbwdtxjwm1m4m8nu2,1,49.9,49.9,2023-01-08T17:31:05.619Z,2023-01-09T03:39:09Z,3970814871,279,S,3970814869,213,3.2,3970814863,140,40.6,3971392235,178,,3970814867,212,9.8,3970814865,141,49.5,3970814861,56,Back,,,,7snt4uu7f2d0g7utjm2xfis8a,Fábio Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023031,4,1,1,0,2,6vyr13j6kbwdtxjwm1m4m8nu2,1,36.8,55.8,2023-01-08T17:31:07.070Z,2023-01-09T09:24:52Z,3970814887,212,19.7,3970814883,140,37.4,3970814885,141,84.7,3970814881,56,Back,3970814889,213,1.5,3971392299,178,,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023039,5,1,1,0,4,6vyr13j6kbwdtxjwm1m4m8nu2,1,36.7,80.7,2023-01-08T17:31:09.429Z,2023-01-09T09:24:51Z,3970814951,140,29.6,3970814957,213,4.1,3970814955,212,13.6,3970814953,141,63.9,3971392331,178,,3970814949,56,Back,,,,,,,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023075,6,1,1,0,7,6vyr13j6kbwdtxjwm1m4m8nu2,1,24.9,62,2023-01-08T17:31:11.852Z,2023-01-09T09:24:50Z,3970815201,213,5.0,3971392339,178,,3970815199,212,22.2,3970815193,56,Back,3970815197,141,30.6,3970815195,140,30.6,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023089,7,1,1,0,11,6vyr13j6kbwdtxjwm1m4m8nu2,1,34.9,19.1,2023-01-08T17:31:16.324Z,2023-01-09T09:24:48Z,3970815269,56,Back,3970815271,140,32.3,3970815277,213,1.8,3970815275,212,14.9,3970815273,141,40.6,3971392355,178,,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023111,8,1,1,0,13,6vyr13j6kbwdtxjwm1m4m8nu2,1,26.6,37.9,2023-01-08T17:31:18.193Z,2023-01-09T09:24:47Z,3971392401,178,,3970815339,56,Back,3970815347,213,1.2,3970815345,212,26.8,3970815343,141,75.0,3970815341,140,35.2,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023135,9,1,1,0,16,6vyr13j6kbwdtxjwm1m4m8nu2,1,27,83.7,2023-01-08T17:31:21.567Z,2023-01-09T09:24:47Z,3970815449,212,20.0,3970815445,140,43.6,3970815443,56,Back,3970815447,141,98.1,3970815451,213,0.5,3971392413,178,,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023175,10,1,1,0,18,6vyr13j6kbwdtxjwm1m4m8nu2,1,34.6,98.3,2023-01-08T17:31:23.750Z,2023-01-09T09:24:46Z,3971392495,178,,3970815651,56,Back,3970815657,212,13.3,3970815653,140,46.9,3970815655,141,93.9,3970815659,213,6.1,,,,,,,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023179,11,4,1,0,19,6vyr13j6kbwdtxjwm1m4m8nu2,1,44.8,96.1,2023-01-08T17:31:24.677Z,2023-01-09T09:24:45Z,3970815683,233,3,3970815669,56,Back,3970815667,294,,3970815663,13,,3970815673,152,,3970815675,286,,,,,,,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023169,3,4,1,0,19,ecj1gmc7pqcjo4sc9hvghj5u3,0,55.2,3.9,2023-01-08T17:31:24.678Z,2023-01-09T09:24:45Z,3970815631,56,Right,3970815635,285,,3970815633,152,,3971392515,178,,3970815629,294,,3970815627,13,,3970815689,233,11,,,,7a6hqi5iy91onh9u7l7t88tbe,O. El Azzouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023235,12,1,1,0,28,6vyr13j6kbwdtxjwm1m4m8nu2,1,40.2,95.2,2023-01-08T17:31:33.366Z,2023-01-09T09:24:44Z,3970815999,5,,3971392521,178,,3970816013,1,,3970816011,213,3.8,3970816009,212,36.2,3970816005,140,12.0,3970816007,141,64.6,3970816003,56,Back,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,3970816001,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023295,13,1,1,0,31,6vyr13j6kbwdtxjwm1m4m8nu2,1,15.2,66,2023-01-08T17:31:36.686Z,2023-01-09T09:24:43Z,3971392533,178,,3970816277,56,Back,3970816279,140,23.2,3970816281,141,35.8,3970816283,212,22.2,3970816285,213,5.1,,,,,,,3wwi5vf2l1qbz7e5zdjoy8yga,B. Verbruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023331,14,1,1,0,37,6vyr13j6kbwdtxjwm1m4m8nu2,1,40,16.8,2023-01-08T17:31:42.719Z,2023-01-09T09:24:41Z,3971392545,178,,3970816441,141,29.4,3970816443,212,10.8,3970816445,213,0.9,3970816437,56,Back,3970816439,140,46.3,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023349,15,1,1,0,39,6vyr13j6kbwdtxjwm1m4m8nu2,1,46.9,29.2,2023-01-08T17:31:44.510Z,2023-01-09T09:24:41Z,3970816527,56,Back,3971392575,178,,3970816529,140,34.8,3970816531,141,38.9,3970816535,213,2.7,3970816533,212,14.3,,,,,,,8f77xyqg4womglj1o8udq77qh,M. Ashimeru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023401,16,1,1,0,42,6vyr13j6kbwdtxjwm1m4m8nu2,1,36.8,39.7,2023-01-08T17:31:46.975Z,2023-01-09T09:24:40Z,3970816829,1,,3970816823,212,44.2,3970816827,213,1.0,3971392599,178,,3970816819,141,95.1,3970816817,140,58.9,3970816813,155,,3970816815,56,Left,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023431,17,1,1,0,48,6vyr13j6kbwdtxjwm1m4m8nu2,1,68.6,92.5,2023-01-08T17:31:53.042Z,2023-01-09T09:24:37Z,3971392647,178,,3970817041,212,4.9,3970817043,213,0.7,3970817037,140,72.1,3970817035,56,Left,3970817039,141,97.2,,,,,,,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023447,18,1,1,0,51,6vyr13j6kbwdtxjwm1m4m8nu2,1,66.6,94,2023-01-08T17:31:55.857Z,2023-01-09T09:24:35Z,3971392685,178,,3970817141,140,60.7,3970817145,212,8.7,3970817147,213,3.9,3970817143,141,85.0,3970817139,56,Left,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023461,19,1,1,0,52,6vyr13j6kbwdtxjwm1m4m8nu2,1,61.3,81.7,2023-01-08T17:31:57.270Z,2023-01-09T09:24:34Z,3970817209,56,Center,3971392721,178,,3970817215,212,11.9,3970817213,141,70.6,3970817211,140,52.5,3970817219,213,3.8,,,,,,,8f77xyqg4womglj1o8udq77qh,M. Ashimeru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023483,20,1,1,0,53,6vyr13j6kbwdtxjwm1m4m8nu2,1,52.5,74.7,2023-01-08T17:31:58.182Z,2023-01-09T09:24:34Z,3971392731,178,,3970817345,141,49.1,3970817347,212,18.8,3970817343,140,45.7,3970817341,56,Back,3970817349,213,4.3,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023547,21,1,1,0,56,6vyr13j6kbwdtxjwm1m4m8nu2,1,47.7,51.5,2023-01-08T17:32:00.870Z,2023-01-09T09:24:33Z,3970817719,213,5.0,3970817711,56,Right,3970817713,140,54.9,3970817715,141,17.9,3970817717,212,24.1,3971392735,178,,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023565,22,1,1,1,3,6vyr13j6kbwdtxjwm1m4m8nu2,1,67.1,0.9,2023-01-08T17:32:08.463Z,2023-01-09T09:24:30Z,3970817783,141,11.6,3970817781,140,63.9,3971392759,178,,3970817789,212,8.0,3970817793,213,2.0,3970817779,56,Right,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023581,23,1,1,1,5,6vyr13j6kbwdtxjwm1m4m8nu2,1,60.1,8.5,2023-01-08T17:32:10.413Z,2023-01-09T09:24:29Z,3971392787,178,,3970817881,213,1.8,3970817879,212,16.5,3970817875,140,57.2,3970817877,141,32.4,3970817873,56,Center,,,,,,,8f77xyqg4womglj1o8udq77qh,M. Ashimeru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023599,24,1,1,1,7,6vyr13j6kbwdtxjwm1m4m8nu2,1,52.7,28,2023-01-08T17:32:12.567Z,2023-01-09T09:24:28Z,3970817959,140,65.5,3970817957,56,Center,3971392791,178,,3970817965,213,0.5,3970817963,212,15.7,3970817961,141,39.8,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023609,25,1,1,1,8,6vyr13j6kbwdtxjwm1m4m8nu2,1,59.7,35.9,2023-01-08T17:32:13.584Z,2023-01-09T09:24:28Z,3970818037,141,36.3,3970818035,140,42.4,3970818033,56,Back,3970818041,213,3.1,3971392835,178,,3970818039,212,18.2,,,,,,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023629,26,1,1,1,11,6vyr13j6kbwdtxjwm1m4m8nu2,1,40.5,34.4,2023-01-08T17:32:16.272Z,2023-01-09T09:24:27Z,3971392889,178,,3970818181,56,Back,3970818185,141,54.3,3970818183,140,25.6,3970818187,212,20.7,3970818189,213,2.4,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023655,27,1,1,1,13,6vyr13j6kbwdtxjwm1m4m8nu2,1,22.7,52.5,2023-01-08T17:32:18.470Z,2023-01-09T09:24:27Z,3970818319,56,Back,3970818321,140,36.5,3970818327,213,5.8,3970818323,141,42.5,3970818325,212,16.0,3971392953,178,,,,,,,,3wwi5vf2l1qbz7e5zdjoy8yga,B. Verbruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023693,28,1,1,1,17,6vyr13j6kbwdtxjwm1m4m8nu2,1,32.6,43.7,2023-01-08T17:32:21.976Z,2023-01-09T09:24:26Z,3970818499,213,5.0,3970818497,212,16.6,3970818493,140,36.5,3970818495,141,20.1,3971392995,178,,3970818491,56,Back,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023703,29,1,1,1,19,6vyr13j6kbwdtxjwm1m4m8nu2,1,34.3,16.5,2023-01-08T17:32:23.942Z,2023-01-09T09:24:25Z,3970818547,56,Back,3970818553,212,13.2,3970818555,213,5.9,3970818551,141,9.2,3970818549,140,46.0,3971393081,178,,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023747,30,1,1,1,21,6vyr13j6kbwdtxjwm1m4m8nu2,1,48.8,5.1,2023-01-08T17:32:26.127Z,2023-01-09T09:24:24Z,3970818849,213,2.3,3971393131,178,,3970818843,140,38.4,3970818847,212,15.8,3970818845,141,21.8,3970818841,56,Back,,,,,,,8f77xyqg4womglj1o8udq77qh,M. Ashimeru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023799,31,1,1,1,25,6vyr13j6kbwdtxjwm1m4m8nu2,1,46.7,19.3,2023-01-08T17:32:29.977Z,2023-01-09T09:24:22Z,3970819149,56,Left,3970819159,1,,3970819145,155,,3970819147,196,,3970819157,213,0.9,3970819155,212,68.0,3970819153,141,94.5,3970819151,140,89.4,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,3971393171,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023805,32,3,1,1,29,6vyr13j6kbwdtxjwm1m4m8nu2,0,82,91,2023-01-08T17:32:33.920Z,2023-01-09T09:24:21Z,3971393231,178,,3970819189,56,Left,3970820675,286,,3970821185,233,4,3971273617,464,,,,,,,,,,,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023809,4,7,1,1,29,ecj1gmc7pqcjo4sc9hvghj5u3,1,18,9,2023-01-08T17:32:33.921Z,2023-01-09T09:24:20Z,3971393273,178,,3970819197,56,Back,3970820693,233,32,3971273635,383,,3970819887,285,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023813,5,5,1,1,30,ecj1gmc7pqcjo4sc9hvghj5u3,0,15.9,-1.6,2023-01-08T17:32:35.007Z,2023-01-09T03:43:28Z,3970819841,233,33,3970819221,56,Back,3970819223,347,,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023915,33,5,1,1,30,6vyr13j6kbwdtxjwm1m4m8nu2,1,84.1,101.6,2023-01-08T17:32:35.007Z,2023-01-09T03:43:27Z,3970819829,56,Left,3970819831,347,,3970819837,233,5,,,,,,,,,,,,,,,,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023927,34,1,1,1,47,6vyr13j6kbwdtxjwm1m4m8nu2,1,88.4,100,2023-01-08T17:32:52.396Z,2023-01-09T09:24:20Z,3970819905,107,,3970819907,56,Left,3970819909,140,94.5,3970819911,141,93.9,3970819913,212,8.2,3970819915,213,5.6,,,,,,,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023955,35,1,1,1,49,6vyr13j6kbwdtxjwm1m4m8nu2,1,93.5,94.1,2023-01-08T17:32:54.232Z,2023-01-09T09:24:19Z,3970820077,140,83.3,3970820075,56,Left,3971393329,178,,3970820079,141,94.5,3970820081,212,10.7,3970820083,213,3.1,,,,,,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496106197,678,3,1,1,51,6vyr13j6kbwdtxjwm1m4m8nu2,0,87.3,93.3,2023-01-08T17:32:56.519Z,2023-01-09T09:24:17Z,3971393389,178,,3971275067,467,5j13tgvpwi7m3y6rjd8q08tt5,3971275065,465,,3971275063,286,,3971275061,56,Left,,,,,,,,,,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023991,36,43,1,1,53,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2023-01-08T17:32:58.073Z,2023-01-08T17:33:06Z,3970820397,144,3,3970820295,286,0,3970820293,56,Left,,,,,,,,,,,,,,,,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023997,37,4,1,1,53,6vyr13j6kbwdtxjwm1m4m8nu2,1,95.6,87.5,2023-01-08T17:32:58.733Z,2023-01-09T09:24:16Z,3970820689,233,6,3970820319,152,,3970820323,286,,3970820321,265,,3970820315,13,,3970820317,56,Left,,,,,,,6rarodhofviwmh5jd0ly8lp4a,M. N'Diaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496024051,6,4,1,1,53,ecj1gmc7pqcjo4sc9hvghj5u3,0,4.4,12.5,2023-01-08T17:32:58.734Z,2023-01-09T09:24:15Z,3970820651,13,,3970820657,265,,3970820653,56,Back,3970820655,152,,3971393439,178,,3970820697,233,37,3970820659,285,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496024313,38,1,1,2,38,6vyr13j6kbwdtxjwm1m4m8nu2,1,96.6,84.5,2023-01-08T17:33:42.902Z,2023-01-09T09:24:15Z,3970822195,152,,3970822199,140,82.2,3970822205,213,4.1,3970822197,56,Center,3970822193,5,,3970822201,141,50.7,3971393473,178,,3970822203,212,27.5,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,3970824543,154,1,3970824541,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
