id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2449413785,7,1,1,0,10,5z1b7fuvpqe6vnigvopomvecu,1,68,66.4,2022-08-21T16:30:23.374Z,2022-08-22T09:53:24Z,3725687027,178,,3723833599,56,Center,3723833609,213,4.4,3723833601,140,62.4,3723833603,141,39.1,3723833605,212,19.5,,,,,,,8bh749b5p635490hik1pj40yd,R. Emond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449413801,8,1,1,0,12,5z1b7fuvpqe6vnigvopomvecu,0,61.7,40.7,2022-08-21T16:30:25.441Z,2022-08-22T09:53:24Z,3723833699,212,19.2,3725687449,178,,3723833701,213,1.1,3723833693,56,Center,3723833695,140,70.7,3723833697,141,65.2,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449413829,5,49,1,0,13,bw9wm8pqfzcchumhiwdt2w15c,1,30.3,31.3,2022-08-21T16:30:26.583Z,2022-08-22T09:53:24Z,,,,,,,,,,,,,,,,,,,,,,,,,91qd93lqgpe700ps0b6a7ntn9,K. Malinov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449413893,6,1,1,0,15,bw9wm8pqfzcchumhiwdt2w15c,0,37.2,34.9,2022-08-21T16:30:28.386Z,2022-08-22T09:53:23Z,3723834179,213,0.5,3723834171,56,Center,3723834175,141,75.0,3723834173,140,87.3,3723834181,1,,3725687591,178,,3723834169,157,,3723834177,212,59.3,91qd93lqgpe700ps0b6a7ntn9,K. Malinov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449413905,9,52,1,0,20,5z1b7fuvpqe6vnigvopomvecu,1,13.3,23.4,2022-08-21T16:30:33.221Z,2022-08-22T09:53:23Z,3725687669,178,,3724462751,378,,,,,,,,,,,,,,,,,,,,bxcwnf87pf8ijzbxy70ewcfe1,A. Bodart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449413957,10,1,1,0,24,5z1b7fuvpqe6vnigvopomvecu,1,10.9,37,2022-08-21T16:30:37.676Z,2022-08-22T09:53:22Z,3723834581,212,35.5,3725961517,1,,3723834583,213,1.1,3725687707,178,,3723834577,140,26.2,3723834579,141,83.5,3723834573,123,,3723834575,56,Back,bxcwnf87pf8ijzbxy70ewcfe1,A. Bodart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449413981,11,1,1,0,29,5z1b7fuvpqe6vnigvopomvecu,1,33.8,84.8,2022-08-21T16:30:42.665Z,2022-08-22T09:53:21Z,3723834735,140,48.5,3723834733,56,Back,3725687745,178,,3723834739,212,19.7,3723834737,141,66.9,3723834741,213,5.6,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414015,12,1,1,0,32,5z1b7fuvpqe6vnigvopomvecu,1,43.9,67.7,2022-08-21T16:30:45.040Z,2022-08-22T09:53:21Z,3723834917,56,Back,3723834927,1,,3725687777,178,,3723834923,212,38.3,3723834925,213,4.6,3723834919,140,38.6,3723834921,141,11.9,,,,ajcblksnh113es9hzt7l5k8h5,D. Drăguş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414041,13,1,1,0,35,5z1b7fuvpqe6vnigvopomvecu,1,41.4,17.5,2022-08-21T16:30:48.752Z,2022-08-22T09:53:20Z,3723835061,141,5.6,3723835065,213,5.7,3723835063,212,15.9,3725687799,178,,3723835059,140,54.4,3723835057,56,Right,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414059,14,1,1,0,38,5z1b7fuvpqe6vnigvopomvecu,1,51.9,3.5,2022-08-21T16:30:51.314Z,2022-08-22T09:53:19Z,3723835187,213,2.8,3723835185,212,11.0,3723835183,141,9.4,3723835181,140,42.1,3723835179,56,Back,3725687833,178,,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414099,15,1,1,0,39,5z1b7fuvpqe6vnigvopomvecu,1,39.5,11.8,2022-08-21T16:30:52.913Z,2022-08-22T09:53:18Z,3723835405,56,Back,3725687855,178,,3723835413,213,0.9,3723835409,141,24.9,3723835411,212,11.0,3723835407,140,45.7,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449774295,1066,83,1,0,43,bw9wm8pqfzcchumhiwdt2w15c,1,44,68,2022-08-21T16:30:56.253Z,2022-08-22T09:53:17Z,3725809843,399,103522,,,,,,,,,,,,,,,,,,,,,,58b30n3a3qc1s5tpfn8er7tw4,N. Nsingi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414113,16,1,1,0,43,5z1b7fuvpqe6vnigvopomvecu,0,56,32,2022-08-21T16:30:56.262Z,2022-08-22T09:53:16Z,3723835499,56,Center,3725687891,178,,3723835507,213,1.0,3723835501,140,67.3,3723835505,212,21.1,3723835503,141,57.6,,,,,,,187wxh3jjn8hqbu7fyw7wullh,G. Cimirot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414123,7,1,1,0,44,bw9wm8pqfzcchumhiwdt2w15c,1,31.9,45.9,2022-08-21T16:30:57.154Z,2022-08-22T09:53:16Z,3724466161,140,33.0,3724466163,141,51.1,3724466165,212,3.7,3723835545,56,Back,3725687975,178,,3724466167,213,1.3,,,,,,,91qd93lqgpe700ps0b6a7ntn9,K. Malinov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414143,8,49,1,0,45,bw9wm8pqfzcchumhiwdt2w15c,1,34.9,50.2,2022-08-21T16:30:58.366Z,2022-08-22T09:53:16Z,,,,,,,,,,,,,,,,,,,,,,,,,f3e9qk9oz4feldhgetdpcd0ph,M. Maertens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414151,9,3,1,0,46,bw9wm8pqfzcchumhiwdt2w15c,0,38.8,41.3,2022-08-21T16:30:59.767Z,2022-08-22T09:53:15Z,3724466923,464,,3723835681,56,Back,3723835683,286,,3723835811,233,17,3725688215,178,,,,,,,,,,,f3e9qk9oz4feldhgetdpcd0ph,M. Maertens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414171,17,7,1,0,46,5z1b7fuvpqe6vnigvopomvecu,1,61.2,58.7,2022-08-21T16:30:59.780Z,2022-08-22T09:53:14Z,3725688271,178,,3723835755,285,,3723835753,56,Center,3724467277,384,,3723835767,233,9,,,,,,,,,,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414177,18,49,1,0,47,5z1b7fuvpqe6vnigvopomvecu,1,54.7,56.3,2022-08-21T16:31:00.761Z,2022-08-22T09:53:14Z,,,,,,,,,,,,,,,,,,,,,,,,,187wxh3jjn8hqbu7fyw7wullh,G. Cimirot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414237,19,1,1,0,50,5z1b7fuvpqe6vnigvopomvecu,1,64.6,50.5,2022-08-21T16:31:03.726Z,2022-08-22T09:53:13Z,3725688811,178,,3723836107,212,23.7,3723836101,56,Right,3723836103,140,71.6,3723836105,141,17.3,3723836109,213,5.0,,,,,,,187wxh3jjn8hqbu7fyw7wullh,G. Cimirot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414247,20,1,1,0,55,5z1b7fuvpqe6vnigvopomvecu,0,81.9,33.2,2022-08-21T16:31:08.930Z,2022-08-22T09:53:10Z,3723836155,213,1.1,3723836147,56,Center,3723836153,212,11.8,3723836151,141,48.5,3723836149,140,87.3,3725688835,178,,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414301,10,12,1,0,56,bw9wm8pqfzcchumhiwdt2w15c,1,11.5,51.5,2022-08-21T16:31:09.605Z,2022-08-22T09:53:09Z,3725688863,178,,3723836487,140,36.5,3723836493,213,5.8,3723836489,141,31.8,3723836491,212,29.5,3723836485,56,Back,,,,,,,91qd93lqgpe700ps0b6a7ntn9,K. Malinov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449755269,1122,67,1,0,58,5z1b7fuvpqe6vnigvopomvecu,1,61.4,52.6,2022-08-21T16:31:11.939Z,2022-08-22T09:53:09Z,3725732855,233,771,,,,,,,,,,,,,,,,,,,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449755265,771,67,1,0,58,bw9wm8pqfzcchumhiwdt2w15c,0,38.6,47.4,2022-08-21T16:31:11.940Z,2022-08-22T09:53:09Z,3725732883,233,1122,,,,,,,,,,,,,,,,,,,,,,58b30n3a3qc1s5tpfn8er7tw4,N. Nsingi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414293,21,1,1,0,58,5z1b7fuvpqe6vnigvopomvecu,1,60.8,53.6,2022-08-21T16:31:11.982Z,2022-08-22T09:53:08Z,3725688931,178,,3723836451,56,Center,3724469495,212,13.7,3724469491,141,55.0,3724469487,140,73.8,3724469497,213,0.1,,,,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414361,22,1,1,1,2,5z1b7fuvpqe6vnigvopomvecu,1,67.3,72.7,2022-08-21T16:31:15.166Z,2022-08-22T09:53:07Z,3725688975,178,,3723836795,56,Center,3723836799,141,74.5,3723836803,213,3.1,3723836797,140,53.0,3723836801,212,15.1,,,,,,,187wxh3jjn8hqbu7fyw7wullh,G. Cimirot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414379,23,1,1,1,3,5z1b7fuvpqe6vnigvopomvecu,1,49.8,76.6,2022-08-21T16:31:16.911Z,2022-08-22T09:53:07Z,3723836903,56,Left,3723836905,140,58.8,3723836909,212,13.7,3723836911,213,0.8,3723836907,141,91.2,3725689025,178,,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414449,24,1,1,1,7,5z1b7fuvpqe6vnigvopomvecu,1,53.3,96.2,2022-08-21T16:31:20.119Z,2022-08-22T09:53:06Z,3723837257,141,95.6,3723837261,213,6.3,3723837253,56,Left,3723837255,140,66.2,3723837259,212,13.6,3725689039,178,,,,,,,,187wxh3jjn8hqbu7fyw7wullh,G. Cimirot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414453,25,50,1,1,7,5z1b7fuvpqe6vnigvopomvecu,1,60.1,99,2022-08-21T16:31:20.823Z,2022-08-22T09:53:06Z,3723837273,56,Left,3723837275,286,,3723837313,233,11,,,,,,,,,,,,,,,,504qkt70jvof5yzffmwwo5c5x,J. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414423,11,7,1,1,8,bw9wm8pqfzcchumhiwdt2w15c,1,39.9,1,2022-08-21T16:31:21.021Z,2022-08-22T09:53:05Z,3723837115,167,,3725689129,178,,3724470437,385,,3723837119,285,,3723837117,56,Back,3723837299,233,25,,,,,,,dmk8usvqtzv60bwkoxk7kfqxg,L. Patris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414425,12,5,1,1,8,bw9wm8pqfzcchumhiwdt2w15c,0,37.4,-1.9,2022-08-21T16:31:21.273Z,2022-08-22T04:55:30Z,3723837141,56,Back,3723837143,347,,3723837779,233,26,,,,,,,,,,,,,,,,dmk8usvqtzv60bwkoxk7kfqxg,L. Patris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414547,26,5,1,1,8,5z1b7fuvpqe6vnigvopomvecu,1,62.6,101.9,2022-08-21T16:31:21.273Z,2022-08-22T04:55:29Z,3723837731,347,,3723837729,56,Left,3723837747,233,12,,,,,,,,,,,,,,,,504qkt70jvof5yzffmwwo5c5x,J. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414571,27,1,1,1,20,5z1b7fuvpqe6vnigvopomvecu,1,64.3,100,2022-08-21T16:31:33.429Z,2022-08-22T09:53:05Z,3723837859,56,Center,3723837863,141,73.9,3723837865,212,20.1,3723837861,140,70.5,3723837867,213,5.0,3723837857,107,,,,,,,,504qkt70jvof5yzffmwwo5c5x,J. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414583,28,1,1,1,22,5z1b7fuvpqe6vnigvopomvecu,0,71.1,75.2,2022-08-21T16:31:35.004Z,2022-08-22T09:53:05Z,3723837913,56,Center,3723837929,212,7.2,3723837919,140,77.5,3723837925,141,71.4,3723837933,213,5.9,3725689241,178,,,,,,,,ajcblksnh113es9hzt7l5k8h5,D. Drăguş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414595,13,49,1,1,23,bw9wm8pqfzcchumhiwdt2w15c,1,21.6,21.9,2022-08-21T16:31:36.071Z,2022-08-22T09:53:04Z,,,,,,,,,,,,,,,,,,,,,,,,,1abf0y93zbw1sw183nblqoicp,E. Pletinckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414607,14,50,1,1,24,bw9wm8pqfzcchumhiwdt2w15c,1,31.8,31,2022-08-21T16:31:37.598Z,2022-08-22T09:37:02Z,3723838211,233,29,3723838023,56,Back,3723838025,285,,,,,,,,,,,,,,,,,1abf0y93zbw1sw183nblqoicp,E. Pletinckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414629,29,7,1,1,25,5z1b7fuvpqe6vnigvopomvecu,1,68.2,69,2022-08-21T16:31:38.591Z,2022-08-22T09:37:02Z,3723838151,56,Center,3723838191,233,14,3723838153,286,,3725689489,389,,3724472591,384,,,,,,,,,,,8bh749b5p635490hik1pj40yd,R. Emond,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414635,30,49,1,1,27,5z1b7fuvpqe6vnigvopomvecu,1,65.8,40.3,2022-08-21T16:31:40.720Z,2022-08-22T09:53:03Z,,,,,,,,,,,,,,,,,,,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414671,31,13,1,1,30,5z1b7fuvpqe6vnigvopomvecu,1,79,43.5,2022-08-21T16:31:43.472Z,2022-08-22T09:53:02Z,3723839719,73,,3725690031,178,,3723839727,102,63.5,3723839737,230,95.5,3723839723,55,29,3723839731,215,,3723839457,20,,3723839721,29,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,3723838349,22,3723839739,231,47.9,3723839729,103,9.7,3723838351,18,3723838353,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414691,15,5,1,1,32,bw9wm8pqfzcchumhiwdt2w15c,1,-1.5,34.8,2022-08-21T16:31:45.502Z,2022-08-22T04:57:07Z,3723838441,233,32,3723838421,56,Back,3723838425,346,,,,,,,,,,,,,,,,,1abf0y93zbw1sw183nblqoicp,E. Pletinckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414681,32,5,1,1,32,5z1b7fuvpqe6vnigvopomvecu,0,101.5,65.2,2022-08-21T16:31:45.502Z,2022-08-22T04:57:07Z,3723838389,346,,3723838387,56,Center,3723838465,233,15,,,,,,,,,,,,,,,,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449415129,16,1,1,1,59,bw9wm8pqfzcchumhiwdt2w15c,1,3.2,51.3,2022-08-21T16:32:12.606Z,2022-08-22T09:53:01Z,3723840781,237,,3723840769,56,Back,3723840777,213,0.2,3723840771,140,8.0,3723840775,212,5.1,3723840773,141,52.6,3723840767,124,,,,,49vbniwasp2kyt27jw0cv6m6t,V. Cojocaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449458601,365,1,1,2,0,bw9wm8pqfzcchumhiwdt2w15c,1,6.2,52.7,2022-08-21T16:32:13.934Z,2022-08-22T09:53:01Z,3724078237,213,4.7,3724078229,56,Back,3724078235,212,14.6,3724078233,141,31.3,3725690181,178,,3724078231,140,6.1,,,,,,,73z9v9oz73hlmnswrzp860yj9,C. De Norre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449415139,17,1,1,2,3,bw9wm8pqfzcchumhiwdt2w15c,0,6.8,24.6,2022-08-21T16:32:16.131Z,2022-08-22T09:53:00Z,3723840887,286,,3723840837,56,Back,3725690223,178,,3723840845,213,1.2,3723840843,212,4.7,3723840841,141,31.0,3723840883,233,33,3723840881,236,,1abf0y93zbw1sw183nblqoicp,E. Pletinckx,,3723840839,140,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,
2449415125,33,74,1,2,3,5z1b7fuvpqe6vnigvopomvecu,1,89.4,74.3,2022-08-21T16:32:16.307Z,2022-08-22T09:53:00Z,3723840893,233,17,3725690275,178,,3723840745,285,,3723840743,56,Center,,,,,,,,,,,,,ajcblksnh113es9hzt7l5k8h5,D. Drăguş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449415153,18,5,1,2,4,bw9wm8pqfzcchumhiwdt2w15c,1,-1,33.8,2022-08-21T16:32:17.372Z,2022-08-22T04:57:33Z,3723840903,233,34,3723840897,56,Back,3723840899,346,,,,,,,,,,,,,,,,,1abf0y93zbw1sw183nblqoicp,E. Pletinckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449415145,34,5,1,2,4,5z1b7fuvpqe6vnigvopomvecu,0,101,66.2,2022-08-21T16:32:17.372Z,2022-08-22T04:57:33Z,3723840931,233,18,3723840863,346,,3723840861,56,Center,,,,,,,,,,,,,,,,ajcblksnh113es9hzt7l5k8h5,D. Drăguş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
