id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2519088803,7,1,1,0,14,5z1b7fuvpqe6vnigvopomvecu,1,77,99,2023-03-12T12:30:57.666Z,2023-03-13T08:22:30Z,4092324243,141,94.1,4092324247,213,5.8,4095288523,178,,4092324241,140,83.8,4092324239,56,Left,4092324245,212,7.9,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519088805,8,1,1,0,17,5z1b7fuvpqe6vnigvopomvecu,0,80.6,85.5,2023-03-12T12:31:00.662Z,2023-03-13T08:22:28Z,4092324255,141,88.4,4092324251,56,Left,4092324259,213,2.1,4092324257,212,2.2,4092324253,140,79.6,4095288653,178,,4092324367,236,,4092324373,286,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,4092324369,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519088813,6,74,1,0,18,1oyb7oym5nwzny8vxf03szd2h,1,18,14.8,2023-03-12T12:31:00.909Z,2023-03-13T08:22:28Z,4092324289,56,Back,4092324291,285,,4092324387,233,8,4095288697,178,,,,,,,,,,,,,,acx78ftnm61hm01wpmme77hbe,T. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519088991,9,1,1,0,18,5z1b7fuvpqe6vnigvopomvecu,1,80.2,82.3,2023-03-12T12:31:01.541Z,2023-03-13T08:22:28Z,4092325323,212,14.7,4092325327,213,0.5,4092325315,140,92.8,4092325319,141,91.7,4092325311,56,Left,4095288777,178,,,,,,,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519652441,774,43,1,0,27,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2023-03-12T12:31:09.846Z,2023-03-13T04:59:40Z,4095327335,399,247417,4095327645,144,83,,,,,,,,,,,,,,,,,,,6tvnsmtj9mma96e8famksevv9,Clinton Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089009,10,1,1,0,30,5z1b7fuvpqe6vnigvopomvecu,1,88,95.6,2023-03-12T12:31:13.608Z,2023-03-13T08:22:22Z,4092325423,141,87.7,4092325427,213,3.7,4092325419,56,Left,4092325421,140,79.8,4095289077,178,,4092325425,212,10.1,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089035,11,1,1,0,31,5z1b7fuvpqe6vnigvopomvecu,1,80,87.9,2023-03-12T12:31:14.638Z,2023-03-13T08:22:21Z,4092325579,141,92.9,4095289177,178,,4092325583,213,0.3,4092325575,56,Left,4092325577,140,90.8,4092325581,212,11.8,,,,,,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089047,12,1,1,0,33,5z1b7fuvpqe6vnigvopomvecu,1,80,99,2023-03-12T12:31:16.578Z,2023-03-13T08:22:20Z,4092325641,56,Left,4092325651,213,4.8,4092325649,212,6.9,4092325645,140,80.9,4095289387,178,,4092325647,141,88.9,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089073,13,1,1,0,35,5z1b7fuvpqe6vnigvopomvecu,1,75.3,91.7,2023-03-12T12:31:18.154Z,2023-03-13T08:22:19Z,4092325787,141,95.9,4092325783,56,Left,4092325785,140,87.2,4092325791,213,0.2,4092325789,212,12.8,4095289443,178,,,,,,,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089091,14,1,1,0,36,5z1b7fuvpqe6vnigvopomvecu,1,74.8,99.3,2023-03-12T12:31:19.709Z,2023-03-13T08:22:18Z,4095289517,178,,4092325885,56,Left,4092325891,212,9.7,4092325889,141,87.7,4092325893,213,5.3,4092325887,140,80.1,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089127,15,1,1,0,37,5z1b7fuvpqe6vnigvopomvecu,0,73.7,89.2,2023-03-12T12:31:20.300Z,2023-03-13T08:22:18Z,4092326101,140,93.8,4095289575,178,,4092326105,212,22.8,4092326103,141,100.0,4092326107,213,0.4,4092326099,56,Left,,,,,,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089341,7,5,1,0,39,1oyb7oym5nwzny8vxf03szd2h,1,7.9,-1.4,2023-03-12T12:31:22.235Z,2023-03-13T04:20:52Z,4092327155,56,Back,4092327239,233,16,4092327157,347,,,,,,,,,,,,,,,,,9mlj7fxon5zy1qmktvvcwjrl6,Ferran Jutglà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089133,16,5,1,0,39,5z1b7fuvpqe6vnigvopomvecu,0,92.1,101.4,2023-03-12T12:31:22.235Z,2023-03-13T04:20:53Z,4092326137,56,Left,4092327255,233,7,4092326139,347,,,,,,,,,,,,,,,,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089369,8,1,1,0,51,1oyb7oym5nwzny8vxf03szd2h,1,16.7,0,2023-03-12T12:31:34.395Z,2023-03-13T08:22:17Z,4092327315,141,12.9,4092327311,56,Back,4092327319,213,0.5,4092327317,212,18.4,4092327313,140,31.7,4092327309,107,,,,,,,,6tvnsmtj9mma96e8famksevv9,Clinton Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519652791,985,83,1,0,53,5z1b7fuvpqe6vnigvopomvecu,1,73,92.5,2023-03-12T12:31:36.041Z,2023-03-13T08:22:16Z,4095329059,399,464575,,,,,,,,,,,,,,,,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089375,9,1,1,0,53,1oyb7oym5nwzny8vxf03szd2h,0,27,7.6,2023-03-12T12:31:36.074Z,2023-03-13T08:22:16Z,4092327353,141,21.6,4092327357,213,0.7,4092327351,140,38.4,4092327349,56,Back,4092327355,212,15.3,4095289751,178,,,,,,,,9mlj7fxon5zy1qmktvvcwjrl6,Ferran Jutglà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089417,18,49,1,0,54,5z1b7fuvpqe6vnigvopomvecu,1,68.3,81.5,2023-03-12T12:31:37.245Z,2023-03-13T08:22:15Z,,,,,,,,,,,,,,,,,,,,,,,,,187wxh3jjn8hqbu7fyw7wullh,G. Cimirot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089413,17,43,1,0,55,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2023-03-12T12:31:38.330Z,2023-03-12T12:32:09Z,4092327563,286,0,4092329963,144,7,4092327561,56,Left,,,,,,,,,,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089527,19,1,1,0,55,5z1b7fuvpqe6vnigvopomvecu,1,68.4,78.6,2023-03-12T12:31:38.468Z,2023-03-13T08:22:14Z,4092328105,1,,4092328101,212,37.7,4095289857,178,,4092328103,213,4.5,4092328097,140,61.8,4092328099,141,24.1,4092328095,56,Center,,,,187wxh3jjn8hqbu7fyw7wullh,G. Cimirot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089567,20,1,1,1,3,5z1b7fuvpqe6vnigvopomvecu,1,73.5,7,2023-03-12T12:31:46.002Z,2023-03-13T08:22:13Z,4092328315,141,10.1,4092328319,213,0.1,4092328311,56,Right,4092328317,212,16.0,4092328313,140,88.6,4095289895,178,,,,,,,,eg2u042cthz9undb4xz0pu8rt,M. Fossey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089577,21,1,1,1,5,5z1b7fuvpqe6vnigvopomvecu,0,93.6,7.9,2023-03-12T12:31:48.361Z,2023-03-13T08:22:12Z,4094691667,20,,4092328347,56,Right,4092328351,141,12.3,4092328349,140,89.1,4092328363,233,10,4094691665,224,,4095290067,178,,4092328353,212,5.6,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,4092328343,2,,4092328355,213,2.6,4092328345,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089573,10,61,1,1,5,1oyb7oym5nwzny8vxf03szd2h,1,5.9,89.1,2023-03-12T12:31:48.444Z,2023-03-13T08:22:12Z,4095290149,178,,4092328341,56,Back,,,,,,,,,,,,,,,,,,,cn6uwymow3ewbnr6niqumao0k,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089623,22,61,1,1,8,5z1b7fuvpqe6vnigvopomvecu,0,99.2,31.1,2023-03-12T12:31:50.957Z,2023-03-13T08:22:11Z,4095290343,388,,4092328557,56,Center,,,,,,,,,,,,,,,,,,,2bz8ey1mxuv6uo8duu7if6k4q,N. Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089829,11,12,1,1,9,1oyb7oym5nwzny8vxf03szd2h,1,3,73.6,2023-03-12T12:31:51.996Z,2023-03-13T08:22:11Z,4095290387,178,,4092329575,140,38.1,4092329579,212,36.9,4092329577,141,77.2,4092329581,213,0.1,4092329573,56,Back,,,,,,,cn6uwymow3ewbnr6niqumao0k,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089735,23,1,1,1,11,5z1b7fuvpqe6vnigvopomvecu,1,70.3,22.4,2023-03-12T12:31:53.734Z,2023-03-13T08:22:10Z,4095290525,178,,4092329097,140,74.0,4092329101,212,5.3,4092329099,141,27.6,4092329103,213,0.7,4092329095,56,Center,,,,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089781,24,1,1,1,14,5z1b7fuvpqe6vnigvopomvecu,1,73.5,23.4,2023-03-12T12:31:57.727Z,2023-03-13T08:22:09Z,4092329327,141,5.8,4092329323,56,Right,4095290645,178,,4092329331,213,5.3,4092329325,140,80.3,4092329329,212,13.9,,,,,,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089819,25,1,1,1,18,5z1b7fuvpqe6vnigvopomvecu,0,82.7,3.7,2023-03-12T12:32:00.793Z,2023-03-13T08:22:06Z,4095290691,178,,4092329523,141,20.0,4092329527,213,0.5,4092329519,56,Right,4092329521,140,100.0,4092329525,212,22.8,,,,,,,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089833,12,5,1,1,21,1oyb7oym5nwzny8vxf03szd2h,1,-1.7,75.3,2023-03-12T12:32:03.995Z,2023-03-13T04:22:06Z,4092329607,233,26,4092329589,56,Back,4092329591,346,,,,,,,,,,,,,,,,,cn6uwymow3ewbnr6niqumao0k,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519089827,26,5,1,1,21,5z1b7fuvpqe6vnigvopomvecu,0,101.7,24.7,2023-03-12T12:32:03.995Z,2023-03-13T04:22:06Z,4092329569,346,,4092329615,233,12,4092329567,56,Center,,,,,,,,,,,,,,,,eg2u042cthz9undb4xz0pu8rt,M. Fossey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519090253,13,1,1,1,42,1oyb7oym5nwzny8vxf03szd2h,1,5,62.7,2023-03-12T12:32:24.976Z,2023-03-13T08:22:06Z,4092331887,56,Back,4092331895,140,3.7,4092331911,213,4.5,4092331881,124,,4092331915,237,,4092331907,212,8.1,4092331901,141,50.9,,,,cn6uwymow3ewbnr6niqumao0k,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519090317,14,1,1,1,47,1oyb7oym5nwzny8vxf03szd2h,1,6.6,47.7,2023-03-12T12:32:30.476Z,2023-03-13T08:22:05Z,4092332231,1,,4092332229,213,6.1,4092332225,141,32.7,4095291167,178,,4092332223,140,55.0,4092332227,212,51.8,4092332215,155,,4092332219,56,Center,byfrgpc6tgz8lto1gor03y5sl,S. Mignolet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519090321,15,44,1,1,50,1oyb7oym5nwzny8vxf03szd2h,1,50.2,36.3,2023-03-12T12:32:32.809Z,2023-03-13T08:22:03Z,4092332333,233,27,4092332249,56,Center,4092332251,286,,,,,,,,,,,,,,,,,9mlj7fxon5zy1qmktvvcwjrl6,Ferran Jutglà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519090327,27,44,1,1,50,5z1b7fuvpqe6vnigvopomvecu,0,49.8,63.7,2023-03-12T12:32:32.810Z,2023-03-13T08:22:03Z,4092332351,233,15,4092332279,285,,4092332277,56,Back,,,,,,,,,,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519090331,16,1,1,1,50,1oyb7oym5nwzny8vxf03szd2h,0,49.8,37,2023-03-12T12:32:32.875Z,2023-03-13T08:22:03Z,4092332303,141,27.0,4092332307,213,5.9,4092332297,168,,4095291267,388,,4092332299,56,Center,4092332301,140,65.6,4092332295,3,,4092332305,212,17.9,9mlj7fxon5zy1qmktvvcwjrl6,Ferran Jutglà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519090355,28,49,1,1,51,5z1b7fuvpqe6vnigvopomvecu,1,38.4,71.3,2023-03-12T12:32:34.192Z,2023-03-13T08:22:02Z,,,,,,,,,,,,,,,,,,,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519090417,29,1,1,1,54,5z1b7fuvpqe6vnigvopomvecu,1,33.4,66.2,2023-03-12T12:32:37.553Z,2023-03-13T08:22:01Z,4092332737,141,35.8,4095291577,178,,4092332733,56,Back,4092332735,140,32.4,4092332741,213,4.7,4092332739,212,20.7,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519090515,30,1,1,1,57,5z1b7fuvpqe6vnigvopomvecu,1,29.1,35.8,2023-03-12T12:32:40.355Z,2023-03-13T08:22:00Z,4095291653,178,,4092333275,140,35.0,4092333279,212,29.2,4092333277,141,77.8,4092333281,213,1.4,4092333273,56,Back,,,,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519090573,31,1,1,2,2,5z1b7fuvpqe6vnigvopomvecu,0,50.3,89,2023-03-12T12:32:45.543Z,2023-03-13T08:21:59Z,4092333499,141,81.8,4092333495,56,Left,4095291793,178,,4092333503,213,6.1,4092333501,212,30.8,4092333497,140,79.3,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519090571,17,49,1,2,5,1oyb7oym5nwzny8vxf03szd2h,1,22.4,16.4,2023-03-12T12:32:48.363Z,2023-03-13T08:21:58Z,,,,,,,,,,,,,,,,,,,,,,,,,79m802yjrfr0ji81c8ty1x2xg,J. Spileers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519090681,18,1,1,2,5,1oyb7oym5nwzny8vxf03szd2h,1,21.5,16.8,2023-03-12T12:32:48.458Z,2023-03-13T08:21:58Z,4092334079,140,5.5,4092334083,212,27.6,4095292001,178,,4092334085,213,2.2,4092334077,56,Back,4092334081,141,49.0,,,,,,,79m802yjrfr0ji81c8ty1x2xg,J. Spileers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519090721,19,1,1,2,10,1oyb7oym5nwzny8vxf03szd2h,0,5.3,59.3,2023-03-12T12:32:53.117Z,2023-03-13T08:21:57Z,4095292043,178,,4092334261,155,,4092334273,1,,4092334269,212,38.6,4092334265,140,41.9,4092334271,213,0.1,4092334263,56,Back,4092334267,141,63.9,byfrgpc6tgz8lto1gor03y5sl,S. Mignolet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519090747,32,44,1,2,13,5z1b7fuvpqe6vnigvopomvecu,1,55.8,33.7,2023-03-12T12:32:55.974Z,2023-03-13T08:21:56Z,4092334433,233,20,4092334391,56,Center,4092334393,286,,,,,,,,,,,,,,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519090731,20,44,1,2,13,1oyb7oym5nwzny8vxf03szd2h,0,44.2,66.3,2023-03-12T12:32:55.975Z,2023-03-13T08:21:56Z,4092334459,233,32,4092334313,56,Back,4092334317,285,,,,,,,,,,,,,,,,,7ew7g18qo649t8ld44omgib55,N. Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519533343,880,1,1,2,13,5z1b7fuvpqe6vnigvopomvecu,0,54.8,34.9,2023-03-12T12:32:56.006Z,2023-03-13T08:21:55Z,4094696015,213,5.2,4094696011,141,27.4,4094696013,212,5.7,4095292203,388,,4094696009,140,57.2,4094696005,3,,4094696007,56,Center,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519090753,21,61,1,2,13,1oyb7oym5nwzny8vxf03szd2h,1,44,66.8,2023-03-12T12:32:56.046Z,2023-03-13T08:21:55Z,4092334413,56,Back,4095297605,15,,4095297607,388,,,,,,,,,,,,,,,,,7ew7g18qo649t8ld44omgib55,N. Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519090785,22,1,1,2,14,1oyb7oym5nwzny8vxf03szd2h,0,49.8,70.9,2023-03-12T12:32:57.476Z,2023-03-13T08:21:55Z,4095297789,388,,4092334581,141,53.4,4092334577,56,Back,4092334585,213,4.6,4092334575,3,,4092334583,212,12.0,4092334579,140,48.4,,,,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519090769,33,43,1,2,15,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2023-03-12T12:32:58.090Z,2023-03-12T12:34:37Z,4092334481,140,59.2,4092334477,3,0,4092334485,212,2.2,4092334483,141,34.9,4092334479,56,Center,4092343075,144,1,4092334487,213,0.2,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
