id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,qualifier/13/value,qualifier/16/value,qualifier/18/value
2511977129,8,1,1,0,16,b7jmo07lqav0wfe2mtlzyspak,1,36.1,69.7,2023-02-25T15:00:34.394Z,2023-02-26T09:03:24Z,4057814533,178,,4054673633,56,Back,4054673641,213,3.2,4054673635,140,21.2,4054673637,141,69.3,4054673639,212,15.6,,,,,,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977163,9,1,1,0,18,b7jmo07lqav0wfe2mtlzyspak,1,26.7,68.5,2023-02-25T15:00:36.099Z,2023-02-26T09:03:24Z,4054673781,56,Back,4054673789,212,25.2,4054673791,213,3.6,4054673785,141,53.1,4054673783,140,4.9,4057814621,178,,,,,,,,9svafwvk8lle1ex1m2y279905,D. Wouters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977337,10,1,1,0,21,b7jmo07lqav0wfe2mtlzyspak,0,9.6,44,2023-02-25T15:00:38.966Z,2023-02-26T09:03:23Z,4054674563,213,0.3,4054674555,56,Center,4054674559,141,74.5,4054674557,140,85.0,4054674561,212,81.8,4057814689,178,,4054674565,1,,4054674553,157,,1psqmd0h77b385bljq2emftgp,G. Coucke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977377,7,52,1,0,27,jb4xejoxjfk5a0a50bo8hvst,1,14.3,30.6,2023-02-25T15:00:45.354Z,2023-02-26T09:03:23Z,4057814747,178,,4056291907,376,,,,,,,,,,,,,,,,,,,,7nlpu8ocv423vqaooks0hifze,G. Dietsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977457,8,80,1,0,34,jb4xejoxjfk5a0a50bo8hvst,0,10.9,58.4,2023-02-25T15:00:52.118Z,2023-02-26T09:03:22Z,4057814875,178,,,,,,,,,,,,,,,,,,,,,,,7nlpu8ocv423vqaooks0hifze,G. Dietsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977655,9,1,1,0,39,jb4xejoxjfk5a0a50bo8hvst,0,14.7,57.3,2023-02-25T15:00:57.028Z,2023-02-26T09:03:21Z,4054675975,155,,4054675979,56,Center,4057815041,178,,4054675991,141,73.8,4054675999,1,,4054675997,213,0.3,4054675995,212,40.5,4054675985,140,51.8,7nlpu8ocv423vqaooks0hifze,G. Dietsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977737,11,44,1,0,42,b7jmo07lqav0wfe2mtlzyspak,1,44.1,32.6,2023-02-25T15:01:00.114Z,2023-02-26T09:03:20Z,4054676327,285,,4054676325,56,Back,4054676435,233,10,,,,,,,,,,,,,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977667,10,44,1,0,42,jb4xejoxjfk5a0a50bo8hvst,0,55.9,67.4,2023-02-25T15:01:00.115Z,2023-02-26T09:03:20Z,4054676023,56,Center,4054676025,286,,4054676489,233,11,,,,,,,,,,,,,,,,8058605f3gip7nglewe7svqzu,M. Mouandilmadji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977751,12,1,1,0,42,b7jmo07lqav0wfe2mtlzyspak,0,44.1,34.4,2023-02-25T15:01:00.229Z,2023-02-26T09:03:20Z,4056294059,141,26.8,4056294057,140,45.3,4056294063,213,5.0,4057815471,388,,4056294055,3,,4054676347,56,Back,4056294061,212,5.3,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977791,11,1,1,0,44,jb4xejoxjfk5a0a50bo8hvst,0,54.6,82.8,2023-02-25T15:01:02.017Z,2023-02-26T09:03:19Z,4054676511,212,37.1,4054676505,56,Left,4054676509,141,86.6,4054676515,1,,4054676507,140,89.8,4057815577,178,,4054676513,213,0.1,,,,apusqhva0hdbf7zqb3twgeoa2,S. Mvoué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977857,13,12,1,0,47,b7jmo07lqav0wfe2mtlzyspak,1,13.8,19.5,2023-02-25T15:01:05.308Z,2023-02-26T09:03:18Z,4057815727,178,,4054676741,213,4.4,4054676733,56,Back,4054676735,140,9.7,4054676737,141,0.0,4054676739,212,14.6,4054676779,167,,,,,9svafwvk8lle1ex1m2y279905,D. Wouters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977901,12,5,1,0,48,jb4xejoxjfk5a0a50bo8hvst,1,88,101.4,2023-02-25T15:01:06.145Z,2023-02-26T03:17:16Z,4054676953,56,Left,4054676955,347,,4054677007,233,14,,,,,,,,,,,,,,,,7ruin2kz9zjzba57tdbec7n4l,Vagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977859,14,5,1,0,48,b7jmo07lqav0wfe2mtlzyspak,0,12,-1.4,2023-02-25T15:01:06.145Z,2023-02-26T03:17:16Z,4054677023,233,12,4054676745,347,,4054676743,56,Back,,,,,,,,,,,,,,,,9svafwvk8lle1ex1m2y279905,D. Wouters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978009,13,1,1,0,54,jb4xejoxjfk5a0a50bo8hvst,1,86.2,100,2023-02-25T15:01:12.501Z,2023-02-26T09:03:18Z,4054677441,140,83.7,4054677447,213,4.5,4054677445,212,10.3,4054677437,107,,4054677443,141,87.1,4054677439,56,Left,,,,,,,187qa5icsve3oak3t90r6rhsl,M. Poaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978029,14,1,1,0,55,jb4xejoxjfk5a0a50bo8hvst,0,84.5,89.3,2023-02-25T15:01:13.406Z,2023-02-26T09:03:17Z,4054677563,212,8.6,4054677561,141,100.0,4057815961,178,,4054677565,213,1.5,4054677557,140,84.7,4054677553,56,Left,,,,,,,7ruin2kz9zjzba57tdbec7n4l,Vagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978125,15,5,1,0,56,b7jmo07lqav0wfe2mtlzyspak,1,14.2,-2,2023-02-25T15:01:14.236Z,2023-02-26T03:17:26Z,4054677935,56,Back,4054678003,233,15,4054677937,347,,,,,,,,,,,,,,,,,9svafwvk8lle1ex1m2y279905,D. Wouters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978035,15,5,1,0,56,jb4xejoxjfk5a0a50bo8hvst,0,85.8,102,2023-02-25T15:01:14.236Z,2023-02-26T03:17:27Z,4054677599,347,,4054677593,56,Left,4054678041,233,15,,,,,,,,,,,,,,,,7ruin2kz9zjzba57tdbec7n4l,Vagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978495,16,1,1,1,10,b7jmo07lqav0wfe2mtlzyspak,0,20.8,0,2023-02-25T15:01:28.462Z,2023-02-26T09:03:17Z,4054679795,140,33.5,4054679801,213,0.4,4054679797,141,7.4,4054679799,212,14.8,4054679791,107,,4054679793,56,Back,,,,,,,b6hva6wki38za3hipscirr4h6,J. Van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978567,16,1,1,1,12,jb4xejoxjfk5a0a50bo8hvst,1,63.8,89.6,2023-02-25T15:01:30.168Z,2023-02-26T09:03:16Z,4057816157,388,,4054680123,140,71.4,4054680129,213,5.8,4054680121,56,Left,4054680127,212,9.1,4054680125,141,83.3,4054680119,3,,,,,187qa5icsve3oak3t90r6rhsl,M. Poaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512286951,890,1,1,1,13,jb4xejoxjfk5a0a50bo8hvst,0,74.9,81.9,2023-02-25T15:01:31.703Z,2023-02-26T09:03:16Z,4056299907,212,4.1,4056299909,213,4.7,4056299901,56,Center,4056299905,141,75.8,4057816335,178,,4056299903,140,74.9,,,,,,,7ruin2kz9zjzba57tdbec7n4l,Vagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512287169,819,61,1,1,14,b7jmo07lqav0wfe2mtlzyspak,1,23.5,23.6,2023-02-25T15:01:32.233Z,2023-02-26T09:03:16Z,4056301127,56,Back,4057816423,178,,,,,,,,,,,,,,,,,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978635,17,1,1,1,14,jb4xejoxjfk5a0a50bo8hvst,1,76.2,78.6,2023-02-25T15:01:32.366Z,2023-02-26T09:03:15Z,4057816533,178,,4054680423,213,5.7,4054680417,140,79.5,4054680419,141,75.4,4054680421,212,4.1,4054680415,56,Center,,,,,,,7ruin2kz9zjzba57tdbec7n4l,Vagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978653,18,61,1,1,15,jb4xejoxjfk5a0a50bo8hvst,0,81.3,71.7,2023-02-25T15:01:32.961Z,2023-02-26T09:03:15Z,4054680501,56,Center,4057818861,178,,,,,,,,,,,,,,,,,,,,8058605f3gip7nglewe7svqzu,M. Mouandilmadji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978677,17,43,1,1,18,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2023-02-25T15:01:36.409Z,2023-02-25T18:23:10Z,4056302355,144,49,,,,,,,,,,,,,,,,,,,,,,1psqmd0h77b385bljq2emftgp,G. Coucke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978823,18,1,1,1,18,b7jmo07lqav0wfe2mtlzyspak,1,7.2,42.8,2023-02-25T15:01:36.432Z,2023-02-26T09:03:14Z,4054681195,141,75.7,4057819085,178,,4054681199,212,24.4,4054681191,140,16.5,4054681187,56,Back,4054681201,213,1.2,,,,,,,1psqmd0h77b385bljq2emftgp,G. Coucke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979021,19,1,1,1,21,b7jmo07lqav0wfe2mtlzyspak,1,19.3,81.9,2023-02-25T15:01:39.342Z,2023-02-26T09:03:13Z,4054682035,140,40.6,4054682037,141,95.0,4054682039,212,24.1,4057819361,178,,4054682041,213,0.4,4054682033,56,Back,,,,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979203,20,1,1,1,25,b7jmo07lqav0wfe2mtlzyspak,0,50.1,91.3,2023-02-25T15:01:43.421Z,2023-02-26T09:03:12Z,4054682875,212,53.1,4054682879,1,,4054682871,140,100.0,4054682877,213,6.3,4056304713,155,,4057819513,178,,4054682869,56,Left,4054682873,141,90.6,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979225,19,5,1,1,31,jb4xejoxjfk5a0a50bo8hvst,1,-0.5,8.4,2023-02-25T15:01:49.601Z,2023-02-26T03:20:20Z,4054683001,346,,4054683077,233,21,4054682997,56,Back,,,,,,,,,,,,,,,,5oa6glaxweluggb6odyxb4uz9,D. Opare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979231,21,5,1,1,31,b7jmo07lqav0wfe2mtlzyspak,0,100.5,91.6,2023-02-25T15:01:49.601Z,2023-02-26T03:20:20Z,4054683025,56,Left,4054683153,233,19,4054683027,346,,,,,,,,,,,,,,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979701,20,1,1,1,42,jb4xejoxjfk5a0a50bo8hvst,1,2.6,52.5,2023-02-25T15:02:00.332Z,2023-02-26T09:03:12Z,4054685195,140,7.0,4054685199,212,13.4,4054685191,124,,4054685197,141,34.0,4054685201,213,5.1,4054685219,189,,4054685193,56,Back,4054685205,237,,7nlpu8ocv423vqaooks0hifze,G. Dietsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979785,21,1,1,1,43,jb4xejoxjfk5a0a50bo8hvst,1,9.6,27.5,2023-02-25T15:02:01.777Z,2023-02-26T09:03:11Z,4056307049,189,,4054685663,140,5.2,4054685661,56,Back,4054685669,213,1.9,4054685667,212,13.4,4054685665,141,46.0,4057819675,178,,,,,5oa6glaxweluggb6odyxb4uz9,D. Opare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979837,22,1,1,1,46,jb4xejoxjfk5a0a50bo8hvst,0,6.4,58.1,2023-02-25T15:02:04.296Z,2023-02-26T09:03:10Z,4054685893,140,50.2,4054685901,1,,4054685891,56,Center,4054685899,213,6.3,4054685897,212,46.0,4054685895,141,56.4,4056307567,155,,4057819791,178,,7nlpu8ocv423vqaooks0hifze,G. Dietsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979883,22,44,1,1,49,b7jmo07lqav0wfe2mtlzyspak,1,54.2,37.2,2023-02-25T15:02:07.238Z,2023-02-26T09:03:10Z,4054690321,233,23,4054686143,56,Center,4054686145,286,,,,,,,,,,,,,,,,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979845,23,44,1,1,49,jb4xejoxjfk5a0a50bo8hvst,0,45.8,62.8,2023-02-25T15:02:07.239Z,2023-02-26T09:03:09Z,4054690401,285,,4054685959,56,Back,4054690393,233,22,,,,,,,,,,,,,,,,apusqhva0hdbf7zqb3twgeoa2,S. Mvoué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979915,23,1,1,1,49,b7jmo07lqav0wfe2mtlzyspak,0,53.6,38,2023-02-25T15:02:07.317Z,2023-02-26T09:03:09Z,4054686291,140,50.5,4057819963,388,,4054686297,213,1.9,4054686287,3,,4054686289,56,Center,4054686295,212,10.2,4054686293,141,52.2,,,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979895,24,43,1,1,51,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2023-02-25T15:02:09.342Z,2023-02-25T15:02:35Z,4054686197,141,44.2,4054686191,3,0,4054686199,212,8.3,4054690429,144,1,4054686195,140,49.6,4054686203,213,4.6,4054686193,56,Back,,,,apusqhva0hdbf7zqb3twgeoa2,S. Mvoué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980001,25,1,1,1,51,jb4xejoxjfk5a0a50bo8hvst,1,47.5,52,2023-02-25T15:02:09.502Z,2023-02-26T09:03:07Z,4054686699,141,12.8,4054686707,213,4.8,4054686695,140,51.0,4057820371,178,,4054686693,56,Right,4054686703,212,26.9,,,,,,,6cztmz0yq3ifdkkz4hpe47krt,S. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980185,26,1,1,1,54,jb4xejoxjfk5a0a50bo8hvst,0,50.7,20.7,2023-02-25T15:02:12.629Z,2023-02-26T09:03:07Z,4054687593,141,10.7,4054687589,56,Right,4054687597,213,5.9,4054687591,140,68.1,4057820421,178,,4054687595,212,19.5,,,,,,,9bnvh1i6mu45yvkz257c0x1at,M. Sambu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512575843,930,67,1,1,57,b7jmo07lqav0wfe2mtlzyspak,1,23.8,92.8,2023-02-25T15:02:15.109Z,2023-02-26T09:03:06Z,4057865403,233,954,,,,,,,,,,,,,,,,,,,,,,9svafwvk8lle1ex1m2y279905,D. Wouters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512575839,954,67,1,1,57,jb4xejoxjfk5a0a50bo8hvst,0,76.2,7.2,2023-02-25T15:02:15.110Z,2023-02-26T09:03:06Z,4057865409,233,930,,,,,,,,,,,,,,,,,,,,,,7ruin2kz9zjzba57tdbec7n4l,Vagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512288993,820,8,1,1,57,b7jmo07lqav0wfe2mtlzyspak,1,22.8,91,2023-02-25T15:02:15.134Z,2023-02-26T09:03:05Z,4057820805,178,,4056311425,385,,4056311121,56,Back,,,,,,,,,,,,,,,,9svafwvk8lle1ex1m2y279905,D. Wouters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980333,27,1,1,2,0,jb4xejoxjfk5a0a50bo8hvst,0,86,20.8,2023-02-25T15:02:17.846Z,2023-02-26T09:03:04Z,4056312737,20,,4056312735,224,,4054688335,56,Left,4056313031,345,,4054688339,141,87.0,4054688331,2,,4054688343,213,1.3,4054688337,140,98.3,7ruin2kz9zjzba57tdbec7n4l,Vagner,4054688345,1,4057821029,178,4054688333,155,4054688341,212,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980343,24,49,1,2,1,b7jmo07lqav0wfe2mtlzyspak,1,5.7,41.3,2023-02-25T15:02:19.372Z,2023-02-26T09:03:04Z,,,,,,,,,,,,,,,,,,,,,,,,,b6hva6wki38za3hipscirr4h6,J. Van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980443,25,1,1,2,4,b7jmo07lqav0wfe2mtlzyspak,1,2.1,6.3,2023-02-25T15:02:22.487Z,2023-02-26T09:03:03Z,4054688813,141,6.1,4057821251,178,,4054688815,212,18.9,4054688809,56,Back,4054688817,213,6.3,4054688811,140,20.1,,,,,,,b6hva6wki38za3hipscirr4h6,J. Van Hecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
