id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/14/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2451449223,1,34,16,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2022-08-27T13:17:03.394Z,2022-08-27T13:55:36Z,3734677549,130,8,3734677545,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3734677551,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3734677553,194,a8k3ubqsi0duc3g4u5jnvcoa1,3734677547,59,"26, 23, 5, 17, 2, 46, 28, 8, 35, 34, 11, 7, 10, 18, 25, 27, 40, 77",3734677557,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734677543,30,"jflu7a5n4f3ezoj20z0kje5m, 3yb66hal4fvr04bawz0y3efhl, d1rgv9cgncdgr1h61phrxoc89, ama1ibpjcfu206icrfmkgfavp, 5enjhxrx2jrjqtgb9wwq0baax, 68vmg4qgr11vppc48hs8402jt, 1b6ab1mqzvhk547p0bdzbccfd, a8k3ubqsi0duc3g4u5jnvcoa1, 561pn6ha3pwbofjt8gbqhj0iy, 7jpasvui43tnyao6ijyuuyuqc, 9pvc7e65cfgtuipfen5zt463t, 5qpyf80if6m1o5vkwf1yt034l, 14w9q2mu6yq235ic55fxs0w2y, 7wh91ajt4v3w9kfdpp5hf5mmt, 43nbjlhluajhnansrk7xmirkk, 3ypxn1nvgv8e321sq5394w3my, 7zmgaactx19n77j9fl08pahyi, c8m4ox6n1v89qbbjq73s5ezmx",3734677555,197,3012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451451503,1,34,16,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-08-27T13:21:38.854Z,2022-08-27T13:53:00Z,3734689845,130,13,3734689851,197,8175,3734689853,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734689847,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3734689843,59,"30, 40, 11, 17, 23, 2, 28, 27, 10, 35, 12, 1, 4, 9, 14, 18, 21, 29",3734689841,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3734689839,30,"7nlpu8ocv423vqaooks0hifze, 5oa6glaxweluggb6odyxb4uz9, ageous8x40a5qja50md060ull, cahevdu5yhhnh8qlj969b6dw, 1acbm9228tfggjx7htxjtcvrp, af8gj4w5eg8rdl4iq7fi8aa96, 89m2i076rpwreyl8h1o9kc6xg, 6cztmz0yq3ifdkkz4hpe47krt, 8058605f3gip7nglewe7svqzu, bpxafwc30rerxmgju6rcau8kp, 8ic5et3o15rkxyebpxy6y4mhh, 9ch1zw030nu94b2v7t9pzyqne, 6iu350lkyhy6tcll5gfo4vy3u, 7xfg1orfd9uq3rqzzf6vvxu96, e44sv1k4belucgkkem7qtkpd6, 187qa5icsve3oak3t90r6rhsl, 9bnvh1i6mu45yvkz257c0x1at, 6h8nr55ieqsaiscoxje2ihmhg",3734689849,194,1acbm9228tfggjx7htxjtcvrp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472731,2,32,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,0,0,2022-08-27T14:00:31.790Z,2022-08-27T14:00:31Z,3734790213,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472737,2,32,1,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-08-27T14:00:31.790Z,2022-08-28T01:25:10Z,3734790231,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472793,3,1,1,0,0,89xivtxk59uzvhdsd6miao6tm,1,49.9,50.1,2022-08-27T14:00:31.859Z,2022-08-28T02:55:20Z,3734790493,279,S,3734790477,140,24.3,3738577193,178,,3734790485,212,26.9,3734790471,56,Back,3734790489,213,3.1,3734790479,141,50.6,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472845,4,1,1,0,2,89xivtxk59uzvhdsd6miao6tm,1,28.9,58.7,2022-08-27T14:00:34.443Z,2022-08-28T08:40:37Z,3734790693,56,Back,3734790717,213,4.8,3734790713,212,21.4,3738577473,178,,3734790701,140,31.2,3734790707,141,27.4,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472901,5,1,1,0,5,89xivtxk59uzvhdsd6miao6tm,1,36.3,34,2022-08-27T14:00:37.051Z,2022-08-28T08:40:36Z,3734790977,56,Back,3734790983,212,21.5,3734790981,141,3.2,3734790985,213,4.9,3734790979,140,41.1,3738577685,178,,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472933,6,1,1,0,7,89xivtxk59uzvhdsd6miao6tm,1,42.1,12,2022-08-27T14:00:39.113Z,2022-08-28T08:40:35Z,3734791159,213,3.0,3738579597,178,,3734791151,56,Back,3734791153,140,30.4,3734791157,212,12.5,3734791155,141,15.5,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472975,7,1,1,0,9,89xivtxk59uzvhdsd6miao6tm,1,33.2,30.3,2022-08-27T14:00:41.311Z,2022-08-28T08:40:34Z,3734791373,140,27.4,3734791371,56,Back,3734791377,212,9.8,3734791375,141,41.5,3734791379,213,2.2,3738579849,178,,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451473083,8,1,1,0,13,89xivtxk59uzvhdsd6miao6tm,1,37.6,66.1,2022-08-27T14:00:45.356Z,2022-08-28T08:40:33Z,3734791965,141,33.1,3734791967,212,23.0,3734791961,56,Back,3734791963,140,32.7,3738580179,178,,3734791969,213,4.5,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451473113,9,1,1,0,17,89xivtxk59uzvhdsd6miao6tm,1,51,25.5,2022-08-27T14:00:49.715Z,2022-08-28T08:40:32Z,3734792127,56,Right,3738580491,178,,3734792129,140,62.7,3734792135,213,5.7,3734792131,141,14.4,3734792133,212,14.4,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452193303,1301,67,1,0,18,89xivtxk59uzvhdsd6miao6tm,1,64.5,16.9,2022-08-27T14:00:50.426Z,2022-08-28T08:40:32Z,3738719685,233,959,,,,,,,,,,,,,,,,,,,,,,1b6ab1mqzvhk547p0bdzbccfd,J. Paintsil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452193295,959,67,1,0,18,jb4xejoxjfk5a0a50bo8hvst,0,35.5,83.1,2022-08-27T14:00:50.427Z,2022-08-28T08:40:31Z,3738719693,233,1301,,,,,,,,,,,,,,,,,,,,,,ageous8x40a5qja50md060ull,L. Abanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451473137,10,1,1,0,18,89xivtxk59uzvhdsd6miao6tm,0,63.8,18.7,2022-08-27T14:00:50.457Z,2022-08-28T08:40:31Z,3734792293,156,,3734792219,213,3.0,3734792215,141,22.2,3734792217,212,15.8,3734898761,236,,3734898763,286,,3738580831,178,,3734899115,233,77,1b6ab1mqzvhk547p0bdzbccfd,J. Paintsil,3734792213,140,48.9,3734792211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451491177,77,74,1,0,18,jb4xejoxjfk5a0a50bo8hvst,1,35.9,83.1,2022-08-27T14:00:50.527Z,2022-08-28T08:40:31Z,3734898901,233,10,3738581237,178,,3734897911,56,Back,3734897915,285,,,,,,,,,,,,,,ageous8x40a5qja50md060ull,L. Abanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451473151,3,49,1,0,21,jb4xejoxjfk5a0a50bo8hvst,1,47.7,46.6,2022-08-27T14:00:53.605Z,2022-08-28T08:40:30Z,,,,,,,,,,,,,,,,,,,,,,,,,bpxafwc30rerxmgju6rcau8kp,Sérgio Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451473307,4,1,1,0,24,jb4xejoxjfk5a0a50bo8hvst,1,60,37.1,2022-08-27T14:00:56.319Z,2022-08-28T08:40:29Z,3734792969,140,66.6,3734792973,141,13.7,3734792975,212,17.4,3738581943,178,,3734792977,213,5.1,3734792965,56,Right,,,,,,,bpxafwc30rerxmgju6rcau8kp,Sérgio Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451473377,5,1,1,0,29,jb4xejoxjfk5a0a50bo8hvst,1,66.4,13.1,2022-08-27T14:01:01.083Z,2022-08-28T08:40:28Z,3734793295,212,14.4,3734793297,213,1.5,3734793291,140,66.8,3734793293,141,34.3,3738582309,178,,3734793289,56,Center,,,,,,,5oa6glaxweluggb6odyxb4uz9,D. Opare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451473421,6,1,1,0,31,jb4xejoxjfk5a0a50bo8hvst,1,71.7,25.6,2022-08-27T14:01:03.530Z,2022-08-28T08:40:26Z,3734793529,213,5.4,3734793523,140,79.5,3734793521,56,Right,3734793525,141,10.1,3738582585,178,,3734793527,212,13.3,,,,,,,89m2i076rpwreyl8h1o9kc6xg,D. Bunchukov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
