id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2473939425,1,34,16,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-10-18T18:16:20.396Z,2022-10-18T18:48:49Z,3854320823,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3854320827,197,8175,3854320815,30,"9ch1zw030nu94b2v7t9pzyqne, 9bnvh1i6mu45yvkz257c0x1at, 187qa5icsve3oak3t90r6rhsl, cahevdu5yhhnh8qlj969b6dw, a52575bcqr3acuweauiyzsb56, af8gj4w5eg8rdl4iq7fi8aa96, 7sxsul4lzfxl1nzca1nq715re, 4e5jvz1t60a2l67c5a9r2qne, 8058605f3gip7nglewe7svqzu, 6cztmz0yq3ifdkkz4hpe47krt, 8ic5et3o15rkxyebpxy6y4mhh, apusqhva0hdbf7zqb3twgeoa2, 7ruin2kz9zjzba57tdbec7n4l, 7xfg1orfd9uq3rqzzf6vvxu96, ageous8x40a5qja50md060ull, 3j1vhujla834m422svmrdh3pw, bpxafwc30rerxmgju6rcau8kp, 5oa6glaxweluggb6odyxb4uz9",3854320819,59,"1, 21, 18, 17, 99, 2, 15, 6, 10, 27, 12, 5, 7, 9, 11, 16, 35, 40",3854320845,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3854320821,130,13,3854320817,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3854320825,194,af8gj4w5eg8rdl4iq7fi8aa96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473943719,1,34,16,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-10-18T18:21:29.647Z,2022-10-18T18:56:20Z,3854343937,197,5434,3854343939,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3854343925,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3854343927,59,"1, 34, 23, 4, 66, 5, 22, 14, 9, 10, 36, 7, 8, 11, 17, 19, 21, 28",3854343923,30,"d5ecnjd6h89iepxrvrlfn97ft, a0ecz4nlxrr62dcwixtmjiwyy, 5wn1xudozb4s78x0m8ch7vn8q, 52qemp1py9mm9unjvxaphv209, 5iuagsqdiiaadb5yuf7r4vzmc, bmbn4q2uorkgosgaig6migpux, 2jhi0lbbo65dsfv4ho9pmlgix, 8jc7tw0nw37trgyli0oyz1soa, 1gzgkjei16r4lt2fvcedy1jvt, 2xba9p5cocj599cltnabjes45, 8d0ffyx2qnnp0limf5aou92ei, b13ly8cuyvgraih4y0wxuami2, enyx6hc9mfglu3w2robv9hd9m, ez9zc94k1nj4qxjf2hrvj5dgq, 3l1v52usaf9mmi9dwowdwv3e, 1e7u0otkuyc81nhumjkcrvmd, 21ipfd9gxws9vqpw9002o8ve1, 7weuixp1j81ga9pjhouf2h2hh",3854343929,130,17,3854343931,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3854343935,194,8jc7tw0nw37trgyli0oyz1soa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473965255,2,43,1,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-10-18T18:45:13.170Z,2022-10-18T18:45:24Z,3854463561,127,Right to Left,3854464467,144,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473966681,2,32,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,0,0,2022-10-18T18:45:25.688Z,2022-10-18T18:46:24Z,3854471049,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473965439,3,32,1,0,0,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-10-18T18:45:25.688Z,2022-10-19T06:54:36Z,3854464577,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474028733,366,1,1,0,0,3ix9om1svhd6obl0mbk1otgop,1,49.9,50.3,2022-10-18T18:45:25.700Z,2022-10-19T07:15:44Z,3854813627,213,2.8,3854813623,141,62.0,3854813629,279,S,3855402485,178,,3854813619,56,Back,3854813625,212,20.9,3854813621,140,31.5,,,,1gzgkjei16r4lt2fvcedy1jvt,K. Denkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474029013,367,1,1,0,2,3ix9om1svhd6obl0mbk1otgop,0,32.5,50.2,2022-10-18T18:45:28.382Z,2022-10-19T11:39:30Z,3854815135,212,58.0,3854815131,140,76.4,3854815129,56,Right,3854815127,155,,3854815139,1,,3855402605,178,,3854815133,141,0.0,3854815137,213,5.6,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473965597,4,5,1,0,7,jb4xejoxjfk5a0a50bo8hvst,1,24,101.2,2022-10-18T18:45:32.751Z,2022-10-19T07:15:53Z,3854816489,233,368,3854465385,56,Back,3854465387,347,,,,,,,,,,,,,,,,,cahevdu5yhhnh8qlj969b6dw,S. Trémoulet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474029241,368,5,1,0,7,3ix9om1svhd6obl0mbk1otgop,0,76,-1.2,2022-10-18T18:45:32.751Z,2022-10-19T07:15:53Z,3854816499,233,4,3854816459,56,Right,3854816461,347,,,,,,,,,,,,,,,,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473965795,5,1,1,0,14,jb4xejoxjfk5a0a50bo8hvst,1,30.2,100,2022-10-18T18:45:40.358Z,2022-10-19T11:39:29Z,3854466377,1,,3854466367,56,Back,3854466373,212,25.3,3854466369,140,29.5,3854466365,107,,3854466375,213,4.7,3854466371,141,63.9,,,,187qa5icsve3oak3t90r6rhsl,M. Poaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473965825,6,1,1,0,15,jb4xejoxjfk5a0a50bo8hvst,1,33.4,81.4,2022-10-18T18:45:41.478Z,2022-10-19T11:39:29Z,3854466561,212,12.1,3854466555,56,Back,3854466559,141,71.2,3854466557,140,23.9,3855402695,178,,3854466563,213,3.7,3854466553,3,,,,,7sxsul4lzfxl1nzca1nq715re,S. Lahssaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473965887,7,1,1,0,17,jb4xejoxjfk5a0a50bo8hvst,0,20.2,75.8,2022-10-18T18:45:43.503Z,2022-10-19T11:39:29Z,3854466847,140,62.8,3854466853,213,5.6,3854466849,141,27.1,3855402721,178,,3854466851,212,55.7,3854466855,1,,3854466841,157,,3854466845,56,Center,a52575bcqr3acuweauiyzsb56,M. Mbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474029805,369,1,1,0,21,3ix9om1svhd6obl0mbk1otgop,1,39.7,59.9,2022-10-18T18:45:47.077Z,2022-10-19T11:39:28Z,3854819669,141,58.5,3855402763,178,,3854819673,213,6.2,3854819667,140,50.1,3854819663,3,,3854819671,212,11.0,3854819665,56,Center,,,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474029811,370,49,1,0,23,3ix9om1svhd6obl0mbk1otgop,1,49.9,59.7,2022-10-18T18:45:48.693Z,2022-10-19T11:39:28Z,,,,,,,,,,,,,,,,,,,,,,,,,8jc7tw0nw37trgyli0oyz1soa,C. Vanhoutte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474030057,371,1,1,0,23,3ix9om1svhd6obl0mbk1otgop,1,49.8,59.8,2022-10-18T18:45:48.750Z,2022-10-19T11:39:28Z,3855402817,178,,3854820955,141,53.8,3854820949,56,Back,3855658161,1,,3854820959,213,3.3,3854820957,212,32.1,3854820953,140,19.5,,,,8jc7tw0nw37trgyli0oyz1soa,C. Vanhoutte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474030515,372,1,1,0,27,3ix9om1svhd6obl0mbk1otgop,1,18.9,51.5,2022-10-18T18:45:52.942Z,2022-10-19T11:39:27Z,3854823363,56,Back,3854823367,141,26.2,3855402875,178,,3854823369,212,18.4,3854823365,140,25.0,3854823371,213,5.1,,,,,,,d5ecnjd6h89iepxrvrlfn97ft,R. Majecki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474030731,373,1,1,0,32,3ix9om1svhd6obl0mbk1otgop,0,37.9,10.8,2022-10-18T18:45:58.390Z,2022-10-19T11:39:25Z,3854824463,140,71.2,3854824467,212,49.9,3854824469,213,0.8,3854824459,155,,3854824465,141,63.1,3855402945,178,,3854824461,56,Center,3854824471,1,,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473966225,8,1,1,0,34,jb4xejoxjfk5a0a50bo8hvst,0,26.6,52.8,2022-10-18T18:46:00.671Z,2022-10-19T11:39:25Z,3854468631,3,,3854468635,140,46.4,3855402997,178,,3854468639,212,21.1,3854468633,56,Back,3854468641,213,6.1,3854468637,141,47.5,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474031037,374,1,1,0,37,3ix9om1svhd6obl0mbk1otgop,1,58.4,55.9,2022-10-18T18:46:02.823Z,2022-10-19T11:39:25Z,3854826343,213,1.4,3854826335,56,Left,3855403053,178,,3854826339,141,84.2,3854826337,140,62.0,3854826341,212,19.6,,,,,,,8jc7tw0nw37trgyli0oyz1soa,C. Vanhoutte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474031139,375,1,1,0,39,3ix9om1svhd6obl0mbk1otgop,1,62,80.2,2022-10-18T18:46:05.460Z,2022-10-19T11:39:24Z,3854827013,141,82.3,3854827009,140,39.4,3854827021,213,3.1,3854827017,212,23.8,3855403115,178,,3854827005,56,Back,,,,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474031245,376,1,1,0,43,3ix9om1svhd6obl0mbk1otgop,1,40.7,69.2,2022-10-18T18:46:08.820Z,2022-10-19T11:39:23Z,3855403163,178,,3854827639,141,52.1,3854827641,212,14.3,3854827637,140,32.7,3854827635,56,Back,3854827643,213,4.1,,,,,,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474031309,377,1,1,0,45,3ix9om1svhd6obl0mbk1otgop,1,34.4,41.2,2022-10-18T18:46:11.494Z,2022-10-19T11:39:22Z,3854828009,212,9.1,3855403195,178,,3854827999,56,Back,3854828005,141,31.2,3854828001,140,40.2,3854828011,213,5.4,,,,,,,5iuagsqdiiaadb5yuf7r4vzmc,C. Ravych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474031483,378,1,1,0,47,3ix9om1svhd6obl0mbk1otgop,1,38.4,21.2,2022-10-18T18:46:13.263Z,2022-10-19T11:39:22Z,3854828869,140,35.6,3854828873,212,20.3,3854828867,56,Back,3855403223,178,,3854828875,213,1.7,3854828871,141,50.7,,,,,,,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474031627,379,1,1,0,49,3ix9om1svhd6obl0mbk1otgop,1,32.3,42.2,2022-10-18T18:46:15.333Z,2022-10-19T11:39:21Z,3854829781,213,1.3,3854829775,140,40.5,3854829773,56,Back,3854829777,141,92.6,3855658059,1,,3855403253,178,,3854829779,212,35.3,,,,5iuagsqdiiaadb5yuf7r4vzmc,C. Ravych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474031717,380,1,1,0,54,3ix9om1svhd6obl0mbk1otgop,1,39.1,82.9,2022-10-18T18:46:19.708Z,2022-10-19T11:39:20Z,3854830255,141,55.1,3854830251,56,Back,3855403287,178,,3854830259,213,4.3,3854830257,212,20.5,3854830253,140,31.6,,,,,,,52qemp1py9mm9unjvxaphv209,J. Daland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
