id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/9/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/12/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/19/value
2501298301,1,34,16,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2023-01-28T14:02:03.574Z,2023-01-29T15:34:39Z,3998484601,130,2,3998484607,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3998484619,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998484611,194,auqy1bigw2a1owxg441wojzyt,3998484615,197,8173,3998484595,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3998484593,30,"6qlfe04qjldj3rkeeme6gdi39, e2z19y8is5m24brpa3gzn02qx, bjhjz96omjukrg6tj3mny39t6, 7xs1rx9jos4ls85u362y9hqeh, 5ujoracvgg00kzd0a8rh8oa1h, 9kywhmzih4xhuz5d1rrxjcpd6, 96xomdtz505yoaz35i5bb8f84, auqy1bigw2a1owxg441wojzyt, 12c7rhdjh6rja1d2j45n3exyi, 2j8y06wuinnx87eetadj55zo5, dd711ekg0nlaosmsy2lz13syy, 8hl43dvm1d57g011yacyoooa1, 5zpg8fnqc4luuhlonsn5nbw4q, 2aemkadh3bhtgm5db8r89pvit, bxcrdkrcljgx6l4o0uy4rom3t, 7y2fbdkqsz35hgsib6rail1hx, 9qm1adecprlczxw7ldbpvoi51, 1ezai0a0n3xem17lwhtxwaml1",3998484597,59,"1, 22, 11, 8, 33, 24, 45, 7, 14, 5, 39, 4, 17, 20, 23, 25, 32, 55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501301131,1,34,16,0,0,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2023-01-28T14:06:29.477Z,2023-01-29T15:26:17Z,3998499827,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998499805,30,"1psqmd0h77b385bljq2emftgp, 4kuxth5k98x4cgfrfweu1u51, mlqit2c8my1ewqy6avrfhf8q, ezg4lhvy2z4pkyvfrmi17y11x, btz2lf5s3h6svre1o5jgmvf85, cne8uwbnrwbwqjpj3pme1kbmx, b6hva6wki38za3hipscirr4h6, 25ey2mcvgwz6ls2612os5hzv9, 5egzwt11xlx1vz5dk9yu29q1g, 3q5uylbjjiaoj3mn2l7p93jyt, evktllmp3l6mfb6o4im0ag0ve, 3nr55odndzunwlb658bsnlwx5, calut2wcnvfps97uj7dartf4l, 5gzobg231vp6fnjrrh6k49qz9, 56sjqxlsf5iitgww0hogez8ph, 9ov7tj31hixo7xp0tfffuhpn8, bihng5zkoeutve0fpxrwo5yj8, bbwz9ib9eyner42kds2wlck5w",3998499823,197,1948,3998499819,194,25ey2mcvgwz6ls2612os5hzv9,3998499807,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3998499815,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3998499811,130,4,3998499809,59,"1, 5, 18, 66, 27, 14, 6, 16, 28, 19, 10, 9, 15, 20, 30, 34, 35, 40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501349995,2,32,1,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2023-01-28T15:00:22.093Z,2023-01-28T23:24:33Z,3998751679,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350003,2,32,1,0,0,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2023-01-28T15:00:22.093Z,2023-01-28T15:00:24Z,3998751715,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350017,3,1,1,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,49.9,49.9,2023-01-28T15:00:22.193Z,2023-01-28T23:29:59Z,3998751793,141,44.8,3998751789,56,Back,3998751797,213,3.4,3998751791,140,37.5,3998751795,212,13.5,4000964971,178,,3998751799,279,S,,,,12c7rhdjh6rja1d2j45n3exyi,K. Vaesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350051,4,1,1,0,2,2nhn3ikl1ciq34w3hcp883d6p,1,41.6,45.4,2023-01-28T15:00:24.601Z,2023-01-29T05:47:19Z,3998751943,141,66.0,3998751947,213,1.8,3998751941,140,38.2,4000965097,178,,3998751939,56,Back,3998751945,212,14.5,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350079,5,1,1,0,6,2nhn3ikl1ciq34w3hcp883d6p,1,43.4,72.6,2023-01-28T15:00:28.131Z,2023-01-29T05:47:17Z,3998752089,212,16.5,3998752091,213,1.1,4000966747,178,,3998752087,141,93.6,3998752083,56,Left,3998752085,140,51.2,,,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350083,6,50,1,0,8,2nhn3ikl1ciq34w3hcp883d6p,1,58.7,91.7,2023-01-28T15:00:30.433Z,2023-01-29T05:47:16Z,3998752115,56,Left,3998752257,233,3,3998752117,286,,,,,,,,,,,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350093,3,7,1,0,8,b7jmo07lqav0wfe2mtlzyspak,0,41.3,8.3,2023-01-28T15:00:30.704Z,2023-01-29T05:47:15Z,3998752191,233,6,3998752171,285,,3998752169,56,Back,4000966977,178,,3999991181,385,,,,,,,,,,,3q5uylbjjiaoj3mn2l7p93jyt,K. Mrabti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501350141,7,1,1,0,10,2nhn3ikl1ciq34w3hcp883d6p,1,57.7,94.3,2023-01-28T15:00:32.535Z,2023-01-29T05:47:14Z,3998752399,56,Back,4000967185,178,,3998752405,212,12.7,3998752401,140,45.6,3998752407,213,3.1,3998752403,141,94.2,,,,,,,dd711ekg0nlaosmsy2lz13syy,T. Van den Keybus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
