id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/19/value
2473894289,9,61,1,0,14,bw9wm8pqfzcchumhiwdt2w15c,1,35.5,65.8,2022-10-18T16:30:55.674Z,2022-10-19T09:04:16Z,3854070505,56,Back,3855294629,178,,3855294627,21,,,,,,,,,,,,,,,,,2vmpkyku0hwv0zdbbzunt2xux,S. Kiyine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894341,10,1,1,0,16,bw9wm8pqfzcchumhiwdt2w15c,1,37.9,70.1,2022-10-18T16:30:58.372Z,2022-10-19T09:04:16Z,3854070795,1,,3854070793,213,0.3,3854070789,141,86.9,3854070791,212,41.6,3854070783,155,,3854070787,140,76.0,3854070785,56,Left,3855294659,178,,91qd93lqgpe700ps0b6a7ntn9,K. Malinov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894401,11,1,1,0,21,bw9wm8pqfzcchumhiwdt2w15c,0,86.6,75.5,2022-10-18T16:31:03.146Z,2022-10-19T09:04:15Z,3854071129,140,95.2,3855294693,178,,3854071131,141,0.7,3854071137,1,,3854071133,212,51.7,3854071125,196,,3854071127,56,Right,3854071135,213,4.9,f3e9qk9oz4feldhgetdpcd0ph,M. Maertens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894383,3,49,1,0,26,9njsy633rh1tyri7l2jaju5o,1,3.4,94.1,2022-10-18T16:31:07.824Z,2022-10-19T09:04:14Z,,,,,,,,,,,,,,,,,,,,,,,,,1fu9y7gemoii89ejj7bkex78p,R. Charles-Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474116863,787,43,1,0,26,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-10-18T16:31:07.872Z,2022-10-19T06:57:58Z,3855312037,178,0,3855389585,144,82,,,,,,,,,,,,,,,,,,,1fu9y7gemoii89ejj7bkex78p,R. Charles-Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894457,4,1,1,0,29,9njsy633rh1tyri7l2jaju5o,1,8,97.4,2022-10-18T16:31:11.211Z,2022-10-19T09:04:14Z,3854071487,141,73.6,3854071483,56,Back,3854071491,213,5.9,3854071485,140,43.9,3855294729,178,,3854071489,212,41.0,3854071481,155,,3854071493,1,,1fu9y7gemoii89ejj7bkex78p,R. Charles-Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894459,5,61,1,0,32,9njsy633rh1tyri7l2jaju5o,0,42,76.4,2022-10-18T16:31:13.859Z,2022-10-19T09:04:13Z,3854071501,56,Back,3855294781,178,,,,,,,,,,,,,,,,,,,,codwa9jioox7i007f4iazwst1,S. Prevljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894473,12,1,1,0,32,bw9wm8pqfzcchumhiwdt2w15c,1,61.2,25.3,2022-10-18T16:31:14.462Z,2022-10-19T09:04:13Z,3854071585,141,37.4,3855294839,178,,3854071577,56,Center,3854071581,140,57.5,3854071593,213,2.0,3854071589,212,9.1,,,,,,,73z9v9oz73hlmnswrzp860yj9,C. De Norre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894477,13,49,1,0,33,bw9wm8pqfzcchumhiwdt2w15c,1,59.1,34.2,2022-10-18T16:31:14.919Z,2022-10-19T09:04:13Z,,,,,,,,,,,,,,,,,,,,,,,,,91qd93lqgpe700ps0b6a7ntn9,K. Malinov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894485,14,1,1,0,34,bw9wm8pqfzcchumhiwdt2w15c,1,60,37.7,2022-10-18T16:31:16.119Z,2022-10-19T09:04:12Z,3854071659,56,Center,3854071661,140,56.9,3854071665,212,20.8,3855294905,178,,3854071667,213,1.7,3854071663,141,67.9,,,,,,,91qd93lqgpe700ps0b6a7ntn9,K. Malinov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894511,15,1,1,0,37,bw9wm8pqfzcchumhiwdt2w15c,1,58.2,71,2022-10-18T16:31:19.307Z,2022-10-19T09:04:11Z,3854071789,213,0.9,3854071781,56,Left,3854071787,212,17.6,3854071783,140,69.2,3855294929,178,,3854071785,141,90.5,,,,,,,9fvwcsajeousbo5o0e84cj2sp,H. Mendyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474116891,771,43,1,0,37,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2022-10-18T16:31:19.428Z,2022-10-19T05:14:00Z,3855312203,144,82,3855312185,178,0,,,,,,,,,,,,,,,,,,,2vmpkyku0hwv0zdbbzunt2xux,S. Kiyine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894525,16,1,1,0,38,bw9wm8pqfzcchumhiwdt2w15c,1,64.5,91.2,2022-10-18T16:31:20.299Z,2022-10-19T09:04:11Z,3854071877,141,77.0,3854071873,56,Center,3854071875,140,70.0,3855294975,178,,3854071883,213,5.3,3854071879,212,11.3,,,,,,,2vmpkyku0hwv0zdbbzunt2xux,S. Kiyine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894533,17,1,1,0,40,bw9wm8pqfzcchumhiwdt2w15c,1,66.2,70.7,2022-10-18T16:31:22.066Z,2022-10-19T09:04:10Z,3854071929,212,11.7,3854071931,213,2.6,3855295013,178,,3854071925,140,56.7,3854071923,56,Left,3854071927,141,79.7,,,,,,,f3e9qk9oz4feldhgetdpcd0ph,M. Maertens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894551,18,1,1,0,41,bw9wm8pqfzcchumhiwdt2w15c,1,57.4,66,2022-10-18T16:31:22.932Z,2022-10-19T09:04:10Z,3855295065,178,,3854072037,213,0.5,3854072033,141,82.9,3854072027,155,,3854072035,212,22.2,3854072029,56,Left,3854072031,140,75.5,,,,91qd93lqgpe700ps0b6a7ntn9,K. Malinov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894553,19,44,1,0,42,bw9wm8pqfzcchumhiwdt2w15c,1,75.2,77,2022-10-18T16:31:24.177Z,2022-10-19T09:04:09Z,3854072043,286,,3854072041,56,Center,3854072045,233,6,,,,,,,,,,,,,,,,9fvwcsajeousbo5o0e84cj2sp,H. Mendyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894543,6,44,1,0,42,9njsy633rh1tyri7l2jaju5o,0,24.8,23,2022-10-18T16:31:24.178Z,2022-10-19T09:04:09Z,3854071991,285,,3854071989,56,Back,3854072065,233,19,,,,,,,,,,,,,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894567,20,1,1,0,42,bw9wm8pqfzcchumhiwdt2w15c,0,74.6,76.3,2022-10-18T16:31:24.212Z,2022-10-19T09:04:09Z,3854072137,3,,3855295247,388,,3854072141,140,100.0,3854072143,141,89.4,3854072147,213,0.3,3854072145,212,28.5,3854072139,56,Left,,,,9fvwcsajeousbo5o0e84cj2sp,H. Mendyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894571,7,5,1,0,46,9njsy633rh1tyri7l2jaju5o,1,-0.6,13.8,2022-10-18T16:31:27.788Z,2022-10-19T04:37:42Z,3854072163,346,,3854072169,233,21,3854072161,56,Back,,,,,,,,,,,,,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894573,21,5,1,0,46,bw9wm8pqfzcchumhiwdt2w15c,0,100.6,86.2,2022-10-18T16:31:27.788Z,2022-10-19T04:37:42Z,3854072167,346,,3854072191,233,7,3854072165,56,Left,,,,,,,,,,,,,,,,9fvwcsajeousbo5o0e84cj2sp,H. Mendyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894779,8,1,1,1,4,9njsy633rh1tyri7l2jaju5o,1,5.7,52.1,2022-10-18T16:31:45.925Z,2022-10-19T09:04:08Z,3854073245,212,50.6,3854073239,56,Back,3854073253,1,,3854073243,141,5.0,3854073241,140,43.0,3854073261,74,,3854073249,213,5.6,3854073237,124,,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894785,9,1,1,1,7,9njsy633rh1tyri7l2jaju5o,0,45.6,5.8,2022-10-18T16:31:48.660Z,2022-10-19T09:04:08Z,3854073285,141,0.0,3854073279,56,Right,3854073283,140,57.5,3855295337,388,,3854073287,212,13.4,3854073289,213,5.9,3854073275,3,,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894793,10,5,1,1,9,9njsy633rh1tyri7l2jaju5o,0,61.2,-1.3,2022-10-18T16:31:50.800Z,2022-10-19T04:37:59Z,3854073321,347,,3854073319,56,Right,3854073797,233,22,,,,,,,,,,,,,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894875,22,5,1,1,9,bw9wm8pqfzcchumhiwdt2w15c,1,38.8,101.3,2022-10-18T16:31:50.800Z,2022-10-19T04:37:59Z,3854073773,347,,3854073771,56,Back,3854073787,233,10,,,,,,,,,,,,,,,,9fvwcsajeousbo5o0e84cj2sp,H. Mendyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894895,23,1,1,1,21,bw9wm8pqfzcchumhiwdt2w15c,1,37.4,100,2022-10-18T16:32:02.867Z,2022-10-19T09:04:08Z,3854073899,213,5.7,3854073891,56,Back,3854073895,141,92.4,3854073897,212,11.1,3854073889,107,,3854073893,140,46.1,,,,,,,9fvwcsajeousbo5o0e84cj2sp,H. Mendyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894899,24,1,1,1,23,bw9wm8pqfzcchumhiwdt2w15c,1,46.2,91.4,2022-10-18T16:32:05.138Z,2022-10-19T09:04:07Z,3854073917,140,34.4,3854073915,56,Back,3854073921,212,12.7,3855295411,178,,3854073923,213,2.9,3854073919,141,95.4,,,,,,,cinzr4hnryu433l6z40j5x49h,Mario González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894921,25,1,1,1,25,bw9wm8pqfzcchumhiwdt2w15c,1,37.8,96.7,2022-10-18T16:32:06.820Z,2022-10-19T09:04:06Z,3854074071,140,14.6,3854074069,56,Back,3854074075,212,25.0,3855295449,178,,3854074073,141,88.6,3854074077,213,3.4,,,,,,,9fvwcsajeousbo5o0e84cj2sp,H. Mendyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474116989,778,43,1,1,26,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2022-10-18T16:32:07.768Z,2022-10-19T05:14:59Z,3855312641,144,82,3855312623,178,0,,,,,,,,,,,,,,,,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894941,26,1,1,1,27,bw9wm8pqfzcchumhiwdt2w15c,1,15.8,91.7,2022-10-18T16:32:09.222Z,2022-10-19T09:04:05Z,3854074181,212,21.2,3854074177,140,5.5,3855295483,178,,3854074175,56,Back,3854074179,141,64.8,3854074183,213,4.2,,,,,,,4juerzftkeiuzctoiei6dmtp1,F. Ricca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894973,27,1,1,1,29,bw9wm8pqfzcchumhiwdt2w15c,0,3.5,66.9,2022-10-18T16:32:10.926Z,2022-10-19T09:04:05Z,3854074337,56,Back,3854074341,141,74.5,3854074335,157,,3855295515,178,,3854074343,212,48.3,3854074347,1,,3854074345,213,0.1,3854074339,140,49.2,49vbniwasp2kyt27jw0cv6m6t,V. Cojocaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895037,12,4,1,1,32,9njsy633rh1tyri7l2jaju5o,1,53.8,29,2022-10-18T16:32:13.823Z,2022-10-19T09:04:05Z,3854074693,152,,3854074689,264,,3854074837,233,29,3854074695,286,,3854074691,56,Center,3854074687,13,,,,,,,,87aix2c3m5x08nsurhjql51p1,J. Jeggo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895061,29,4,1,1,32,bw9wm8pqfzcchumhiwdt2w15c,0,46.2,71,2022-10-18T16:32:13.824Z,2022-10-19T09:04:04Z,3854074791,13,,3854074799,285,,3854074795,56,Back,3854074881,233,12,3854074793,264,,3855295555,388,,3854074797,152,,,,,2vmpkyku0hwv0zdbbzunt2xux,S. Kiyine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895029,11,43,1,1,33,9njsy633rh1tyri7l2jaju5o,1,0,0,2022-10-18T16:32:14.702Z,2022-10-18T16:32:27Z,3854074647,56,Center,3854075193,144,44,3854074649,286,0,,,,,,,,,,,,,,,,87aix2c3m5x08nsurhjql51p1,J. Jeggo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473894977,28,43,1,1,33,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2022-10-18T16:32:14.703Z,2022-10-18T16:32:22Z,3854074363,56,Back,3854074927,144,44,3854074365,285,0,,,,,,,,,,,,,,,,f3e9qk9oz4feldhgetdpcd0ph,M. Maertens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895213,13,1,1,1,45,9njsy633rh1tyri7l2jaju5o,1,53.5,32.1,2022-10-18T16:32:27.290Z,2022-10-19T09:04:04Z,3854075685,5,,3855295615,178,,3854075697,213,3.1,3854075689,56,Back,3854075701,189,,3854075693,141,32.1,3854075687,152,,3854075691,140,29.9,87aix2c3m5x08nsurhjql51p1,J. Jeggo,3854075695,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895231,14,1,1,1,48,9njsy633rh1tyri7l2jaju5o,1,31.7,32.4,2022-10-18T16:32:30.205Z,2022-10-19T09:04:03Z,3854075781,56,Back,3855295655,178,,3854075785,141,68.4,3854075783,140,33.9,3854075791,213,1.5,3854075787,212,24.6,,,,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895257,15,1,1,1,51,9njsy633rh1tyri7l2jaju5o,1,38.6,70.8,2022-10-18T16:32:33.560Z,2022-10-19T09:04:02Z,3854075933,56,Back,3854075937,141,92.4,3855295699,178,,3854075941,212,15.8,3854075935,140,44.1,3854075943,213,1.2,,,,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895275,16,1,1,1,52,9njsy633rh1tyri7l2jaju5o,1,43.7,85.3,2022-10-18T16:32:34.518Z,2022-10-19T09:04:02Z,3855295973,178,,3854076039,212,4.4,3854076041,213,3.3,3854076035,140,39.6,3854076033,56,Back,3854076037,141,84.1,,,,,,,77fldfqlxps1xbdg29anv4vai,N. Bitumazala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895329,17,1,1,1,58,9njsy633rh1tyri7l2jaju5o,1,43.3,68.5,2022-10-18T16:32:39.684Z,2022-10-19T09:04:00Z,3854076309,56,Left,3854076311,140,56.8,3855296029,178,,3854076315,212,24.1,3854076317,213,0.9,3854076313,141,97.2,,,,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895331,18,4,1,2,1,9njsy633rh1tyri7l2jaju5o,1,54.2,98.7,2022-10-18T16:32:43.280Z,2022-10-19T09:03:59Z,3854076323,56,Left,3854076327,265,,3854076325,152,,3854076535,233,31,3854076321,13,,3854076329,286,,,,,,,,1fu9y7gemoii89ejj7bkex78p,R. Charles-Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895349,31,4,1,2,1,bw9wm8pqfzcchumhiwdt2w15c,0,45.8,1.3,2022-10-18T16:32:43.281Z,2022-10-19T09:26:26Z,3854076467,152,,3854076457,13,,3854076473,265,,3854076463,56,Back,3854076477,285,,3854076539,233,18,3855296083,178,,,,,dmk8usvqtzv60bwkoxk7kfqxg,L. Patris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895325,30,43,1,2,5,bw9wm8pqfzcchumhiwdt2w15c,1,0,0,2022-10-18T16:32:46.951Z,2022-10-18T16:32:52Z,3854076637,144,42,,,,,,,,,,,,,,,,,,,,,,dmk8usvqtzv60bwkoxk7kfqxg,L. Patris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895465,19,1,1,2,13,9njsy633rh1tyri7l2jaju5o,1,44.6,94.2,2022-10-18T16:32:54.656Z,2022-10-19T09:03:58Z,3854077145,152,,3854077155,213,4.3,3854077143,5,,3854077153,212,26.7,3854077147,56,Back,3854077151,141,58.1,3854077149,140,34.5,3855296145,178,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895485,20,1,1,2,19,9njsy633rh1tyri7l2jaju5o,1,46.5,51.7,2022-10-18T16:33:00.878Z,2022-10-19T09:03:56Z,3854077249,140,41.4,3855296177,178,,3854077255,213,1.9,3854077251,141,74.2,3854077247,56,Back,3854077253,212,16.2,,,,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473895511,21,1,1,2,22,9njsy633rh1tyri7l2jaju5o,1,43.6,72.3,2022-10-18T16:33:03.829Z,2022-10-19T09:03:56Z,3854077391,140,39.0,3854077389,56,Back,3854077397,213,4.3,3854077393,141,55.8,3855296207,178,,3854077395,212,12.2,,,,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
