id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,keyPass,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2455770363,1,34,16,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-09-04T13:08:39.254Z,2022-09-04T14:02:53Z,3757712417,130,8,3757712425,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3757712411,30,"r0hm6ahwcvdu57bgfi5zkslx, cyh16toqa9wxmxepg635ecgve, 5u6h6cptsad9e6n4uv76q0fl5, cefs6b83ei4gcyuscfopw32ay, 9tc6mprxpu2rc5ptlp5ljw7h1, ecwzzrkn1snbua5yu4gehxm2, 9tgbdheyuooa8cfz06l577end, 5jywyphhwu9j4bphz0720kb9, eg4piy0kcdtdopqpd3lcl5j2t, d19yalwh3i2olvpwoi89feqjt, 5tsrmx2p5f3mrpwt8gpx4x979, 1h9jdj5ag99myeoirxzh92od1, awsiaxyma4vmsrpthdyep2ket, 2hr7skflmxmpiiauz04h185ey, 4114auk4o8n6higc918qymc4p, cmgixlole5rprw34uf80r5jp, 1v75zo1ivju4o2xwgwn9az88a, 8yo1cv2wlhnk1lu50cu3iul79",3757712421,194,9tc6mprxpu2rc5ptlp5ljw7h1,3757712415,59,"1, 34, 21, 8, 23, 51, 14, 16, 18, 24, 19, 2, 4, 17, 26, 38, 55, 61",3757712413,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3757712423,197,3769,3757712419,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455783033,1,34,16,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2022-09-04T13:21:33.219Z,2022-09-04T14:05:27Z,3757777689,197,13704,3757777691,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3757777683,130,7,3757777679,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3757777685,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3757777677,30,"6qlfe04qjldj3rkeeme6gdi39, e2z19y8is5m24brpa3gzn02qx, bjhjz96omjukrg6tj3mny39t6, 5ujoracvgg00kzd0a8rh8oa1h, bxcrdkrcljgx6l4o0uy4rom3t, 6z1isgjrlx4gbcjp5ekawdi39, 1ezai0a0n3xem17lwhtxwaml1, 7xs1rx9jos4ls85u362y9hqeh, 21545vwheo9a30u5hgnsrecmi, dd711ekg0nlaosmsy2lz13syy, 96xomdtz505yoaz35i5bb8f84, 8hl43dvm1d57g011yacyoooa1, 12c7rhdjh6rja1d2j45n3exyi, 87c9tlpspwdcluu4iwomb5pbe, 2aemkadh3bhtgm5db8r89pvit, 9kywhmzih4xhuz5d1rrxjcpd6, 7y2fbdkqsz35hgsib6rail1hx, 1kr8slemziskw8bm2ir4shlud",3757777681,59,"1, 22, 11, 33, 23, 2, 55, 8, 9, 39, 45, 4, 14, 18, 20, 24, 25, 35",3757777687,194,5ujoracvgg00kzd0a8rh8oa1h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455811093,2,32,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-09-04T14:00:07.864Z,2022-09-04T20:51:49Z,3757926665,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455811101,2,32,1,0,0,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2022-09-04T14:00:07.864Z,2022-09-04T14:00:10Z,3757926697,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455811111,3,1,1,0,0,7zibyotq1x1hq6pmgibhr0e6s,1,50,50,2022-09-04T14:00:07.969Z,2022-09-05T01:40:03Z,3757926737,56,Back,3759966971,178,,3757926743,212,11.2,3757926745,213,2.6,3757926741,141,58.1,3757926739,140,40.7,3757926747,279,S,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455811129,4,1,1,0,1,7zibyotq1x1hq6pmgibhr0e6s,1,42.6,57.8,2022-09-04T14:00:09.562Z,2022-09-05T08:27:33Z,3757926843,213,2.7,3757926835,56,Back,3757926837,140,22.9,3757926839,141,70.8,3759967063,178,,3757926841,212,22.5,,,,,,,cefs6b83ei4gcyuscfopw32ay,A. Yusuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455811145,5,1,1,0,4,7zibyotq1x1hq6pmgibhr0e6s,1,27.2,67,2022-09-04T14:00:11.864Z,2022-09-05T08:27:32Z,3757926895,56,Back,3757926903,213,4.2,3757926897,140,23.2,3757926899,141,55.7,3759967241,178,,3757926901,212,8.8,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455811159,6,1,1,0,6,7zibyotq1x1hq6pmgibhr0e6s,1,23.5,51,2022-09-04T14:00:14.249Z,2022-09-05T08:27:31Z,3757926979,141,70.0,3757926983,213,1.3,3759967341,178,,3757926975,56,Back,3757926981,212,13.3,3757926977,140,26.3,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455811179,7,1,1,0,9,7zibyotq1x1hq6pmgibhr0e6s,1,23.8,73.5,2022-09-04T14:00:17.510Z,2022-09-05T08:27:30Z,3757927063,56,Back,3757927069,212,18.7,3759967453,178,,3757927067,141,46.0,3757927065,140,23.6,3757927071,213,4.7,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455811191,8,1,1,0,12,7zibyotq1x1hq6pmgibhr0e6s,1,22.8,43.6,2022-09-04T14:00:19.941Z,2022-09-05T08:27:29Z,3757927149,212,16.9,3757927151,213,4.8,3757927143,56,Back,3757927145,140,24.4,3759967641,178,,3757927147,141,18.9,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455811201,9,1,1,0,14,7zibyotq1x1hq6pmgibhr0e6s,1,22.8,21.9,2022-09-04T14:00:22.280Z,2022-09-05T08:27:28Z,3757927183,141,4.3,3759967893,178,,3757927179,56,Back,3757927187,213,5.6,3757927181,140,36.2,3757927185,212,18.5,,,,,,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455811217,10,1,1,0,16,7zibyotq1x1hq6pmgibhr0e6s,1,31.8,5.8,2022-09-04T14:00:23.966Z,2022-09-05T08:27:28Z,3757927295,56,Back,3757927297,140,19.7,3757927303,213,2.8,3757927299,141,13.2,3757927301,212,13.7,3759968103,178,,,,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
