id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/12/value,qualifier/13/value,keyPass,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value
2537170129,1,34,16,0,0,6oxoag5c6zbnn09wx08vz4iak,1,0,0,2023-04-22T15:03:26.835Z,2023-04-22T16:02:20Z,4209047583,197,501,4209047579,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4209047577,130,4,4209047581,194,dz4wqn00gel71p7qs7qqycb9,4209047585,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4209047573,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4209047575,59,"1, 13, 18, 19, 6, 21, 7, 8, 11, 16, 10, 3, 12, 20, 25, 31, 33, 43",4209047571,30,"mh6rotmnlhe66f2y16c3vvmd, 1ai0gvdx68lxclbj6m255w72t, 31bs2qi2aa9in77z0iftbkk8a, dz4wqn00gel71p7qs7qqycb9, 9se6a4pxhy13alu316ttx2vhl, fbk14d79iikagip25ncya0ut, payije8nojdfrbkuq9hj2sph, 195m3d6cnwm71j1d2rjo25sdl, ce1q0p0ifilrb8wx6rmkcaeol, cegoeac3l2owi83zdvu30tj6y, egwhlgopjtjkop7ozy7ltk1cl, 62k4fq609h2evj1k2e1n42x91, d1p2mgz94oi55fa1wd2uhx5ud, d4ye48utus6dfrp5jxhipjo8a, 20fktg1niinhluh218xycy904, 99io7und92qjy1xoqk74n4d4a, dtbrkhfrbt8i4ptjgjk7al2j8, 815zq6bo3kwxw8fl3bh381ez8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537174873,1,34,16,0,0,8q6cv8g4bd3xdl7m88kll16na,1,0,0,2023-04-22T15:06:37.965Z,2023-04-22T16:11:07Z,4209070497,59,"21, 6, 5, 8, 23, 7, 17, 15, 19, 24, 10, 1, 3, 9, 11, 14, 18, 20, 29",4209070499,130,8,4209070503,194,2d9k8p22131is7op7vcn0arbp,4209070505,197,530,4209070501,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4209070489,30,"b5kti1udidgdjke5raks6iezu, 2d9k8p22131is7op7vcn0arbp, 41imdq837fapbgvnrkimw6e39, bxafjt88zqj5wgvx5r71c6cid, cqwjwlsum5q92s2k80w3temi2, 200chcevwu3znwew6xjyaof6d, bxi292zchfobglat3g94f384, 5tkzdksbog7jnzscgr1cj771m, 66cbdz994twrl9jv46z1ikyne, bzk5asrkwi0pvl6npmxb7jhzp, d11kfigxyuf6beacw9fgsos89, cpcjoijkj6xhmcbfnyuarh1hx, d25tgfdub6ec1k71zrdw5oob8, 5zjqse31hu0ez9n74fjyj1pzp, b3eh9tjw2048na1nv7oeyw9ka, fbd96sw3egypi2key2hxbnu2, bz2k6xcfh9658rbaex82134yd, d5jihfuxjuw51jgt6k4zhmrmy, 8ia60rzfaycwr71anq095e9uy",4209070507,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4209070495,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537274327,2,32,1,0,0,6oxoag5c6zbnn09wx08vz4iak,1,0,0,2023-04-22T16:01:29.070Z,2023-04-22T16:01:32Z,4209599883,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537274311,2,32,1,0,0,8q6cv8g4bd3xdl7m88kll16na,1,0,0,2023-04-22T16:01:29.070Z,2023-04-22T16:01:29Z,4209599823,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537274333,3,1,1,0,0,6oxoag5c6zbnn09wx08vz4iak,1,50,50.5,2023-04-22T16:01:29.381Z,2023-04-22T16:53:15Z,4209599905,141,51.1,4209599901,56,Back,4209599911,279,S,4209599903,140,46.4,4209599907,212,3.8,4209599909,213,3.0,,,,,,,dz4wqn00gel71p7qs7qqycb9,S. Heltne Nilsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537274389,4,1,1,0,3,6oxoag5c6zbnn09wx08vz4iak,1,49.7,66.7,2023-04-22T16:01:32.589Z,2023-04-22T16:01:35Z,4209600209,141,65.8,4209600215,213,6.2,4209600203,56,Center,4209600211,212,12.5,4209600205,140,61.6,,,,,,,,,,payije8nojdfrbkuq9hj2sph,M. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537274425,5,1,1,0,6,6oxoag5c6zbnn09wx08vz4iak,1,63.6,67.9,2023-04-22T16:01:35.301Z,2023-04-22T16:01:37Z,4209600451,212,14.3,4209600445,56,Left,4209600453,213,1.8,4209600449,141,88.6,4209600447,140,61.0,,,,,,,,,,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537274499,6,1,1,0,8,6oxoag5c6zbnn09wx08vz4iak,1,61.9,92.1,2023-04-22T16:01:37.478Z,2023-04-22T16:01:40Z,4209600781,141,84.1,4209600785,213,5.7,4209600783,212,9.7,4209600779,140,69.6,4209600777,56,Left,,,,,,,,,,31bs2qi2aa9in77z0iftbkk8a,D. Møller Wolfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537274507,7,3,1,0,11,6oxoag5c6zbnn09wx08vz4iak,0,69.7,82.4,2023-04-22T16:01:40.582Z,2023-04-22T16:01:41Z,4209600853,56,Left,4209600887,211,,4209600855,286,,,,,,,,,,,,,,,,,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537274523,3,49,1,0,12,8q6cv8g4bd3xdl7m88kll16na,1,7.4,15.9,2023-04-22T16:01:41.507Z,2023-04-22T16:01:41Z,,,,,,,,,,,,,,,,,,,,,,,,,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
