id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,assist
2531734567,1,34,16,0,0,8q6cv8g4bd3xdl7m88kll16na,1,0,0,2023-04-10T14:05:29.014Z,2023-04-10T15:12:02Z,4180179071,194,7j8svjzzrcr9mimsfg7okztn9,4180179055,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4180179063,130,4,4180495613,197,530,4180179073,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4180179051,30,"b5kti1udidgdjke5raks6iezu, 2d9k8p22131is7op7vcn0arbp, 41imdq837fapbgvnrkimw6e39, 200chcevwu3znwew6xjyaof6d, cqwjwlsum5q92s2k80w3temi2, 7j8svjzzrcr9mimsfg7okztn9, bxafjt88zqj5wgvx5r71c6cid, 5tkzdksbog7jnzscgr1cj771m, 5zjqse31hu0ez9n74fjyj1pzp, b3eh9tjw2048na1nv7oeyw9ka, bxi292zchfobglat3g94f384, cpcjoijkj6xhmcbfnyuarh1hx, d25tgfdub6ec1k71zrdw5oob8, d11kfigxyuf6beacw9fgsos89, fbd96sw3egypi2key2hxbnu2, bz2k6xcfh9658rbaex82134yd, 66cbdz994twrl9jv46z1ikyne, d5jihfuxjuw51jgt6k4zhmrmy, bzk5asrkwi0pvl6npmxb7jhzp",4180179067,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4180179059,59,"21, 6, 5, 7, 23, 4, 8, 15, 9, 11, 17, 1, 3, 10, 14, 18, 19, 20, 24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531737067,1,34,16,0,0,3impprc048nbz39w05s18c6yt,1,0,0,2023-04-10T14:06:51.129Z,2023-04-10T14:55:35Z,4180193105,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4180193093,30,"3q2o859vj8kv2p71j7qvypo7p, bocqh11yx20xyy11g8ej6z7x1, e4xndi1e5obu2eciafmokqfh1, e52fv2r5uu7uosf7u6od9ov6x, 2pohs62mdkgagfwvnh0jlh87p, 4lxxyqy78jkglhv2w6crzcnsa, 48nktvp3cg5kafpg80bayvhlh, d2698ncsatg6jtvb0l9ijhj4k, 3iolpwrv18gtlyse7ih3nt91w, 9u9cm8pb6gphjiwkfh4dg5mfp, coetek9wyqalonvqy7nl70qqy, 8ho7btmnqcs62fewp8y7dpex, 6zxcmzp7w6esj54g05tvk7ai1, bmkz3l0kjoub1siyax3tot711, 8zteu1nxp77bebzskx8jzj5nu, 8u1ii0vmhpub1p2gbsk1w7yzt, 34wwqpo7jzb1vazqdawumqpnu, 78k1mu9i0x0zgoqs03f81eok5, 9b7z2mkiaqieo6u0ch0a3uxyi, ccopiyu1000x10abjmm81l9uc",4180193097,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4180193111,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4180193101,130,13,4180193107,194,2pohs62mdkgagfwvnh0jlh87p,4180193109,197,494,4180193099,59,"1, 31, 2, 3, 5, 14, 21, 4, 29, 15, 22, 6, 7, 10, 11, 13, 19, 23, 32, 37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531819701,2,32,1,0,0,3impprc048nbz39w05s18c6yt,1,0,0,2023-04-10T15:00:08.771Z,2023-04-10T15:09:47Z,4180647487,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531819699,2,32,1,0,0,8q6cv8g4bd3xdl7m88kll16na,1,0,0,2023-04-10T15:00:08.771Z,2023-04-10T15:09:49Z,4180647481,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531819729,3,43,1,0,6,8q6cv8g4bd3xdl7m88kll16na,1,0,0,2023-04-10T15:02:44.320Z,2023-04-10T15:02:57Z,4180647993,144,79,4180647649,344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531819735,3,79,1,0,7,3impprc048nbz39w05s18c6yt,1,0,0,2023-04-10T15:02:44.951Z,2023-04-10T15:02:45Z,4180647675,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531819741,4,79,1,0,8,3impprc048nbz39w05s18c6yt,0,0,0,2023-04-10T15:02:45.763Z,2023-04-10T15:02:45Z,4180647703,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531832485,5,79,1,12,55,3impprc048nbz39w05s18c6yt,1,0,0,2023-04-10T15:13:04.691Z,2023-04-10T15:13:04Z,4180715753,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531832601,4,52,1,12,59,8q6cv8g4bd3xdl7m88kll16na,1,6.1,51.8,2023-04-10T15:13:08.122Z,2023-04-10T15:13:08Z,,,,,,,,,,,,,,,,,,,,,,,,,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531833147,5,1,1,13,16,8q6cv8g4bd3xdl7m88kll16na,1,10,58.4,2023-04-10T15:13:25.068Z,2023-04-10T15:13:30Z,4180719195,1,,4180719193,213,0.2,4180719185,140,70.1,4180719183,56,Center,4180719191,212,64.1,4180719181,199,,4180719187,141,74.7,,,,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
