id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/13/value,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2535976339,7,1,1,0,11,93xj9vmeln0marv6r1uti7but,1,22.5,67.9,2023-04-19T16:31:39.207Z,2023-04-24T09:44:02Z,4202725349,56,Back,4202725359,1,,4202725357,213,4.7,4202725351,140,23.6,4202725355,212,38.1,4202725353,141,11.9,,,,,,,7m68sk6x5j4izvmi83h2e6kbu,M. Knudsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976351,8,1,1,0,14,93xj9vmeln0marv6r1uti7but,1,28.5,8.5,2023-04-19T16:31:42.606Z,2023-04-24T09:44:22Z,4202725433,56,Center,4202725435,140,65.9,4202725431,155,,4202725441,213,0.3,4202725439,212,41.2,4202725437,141,26.7,4202725443,1,,,,,20i5y3j4afmbelygcf1hbnu2,L. Ranger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976359,9,1,1,0,17,93xj9vmeln0marv6r1uti7but,0,65.9,26.7,2023-04-19T16:31:45.507Z,2023-04-24T09:44:29Z,4202725469,141,24.3,4202725467,140,72.6,4202725471,212,7.2,4202725465,56,Center,4202725473,213,6.1,,,,,,,,,,5lc81sbctf8okncyam1di568l,T. Lehne Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976355,7,49,1,0,18,ew0hpuiweoltpsg5f51r2w64t,1,28.9,83.6,2023-04-19T16:31:46.156Z,2023-04-24T09:44:53Z,,,,,,,,,,,,,,,,,,,,,,,,,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976375,8,1,1,0,20,ew0hpuiweoltpsg5f51r2w64t,1,22.3,77,2023-04-19T16:31:48.578Z,2023-04-19T16:31:52Z,4202725573,213,3.8,4202725565,56,Back,4202725571,212,18.0,4202725567,140,8.3,4202725569,141,61.7,,,,,,,,,,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976391,9,1,1,0,24,ew0hpuiweoltpsg5f51r2w64t,0,6.9,51,2023-04-19T16:31:51.930Z,2023-04-24T09:45:21Z,4202725673,1,,4216983967,157,,4202725669,212,72.9,4202725667,141,59.1,4202725671,213,0.1,4202725665,140,76.1,4202725663,56,Center,,,,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976403,10,49,1,0,33,93xj9vmeln0marv6r1uti7but,1,12.2,40.1,2023-04-19T16:32:01.725Z,2023-04-19T16:32:02Z,,,,,,,,,,,,,,,,,,,,,,,,,67l0o9f3qvblr4k70fpkytr6x,M. Hedenstad Christiansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976433,11,1,1,0,39,93xj9vmeln0marv6r1uti7but,1,12.4,43.7,2023-04-19T16:32:07.829Z,2023-04-19T17:20:34Z,4202725897,141,77.0,4202725899,212,23.6,4202725901,213,1.3,4202725893,56,Back,4202725895,140,18.8,4202781151,189,,,,,,,,67l0o9f3qvblr4k70fpkytr6x,M. Hedenstad Christiansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976455,12,1,1,0,40,93xj9vmeln0marv6r1uti7but,1,18.8,77,2023-04-19T16:32:08.621Z,2023-04-24T09:46:01Z,4202726045,140,29.3,4202726051,213,0.9,4202726043,56,Back,4202726049,212,16.9,4202726047,141,95.9,,,,,,,,,,1gnpoxdene6ohs2rrl1apd9zp,R. Gabrielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976471,13,1,1,0,41,93xj9vmeln0marv6r1uti7but,1,31.1,95.1,2023-04-19T16:32:09.835Z,2023-04-24T09:45:58Z,4202726157,155,,4202726165,140,65.7,4202726161,56,Left,4202726173,1,,4202726171,213,6.1,4202726169,212,36.8,4202726167,141,86.2,,,,2dx94phqrljak98vkh5rywxrd,K. Tønnessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976481,14,1,1,0,46,93xj9vmeln0marv6r1uti7but,0,65.7,86.2,2023-04-19T16:32:13.949Z,2023-04-24T15:40:11Z,4202726215,168,,4202726213,3,,4202726223,212,10.7,4202726219,140,75.9,4202726225,213,6.2,4202726217,56,Left,4202726221,141,85.2,,,,6mf11pv0pfvyl9vom1i1pi0yy,A. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976491,10,12,1,0,47,ew0hpuiweoltpsg5f51r2w64t,1,22.5,12.5,2023-04-19T16:32:15.825Z,2023-04-19T16:32:17Z,4202726267,56,Back,4202726269,140,23.2,4202726275,213,4.8,4202726271,141,0.0,4202726291,167,,4202726273,212,9.8,,,,,,,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976493,11,5,1,0,48,ew0hpuiweoltpsg5f51r2w64t,0,28.6,-2,2023-04-19T16:32:16.636Z,2023-04-19T16:32:25Z,4202726627,233,15,4202726279,347,,4202726277,56,Back,,,,,,,,,,,,,,,,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976557,15,5,1,0,48,93xj9vmeln0marv6r1uti7but,1,71.4,102,2023-04-19T16:32:16.636Z,2023-04-19T17:36:48Z,4202726601,233,11,4202726597,347,,4202726595,56,Left,,,,,,,,,,,,,,,,6mf11pv0pfvyl9vom1i1pi0yy,A. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976567,16,1,1,0,57,93xj9vmeln0marv6r1uti7but,1,74.1,100,2023-04-19T16:32:25.300Z,2023-04-19T16:32:26Z,4202726669,213,4.4,4202726667,212,7.8,4202726659,107,,4202726665,141,90.7,4202726661,56,Left,4202726663,140,71.6,,,,,,,aojrff0lrdwjyyvsbpd39h7f9,V. Dragsnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976571,17,1,1,0,58,93xj9vmeln0marv6r1uti7but,1,65.1,88.4,2023-04-19T16:32:26.788Z,2023-04-19T17:21:02Z,4202726699,213,1.5,4202726697,212,5.9,4202726693,140,65.4,4202726691,56,Left,4202726695,141,97.1,,,,,,,,,,51wrvgnamem23vf9scuk4ezt,Y. Ibrahimaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976573,18,43,1,0,59,93xj9vmeln0marv6r1uti7but,1,0,0,2023-04-19T16:32:27.209Z,2023-04-19T17:21:03Z,4202726703,347,0,4202726701,56,Left,4202781425,144,5,,,,,,,,,,,,,,,,51wrvgnamem23vf9scuk4ezt,Y. Ibrahimaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976599,19,1,1,0,59,93xj9vmeln0marv6r1uti7but,0,68.4,96.2,2023-04-19T16:32:27.404Z,2023-04-24T09:46:25Z,4202726833,213,5.0,4202726825,56,Left,4202781501,155,,4202726831,212,11.1,4202726829,141,80.4,4202726827,140,70.9,,,,,,,aojrff0lrdwjyyvsbpd39h7f9,V. Dragsnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976593,12,44,1,1,0,ew0hpuiweoltpsg5f51r2w64t,1,27.8,22.6,2023-04-19T16:32:28.516Z,2023-04-24T15:40:59Z,4202726789,56,Back,4202726869,233,20,4202726791,285,,,,,,,,,,,,,,,,,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976603,20,44,1,1,0,93xj9vmeln0marv6r1uti7but,0,72.2,77.4,2023-04-19T16:32:28.517Z,2023-04-24T15:41:00Z,4202726839,286,,4202726873,233,12,4202726837,56,Center,,,,,,,,,,,,,,,,7m68sk6x5j4izvmi83h2e6kbu,M. Knudsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976607,13,1,1,1,1,ew0hpuiweoltpsg5f51r2w64t,0,26.6,28,2023-04-19T16:32:28.897Z,2023-04-24T15:41:01Z,4202726853,213,5.9,4202726845,56,Back,4202726851,212,5.9,4202726847,140,31.8,4202726849,141,24.9,4202726843,3,,,,,,,,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976629,21,1,1,1,4,93xj9vmeln0marv6r1uti7but,1,66.7,87.1,2023-04-19T16:32:32.708Z,2023-04-19T17:21:29Z,4202726971,212,46.2,4202726969,141,19.2,4202726967,140,64.6,4202726975,1,,4202726973,213,4.7,4202726963,196,,4202726965,56,Right,,,,2dx94phqrljak98vkh5rywxrd,K. Tønnessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976633,22,1,1,1,5,93xj9vmeln0marv6r1uti7but,0,64.6,19.2,2023-04-19T16:32:33.252Z,2023-04-24T09:46:56Z,4202726985,212,21.9,4202782123,155,,4202726981,140,85.1,4202726979,56,Center,4202726983,141,25.1,4202726987,213,0.2,,,,,,,20i5y3j4afmbelygcf1hbnu2,L. Ranger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976631,14,52,1,1,8,ew0hpuiweoltpsg5f51r2w64t,1,8.6,74.2,2023-04-19T16:32:36.081Z,2023-04-24T09:47:01Z,4216988529,376,,,,,,,,,,,,,,,,,,,,,,,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976721,15,1,1,1,26,ew0hpuiweoltpsg5f51r2w64t,0,14.1,49.4,2023-04-19T16:32:54.306Z,2023-04-19T16:32:58Z,4202727481,213,6.0,4202727483,1,,4202727477,141,22.4,4202727479,212,62.8,4202727475,140,71.3,4202727471,199,,4202727473,56,Center,,,,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976737,23,1,1,1,29,93xj9vmeln0marv6r1uti7but,1,30.8,86.3,2023-04-19T16:32:57.363Z,2023-04-24T15:41:24Z,4202727553,140,35.7,4202727555,141,94.2,4202727551,56,Back,4202727559,213,0.8,4202727557,212,7.4,4202727549,3,,,,,,,,2dx94phqrljak98vkh5rywxrd,K. Tønnessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976743,24,44,1,1,32,93xj9vmeln0marv6r1uti7but,1,36.7,90.6,2023-04-19T16:33:00.408Z,2023-04-19T16:33:01Z,4202727573,285,,4202727577,233,16,4202727571,56,Back,,,,,,,,,,,,,,,,aojrff0lrdwjyyvsbpd39h7f9,V. Dragsnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976735,16,44,1,1,32,ew0hpuiweoltpsg5f51r2w64t,0,63.3,9.4,2023-04-19T16:33:00.409Z,2023-04-19T16:33:01Z,4202727545,56,Right,4202727547,286,,4202727609,233,24,,,,,,,,,,,,,,,,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976751,25,1,1,1,33,93xj9vmeln0marv6r1uti7but,1,35.7,94.2,2023-04-19T16:33:01.364Z,2023-04-19T16:33:02Z,4202727625,140,40.8,4202727621,3,,4202727631,213,6.1,4202727623,56,Back,4202727627,141,92.8,4202727629,212,5.4,,,,,,,aojrff0lrdwjyyvsbpd39h7f9,V. Dragsnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976753,26,49,1,1,34,93xj9vmeln0marv6r1uti7but,1,40.8,92.8,2023-04-19T16:33:02.659Z,2023-04-19T16:33:02Z,,,,,,,,,,,,,,,,,,,,,,,,,9kje5itaq7ey60tiy1v5nbahh,G. Åsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976773,27,1,1,1,36,93xj9vmeln0marv6r1uti7but,0,40.8,92.8,2023-04-19T16:33:04.244Z,2023-04-19T16:33:06Z,4202727767,213,6.2,4202727769,1,,4202727763,141,89.9,4202727761,140,81.8,4202727765,212,43.1,4202727757,155,,4202727759,56,Left,,,,9kje5itaq7ey60tiy1v5nbahh,G. Åsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976767,17,49,1,1,37,ew0hpuiweoltpsg5f51r2w64t,1,19.5,10,2023-04-19T16:33:05.704Z,2023-04-19T16:33:05Z,,,,,,,,,,,,,,,,,,,,,,,,,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976785,18,1,1,1,38,ew0hpuiweoltpsg5f51r2w64t,1,18.9,7.7,2023-04-19T16:33:06.320Z,2023-04-19T16:33:09Z,4202727861,141,24.7,4202727865,213,2.5,4202727859,140,2.9,4202727857,56,Back,4202727863,212,20.4,,,,,,,,,,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976791,19,1,1,1,41,ew0hpuiweoltpsg5f51r2w64t,1,3.3,24.3,2023-04-19T16:33:09.744Z,2023-04-24T09:47:42Z,4202727937,213,0.2,4202727939,1,,4202727931,140,41.9,4202727929,56,Back,4202727935,212,41.0,4202727933,141,33.7,,,,,,,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976793,20,1,1,1,42,ew0hpuiweoltpsg5f51r2w64t,0,38.8,33.9,2023-04-19T16:33:10.049Z,2023-04-24T09:47:46Z,4202727979,141,43.6,4202727977,140,61.3,4202727973,155,,4202727983,213,0.3,4202727981,212,24.5,4202727975,56,Center,,,,,,,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976805,28,49,1,1,43,93xj9vmeln0marv6r1uti7but,1,31.5,45.3,2023-04-19T16:33:11.556Z,2023-04-24T15:41:40Z,,,,,,,,,,,,,,,,,,,,,,,,,dg8g9ml1e0kwq0e6m1rpj2sph,E. Garnås,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976819,29,1,1,1,46,93xj9vmeln0marv6r1uti7but,1,31.5,45.3,2023-04-19T16:33:14.157Z,2023-04-24T15:41:41Z,4202728115,141,31.1,4202728111,56,Back,4202728113,140,36.2,4202728117,212,10.8,4202728119,213,5.2,,,,,,,,,,dg8g9ml1e0kwq0e6m1rpj2sph,E. Garnås,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538659069,909,3,1,1,50,93xj9vmeln0marv6r1uti7but,0,31.9,28.5,2023-04-19T16:33:18.306Z,2023-04-24T09:48:22Z,4216992145,285,,4216992143,56,Back,4216992149,467,370kkwnidcltqyooh51z6uzqi,4216992147,465,,,,,,,,,,,,,,20i5y3j4afmbelygcf1hbnu2,L. Ranger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976823,30,4,1,1,53,93xj9vmeln0marv6r1uti7but,1,40.6,27.8,2023-04-19T16:33:21.211Z,2023-04-19T16:33:23Z,4202728151,233,21,4202728139,265,,4202728137,152,,4202728141,286,,4202728135,56,Back,4202728133,13,,,,,,,,20i5y3j4afmbelygcf1hbnu2,L. Ranger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976821,21,4,1,1,53,ew0hpuiweoltpsg5f51r2w64t,0,59.4,72.2,2023-04-19T16:33:21.212Z,2023-04-19T16:33:24Z,4202728125,56,Center,4202728155,233,30,4202728123,13,,4202728127,152,,4202728129,265,,4202728131,285,,,,,,,,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976859,31,1,1,2,3,93xj9vmeln0marv6r1uti7but,1,47.2,37.6,2023-04-19T16:33:31.866Z,2023-04-19T17:22:40Z,4202728349,212,13.4,4202728347,141,57.3,4202728351,213,1.6,4202728343,56,Back,4202728339,5,,4202728345,140,46.8,4202728341,152,,4202782793,189,,dg8g9ml1e0kwq0e6m1rpj2sph,E. Garnås,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976861,32,1,1,2,5,93xj9vmeln0marv6r1uti7but,1,46.8,57.3,2023-04-19T16:33:33.826Z,2023-04-19T16:33:34Z,4202728363,212,15.7,4202728359,140,54.9,4202728357,56,Center,4202728365,213,5.3,4202728361,141,37.9,,,,,,,,,,1gnpoxdene6ohs2rrl1apd9zp,R. Gabrielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976877,33,1,1,2,6,93xj9vmeln0marv6r1uti7but,1,54.9,37.9,2023-04-19T16:33:34.698Z,2023-04-19T17:22:46Z,4202728433,141,66.1,4202728435,212,19.9,4202728429,56,Center,4202728431,140,60.0,4202728437,213,1.3,,,,,,,,,,dg8g9ml1e0kwq0e6m1rpj2sph,E. Garnås,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976899,34,1,1,2,9,93xj9vmeln0marv6r1uti7but,1,61.4,68.9,2023-04-19T16:33:37.082Z,2023-04-19T16:33:41Z,4202728523,140,57.3,4202728527,212,22.0,4202728529,213,4.5,4202728521,56,Center,4202728525,141,37.1,,,,,,,,,,1gnpoxdene6ohs2rrl1apd9zp,R. Gabrielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976923,35,1,1,2,13,93xj9vmeln0marv6r1uti7but,1,58.4,37.6,2023-04-19T16:33:40.946Z,2023-04-19T16:33:45Z,4202728643,141,64.0,4202728641,140,59.7,4202728639,56,Center,4202728645,212,18.0,4202728647,213,1.5,,,,,,,,,,dg8g9ml1e0kwq0e6m1rpj2sph,E. Garnås,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535976941,36,1,1,2,17,93xj9vmeln0marv6r1uti7but,1,64.8,70.2,2023-04-19T16:33:44.930Z,2023-04-19T16:33:48Z,4202728735,212,18.6,4202728729,56,Left,4202728731,140,72.5,4202728733,141,94.9,4202728737,213,1.1,,,,,,,,,,1gnpoxdene6ohs2rrl1apd9zp,R. Gabrielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
