id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/11/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,assist
2531741625,1,34,16,0,0,btaf9fuj3xctycyjeqwereaow,1,0,0,2023-04-10T14:09:20.789Z,2023-04-10T15:05:10Z,4180219201,197,2276,4180219203,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4180219197,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4180219193,130,4,4180219187,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4180219189,59,"1, 3, 4, 18, 15, 19, 21, 8, 9, 7, 14, 5, 11, 12, 13, 16, 17, 23, 26, 27",4180219185,30,"27hg1g0tz1l6mt4eugz841hw5, jfesb9jxg4g5yph0x6nabevo, 8uu146mn477td4akf3km45qeh, 6wygyy5z5i0okllr83e9ej8ph, 6grill6jvkvpzba5atb3gnjzd, 5u4eoypx0tb3t0brk2dv8sm0a, 1xb1gtuwbqluwiqv9gb6l3zai, bpzni5riygngh99pfbcu8f78q, 3dvtbvhyh3jlr9y72hwhfk445, ac1tqy67oseg9ice129lr7kyd, 441d0z7d91cwczz4rmoqpbiay, 2mko1fhpopxpiifcw0rw7iei1, d09myup348kb3riw8zqr8a3md, b58m7f2mva8s83ub5llfvyzca, 9t0oqrx6jymgpq6irllz2zkve, ay2h6vm5xgooa92xaiv5lnrx0, b78fvaj5k1l5x9puq3lm2tvxl, 5lcd3t0so5nozfdfw9zuri63u, 6x3f721vjb8mxlp5ba3p1rb4k, v3hnsgptqqi0ystvybqtpyzu",4180219199,194,6grill6jvkvpzba5atb3gnjzd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531749795,1,34,16,0,0,crlocdyqyb1fdhck54qxs65rl,1,0,0,2023-04-10T14:13:34.210Z,2023-04-10T14:57:11Z,4180264989,197,15102,4180264981,130,12,4180264977,59,"12, 3, 33, 6, 23, 26, 8, 7, 14, 16, 22, 1, 2, 9, 11, 17, 19, 21, 24, 27",4180264973,30,"6y6xobx7t2qx431s59kv8hk9h, 7h39w16zvj1lbfb0rqr7kvt1x, 5n629kkppfythznrmadtslmfp, 9d4hsr5ipklocdya5wu291ihh, 8nmrvwyosqdqwyqowvdqvahh, dd53d1radlkv7y24724vkol49, cl4xl80n4gew1ox03r3ooshrd, bcerex69kis7mowlf2exej2dx, 6ygixtbzlkjotkxlq3ns1teqx, a9guphf8p0im4it165fsqhud, 272w5ezobn1o53b3yxnbgjckq, caexiv57cxvncu4unzqt3no4p, c26ssv8g9e3pcmh5ap3fqpp0p, 6l66rq02rijo20xnhkfuudv4l, 4m57qe3mtal1r68md5yj8xvc9, 7ussl6bmt5g4jfz251wndhlnt, 6to0utql04vnj613arhu5m2tx, ahje1y6v4dlmq4ath0rfcql90, bop1j9fi00opeyzscvsw6xpn8, c78cublmvb2gg8gzk999xn9hx",4180264991,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4180264985,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4180264975,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4180264987,194,5n629kkppfythznrmadtslmfp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531819307,2,32,1,0,0,crlocdyqyb1fdhck54qxs65rl,1,0,0,2023-04-10T15:01:24.308Z,2023-04-10T15:01:27Z,4180645151,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531819301,2,32,1,0,0,btaf9fuj3xctycyjeqwereaow,1,0,0,2023-04-10T15:01:24.308Z,2023-04-10T15:01:24Z,4180645141,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531819313,3,1,1,0,0,crlocdyqyb1fdhck54qxs65rl,1,50.1,49.7,2023-04-10T15:01:24.461Z,2023-04-10T17:05:20Z,4180645189,212,12.7,4180645191,213,3.1,4180645185,140,38.0,4180645183,56,Back,4180645187,141,49.7,,,,,,,,,,6ygixtbzlkjotkxlq3ns1teqx,H. Udahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531819351,4,1,1,0,3,crlocdyqyb1fdhck54qxs65rl,0,30.3,51.5,2023-04-10T15:01:27.766Z,2023-04-10T15:01:31Z,4180645381,56,Center,4180645389,213,6.0,4180645385,141,29.8,4180645391,1,,4180645383,140,73.6,4180645387,212,47.8,4180645379,155,,,,,9d4hsr5ipklocdya5wu291ihh,J. Norheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531819357,3,1,1,0,7,btaf9fuj3xctycyjeqwereaow,1,26.7,54.6,2023-04-10T15:01:31.584Z,2023-04-10T15:07:51Z,4180645427,3,,4180645437,213,1.5,4180645433,141,82.9,4180645435,212,19.3,4180645431,140,28.4,4180645429,56,Back,,,,,,,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531819359,4,1,1,0,9,btaf9fuj3xctycyjeqwereaow,1,28.4,82.9,2023-04-10T15:01:33.404Z,2023-04-10T15:08:21Z,4180645457,212,5.7,4180645453,140,28.5,4180645455,141,74.5,4180645449,3,,4180645451,56,Back,4180645459,213,4.7,,,,,,,441d0z7d91cwczz4rmoqpbiay,D. Al-Saed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531819363,5,49,1,0,10,btaf9fuj3xctycyjeqwereaow,1,28.5,74.5,2023-04-10T15:01:34.811Z,2023-04-10T15:02:04Z,,,,,,,,,,,,,,,,,,,,,,,,,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531819371,6,1,1,0,10,btaf9fuj3xctycyjeqwereaow,0,28.5,74.5,2023-04-10T15:01:35.036Z,2023-04-10T15:01:37Z,4180645523,140,46.1,4180645527,212,18.6,4180645519,155,,4180645529,213,6.2,4180645521,56,Back,4180645525,141,72.1,,,,,,,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
