id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/10/value,qualifier/13/value,qualifier/14/value,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2451810607,83,49,1,11,3,2xl3g56k2mbuwdbre46s29vt4,1,15.5,51.9,2022-08-27T18:11:34.205Z,2022-09-04T19:37:10Z,,,,,,,,,,,,,,,,,,,,,,,,,5fpfdgzit3468e1a04ooetsr9,Anselmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451810817,84,1,1,11,4,2xl3g56k2mbuwdbre46s29vt4,1,15.5,51.9,2022-08-27T18:11:34.970Z,2022-09-04T19:37:18Z,3736587853,213,0.6,3736587845,56,Back,3736587847,140,28.4,3736587851,212,16.3,3759197015,178,,3736587849,141,65.2,,,,,,,5fpfdgzit3468e1a04ooetsr9,Anselmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451811015,86,1,1,11,7,2xl3g56k2mbuwdbre46s29vt4,1,34.5,73.6,2022-08-27T18:11:37.490Z,2022-09-08T20:10:27Z,3736588883,213,5.3,3736588875,56,Back,3736588881,212,10.6,3736588879,141,60.3,3736588877,140,39.8,3759197655,178,,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451810819,85,4,1,11,9,2xl3g56k2mbuwdbre46s29vt4,1,39.2,62.6,2022-08-27T18:11:39.856Z,2022-09-04T19:37:35Z,3736587867,265,,3736587863,56,Back,3736587901,233,139,3736587865,152,,3736587861,13,,3736587869,286,,,,,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451810729,139,4,1,11,9,57jcqe38hakh2hfit2zsogsb,0,60.8,37.4,2022-08-27T18:11:39.857Z,2022-09-04T19:37:35Z,3736587385,13,,3736587391,265,,3736587389,152,,3736587393,285,,3736587387,56,Center,3759198049,178,,3736587955,233,85,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451811201,87,1,1,11,33,2xl3g56k2mbuwdbre46s29vt4,1,37.8,61.8,2022-08-27T18:12:03.929Z,2022-09-04T19:38:05Z,3736589855,140,32.4,3736589861,213,4.4,3736589849,152,,3736589859,212,21.2,3736589851,56,Back,3736589857,141,31.8,3759200051,178,,3736589847,5,,5fpfdgzit3468e1a04ooetsr9,Anselmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451811259,88,1,1,11,38,2xl3g56k2mbuwdbre46s29vt4,1,32.7,28.2,2022-08-27T18:12:08.633Z,2022-09-04T19:37:45Z,3736590137,56,Back,3736590149,212,16.3,3736590141,140,41.3,3736590145,141,8.2,3759198687,178,,3736590153,213,5.3,,,,,,,5bd2bm6ukc4u58hd0idimecid,Botía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451811337,89,1,1,11,41,2xl3g56k2mbuwdbre46s29vt4,1,43.3,4.4,2022-08-27T18:12:12.282Z,2022-09-04T19:38:17Z,3736590585,155,,3736590591,141,31.9,3736590595,213,0.5,3736590589,140,76.1,3736590593,212,39.2,3759200945,178,,3736590587,56,Center,3736590597,1,,84a84u8p0tc4v0rsnwjtdw8np,Hamad Al Jayzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456322445,1220,83,1,11,47,57jcqe38hakh2hfit2zsogsb,1,22.7,93.9,2022-08-27T18:12:17.559Z,2022-09-05T15:19:49Z,3760659603,399,105704,,,,,,,,,,,,,,,,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451811379,90,1,1,11,48,2xl3g56k2mbuwdbre46s29vt4,1,72.6,5,2022-08-27T18:12:18.518Z,2022-09-04T19:38:28Z,3736590817,213,3.2,3736590813,141,4.4,3736590815,212,5.3,3736590811,140,67.6,3759201833,178,,3736590809,56,Right,,,,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451811459,91,1,1,11,49,2xl3g56k2mbuwdbre46s29vt4,1,67.6,4.4,2022-08-27T18:12:19.689Z,2022-09-04T19:38:38Z,3736591171,141,24.7,3736591167,140,73.3,3736591165,56,Center,3736591175,212,15.0,3736591177,213,1.2,3759202355,178,,,,,,,,a9xl33f68np358angkw5o606i,Yahya Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451811501,92,1,1,11,51,2xl3g56k2mbuwdbre46s29vt4,1,72.9,25,2022-08-27T18:12:21.493Z,2022-09-04T19:38:46Z,3736591347,212,9.6,3736591341,56,Center,3736591349,213,3.3,3736591343,140,63.8,3759202909,178,,3736591345,141,23.3,,,,,,,84a84u8p0tc4v0rsnwjtdw8np,Hamad Al Jayzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451811539,93,1,1,11,55,2xl3g56k2mbuwdbre46s29vt4,1,63.6,23.1,2022-08-27T18:12:25.566Z,2022-09-04T19:38:56Z,3736591523,141,24.0,3736591525,212,6.2,3736591521,140,69.5,3736591519,56,Center,3759203551,178,,3736591527,213,0.1,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451811581,94,1,1,11,57,2xl3g56k2mbuwdbre46s29vt4,1,69.5,24,2022-08-27T18:12:27.595Z,2022-09-04T19:39:07Z,3759204189,178,,3736591771,213,2.6,3736591767,141,29.5,3736591763,56,Center,3736591765,140,63.9,3736591769,212,7.0,,,,,,,6wto8d6jcd41bo451wwbjng89,Alaa Hejji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451811609,95,1,1,11,57,2xl3g56k2mbuwdbre46s29vt4,1,63.9,29.5,2022-08-27T18:12:28.288Z,2022-09-04T19:39:14Z,3759204747,178,,3736591947,56,Center,3736591951,141,21.9,3736591949,140,65.9,3736591953,212,5.6,3736591955,213,5.1,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451811685,96,1,1,12,0,2xl3g56k2mbuwdbre46s29vt4,1,68,11.7,2022-08-27T18:12:31.114Z,2022-09-04T19:39:20Z,3736592427,56,Right,3736592429,140,89.8,3736592431,141,14.4,3759205157,178,,3736592425,155,,3736592433,212,23.0,3736592435,213,0.1,,,,6wto8d6jcd41bo451wwbjng89,Alaa Hejji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451811691,97,50,1,12,5,2xl3g56k2mbuwdbre46s29vt4,1,91.5,8.7,2022-08-27T18:12:35.528Z,2022-09-04T19:39:47Z,3736592453,286,,3736592509,233,140,3736592451,56,Right,,,,,,,,,,,,,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451811687,140,7,1,12,5,57jcqe38hakh2hfit2zsogsb,0,8.5,91.3,2022-08-27T18:12:36.174Z,2022-09-04T19:39:42Z,3736592439,56,Back,3736592441,285,,3759206799,178,,3736592503,233,97,3744665939,385,,,,,,,,,,,drd86nrgxki1eobo3pam0jk5x,Abdullah Madu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451811747,98,61,1,12,5,2xl3g56k2mbuwdbre46s29vt4,1,96.9,11.3,2022-08-27T18:12:36.319Z,2022-09-04T19:40:02Z,3759208277,178,,3736592773,56,Right,,,,,,,,,,,,,,,,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451811781,99,5,1,12,7,2xl3g56k2mbuwdbre46s29vt4,0,101,12.8,2022-08-27T18:12:37.640Z,2022-09-04T19:40:08Z,3736592951,56,Right,3736592953,346,,3736592987,233,141,,,,,,,,,,,,,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451811723,141,5,1,12,7,57jcqe38hakh2hfit2zsogsb,1,-1,87.2,2022-08-27T18:12:37.640Z,2022-09-04T19:40:08Z,3736592981,233,99,3736592633,56,Back,3736592635,346,,,,,,,,,,,,,,,,,drd86nrgxki1eobo3pam0jk5x,Abdullah Madu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812159,143,1,1,12,29,57jcqe38hakh2hfit2zsogsb,1,4.7,57.3,2022-08-27T18:12:59.666Z,2022-09-04T19:40:50Z,3744666095,124,,3736595197,212,7.2,3736595193,140,4.1,3744666097,237,,3736595195,141,46.8,3736595189,56,Back,3736595199,213,4.6,,,,drd86nrgxki1eobo3pam0jk5x,Abdullah Madu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812141,142,43,1,12,30,57jcqe38hakh2hfit2zsogsb,1,0,0,2022-08-27T18:13:00.530Z,2022-08-30T13:55:17Z,3736595063,213,1.1,3736595059,141,60.3,3736595053,124,0,3736595061,212,7.5,3736595055,56,Back,3736595067,237,0,3744666043,144,1,3736595057,140,6.0,9n8332rcl3v2jq0b791i0s5w5,D. Ospina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812211,144,1,1,12,34,57jcqe38hakh2hfit2zsogsb,1,6.8,49.7,2022-08-27T18:13:04.647Z,2022-09-04T19:41:02Z,3736595471,212,22.7,3736595465,56,Back,3736595467,140,27.0,3736595473,213,5.9,3736595469,141,37.9,3759211205,178,,,,,,,,9n8332rcl3v2jq0b791i0s5w5,D. Ospina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812327,145,1,1,12,37,57jcqe38hakh2hfit2zsogsb,1,25.3,38.2,2022-08-27T18:13:07.720Z,2022-09-04T19:41:09Z,3736596135,141,68.5,3736596139,212,28.5,3736596141,213,0.8,3736596131,140,44.0,3736596129,56,Back,3759213389,178,,,,,,,,8h4z74vxc8qqbmwelwpo8oq5m,Ali Al Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812373,146,1,1,12,40,57jcqe38hakh2hfit2zsogsb,1,53.5,69.3,2022-08-27T18:13:10.942Z,2022-09-04T19:41:18Z,3736596369,141,87.8,3736596365,56,Left,3759214047,178,,3736596373,213,0.7,3736596371,212,20.4,3736596367,140,68.8,,,,,,,12x5lacdmnvc801277ugw9ecp,Sami Al Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812383,147,3,1,12,45,57jcqe38hakh2hfit2zsogsb,0,66.4,79.6,2022-08-27T18:13:15.852Z,2022-09-04T19:41:25Z,3744666257,464,,3736596887,233,100,3736596427,56,Left,3759214665,178,,3736596433,286,,,,,,,,,,,92qhzmz7bik9yiyhpt9fcvqzu,Khalid Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812443,100,7,1,12,45,2xl3g56k2mbuwdbre46s29vt4,0,33.6,20.4,2022-08-27T18:13:16.254Z,2022-09-04T19:41:32Z,3744666269,384,,3736596863,233,147,3759215155,178,,3736596815,285,,3736596813,56,Back,,,,,,,,,,5fpfdgzit3468e1a04ooetsr9,Anselmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812419,148,1,1,12,47,57jcqe38hakh2hfit2zsogsb,1,58.2,78.4,2022-08-27T18:13:18.390Z,2022-09-04T19:41:40Z,3759215895,178,,3736596657,140,59.2,3736596659,141,63.9,3736596663,213,4.8,3736596655,56,Center,3736596661,212,9.9,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812477,149,1,1,12,50,57jcqe38hakh2hfit2zsogsb,1,58.9,64,2022-08-27T18:13:20.581Z,2022-09-04T19:41:49Z,3759216553,178,,3736596997,56,Center,3736597001,141,48.1,3736596999,140,55.7,3736597003,212,11.3,3736597005,213,4.4,,,,,,,dayca044hynhii8kgr7g1azth,Luiz Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812507,150,1,1,12,52,57jcqe38hakh2hfit2zsogsb,1,56.2,49.1,2022-08-27T18:13:22.770Z,2022-09-04T19:41:59Z,3759217355,178,,3736597187,140,47.2,3736597181,56,Back,3736597193,212,9.6,3736597195,213,2.9,3736597191,141,51.8,,,,,,,8h4z74vxc8qqbmwelwpo8oq5m,Ali Al Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812571,151,1,1,12,54,57jcqe38hakh2hfit2zsogsb,1,49.5,51,2022-08-27T18:13:25.290Z,2022-09-04T19:42:08Z,3759218037,178,,3736597523,56,Center,3736597535,213,1.4,3736597533,212,14.1,3736597531,141,71.5,3736597529,140,51.5,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812613,152,1,1,12,57,57jcqe38hakh2hfit2zsogsb,1,51.5,71.5,2022-08-27T18:13:27.868Z,2022-09-04T19:42:19Z,3759218797,178,,3736597787,141,93.8,3736597789,212,17.2,3736597783,56,Left,3736597791,213,1.1,3736597785,140,59.2,,,,,,,drd86nrgxki1eobo3pam0jk5x,Abdullah Madu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812689,153,1,1,12,59,57jcqe38hakh2hfit2zsogsb,1,59,93.8,2022-08-27T18:13:30.211Z,2022-09-04T19:42:31Z,3736598181,56,Back,3736598189,213,3.9,3736598183,140,46.5,3736598185,141,73.9,3759219649,178,,3736598187,212,18.9,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812709,154,1,1,13,2,57jcqe38hakh2hfit2zsogsb,1,46.2,73.9,2022-08-27T18:13:32.778Z,2022-09-04T19:42:38Z,3736598277,141,44.6,3736598275,140,46.8,3736598273,56,Back,3736598279,212,19.9,3759220305,178,,3736598281,213,4.7,,,,,,,drd86nrgxki1eobo3pam0jk5x,Abdullah Madu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812799,155,1,1,13,4,57jcqe38hakh2hfit2zsogsb,0,46.9,44.2,2022-08-27T18:13:35.401Z,2022-09-04T19:42:45Z,3736598787,155,,3736598797,213,5.9,3759220659,178,,3736598791,140,100.0,3736598799,1,,3736598793,141,5.6,3736598795,212,63.1,3736598789,56,Right,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812821,101,5,1,13,8,2xl3g56k2mbuwdbre46s29vt4,1,-1.4,93.4,2022-08-27T18:13:38.890Z,2022-09-04T19:42:53Z,3736598943,233,156,3736598895,346,,3736598893,56,Back,,,,,,,,,,,,,,,,6wto8d6jcd41bo451wwbjng89,Alaa Hejji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451812803,156,5,1,13,8,57jcqe38hakh2hfit2zsogsb,0,101.4,6.6,2022-08-27T18:13:38.890Z,2022-09-04T19:42:53Z,3736598971,233,101,3736598807,346,,3736598805,56,Right,,,,,,,,,,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813321,102,1,1,13,31,2xl3g56k2mbuwdbre46s29vt4,1,4.9,49.9,2022-08-27T18:14:02.107Z,2022-09-04T19:43:03Z,3736601705,141,58.1,3736601715,74,,3736601703,140,64.4,3736601709,213,0.1,3736601711,1,,3736601701,56,Center,3736601707,212,62.7,3736601699,124,,8qps88s8g1c8xw5uiz5gyh4ut,M. Mohamedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813327,103,44,1,13,36,2xl3g56k2mbuwdbre46s29vt4,1,65.2,61.9,2022-08-27T18:14:06.955Z,2022-09-05T16:08:31Z,3736601753,233,157,3736601731,286,,3736601729,56,Center,,,,,,,,,,,,,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813319,157,44,1,13,36,57jcqe38hakh2hfit2zsogsb,0,34.8,38.1,2022-08-27T18:14:06.956Z,2022-09-04T19:43:16Z,3736601791,233,103,3736601691,56,Back,3736601693,285,,,,,,,,,,,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813427,104,1,1,13,36,2xl3g56k2mbuwdbre46s29vt4,1,64.4,58.1,2022-08-27T18:14:06.960Z,2022-09-05T16:08:31Z,3736602305,212,23.8,3736602303,141,60.8,3736602301,140,87.0,3759223573,388,,3736602299,56,Center,3736602309,213,0.1,3736602295,168,,3736602291,3,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813437,105,3,1,13,39,2xl3g56k2mbuwdbre46s29vt4,0,87.7,63.9,2022-08-27T18:14:09.542Z,2022-09-04T19:43:43Z,3736602351,56,Center,3744666987,465,,3736602495,233,158,3736602353,286,,3759224883,178,,,,,,,,,,,2tuivjaotzbx9jv83wi7d5rrp,G. Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813457,158,54,1,13,39,57jcqe38hakh2hfit2zsogsb,1,12.3,36.1,2022-08-27T18:14:09.547Z,2022-09-04T19:43:50Z,3759225305,389,,3736602447,233,105,,,,,,,,,,,,,,,,,,,9n8332rcl3v2jq0b791i0s5w5,D. Ospina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813497,159,52,1,13,39,57jcqe38hakh2hfit2zsogsb,1,9.9,33.3,2022-08-27T18:14:09.778Z,2022-09-04T19:44:02Z,3759225935,389,,3744667069,376,,,,,,,,,,,,,,,,,,,,9n8332rcl3v2jq0b791i0s5w5,D. Ospina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813645,160,1,1,13,48,57jcqe38hakh2hfit2zsogsb,1,16.3,36,2022-08-27T18:14:18.824Z,2022-09-04T19:44:21Z,3736603573,213,1.2,3736603571,212,26.1,3736603567,140,26.3,3736603569,141,71.2,3759227391,178,,3736603565,56,Back,3736603563,123,,,,,9n8332rcl3v2jq0b791i0s5w5,D. Ospina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813667,161,1,1,13,51,57jcqe38hakh2hfit2zsogsb,1,28.4,71.1,2022-08-27T18:14:21.590Z,2022-09-04T19:44:40Z,3759227985,178,,3736603687,141,58.4,3736603689,212,12.2,3736603683,56,Back,3736603691,213,5.5,3736603685,140,36.6,,,,,,,drd86nrgxki1eobo3pam0jk5x,Abdullah Madu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813753,162,1,1,13,54,57jcqe38hakh2hfit2zsogsb,1,36.5,59.7,2022-08-27T18:14:25.154Z,2022-09-04T19:44:48Z,3759229261,178,,3736604225,56,Back,3736604233,213,1.4,3736604231,212,25.2,3736604229,141,96.0,3736604227,140,41.5,,,,,,,dayca044hynhii8kgr7g1azth,Luiz Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813775,163,1,1,13,58,57jcqe38hakh2hfit2zsogsb,1,42,96.8,2022-08-27T18:14:28.860Z,2022-09-04T19:44:59Z,3759229987,178,,3736604363,213,4.1,3736604355,140,31.6,3736604353,56,Back,3736604361,212,17.9,3736604357,141,75.9,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813793,164,1,1,14,2,57jcqe38hakh2hfit2zsogsb,0,30.8,76.9,2022-08-27T18:14:33.362Z,2022-09-04T19:45:07Z,3736604447,141,64.3,3759230487,178,,3736604445,140,36.1,3736604443,56,Back,3736604449,212,10.2,3736604451,213,5.3,,,,,,,drd86nrgxki1eobo3pam0jk5x,Abdullah Madu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456323223,925,67,1,14,3,2xl3g56k2mbuwdbre46s29vt4,1,62.5,26.6,2022-08-27T18:14:34.189Z,2022-09-05T16:08:32Z,3760663945,233,1248,,,,,,,,,,,,,,,,,,,,,,6wto8d6jcd41bo451wwbjng89,Alaa Hejji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456323221,1248,67,1,14,3,57jcqe38hakh2hfit2zsogsb,0,37.5,73.4,2022-08-27T18:14:34.190Z,2022-09-05T15:23:55Z,3760663953,233,925,,,,,,,,,,,,,,,,,,,,,,dayca044hynhii8kgr7g1azth,Luiz Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813787,106,8,1,14,3,2xl3g56k2mbuwdbre46s29vt4,1,61.2,24,2022-08-27T18:14:34.256Z,2022-09-05T16:08:32Z,3736604421,56,Center,3759230955,178,,3744667957,383,,,,,,,,,,,,,,,,,6wto8d6jcd41bo451wwbjng89,Alaa Hejji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813861,165,1,1,14,5,57jcqe38hakh2hfit2zsogsb,1,33.6,53.4,2022-08-27T18:14:36.356Z,2022-09-04T19:45:21Z,3736604845,213,4.1,3736604843,212,21.9,3759231365,178,,3736604839,140,21.7,3736604841,141,27.0,3736604837,56,Back,,,,,,,dayca044hynhii8kgr7g1azth,Luiz Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813917,166,1,1,14,9,57jcqe38hakh2hfit2zsogsb,0,21.3,27.3,2022-08-27T18:14:39.969Z,2022-09-04T19:45:28Z,3736605149,56,Right,3736605159,1,,3736605151,140,66.4,3736605155,212,51.4,3736605153,141,0.0,3736605157,213,5.9,3736605147,155,,3759231935,178,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814059,107,5,1,14,11,2xl3g56k2mbuwdbre46s29vt4,1,37,102,2022-08-27T18:14:42.327Z,2022-09-04T19:45:36Z,3736605917,56,Back,3736605995,233,167,3736605921,347,,,,,,,,,,,,,,,,,6wto8d6jcd41bo451wwbjng89,Alaa Hejji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451813919,167,5,1,14,11,57jcqe38hakh2hfit2zsogsb,0,63,-2,2022-08-27T18:14:42.327Z,2022-09-04T19:45:36Z,3736605173,56,Right,3736605175,347,,3736606009,233,107,,,,,,,,,,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814133,108,1,1,14,22,2xl3g56k2mbuwdbre46s29vt4,1,40.5,100,2022-08-27T18:14:53.306Z,2022-09-04T19:45:47Z,3736606407,213,3.8,3736606397,107,,3736606403,141,82.3,3736606405,212,22.3,3736606401,140,23.5,3736606399,56,Back,3736606409,1,,3736606429,189,,3a591b3l0o7ucdb8w72vjz4kp,Abdulelah Al Bukhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814187,109,1,1,14,30,2xl3g56k2mbuwdbre46s29vt4,1,27,79,2022-08-27T18:15:01.427Z,2022-09-04T19:45:45Z,3736606859,56,Back,3736606865,212,9.7,3736606863,141,89.9,3736606861,140,32.9,3736606867,213,0.9,3759233223,178,,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814237,110,1,1,14,33,2xl3g56k2mbuwdbre46s29vt4,1,30.3,84.5,2022-08-27T18:15:04.004Z,2022-09-04T19:45:56Z,3736607141,141,73.6,3736607139,140,23.6,3736607143,212,10.2,3759233921,178,,3736607145,213,4.0,3736607137,56,Back,,,,,,,3a591b3l0o7ucdb8w72vjz4kp,Abdulelah Al Bukhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814299,111,1,1,14,37,2xl3g56k2mbuwdbre46s29vt4,1,21.2,72.4,2022-08-27T18:15:07.622Z,2022-09-04T19:46:04Z,3736607497,140,32.2,3759234523,178,,3736607495,56,Back,3736607503,213,5.9,3736607499,141,66.1,3736607501,212,12.3,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814343,112,1,1,14,42,2xl3g56k2mbuwdbre46s29vt4,1,43.3,69.4,2022-08-27T18:15:12.806Z,2022-09-04T19:46:13Z,3736607757,213,0.6,3736607755,212,22.7,3736607753,141,88.9,3736607749,56,Left,3736607751,140,60.9,3759235051,178,,,,,,,,6wto8d6jcd41bo451wwbjng89,Alaa Hejji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814379,113,1,1,14,44,2xl3g56k2mbuwdbre46s29vt4,0,61,85.4,2022-08-27T18:15:15.421Z,2022-09-04T19:46:18Z,3736608027,1,,3736608017,56,Center,3736608015,155,,3736608025,213,5.7,3736608023,212,34.0,3736608019,140,88.4,3736608021,141,58.8,3759235377,178,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451814389,168,49,1,14,48,57jcqe38hakh2hfit2zsogsb,1,10.2,45.4,2022-08-27T18:15:19.422Z,2022-09-04T19:46:30Z,,,,,,,,,,,,,,,,,,,,,,,,,9n8332rcl3v2jq0b791i0s5w5,D. Ospina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
