id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/12/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,assist
2466598603,174,1,1,23,51,o1iwuxbv233ayidxpibbxy59,1,82.6,100,2022-10-02T15:47:42.601Z,2022-10-08T19:17:31Z,3815264801,213,4.8,3815264791,140,83.3,3815264787,107,,3815264793,141,93.3,3815264789,56,Left,3815264795,212,5.8,,,,,,,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466598617,175,1,1,23,52,o1iwuxbv233ayidxpibbxy59,1,83.3,93.3,2022-10-02T15:47:43.449Z,2022-10-08T19:17:42Z,3815264873,213,3.1,3815264865,56,Left,3815264871,212,6.0,3815264867,140,77.6,3815264869,141,93.3,3829220641,178,,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466598627,176,3,1,23,54,o1iwuxbv233ayidxpibbxy59,1,74.8,90.5,2022-10-02T15:47:45.007Z,2022-10-08T19:18:01Z,3829221691,178,,3815265047,233,208,3815264907,56,Left,3815264909,286,,3817434939,464,,,,,,,,,,,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466598649,208,45,1,23,54,c9swyor08g9pedxpe3n321svu,0,25.2,9.5,2022-10-02T15:47:45.007Z,2022-10-08T19:18:01Z,3815265011,56,Back,3815265075,233,176,3815265013,285,,,,,,,,,,,,,,,,,2i9cy7dt9zn1jz96h61oo2m6t,Abdullah Otayf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466598683,177,1,1,23,56,o1iwuxbv233ayidxpibbxy59,1,73.5,90.6,2022-10-02T15:47:46.973Z,2022-10-08T19:18:06Z,3815265219,56,Center,3815265223,141,69.3,3829221951,178,,3815265227,213,3.9,3815265225,212,20.3,3815265221,140,60.0,,,,,,,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466598707,178,1,1,23,58,o1iwuxbv233ayidxpibbxy59,1,60,69.3,2022-10-02T15:47:49.567Z,2022-10-08T19:18:11Z,3815265375,213,5.6,3815265369,140,66.3,3815265367,56,Center,3815265371,141,60.8,3829222325,178,,3815265373,212,8.8,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466598713,179,1,1,24,0,o1iwuxbv233ayidxpibbxy59,1,66.3,60.8,2022-10-02T15:47:51.698Z,2022-10-08T19:18:34Z,3815265413,212,8.8,3829224151,178,,3815265411,141,51.5,3815265409,140,72.1,3815265407,56,Center,3815265415,213,5.5,,,,,,,cm8m8mytnpgldxvoi9or35a09,Flávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466598721,180,1,1,24,1,o1iwuxbv233ayidxpibbxy59,1,72.1,51.5,2022-10-02T15:47:52.296Z,2022-10-08T19:18:44Z,3815265441,140,68.8,3815265447,213,2.0,3815265439,56,Center,3829225007,178,,3815265443,141,61.5,3815265445,212,7.6,,,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466598765,181,1,1,24,3,o1iwuxbv233ayidxpibbxy59,1,68.8,61.5,2022-10-02T15:47:54.265Z,2022-10-08T19:18:54Z,3815265687,141,86.0,3815265685,140,79.8,3815265689,212,20.3,3815265683,56,Left,3829225721,178,,3815265691,213,1.0,,,,,,,cm8m8mytnpgldxvoi9or35a09,Flávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466598773,182,3,1,24,6,o1iwuxbv233ayidxpibbxy59,0,79,86.5,2022-10-02T15:47:57.314Z,2022-10-08T19:19:04Z,3815265751,286,,3829226393,178,,3817435197,464,,3815266007,233,209,3815265749,56,Left,,,,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466598769,209,7,1,24,6,c9swyor08g9pedxpe3n321svu,1,21,13.5,2022-10-02T15:47:57.398Z,2022-10-08T19:19:08Z,3815265733,56,Back,3817435261,383,,3829226655,178,,3815265809,233,182,3815265735,285,,,,,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466598779,210,49,1,24,7,c9swyor08g9pedxpe3n321svu,1,24.6,10.3,2022-10-02T15:47:58.255Z,2022-10-08T19:19:14Z,,,,,,,,,,,,,,,,,,,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466598833,211,1,1,24,9,c9swyor08g9pedxpe3n321svu,0,34.6,10.7,2022-10-02T15:48:00.355Z,2022-10-08T19:19:23Z,3815266063,212,29.8,3829227987,178,,3815266055,155,,3815266061,141,54.3,3815266059,140,37.8,3815266057,56,Back,3815266065,213,1.5,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466598849,183,49,1,24,11,o1iwuxbv233ayidxpibbxy59,1,65.6,29.4,2022-10-02T15:48:02.619Z,2022-10-08T19:19:33Z,,,,,,,,,,,,,,,,,,,,,,,,,cpqq8bpr6j13okdcilmwyimtw,Abdulmalik Al Oyayari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466598933,184,1,1,24,15,o1iwuxbv233ayidxpibbxy59,1,66.6,38,2022-10-02T15:48:06.063Z,2022-10-08T19:19:43Z,3815266595,56,Right,3829229285,178,,3815266603,213,5.6,3815266601,212,22.2,3815266599,141,17.1,3815266597,140,82.9,,,,,,,cpqq8bpr6j13okdcilmwyimtw,Abdulmalik Al Oyayari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466598949,185,1,1,24,18,o1iwuxbv233ayidxpibbxy59,0,87.6,17.1,2022-10-02T15:48:09.217Z,2022-10-08T19:19:52Z,3815266707,155,,3829229805,178,,3815266709,56,Center,3815266715,212,3.6,3815266713,141,21.6,3817435567,225,,3817435569,386,,3815266711,140,89.4,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,3815266807,236,3815266809,233,212,3817435571,20,3815266815,286,,3815266705,2,3815266717,213,1.0,,,,,,,,,,,,,,,,,,,,,,,
2466598957,212,12,1,24,18,c9swyor08g9pedxpe3n321svu,1,16,80,2022-10-02T15:48:09.323Z,2022-10-08T19:19:58Z,3815266755,56,Back,3815266833,233,185,3829230251,178,,3815266753,185,,,,,,,,,,,,,,27jg2mdzgw4bt7l4215hq12sq,Hamad Al Yami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466599139,186,1,1,24,25,o1iwuxbv233ayidxpibbxy59,1,87.8,3.5,2022-10-02T15:48:16.116Z,2022-10-08T19:20:06Z,3815267775,141,6.8,3829230803,178,,3815267773,140,70.7,3815267779,213,3.0,3815267771,56,Right,3815267777,212,18.1,,,,,,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466599163,187,1,1,24,31,o1iwuxbv233ayidxpibbxy59,1,70.7,25.6,2022-10-02T15:48:21.982Z,2022-10-08T19:20:41Z,3829233291,178,,3815267905,140,80.1,3815267911,213,0.6,3815267909,212,11.9,3815267907,141,35.5,3815267903,56,Center,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466599207,188,1,1,24,32,o1iwuxbv233ayidxpibbxy59,1,80.1,35.5,2022-10-02T15:48:23.356Z,2022-10-08T19:20:51Z,3815268153,212,13.7,3815268151,141,55.5,3815268147,56,Center,3815269697,210,15,3815268149,140,78.4,3829233545,178,,3815268155,213,1.7,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466599211,189,15,1,24,34,o1iwuxbv233ayidxpibbxy59,1,78.2,54.8,2022-10-02T15:48:25.080Z,2022-10-08T19:20:51Z,3815269721,29,,3815269733,146,86.8,3815269719,78,,3815269735,147,53.4,3815269347,82,,3815268171,18,,3815269737,230,99.1,3815307307,314,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,3815269729,103,3815268169,22,,3815269343,20,3815269731,215,,3815269723,55,3829233821,178,,3815268173,56,Center,3815307309,139,,3815269727,102,51.3,19,188,,3815269739,231,51.3,,,,,,,,
2466599271,190,61,1,24,34,o1iwuxbv233ayidxpibbxy59,1,87.2,56,2022-10-02T15:48:25.305Z,2022-10-08T19:20:58Z,3829234279,21,,3829234283,178,,3815268501,56,Center,3815268695,228,,,,,,,,,,,,,,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466599357,191,2,1,24,34,o1iwuxbv233ayidxpibbxy59,1,78.7,59.3,2022-10-02T15:48:25.316Z,2022-10-08T19:22:14Z,3815269035,141,55.1,3829239433,21,,3815269033,140,85.4,3829239431,178,,3815269029,7,8pxv846gct3gjgrknr4glqulm,3815269031,56,Center,3815269037,298,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466599321,213,55,1,24,34,c9swyor08g9pedxpe3n321svu,1,14.7,30.4,2022-10-02T15:48:25.317Z,2022-10-08T19:22:14Z,,,,,,,,,,,,,,,,,,,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466599801,214,1,1,25,11,c9swyor08g9pedxpe3n321svu,1,12.3,30.3,2022-10-02T15:49:02.153Z,2022-10-08T19:22:43Z,3815271469,140,22.3,3815271467,56,Back,3815271475,213,5.5,3815271463,5,,3815271465,241,,3815271473,212,15.4,3829241499,178,,3815271471,141,13.8,9vt5q842htj38cblrh1v62qj9,Abdullah Al Muaiouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466599861,215,1,1,25,14,c9swyor08g9pedxpe3n321svu,1,22.3,13.8,2022-10-02T15:49:05.422Z,2022-10-08T19:22:26Z,3815271917,56,Back,3815271923,212,24.4,3815271919,140,45.4,3815271921,141,10.1,3815271915,155,,3829240711,178,,3815271925,213,6.2,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469609857,892,83,1,25,17,o1iwuxbv233ayidxpibbxy59,1,55.3,86.4,2022-10-02T15:49:08.234Z,2022-10-19T12:56:51Z,3831381665,399,204152,,,,,,,,,,,,,,,,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469610019,893,43,1,25,18,o1iwuxbv233ayidxpibbxy59,1,0,0,2022-10-02T15:49:09.080Z,2022-10-18T12:40:32Z,3853737401,144,83,3831382473,399,204152,,,,,,,,,,,,,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466599875,216,61,1,25,19,c9swyor08g9pedxpe3n321svu,0,62.8,16.2,2022-10-02T15:49:10.155Z,2022-10-08T19:23:39Z,3829242957,178,,3815271975,56,Right,,,,,,,,,,,,,,,,,,,a3t7bral3j0l1czbmojwqnob9,M. Marega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466599869,192,49,1,25,21,o1iwuxbv233ayidxpibbxy59,1,41.9,82.7,2022-10-02T15:49:11.855Z,2022-10-08T19:23:45Z,,,,,,,,,,,,,,,,,,,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466599911,193,1,1,25,22,o1iwuxbv233ayidxpibbxy59,1,42.1,69.6,2022-10-02T15:49:13.475Z,2022-10-08T19:23:54Z,3815272215,56,Back,3815272217,140,44.8,3815272219,141,62.9,3815272223,213,5.3,3829245773,178,,3815272221,212,5.4,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466599935,194,1,1,25,24,o1iwuxbv233ayidxpibbxy59,1,44.8,62.9,2022-10-02T15:49:15.091Z,2022-10-08T19:23:57Z,3815272325,213,1.5,3829245939,178,,3815272321,141,75.6,3815272323,212,8.7,3815272319,140,45.6,3815272317,56,Back,,,,,,,cm8m8mytnpgldxvoi9or35a09,Flávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466599997,195,1,1,25,25,o1iwuxbv233ayidxpibbxy59,1,45.6,75.6,2022-10-02T15:49:16.353Z,2022-10-08T19:24:02Z,3815272659,56,Left,3815272671,213,0.7,3815272663,140,56.1,3815272669,212,14.0,3829246371,178,,3815272667,141,88.3,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469610505,897,43,1,25,26,o1iwuxbv233ayidxpibbxy59,1,0,0,2022-10-02T15:49:17.598Z,2022-10-09T12:36:31Z,3831385167,144,82,3831384727,178,0,,,,,,,,,,,,,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600015,196,1,1,25,28,o1iwuxbv233ayidxpibbxy59,1,60,85.3,2022-10-02T15:49:19.025Z,2022-10-08T19:24:10Z,3829246883,178,,3815272749,212,14.8,3815272747,141,91.2,3815272743,56,Left,3815272745,140,73.6,3815272751,213,0.3,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600039,197,1,1,25,31,o1iwuxbv233ayidxpibbxy59,0,73.6,91.2,2022-10-02T15:49:21.954Z,2022-10-08T19:24:15Z,3815272885,56,Center,3815272887,140,73.7,3829247239,178,,3815272889,141,46.4,3815272893,213,4.7,3815272891,212,30.5,,,,,,,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600057,217,49,1,25,33,c9swyor08g9pedxpe3n321svu,1,25.6,58.5,2022-10-02T15:49:24.153Z,2022-10-08T19:24:24Z,,,,,,,,,,,,,,,,,,,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600115,218,1,1,25,35,c9swyor08g9pedxpe3n321svu,1,26.7,60.6,2022-10-02T15:49:26.434Z,2022-10-08T19:24:31Z,3815273309,140,42.6,3815273307,56,Back,3815273315,213,0.2,3815273313,212,17.0,3829248289,178,,3815273311,141,65.5,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600209,219,1,1,25,38,c9swyor08g9pedxpe3n321svu,1,42.9,65.7,2022-10-02T15:49:28.825Z,2022-10-08T19:24:38Z,3815273851,213,1.0,3815273845,140,54.3,3815273843,56,Left,3829248791,178,,3815273847,141,90.8,3815273849,212,20.8,,,,,,,6wjktx17kp8g29h9gw27lwez9,O. Ighalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600213,220,3,1,25,44,c9swyor08g9pedxpe3n321svu,0,65.2,77.8,2022-10-02T15:49:35.034Z,2022-10-08T19:25:08Z,3829250899,178,,3815273991,233,198,3817436385,465,,3815273867,56,Center,3815273869,286,,,,,,,,,,,1jfxkmks9lci345fiz9z2gfl5,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600221,198,7,1,25,44,o1iwuxbv233ayidxpibbxy59,0,34.8,22.2,2022-10-02T15:49:35.691Z,2022-10-08T19:25:13Z,3817436423,383,,3815273913,285,,3815273947,233,220,3815273911,56,Back,3829251269,178,,,,,,,,,,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600315,221,61,1,25,45,c9swyor08g9pedxpe3n321svu,1,67.6,85.4,2022-10-02T15:49:35.718Z,2022-10-08T19:25:19Z,3829251645,178,,3815274397,56,Left,,,,,,,,,,,,,,,,,,,1jfxkmks9lci345fiz9z2gfl5,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600247,199,49,1,25,46,o1iwuxbv233ayidxpibbxy59,1,25.3,25,2022-10-02T15:49:37.541Z,2022-10-08T19:25:29Z,,,,,,,,,,,,,,,,,,,,,,,,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600319,200,3,1,25,49,o1iwuxbv233ayidxpibbxy59,0,12.8,3.7,2022-10-02T15:49:40.576Z,2022-10-08T19:25:55Z,3815274417,211,,3815274415,285,,3829254385,178,,3815274413,56,Back,3817436795,464,,,,,,,,,,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600327,201,5,1,25,50,o1iwuxbv233ayidxpibbxy59,0,21.5,-1.9,2022-10-02T15:49:41.261Z,2022-10-08T19:26:03Z,3815274447,56,Back,3815275049,233,222,3815274449,347,,,,,,,,,,,,,,,,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600427,222,5,1,25,50,c9swyor08g9pedxpe3n321svu,1,78.5,101.9,2022-10-02T15:49:41.261Z,2022-10-08T19:26:03Z,3815274981,56,Left,3815275021,233,201,3815274983,347,,,,,,,,,,,,,,,,,1jfxkmks9lci345fiz9z2gfl5,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600453,223,1,1,25,58,c9swyor08g9pedxpe3n321svu,1,80.7,100,2022-10-02T15:49:49.582Z,2022-10-08T19:26:17Z,3815275121,213,4.3,3815275113,56,Left,3815275119,212,5.8,3815275117,141,93.9,3815275111,107,,3815275115,140,78.5,,,,,,,27jg2mdzgw4bt7l4215hq12sq,Hamad Al Yami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600485,224,1,1,26,1,c9swyor08g9pedxpe3n321svu,1,73.7,90.2,2022-10-02T15:49:52.466Z,2022-10-08T19:26:21Z,3815275311,213,4.5,3815275305,140,71.4,3815275303,56,Center,3829255927,178,,3815275307,141,73.8,3815275309,212,11.4,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600545,225,1,1,26,4,c9swyor08g9pedxpe3n321svu,1,70.9,68.4,2022-10-02T15:49:54.745Z,2022-10-08T19:26:27Z,3815275625,56,Center,3815275633,213,4.3,3815275629,141,57.9,3829256215,178,,3815275631,212,7.6,3815275627,140,68.3,,,,,,,2i9cy7dt9zn1jz96h61oo2m6t,Abdullah Otayf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600571,226,1,1,26,9,c9swyor08g9pedxpe3n321svu,1,67.1,63.9,2022-10-02T15:50:00.175Z,2022-10-08T19:26:33Z,3815275811,212,11.5,3815275813,213,0.3,3815275805,56,Center,3829256651,178,,3815275809,141,69.1,3815275807,140,77.5,,,,,,,dw77jbua2ppd6hru05mlhbetx,Matheus Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600573,227,61,1,26,10,c9swyor08g9pedxpe3n321svu,0,77.7,69.9,2022-10-02T15:50:00.825Z,2022-10-08T19:26:41Z,3815275821,56,Center,3829257241,178,,,,,,,,,,,,,,,,,,,,1jfxkmks9lci345fiz9z2gfl5,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600583,202,49,1,26,10,o1iwuxbv233ayidxpibbxy59,1,15.9,28,2022-10-02T15:50:00.978Z,2022-10-08T19:26:48Z,,,,,,,,,,,,,,,,,,,,,,,,,cpqq8bpr6j13okdcilmwyimtw,Abdulmalik Al Oyayari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469613615,901,67,1,26,11,o1iwuxbv233ayidxpibbxy59,1,19.7,27.9,2022-10-02T15:50:02.074Z,2022-10-09T12:46:48Z,3831399557,233,1123,,,,,,,,,,,,,,,,,,,,,,cpqq8bpr6j13okdcilmwyimtw,Abdulmalik Al Oyayari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469613605,1123,67,1,26,11,c9swyor08g9pedxpe3n321svu,0,80.3,72.1,2022-10-02T15:50:02.075Z,2022-10-09T12:39:08Z,3831399611,233,901,,,,,,,,,,,,,,,,,,,,,,1jfxkmks9lci345fiz9z2gfl5,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469614079,1124,83,1,26,12,c9swyor08g9pedxpe3n321svu,1,79.1,71.6,2022-10-02T15:50:03.691Z,2022-10-09T12:39:27Z,3831401533,399,555924,,,,,,,,,,,,,,,,,,,,,,1jfxkmks9lci345fiz9z2gfl5,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600621,203,1,1,26,13,o1iwuxbv233ayidxpibbxy59,0,24.5,24.7,2022-10-02T15:50:04.653Z,2022-10-08T19:27:02Z,3815276069,212,11.5,3815276067,141,25.8,3829258655,178,,3815276063,56,Back,3815276065,140,35.4,3815276071,213,0.1,,,,,,,cpqq8bpr6j13okdcilmwyimtw,Abdulmalik Al Oyayari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600675,228,49,1,26,15,c9swyor08g9pedxpe3n321svu,1,65.9,43.9,2022-10-02T15:50:05.905Z,2022-10-08T19:27:17Z,,,,,,,,,,,,,,,,,,,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600697,229,1,1,26,16,c9swyor08g9pedxpe3n321svu,1,65.9,43.9,2022-10-02T15:50:07.573Z,2022-10-08T19:27:26Z,3829259959,178,,3815276535,56,Right,3815276539,141,13.2,3815276541,212,23.0,3815276537,140,75.2,3815276543,213,5.1,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600723,230,1,1,26,21,c9swyor08g9pedxpe3n321svu,1,75.1,13.1,2022-10-02T15:50:12.142Z,2022-10-08T19:27:33Z,3815276689,140,90.7,3815276693,212,16.4,3815276687,56,Right,3815276691,141,13.5,3829260481,178,,3815276695,213,0.0,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600729,231,1,1,26,24,c9swyor08g9pedxpe3n321svu,0,95.6,12.4,2022-10-02T15:50:15.609Z,2022-10-08T19:27:38Z,3829260751,178,,3815276841,233,204,3815276713,2,,3815276715,155,,3817437315,224,,3815276845,286,,3815276723,212,1.8,3815276719,140,95.4,a3t7bral3j0l1czbmojwqnob9,M. Marega,,3815276717,56,3817437317,20,,3815276837,236,3815276721,141,15.1,3815276725,213,,,,,,,,,,,,,Right,1.7,,,,,,,,,,,,
2466600751,204,12,1,26,24,o1iwuxbv233ayidxpibbxy59,1,4.3,83.3,2022-10-02T15:50:15.668Z,2022-10-08T19:27:47Z,3815276817,185,,3815276819,56,Back,3829261241,178,,3815276883,233,231,,,,,,,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600763,205,49,1,26,25,o1iwuxbv233ayidxpibbxy59,1,4.3,83.3,2022-10-02T15:50:16.631Z,2022-10-08T19:27:55Z,,,,,,,,,,,,,,,,,,,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600779,206,1,1,26,27,o1iwuxbv233ayidxpibbxy59,1,4.3,83.3,2022-10-02T15:50:18.058Z,2022-10-08T19:28:01Z,3815276973,213,0.5,3815276965,56,Back,3829261877,178,,3815276971,212,16.4,3815276969,141,94.1,3815276967,140,18.3,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600783,207,3,1,26,29,o1iwuxbv233ayidxpibbxy59,0,16.4,91.1,2022-10-02T15:50:20.234Z,2022-10-08T19:28:13Z,3829262591,178,,3815277199,233,232,3815276991,56,Back,3817437481,465,,3815276993,285,,,,,,,,,,,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466600801,232,7,1,26,29,c9swyor08g9pedxpe3n321svu,1,83.6,8.9,2022-10-02T15:50:20.394Z,2022-10-08T19:28:19Z,3817437545,383,,3815277151,233,207,3815277103,286,,3815277099,56,Right,3829263059,389,,,,,,,,,,,2i9cy7dt9zn1jz96h61oo2m6t,Abdullah Otayf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
