id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/14/value,assist
2473112307,1,34,16,0,0,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2022-10-16T16:32:00.426Z,2022-10-16T17:26:17Z,3850007231,59,"48, 2, 70, 6, 32, 14, 16, 98, 27, 7, 10, 1, 4, 12, 15, 17, 29, 44, 23, 18",3850007237,194,1imyf62l4rk4oyith29w5bhzp,3850007229,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3850007235,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3850246463,197,608,3850007227,30,"77988i6l4je97ycm9rthdims5, 2xoesy83pz2opdvnkdbraacph, 9kbzdpxg4ud1m8wppt1s1roq, a7sgm3cmjoxjjxanrad02l2lm, 1x2kly8qv2vxujs6d0tgdt0id, 9p1b5iftds5x02tx2eyseaklx, 4c540mry6f9esodej103n6xka, 5brwa0y63724t6s3y6gtz28yx, 7rno5g3b18rzi95yfx6u9bs9h, 1imyf62l4rk4oyith29w5bhzp, 4dgh6inzkttm82amjagcy62mt, bzvpk1shkgjuuzmr0e7mrfaad, dpuogllbip7f2jpamgohjkfyt, d597taqcmedln0e50xgdyt8gk, 9j37dmdxamf5ykbw9l24wlt6, 8hw7lxbdh3zllchj5arfyc8np, 8fnnkhu8buuejfilvhgtpv7ro, 9w8b4bdj7ox6hw6hkmhx9emfo, 8s822izlgjgs3emit8zobpp1w, dvt8h9sh00qsqzhrb3y4fco9h",3850007233,130,4,3850007239,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473112643,1,34,16,0,0,o1iwuxbv233ayidxpibbxy59,1,0,0,2022-10-16T16:32:19.288Z,2022-10-16T17:31:35Z,3850009121,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3850009125,130,7,3850009131,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3850009123,59,"1, 6, 31, 18, 4, 14, 17, 9, 3, 10, 7, 5, 8, 20, 25, 36, 49, 52, 77, 99",3850248755,197,11736,3850009127,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3850009129,194,8j0yhxinglb5o5dpe2qd232dx,3850009119,30,"2r3ppks82lf3a7aycih7rc63t, 7msfk3faesnc4ls6893wdhi0a, 7l1lhluaxnuy4cun3omcva4us, c8sryc7a76ov57x24tv80swr9, 8j0yhxinglb5o5dpe2qd232dx, 95zoygnjudd2lmvc38oyuhwid, 2xkudoxz92f1vgbjlsbfum3f9, 9etkdqceb3wo5zh0oktt0r85w, 9f8pdf7j05xb111c5lunzgvyt, cmijbwv0ine68v0y6kf9cuehh, 12dv2sa9xm0aedpb13ivl11wp, 1amphiae52a8rzm2ngpzffu21, 8pxv846gct3gjgrknr4glqulm, 6up21v3m8ws3veg1rh1r1ygpg, 7kbi9qu4y9rhc28x3ogyg5ot1, ofynblpwoiwefv52bgqz30x6, cf6l2e5tkglv7decs50666w44, 2ivtonfhq5jlfjvsn44j9cdlh, 8ab4hqpw7m6ocphleluf9sicp, de3zx99d8qybnoq7nvlcd7xii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473159841,2,32,1,0,0,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2022-10-16T17:30:14.084Z,2022-11-05T07:41:08Z,3850255259,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473159837,2,32,1,0,0,o1iwuxbv233ayidxpibbxy59,1,0,0,2022-10-16T17:30:14.084Z,2022-10-16T17:30:19Z,3850255235,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473159889,3,1,1,0,0,o1iwuxbv233ayidxpibbxy59,1,50,50,2022-10-16T17:30:14.098Z,2022-10-22T19:51:09Z,3850255521,212,21.6,3850255523,213,3.5,3850255513,56,Back,3850255515,140,30.7,3850255527,279,S,3850255517,141,38.9,3864358339,178,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473162843,49,1,1,0,2,o1iwuxbv233ayidxpibbxy59,1,42.5,53.7,2022-10-16T17:30:16.159Z,2022-10-22T19:51:15Z,3850271793,140,52.4,3850271801,212,10.9,3850271789,56,Center,3850271803,213,6.0,3850271797,141,49.0,3864360483,178,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473162885,50,1,1,0,2,o1iwuxbv233ayidxpibbxy59,1,52.4,49,2022-10-16T17:30:16.850Z,2022-10-22T19:51:20Z,3850272045,140,42.8,3850272051,213,2.8,3850272043,56,Back,3850272047,141,53.7,3864360813,178,,3850272049,212,10.6,,,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473162895,51,1,1,0,4,o1iwuxbv233ayidxpibbxy59,1,42.2,50.9,2022-10-16T17:30:18.263Z,2022-10-22T19:51:24Z,3850272097,141,38.0,3850272099,212,20.7,3850272101,213,3.6,3864361175,178,,3850272093,56,Back,3850272095,140,24.3,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473159929,4,1,1,0,6,o1iwuxbv233ayidxpibbxy59,1,30.5,40.4,2022-10-16T17:30:20.617Z,2022-10-22T19:51:30Z,3864361609,178,,3850255781,212,20.3,3850255777,140,30.1,3850255783,213,1.6,3850255775,56,Back,3850255779,141,70.2,,,,,,,8j0yhxinglb5o5dpe2qd232dx,Naldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473160007,5,1,1,0,10,o1iwuxbv233ayidxpibbxy59,1,31.3,72.6,2022-10-16T17:30:25.035Z,2022-10-22T19:51:34Z,3850256109,140,36.6,3850256107,56,Back,3850256113,212,7.7,3850256115,213,5.5,3850256111,141,64.8,3864362121,178,,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473160041,6,1,1,0,15,o1iwuxbv233ayidxpibbxy59,1,35,78.9,2022-10-16T17:30:29.740Z,2022-10-22T19:51:38Z,3850256311,56,Back,3864362447,178,,3850256313,140,29.3,3850256315,141,71.3,3850256317,212,7.9,3850256319,213,3.9,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473160105,7,1,1,0,17,o1iwuxbv233ayidxpibbxy59,1,28.7,73.8,2022-10-16T17:30:31.610Z,2022-10-22T19:51:44Z,3850256597,212,8.7,3850256599,213,0.8,3850256591,56,Back,3864363005,178,,3850256593,140,34.3,3850256595,141,83.3,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473160153,8,1,1,0,23,o1iwuxbv233ayidxpibbxy59,1,33.9,78.2,2022-10-16T17:30:37.455Z,2022-10-22T19:51:49Z,3850256861,213,5.5,3850256857,212,29.1,3850256849,140,53.4,3864363375,178,,3850256853,141,47.8,3850256845,56,Center,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
