id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/13/value,qualifier/17/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2472301931,1,34,16,0,0,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2022-10-15T16:29:30.007Z,2022-10-15T18:11:21Z,3845702225,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3845702223,130,10,3845702219,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3846089541,197,960,3845702229,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3845702227,194,anje77akol69g67tssc9p2bpx,3845702221,59,"1, 27, 10, 4, 3, 13, 15, 8, 99, 9, 17, 94, 2, 96, 6, 11, 14, 20, 24, 48",3845702217,30,"8i6yz8rk72m7ovjuxjn0vcxqt, 6ry2ngrlp71y0q57zgz6wu2y2, 73n9fjkvpac4i2s9kn6j86evp, anje77akol69g67tssc9p2bpx, 3par6lcu330qnblngnl7b209h, 94pujujlsh98axp2fdflycahg, 7q7awmtwv66htmei0xy1hzdn9, 4k6v874ygp633amqtbp1g9nth, 2cso52su6r9afugn6mhw2bl9m, 22cd6gzfwo341qai1o6014251, ds9mymwdsucrwhkrwxpe2ymll, 90moydtk6dv07bfaqki5s6ymt, 4xf79nz0hvi8o83ta08cftffu, 6k45sak4jgjqew0dpkcil4hyh, 5sjuufrdq1rx6senkjjgtimsp, dqqj2g1jdn57o1j12ycaa2a96, 602ni3z01educzy1qx0cuvzai, c5qx29j7n98wz29hkhtk377it, 1im5k8tl0j4weq6bkwet3le96, 7wv3w8do98ovi3kievnmbis8a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472305477,1,34,16,0,0,2ry1fixv27p3xepazsxcuyoho,1,0,0,2022-10-15T16:33:29.693Z,2022-10-15T19:14:41Z,3845720263,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3845720251,30,"86gtnji8gzd7t05si9bzdhcyd, f33frpvsvjp7a8od35j7oxjh1, 2evokue4swxl64cxjuc21u2qy, 68cm9uvlgmi1q5xfki3g31i39, 7ipoeovwu083w9os88ajsr36x, 2gef3rw1e1q3d7qudetpgvbop, bdtfe5xkr2grbxqkgpntbypjp, 8sllxmpst47s6c46fgtv1q47p, 93ysty1r8uw717axrz77q88ut, ytjrtqtximxhs52bfsezogk5, bjprfeyv38xb284im3yuu3u21, 2h8nzsxn9dbpde8ftaj7hpbrp, cstghu0b2nh9pfzn5p6me7jkl, dtpcc6ygdn9j8k42h00sfq0np, dcl1lgczly52fg4f7oh8se6l1, 2io8x7y096bnh5oit77k32thx, e9vibltkrv53iodnepbqmtzbo, d5e7ou0odurdq9omp4tk16ck4, 3m67z6okk8i52z0b6widofxsl, 9e8phbwelzhbdk0bfsuyu4a5m",3845720257,130,8,3845720259,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3846087425,197,685,3845720261,194,68cm9uvlgmi1q5xfki3g31i39,3845720255,59,"18, 27, 24, 10, 25, 5, 13, 23, 77, 8, 9, 90, 11, 14, 15, 22, 26, 16, 71, 88",3845720253,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376325,2,32,1,0,0,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2022-10-15T17:45:15.509Z,2022-10-15T17:45:15Z,3846103163,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376331,2,32,1,0,0,2ry1fixv27p3xepazsxcuyoho,1,0,0,2022-10-15T17:45:15.509Z,2022-11-04T01:46:39Z,3846103175,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376397,3,1,1,0,0,7w4300dn2tnd0eqmbtk531tkx,1,49.9,49.9,2022-10-15T17:45:15.581Z,2022-10-23T16:25:30Z,3846103501,213,2.6,3846103499,212,27.0,3846103493,56,Back,3846103495,140,28.1,3846103497,141,71.0,3867635603,178,,3846103503,279,S,,,,22cd6gzfwo341qai1o6014251,S. Çikalleshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376447,4,1,1,0,2,7w4300dn2tnd0eqmbtk531tkx,1,29.4,71.7,2022-10-15T17:45:18.502Z,2022-10-23T16:25:34Z,3846103777,141,21.6,3846103781,213,5.7,3846103771,155,,3846103779,212,58.5,3867635735,178,,3846103775,140,74.7,3846103773,56,Center,3846103783,1,,anje77akol69g67tssc9p2bpx,D. Benlamri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376481,5,44,1,0,5,7w4300dn2tnd0eqmbtk531tkx,1,74.4,17.4,2022-10-15T17:45:21.399Z,2022-11-04T07:04:43Z,3846103977,286,,3846104055,233,3,3846103975,56,Right,,,,,,,,,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376411,3,44,1,0,5,2ry1fixv27p3xepazsxcuyoho,0,25.6,82.6,2022-10-15T17:45:21.400Z,2022-10-23T16:25:39Z,3846104095,233,5,3846103579,285,,3846103577,56,Back,,,,,,,,,,,,,,,,2evokue4swxl64cxjuc21u2qy,Moteb Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376571,6,1,1,0,5,7w4300dn2tnd0eqmbtk531tkx,0,74.7,21.6,2022-10-15T17:45:21.502Z,2022-11-04T07:04:44Z,3846104471,140,76.5,3846104477,213,5.5,3846104469,56,Right,3867636581,388,,3846104467,3,,3846104475,212,2.8,3846104473,141,18.6,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376569,5,61,1,0,6,2ry1fixv27p3xepazsxcuyoho,1,16.8,94.1,2022-10-15T17:45:21.516Z,2022-10-23T16:26:09Z,3867638579,178,,3846104463,56,Back,,,,,,,,,,,,,,,,,,,2evokue4swxl64cxjuc21u2qy,Moteb Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
