id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/12/value,qualifier/18/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2451027947,1,34,16,0,0,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2022-08-26T15:02:41.970Z,2022-08-26T15:47:39Z,3732471335,194,4upzspmuautmtl51yxe3kva39,3732451437,30,"5il4uc7d941ndwjl0qu97y7dh, 1omzj46rrvsev6v03nd72dgwl, dertlfklisnxnba0zl5lpp7u1, 82t3ag5zwejftjmznthvsjtn9, 4upzspmuautmtl51yxe3kva39, 8g2nbo0z5g733zb4wzuo2390q, emkg78pm7xdjkkt2w0yd8vh79, cfjp3mf7meekpcsx7hjrql79, 1cpbxhov5ypi6ez7k09oxo5w5, 29i4ruk1vkwrl1w9vg9ggqpqt, 6lpj04km1rma60n8l66q0hd5h, eqdev00exzhrls89wj77cdzp, 6hjb8mpl2trtom06smg2s0jdg, bg3kdsod1j0u3yk1jw5ndu9sk, 79n11s84csv7ur8atv9qbi3o4, 56umgnm066b18r5v5m7xduead, 38qgiazulsyaxmvqqrdjlw2l0, dl6i7pzautxs7nxzasicwdtec, 7us8hoqv66v0fqos94zxijk2y, ajdrfzfa941ovhrr6fu1cb6l0",3732471337,197,620,3732451445,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732451443,130,17,3732451439,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3732451447,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732451441,59,"34, 24, 27, 20, 26, 13, 3, 19, 90, 17, 10, 5, 7, 12, 14, 33, 36, 44, 70, 88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451027949,1,34,16,0,0,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2022-08-26T15:02:45.737Z,2022-08-26T15:45:36Z,3732451453,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3732451455,59,"1, 11, 8, 19, 2, 5, 70, 17, 9, 10, 27, 6, 7, 16, 21, 22, 23, 24, 49, 77",3732451451,30,"ajtqeot5t9kv6mrtpdudlwmvp, e81tor86msoqqodyy4xhiu31l, 3od5vsqck7ir6xf4kk2f5wbth, vgyj638vzzteqqyxcdte3sgl, ewpdng8x72853r8jkxv5z949h, c3ly1ivtw40f1rjqbbk9ublqt, 7cnb8jhbmd4n9ibdcuxym24fd, 98nbel31pgxlifu6s4wqqxjv9, 9n2zj5201b83mmcm7oomygacq, si3wcnvnhiukn1novyv1su6t, 9857q6zg63yro4ia9txv2l9pm, 7h6e2d1wfa89bvqfmhgm2r3kl, aonc1y49ulmolyc47knpwtrtg, 4w7c7a9rw5id7f0wikw02orth, emoaqymruvce71ow6gidqjc6i, 1hf93j1aaylparuteybdwded, 3km030r7hwsxw849nv0qpaql0, 99h9ihbi9zj82ubnt4pqr3s9h, idjs50cwxlt56rylhn3znt62, 6nwftpkqtitqtvk9c8gtxkut",3732451457,130,4,3732451461,194,3od5vsqck7ir6xf4kk2f5wbth,3732451463,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732451459,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732471747,197,6657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451031463,2,32,1,0,0,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2022-08-26T15:46:58.929Z,2022-09-04T09:18:17Z,3732473239,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451031459,2,32,1,0,0,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2022-08-26T15:46:58.929Z,2022-08-26T15:46:59Z,3732473225,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451031473,3,1,1,0,0,2kzl64gp8x37bon8tyxojqrr1,1,50,50,2022-08-26T15:46:59.035Z,2022-09-01T12:26:55Z,3732473289,141,41.6,3749385035,178,,3732473287,140,41.0,3732473291,212,11.0,3732473295,279,S,3732473293,213,3.7,3732473285,56,Back,,,,29i4ruk1vkwrl1w9vg9ggqpqt,Hélder Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451031489,4,1,1,0,2,2kzl64gp8x37bon8tyxojqrr1,1,41,41.6,2022-08-26T15:47:01.576Z,2022-09-01T12:27:02Z,3732473395,56,Back,3749385135,178,,3732473397,140,42.2,3732473403,213,4.8,3732473399,141,13.2,3732473401,212,19.4,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451031491,5,1,1,0,5,2kzl64gp8x37bon8tyxojqrr1,1,42.2,13.2,2022-08-26T15:47:04.807Z,2022-09-01T12:27:09Z,3732473451,140,30.1,3732473457,213,2.2,3732473453,141,37.3,3749385247,178,,3732473455,212,20.7,3732473449,56,Back,,,,,,,1omzj46rrvsev6v03nd72dgwl,Abdulrahman Al Obud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451031505,6,1,1,0,9,2kzl64gp8x37bon8tyxojqrr1,1,30.1,37.3,2022-08-26T15:47:07.977Z,2022-09-01T12:27:13Z,3732473519,141,71.1,3732473515,56,Back,3749385339,178,,3732473521,212,23.2,3732473517,140,33.0,3732473523,213,1.4,,,,,,,8g2nbo0z5g733zb4wzuo2390q,Muhannad Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451031515,7,1,1,0,12,2kzl64gp8x37bon8tyxojqrr1,1,33.4,73.5,2022-08-26T15:47:11.075Z,2022-09-01T12:27:18Z,3732473569,56,Left,3732473571,140,61.2,3732473567,155,,3749385377,178,,3732473577,213,0.3,3732473573,141,86.3,3732473575,212,30.5,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451031517,8,61,1,0,13,2kzl64gp8x37bon8tyxojqrr1,0,61.2,86.3,2022-08-26T15:47:12.037Z,2022-09-01T12:27:26Z,3732473581,56,Left,3749385475,178,,3749385473,21,,,,,,,,,,,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
