id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/13/value,qualifier/16/value
2517482917,1,34,16,0,0,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2023-03-09T12:18:59.334Z,2023-03-14T14:30:54Z,4083798929,30,"8qps88s8g1c8xw5uiz5gyh4ut, 8po9k5w3ds7hoai833haglrf8, 3a591b3l0o7ucdb8w72vjz4kp, bl117o6ogkgnnbv2gl0ozpn85, 2gwlr4pwk004ck0jrgn7z6ytx, a9yimyxegu9sx46hqvwswjs2d, ciw54ghi1jv1xb5dmtv558xjp, 6wto8d6jcd41bo451wwbjng89, 2tuivjaotzbx9jv83wi7d5rrp, b21fztzyrqua7i6lkfk7wh979, c79pr94ulryjygvurdgku45w5, et956pmx883y3lica15q6zxii, 83slqifjhhsntty78s4747xed, 64122p1l6bayb1x6lfi9w85m2, dr08g6m75jde8h9p96jfwojit, 7fjkirlsme7wdpjibaw136s4, bx7lsguu67h38eanl7xf0hclw, al6arz2vftyr9b2yn9ldgp15g, a9xl33f68np358angkw5o606i, c7da9wqhoce68v0tvfhb4itjo",4083798937,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4083798939,194,bl117o6ogkgnnbv2gl0ozpn85,4083798941,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4083798931,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4083828769,197,2908,4083798935,130,9,4083798933,59,"1, 2, 3, 4, 17, 6, 76, 88, 10, 74, 49, 7, 12, 13, 23, 27, 29, 77, 80, 90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517483045,1,34,16,0,0,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2023-03-09T12:19:44.500Z,2023-03-09T13:02:59Z,4083828625,197,608,4083799839,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4083799845,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4083799841,59,"48, 12, 70, 98, 5, 32, 7, 6, 99, 17, 8, 1, 11, 13, 14, 15, 16, 18, 20, 27",4083799843,130,8,4083799837,30,"77988i6l4je97ycm9rthdims5, d597taqcmedln0e50xgdyt8gk, 9kbzdpxg4ud1m8wppt1s1roq, 5brwa0y63724t6s3y6gtz28yx, 9brcp1e0kz59x1g4j73a54m50, 1x2kly8qv2vxujs6d0tgdt0id, 1imyf62l4rk4oyith29w5bhzp, a7sgm3cmjoxjjxanrad02l2lm, bia0lpc5wkxjcyc92d12apas5, 8hw7lxbdh3zllchj5arfyc8np, aervyzt3cfxxktpj81yjxo9d6, bzvpk1shkgjuuzmr0e7mrfaad, 6q8kbaw3h6n77ekwl6fr0e9qt, 3ps4l9x2ndwkypm1y4z6h5uxh, 9p1b5iftds5x02tx2eyseaklx, 9j37dmdxamf5ykbw9l24wlt6, 4c540mry6f9esodej103n6xka, dvt8h9sh00qsqzhrb3y4fco9h, 591kms3hpu9j70pl9an3kfx90, 7rno5g3b18rzi95yfx6u9bs9h",4083799847,194,1imyf62l4rk4oyith29w5bhzp,4083799849,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517489019,2,32,1,0,0,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2023-03-09T13:01:09.053Z,2023-03-27T06:55:27Z,4083831151,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517489027,2,32,1,0,0,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2023-03-09T13:01:09.053Z,2023-03-09T13:01:11Z,4083831191,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517489047,3,1,1,0,0,2xl3g56k2mbuwdbre46s29vt4,1,50.3,49.9,2023-03-09T13:01:09.073Z,2023-03-27T08:49:10Z,4083831275,212,19.9,4083831271,140,34.7,4083831273,141,33.4,4083831269,56,Back,4129779443,178,,4083831277,213,3.7,4083831279,279,S,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517489053,4,1,1,0,3,2xl3g56k2mbuwdbre46s29vt4,1,34.7,33.4,2023-03-09T13:01:12.112Z,2023-03-27T08:49:15Z,4129780815,178,,4083831307,213,4.5,4083831305,212,20.2,4083831299,56,Back,4083831301,140,29.9,4083831303,141,4.7,,,,,,,6wto8d6jcd41bo451wwbjng89,Alaa Hejji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517489071,5,1,1,0,5,2xl3g56k2mbuwdbre46s29vt4,1,29.9,4.7,2023-03-09T13:01:14.784Z,2023-03-27T08:49:18Z,4083831407,56,Back,4083831409,140,23.6,4129781055,178,,4083831413,212,10.7,4083831411,141,17.0,4083831415,213,2.2,,,,,,,8po9k5w3ds7hoai833haglrf8,Ali Makki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517489079,6,1,1,0,13,2xl3g56k2mbuwdbre46s29vt4,1,27,26.7,2023-03-09T13:01:22.223Z,2023-03-27T08:49:22Z,4083831453,141,61.7,4129781875,178,,4083831445,56,Back,4083831457,212,24.0,4083831449,140,24.4,4083831459,213,1.7,,,,,,,2gwlr4pwk004ck0jrgn7z6ytx,Abdullah Al Hafith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517489093,7,1,1,0,15,2xl3g56k2mbuwdbre46s29vt4,1,24.6,60,2023-03-09T13:01:24.478Z,2023-03-27T08:49:27Z,4083831547,141,30.1,4129782435,178,,4083831549,212,20.3,4083831545,140,24.9,4083831551,213,4.7,4083831543,56,Back,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517489113,8,1,1,0,19,2xl3g56k2mbuwdbre46s29vt4,0,27.1,9.7,2023-03-09T13:01:29.027Z,2023-03-27T08:49:32Z,4083831657,1,,4083831649,140,63.7,4083831647,56,Right,4083831655,213,0.1,4083831651,141,13.2,4129783761,178,,4083831653,212,38.5,4083831645,155,,2gwlr4pwk004ck0jrgn7z6ytx,Abdullah Al Hafith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
