id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,keyPass,qualifier/16/value,assist
2491485393,9,1,1,0,15,ebcxfnmnxrxvv6lcjsahgd38j,1,31,65.2,2022-12-15T12:32:38.970Z,2022-12-17T05:34:21Z,3946767169,56,Back,3946767171,140,32.0,3946767175,212,17.5,3946767173,141,39.5,3949372893,178,,3946767177,213,4.8,,,,,,,beeunz2xxmos83md5kmsy4hqt,Víctor Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485411,10,1,1,0,18,ebcxfnmnxrxvv6lcjsahgd38j,1,34.2,34.8,2022-12-15T12:32:42.151Z,2022-12-17T05:34:25Z,3946767293,213,4.8,3946767287,140,35.4,3946767291,212,18.7,3946767289,141,7.4,3946767285,56,Back,3949372907,178,,,,,,,,61u0tfe67undvqqutes55k2xh,Ricardo Ryller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485431,11,1,1,0,22,ebcxfnmnxrxvv6lcjsahgd38j,1,33.6,13.1,2022-12-15T12:32:45.570Z,2022-12-17T05:34:28Z,3946767397,212,21.9,3946767395,141,43.6,3949372929,178,,3946767399,213,1.9,3946767391,56,Back,3946767393,140,27.0,,,,,,,9vsqe0uy76u157na942hdokx5,Mohammed Al Baqawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485461,12,1,1,0,26,ebcxfnmnxrxvv6lcjsahgd38j,1,41.1,46.4,2022-12-15T12:32:49.518Z,2022-12-17T05:34:31Z,3946767551,140,37.5,3946767555,212,27.6,3949372947,178,,3946767553,141,86.6,3946767557,213,1.7,3946767549,56,Back,,,,,,,d3hiwrqyxc7ff8vlwk35tnsru,Sami Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485467,13,1,1,0,29,ebcxfnmnxrxvv6lcjsahgd38j,1,36,86.3,2022-12-15T12:32:52.473Z,2022-12-17T05:34:35Z,3946767587,56,Back,3946767593,212,12.9,3949373003,178,,3946767595,213,4.0,3946767589,140,27.7,3946767591,141,72.4,,,,,,,beeunz2xxmos83md5kmsy4hqt,Víctor Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485479,14,1,1,0,30,ebcxfnmnxrxvv6lcjsahgd38j,1,26.2,70.5,2022-12-15T12:32:54.317Z,2022-12-17T05:34:39Z,3946767679,213,3.7,3946767671,56,Back,3946767673,140,8.5,3949373035,178,,3946767677,212,21.9,3946767675,141,53.6,,,,,,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485553,15,1,1,0,34,ebcxfnmnxrxvv6lcjsahgd38j,1,8.6,52.8,2022-12-15T12:32:58.299Z,2022-12-17T05:34:42Z,3946768021,212,41.2,3946768017,140,35.2,3946768013,155,,3946768025,1,,3946768023,213,0.8,3946768015,56,Back,3946768019,141,97.4,3949373061,178,,5hewtfw3vtddu8u3qmueyv4yd,V. Stojković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491975909,793,67,1,0,37,ebcxfnmnxrxvv6lcjsahgd38j,1,37.6,97.6,2022-12-15T12:33:00.984Z,2022-12-21T07:51:25Z,3949394897,233,969,,,,,,,,,,,,,,,,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491975905,969,67,1,0,37,7w4300dn2tnd0eqmbtk531tkx,0,62.4,2.4,2022-12-15T12:33:00.985Z,2022-12-17T06:04:41Z,3949394901,233,793,,,,,,,,,,,,,,,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485569,16,1,1,0,37,ebcxfnmnxrxvv6lcjsahgd38j,0,39,98.1,2022-12-15T12:33:01.002Z,2022-12-21T07:51:25Z,3946768097,140,39.6,3946768101,212,1.9,3949373203,178,,3946768103,213,5.0,3946768095,56,Back,3946768099,141,95.4,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491503293,213,61,1,0,37,7w4300dn2tnd0eqmbtk531tkx,1,54.1,5.6,2022-12-15T12:33:01.054Z,2022-12-17T05:35:07Z,3949373263,178,,3946864445,56,Right,,,,,,,,,,,,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491503885,230,61,1,0,37,ebcxfnmnxrxvv6lcjsahgd38j,1,41.3,97.1,2022-12-15T12:33:01.090Z,2022-12-17T05:35:12Z,3949373299,178,,3946867525,56,Back,,,,,,,,,,,,,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485577,17,1,1,0,41,ebcxfnmnxrxvv6lcjsahgd38j,1,35.8,83.3,2022-12-15T12:33:04.673Z,2022-12-17T05:35:24Z,3946768149,212,9.8,3949373391,178,,3946768145,140,33.4,3946768143,56,Back,3946768151,213,4.5,3946768147,141,69.4,,,,,,,beeunz2xxmos83md5kmsy4hqt,Víctor Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485597,18,1,1,0,42,ebcxfnmnxrxvv6lcjsahgd38j,1,33.8,69.3,2022-12-15T12:33:05.385Z,2022-12-17T05:35:29Z,3946768279,213,2.9,3946768271,56,Back,3946768275,141,73.8,3946768273,140,22.2,3949373405,178,,3946768277,212,12.6,,,,,,,61u0tfe67undvqqutes55k2xh,Ricardo Ryller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485613,19,1,1,0,44,ebcxfnmnxrxvv6lcjsahgd38j,1,23.6,73.2,2022-12-15T12:33:07.950Z,2022-12-17T05:35:33Z,3949373443,178,,3946768369,213,4.0,3946768361,56,Back,3946768365,141,44.2,3946768363,140,7.9,3946768367,212,25.7,,,,,,,7qmg0s07y1tkthgu8zwa599ed,Hussain Al Shuwaish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485649,20,1,1,0,47,ebcxfnmnxrxvv6lcjsahgd38j,1,7.9,44.2,2022-12-15T12:33:11.199Z,2022-12-17T05:35:40Z,3946768551,212,18.6,3946768547,141,24.7,3949373479,178,,3946768555,213,5.5,3946768545,140,20.3,3946768541,56,Back,,,,,,,5hewtfw3vtddu8u3qmueyv4yd,V. Stojković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485657,21,1,1,0,49,ebcxfnmnxrxvv6lcjsahgd38j,1,20.4,24.7,2022-12-15T12:33:13.291Z,2022-12-17T05:35:46Z,3946768603,141,31.3,3946768607,213,0.4,3949373507,178,,3946768601,140,30.5,3946768597,56,Back,3946768605,212,11.5,,,,,,,9vsqe0uy76u157na942hdokx5,Mohammed Al Baqawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485667,22,1,1,0,52,ebcxfnmnxrxvv6lcjsahgd38j,1,31,31.3,2022-12-15T12:33:16.087Z,2022-12-17T05:35:50Z,3946768669,213,0.9,3946768661,56,Back,3949373547,178,,3946768665,141,57.9,3946768663,140,44.6,3946768667,212,23.0,,,,,,,61u0tfe67undvqqutes55k2xh,Ricardo Ryller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485693,23,1,1,0,57,ebcxfnmnxrxvv6lcjsahgd38j,1,58.8,66.1,2022-12-15T12:33:20.470Z,2022-12-17T05:35:56Z,3946768801,141,94.1,3949373569,178,,3946768805,213,1.0,3946768799,140,71.3,3946768803,212,23.1,3946768797,56,Left,,,,,,,beeunz2xxmos83md5kmsy4hqt,Víctor Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485727,24,1,1,1,0,ebcxfnmnxrxvv6lcjsahgd38j,1,75.1,91.5,2022-12-15T12:33:24.056Z,2022-12-17T05:35:59Z,3949373585,178,,3946768979,56,Center,3946768987,141,71.4,3946768991,213,4.2,3946768989,212,15.6,3946768985,140,67.9,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485739,25,1,1,1,3,ebcxfnmnxrxvv6lcjsahgd38j,0,69.5,71.4,2022-12-15T12:33:26.508Z,2022-12-17T05:36:06Z,3946769039,1,,3946769031,140,100.0,3949373597,178,,3946769029,56,Center,3946769035,212,33.8,3946769033,141,63.1,3946769037,213,6.1,3946769027,155,,beeunz2xxmos83md5kmsy4hqt,Víctor Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485751,3,5,1,1,6,7w4300dn2tnd0eqmbtk531tkx,1,-0.6,33.6,2022-12-15T12:33:29.547Z,2022-12-17T05:36:13Z,3946769093,346,,3946769091,56,Back,3946769095,233,26,,,,,,,,,,,,,,,,anje77akol69g67tssc9p2bpx,D. Benlamri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485743,26,5,1,1,6,ebcxfnmnxrxvv6lcjsahgd38j,0,100.6,66.4,2022-12-15T12:33:29.547Z,2022-12-17T05:36:13Z,3946769099,233,3,3946769055,56,Center,3946769057,346,,,,,,,,,,,,,,,,,beeunz2xxmos83md5kmsy4hqt,Víctor Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485921,4,1,1,1,19,7w4300dn2tnd0eqmbtk531tkx,1,2,41.8,2022-12-15T12:33:42.494Z,2022-12-17T05:36:30Z,3946769927,212,15.1,3946769919,124,,3946769923,140,8.2,3946769933,237,,3946769925,141,61.8,3946769929,213,1.1,3946769921,56,Back,,,,8i6yz8rk72m7ovjuxjn0vcxqt,Douglas Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485939,5,1,1,1,25,7w4300dn2tnd0eqmbtk531tkx,1,13.8,66,2022-12-15T12:33:49.008Z,2022-12-17T05:36:23Z,3949373647,178,,3946770021,212,16.1,3946770017,140,12.9,3946770019,141,42.4,3946770015,56,Back,3946770023,213,4.7,,,,,,,anje77akol69g67tssc9p2bpx,D. Benlamri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485965,6,1,1,1,29,7w4300dn2tnd0eqmbtk531tkx,1,12.9,41.6,2022-12-15T12:33:52.592Z,2022-12-17T05:37:46Z,3949373907,178,,3946770159,56,Back,3946770163,141,10.0,3946770167,213,5.0,3946770161,140,18.6,3946770165,212,22.3,,,,,,,94pujujlsh98axp2fdflycahg,Abdullah Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485981,7,1,1,1,31,7w4300dn2tnd0eqmbtk531tkx,0,18.6,10,2022-12-15T12:33:54.848Z,2022-12-17T05:37:50Z,3949373911,178,,3946770277,141,13.6,3946770281,213,0.1,3946770273,56,Back,3946770275,140,43.5,3946770279,212,26.3,,,,,,,6ry2ngrlp71y0q57zgz6wu2y2,Hussain Ali Alnwaiqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491485985,27,1,1,1,32,ebcxfnmnxrxvv6lcjsahgd38j,0,62.5,82.9,2022-12-15T12:33:56.256Z,2022-12-17T05:37:54Z,3946770307,213,5.2,3946770299,56,Center,3946770303,141,65.2,3946770305,212,13.3,3946770301,140,67.9,3949373917,388,,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491486009,8,1,1,1,35,7w4300dn2tnd0eqmbtk531tkx,1,31.8,34.5,2022-12-15T12:33:58.614Z,2022-12-17T05:37:59Z,3946770401,141,34.2,3946770397,56,Back,3946770405,213,6.3,3946770403,212,17.3,3946770399,140,48.3,3949373935,178,,,,,,,,4k6v874ygp633amqtbp1g9nth,Lucas Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491976651,980,67,1,1,36,7w4300dn2tnd0eqmbtk531tkx,1,47.7,37.8,2022-12-15T12:33:59.639Z,2022-12-21T07:51:26Z,3949398545,233,808,,,,,,,,,,,,,,,,,,,,,,22cd6gzfwo341qai1o6014251,S. Çikalleshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491976647,808,67,1,1,36,ebcxfnmnxrxvv6lcjsahgd38j,0,52.3,62.2,2022-12-15T12:33:59.640Z,2022-12-21T11:42:41Z,3949398565,233,980,,,,,,,,,,,,,,,,,,,,,,d3hiwrqyxc7ff8vlwk35tnsru,Sami Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491486037,9,1,1,1,37,7w4300dn2tnd0eqmbtk531tkx,0,40.2,35.1,2022-12-15T12:34:00.926Z,2022-12-17T06:16:33Z,3946770563,212,1.4,3946770559,140,40.5,3946770557,56,Back,3949373961,178,,3946770565,213,1.3,3946770561,141,37.1,,,,,,,22cd6gzfwo341qai1o6014251,S. Çikalleshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491486027,28,61,1,1,37,ebcxfnmnxrxvv6lcjsahgd38j,1,53.7,60.5,2022-12-15T12:34:01.030Z,2022-12-17T06:16:39Z,3946770519,56,Center,3949411343,388,,,,,,,,,,,,,,,,,,,,61u0tfe67undvqqutes55k2xh,Ricardo Ryller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491486049,10,1,1,1,40,7w4300dn2tnd0eqmbtk531tkx,1,42.6,51.8,2022-12-15T12:34:03.827Z,2022-12-17T05:38:12Z,3946770613,140,60.3,3946799237,1,,3946770617,212,34.2,3946770611,56,Right,3946770619,213,5.3,3949373999,178,,3946770615,141,9.5,,,,4k6v874ygp633amqtbp1g9nth,Lucas Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491486057,29,43,1,1,41,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2022-12-15T12:34:04.699Z,2022-12-15T12:34:08Z,3946770637,212,37.8,3946770641,1,0,3946770633,140,82.0,3946770635,141,94.8,3946770639,213,0.7,3946770705,144,1,3946770631,56,Left,3946770629,155,0,61u0tfe67undvqqutes55k2xh,Ricardo Ryller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491486083,11,43,1,1,43,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2022-12-15T12:34:06.458Z,2022-12-15T12:45:15Z,3946770773,141,12.1,3946799059,144,1,3946770777,213,5.3,3946770771,140,62.6,3946770769,56,Right,3946770775,212,9.7,,,,,,,73n9fjkvpac4i2s9kn6j86evp,Morato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491486089,12,50,1,1,44,7w4300dn2tnd0eqmbtk531tkx,1,61.8,10.1,2022-12-15T12:34:07.585Z,2022-12-17T05:38:27Z,3946770803,286,,3946771049,233,30,3946770801,56,Right,,,,,,,,,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491486105,30,7,1,1,44,ebcxfnmnxrxvv6lcjsahgd38j,1,38.2,89.9,2022-12-15T12:34:07.684Z,2022-12-17T05:38:37Z,3946770909,233,12,3946770881,285,,3946770877,167,,3946770879,56,Back,3948938737,383,,3949374133,178,,,,,,,,9k81fwyq8bbyhckt5t80fvwet,Sultan Mandash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491486135,13,5,1,1,45,7w4300dn2tnd0eqmbtk531tkx,1,60.3,-0.9,2022-12-15T12:34:09.247Z,2022-12-17T05:38:44Z,3946771033,233,31,3946771021,347,,3946771019,56,Right,,,,,,,,,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491486109,31,5,1,1,45,ebcxfnmnxrxvv6lcjsahgd38j,0,39.7,100.9,2022-12-15T12:34:09.247Z,2022-12-17T05:38:44Z,3946770893,56,Back,3946771069,233,13,3946770895,347,,,,,,,,,,,,,,,,,beeunz2xxmos83md5kmsy4hqt,Víctor Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491486157,14,1,1,1,51,7w4300dn2tnd0eqmbtk531tkx,1,57.9,0,2022-12-15T12:34:14.907Z,2022-12-17T05:38:49Z,3946771157,1,,3946771149,140,57.8,3946801501,189,,3946771145,107,,3946771153,212,21.4,3946771155,213,1.6,3946771147,56,Center,3946771151,141,30.5,6ry2ngrlp71y0q57zgz6wu2y2,Hussain Ali Alnwaiqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492622699,1201,43,1,1,53,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2022-12-15T12:34:17.256Z,2022-12-21T08:53:06Z,3952837731,399,160060,3952837763,144,83,,,,,,,,,,,,,,,,,,,cd3zg2t4cq4ghoh61kri7vaad,A. Nwakaeme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491979359,811,43,1,1,54,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2022-12-15T12:34:18.148Z,2022-12-17T09:58:52Z,3949563405,144,67,3949413325,233,1021,,,,,,,,,,,,,,,,,,,61u0tfe67undvqqutes55k2xh,Ricardo Ryller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491979355,1021,43,1,1,54,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2022-12-15T12:34:18.149Z,2022-12-17T09:58:53Z,3949413333,233,811,3949563407,144,67,,,,,,,,,,,,,,,,,,,4k6v874ygp633amqtbp1g9nth,Lucas Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
