id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2542664515,1,34,16,0,0,f0zsn74nz0o01gr30weun240i,1,0,0,2023-05-02T17:18:44.602Z,2023-05-02T18:30:40Z,4245316621,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4245447825,194,5ffogjpb96mfoihuw7pu5pl91,4245446279,197,3316,4245316617,130,6,4245316613,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4245316611,30,"c2mhdatj96x8eug6mekactrkl, 5ffogjpb96mfoihuw7pu5pl91, bhdvvtp8iu46et3iqfn6c8f3e, czk2wmpl7wu9ogvo8oyij1t5h, bodbz7zwlae3zytzhmbk5ncwk, 3hzwwygv4u0vn68g4z3taqj1l, 8tvytrvm8g922nxp2sjc7lxp1, 3s3rnrrv8i4rb0x7vaa5mhvpx, egk2nnpvvup731trr0x2kj696, 7ieikgigejp7rmvrsra8mj1lh, 9i2vkt05nwdi1v6iqiyv3hl91, 37ozmigs9h3hachibcihs8t05, a8tgq32yvdrxup21s75ktvtw4, 2a8vmk0i57bvjmhx852b7xn2s, 4d1vfcib03lv7y3dbpv2b8usp, 2ff2szax8e6tod2rts23ok9re, 8y6x61qorr95ai62ko6yo6cr8, 9kn5o2yki8zu3wihjwqjort9l, 2j2uxep3rot3fwdq27b2im9qt, d0hq3mzumz2pvhkx2cxvalqsp",4245316619,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4245316615,59,"1, 40, 12, 26, 4, 30, 10, 7, 9, 8, 75, 3, 6, 13, 15, 18, 23, 27, 32, 44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542665587,1,34,16,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2023-05-02T17:23:31.537Z,2023-05-02T18:42:02Z,4245323937,30,"5hewtfw3vtddu8u3qmueyv4yd, 28pvmv8slheuqzsh4eok2t905, 483s97qezyiz91n8qzwjd7uuh, 7qmg0s07y1tkthgu8zwa599ed, d3hiwrqyxc7ff8vlwk35tnsru, ettpwvqyj8pyfhwpc7q84svhm, 9k81fwyq8bbyhckt5t80fvwet, 61u0tfe67undvqqutes55k2xh, cd3zg2t4cq4ghoh61kri7vaad, 5zmh9fz8vr0jcgt8zic0vyve2, 6m2uqbr8e3v4hcg8r02ee1ec5, 85paqhbw10m5ra3set109qz9, dozljiegaplgkxwywguqomeei, 9psac5vq3c7li645yxsaglo0l, 5ubo5fzjm4klr35vzszmyquc4, 6ryod1z32yns7blzdxvhwmzqi, 9vsqe0uy76u157na942hdokx5, 9q7c1bn4dgyhoqto46puqeevp, arqaprcadqfrz0tj3iouo98t1, 1dtpzd3m6rhsrc1vk1ddzk2jt",4245323945,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4245323941,59,"88, 8, 3, 33, 4, 2, 27, 37, 9, 18, 7, 1, 6, 11, 14, 16, 22, 23, 66, 98",4245323943,130,11,4245447995,197,3982,4245323947,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4245447993,194,d3hiwrqyxc7ff8vlwk35tnsru,4245323939,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688703,2,32,1,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2023-05-02T18:30:27.853Z,2023-05-02T18:30:28Z,4245452537,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688705,2,32,1,0,0,f0zsn74nz0o01gr30weun240i,1,0,0,2023-05-02T18:30:27.853Z,2023-05-05T14:14:41Z,4245452543,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688719,3,1,1,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,50,49.9,2023-05-02T18:30:27.953Z,2023-05-02T19:20:28Z,4245452625,141,45.6,4245452623,140,36.5,4245452621,56,Back,4245452629,213,3.3,4245452631,279,S,4245452627,212,14.5,,,,,,,cd3zg2t4cq4ghoh61kri7vaad,A. Nwakaeme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688739,4,1,1,0,2,ebcxfnmnxrxvv6lcjsahgd38j,1,37.7,38.6,2023-05-02T18:30:29.893Z,2023-05-02T19:20:14Z,4245452739,141,58.5,4245452735,56,Back,4245452741,212,13.6,4245452743,213,1.6,4245452737,140,36.8,,,,,,,,,,61u0tfe67undvqqutes55k2xh,Ricardo Ryller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542717823,392,1,1,0,4,ebcxfnmnxrxvv6lcjsahgd38j,1,37.9,62.4,2023-05-02T18:30:31.853Z,2023-05-02T19:20:22Z,4245609813,212,22.6,4245609805,140,32.7,4245609809,141,30.1,4245609801,56,Back,4245609817,213,4.5,,,,,,,,,,5zmh9fz8vr0jcgt8zic0vyve2,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688755,5,1,1,0,8,ebcxfnmnxrxvv6lcjsahgd38j,1,35,24.6,2023-05-02T18:30:36.206Z,2023-05-02T19:20:48Z,4245452827,212,14.7,4245452825,141,29.5,4245452821,56,Back,4245452829,213,2.9,4245452823,140,21.4,,,,,,,,,,28pvmv8slheuqzsh4eok2t905,Abdulrahman Al Safari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542718117,393,1,1,0,10,ebcxfnmnxrxvv6lcjsahgd38j,1,24.5,26.8,2023-05-02T18:30:37.853Z,2023-05-02T19:20:57Z,4245611325,141,41.3,4245611327,212,18.8,4245611329,213,2.6,4245611321,56,Back,4245611323,140,9.3,,,,,,,,,,ettpwvqyj8pyfhwpc7q84svhm,Mukhir Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688769,6,1,1,0,12,ebcxfnmnxrxvv6lcjsahgd38j,0,9.6,48.4,2023-05-02T18:30:40.686Z,2023-05-02T18:30:42Z,4245452927,212,29.3,4245452919,155,,4245452925,141,16.9,4245452923,140,28.7,4245452929,213,5.5,4245452921,56,Back,,,,,,,5hewtfw3vtddu8u3qmueyv4yd,V. Stojković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688781,3,1,1,0,15,f0zsn74nz0o01gr30weun240i,0,63.5,86.5,2023-05-02T18:30:43.003Z,2023-05-02T18:30:44Z,4245452973,140,55.7,4245452979,213,2.9,4245452971,56,Left,4245452975,141,89.6,4245452969,3,,4245452977,212,8.5,,,,,,,9i2vkt05nwdi1v6iqiyv3hl91,Mohammed Harzan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688807,7,1,1,0,17,ebcxfnmnxrxvv6lcjsahgd38j,1,39.5,13,2023-05-02T18:30:45.198Z,2023-05-02T19:21:15Z,4245453121,212,6.6,4245453123,213,2.9,4245453119,141,15.4,4245453115,56,Back,4245453117,140,33.4,,,,,,,,,,9k81fwyq8bbyhckt5t80fvwet,Sultan Mandash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688809,8,61,1,0,19,ebcxfnmnxrxvv6lcjsahgd38j,0,33.4,15.4,2023-05-02T18:30:47.286Z,2023-05-02T19:25:32Z,4245453127,56,Back,,,,,,,,,,,,,,,,,,,,,,28pvmv8slheuqzsh4eok2t905,Abdulrahman Al Safari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688797,4,49,1,0,19,f0zsn74nz0o01gr30weun240i,1,47,88.1,2023-05-02T18:30:47.563Z,2023-05-02T18:30:47Z,,,,,,,,,,,,,,,,,,,,,,,,,bhdvvtp8iu46et3iqfn6c8f3e,Hussain Qasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688813,5,1,1,0,19,f0zsn74nz0o01gr30weun240i,1,47,88.1,2023-05-02T18:30:47.723Z,2023-05-02T18:30:49Z,4245453139,140,46.1,4245453145,213,4.6,4245453137,56,Back,4245453141,141,78.4,4245453143,212,6.7,,,,,,,,,,bhdvvtp8iu46et3iqfn6c8f3e,Hussain Qasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542688825,6,1,1,0,21,f0zsn74nz0o01gr30weun240i,1,46.1,78.4,2023-05-02T18:30:48.923Z,2023-05-02T18:30:52Z,4245453205,56,Back,4245453213,213,3.2,4245453207,140,28.7,4245453211,212,18.3,4245453209,141,76.3,,,,,,,,,,czk2wmpl7wu9ogvo8oyij1t5h,Jamal Bajandouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
