id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/14/value,qualifier/15/value,qualifier/17/value,qualifier/18/value
2454463909,1,34,16,0,0,4djrvao40r1vgr4psfl5dzc80,1,0,0,2022-09-02T16:49:07.646Z,2022-09-02T17:57:27Z,3750798003,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3750798001,130,7,3750797997,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3750797995,30,"exmyiidka52uylmreef9fpn85, bx6o57idb4mbv2xo70l9gkfs9, 820fen2dxh3d2zmcbn9ak0u6t, cgwl99clcp8j1z4tq5n0bh9ed, 5376r1hbhrywje7cys1vcyb4l, 624uaxchaea87v6na4wsd50x5, 5yrugwes9msd3cd5hhrluivah, evyk938tt0eebkhxrwejaonv9, 8cfopdu7tyfve6iu3sinme1gp, 9d3t6xtk6bceipt63k6c5rnit, 5x2mcnjeclk64b5l9o2h4d5g5, cp8kbj12wth398bnglywepk9, 2rdvd4egt9kk7cocies197i6t, 2j90w131xjmie2ozb2wb6a6p6, 12aymg9roti0joastjxyswzqh, deh42a9ovtkyfppy2pmthdre1, 5zwi7f2u6vd88wvc00ynpv209, 5zhllm5im47ot9gywrg0untd6, 465tn4volgmbkntekrvwuvmne, dcv72l1n3nkz6aybcnqwfu5g4",3750797999,59,"30, 19, 13, 6, 15, 3, 49, 17, 9, 10, 7, 4, 8, 20, 23, 24, 32, 33, 40, 99",3750966471,197,4263,3750798005,194,5376r1hbhrywje7cys1vcyb4l,3750798007,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454466847,1,34,16,0,0,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2022-09-02T16:54:59.852Z,2022-09-02T19:55:30Z,3751521597,197,960,3750812887,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3750812885,130,11,3750812881,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3750812883,59,"1, 27, 22, 25, 4, 13, 10, 8, 9, 15, 11, 2, 96, 3, 6, 7, 14, 17, 20, 58",3750812889,194,6ry2ngrlp71y0q57zgz6wu2y2,3750812879,30,"8i6yz8rk72m7ovjuxjn0vcxqt, 6ry2ngrlp71y0q57zgz6wu2y2, 9gmnjd19itmkin8x8zfypn0bu, 3uwyni9c8q0rprd1nhtt073e1, anje77akol69g67tssc9p2bpx, 94pujujlsh98axp2fdflycahg, 73n9fjkvpac4i2s9kn6j86evp, 4k6v874ygp633amqtbp1g9nth, 22cd6gzfwo341qai1o6014251, 7q7awmtwv66htmei0xy1hzdn9, dqqj2g1jdn57o1j12ycaa2a96, 4xf79nz0hvi8o83ta08cftffu, 6k45sak4jgjqew0dpkcil4hyh, 3par6lcu330qnblngnl7b209h, 5sjuufrdq1rx6senkjjgtimsp, dd8jyobppmddu2pn7e4v3y9qt, 602ni3z01educzy1qx0cuvzai, ds9mymwdsucrwhkrwxpe2ymll, c5qx29j7n98wz29hkhtk377it, b2klrrbklz788iu4vd46j0e3u",3750812891,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454496835,2,32,1,0,0,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2022-09-02T18:00:28.524Z,2022-09-02T18:00:30Z,3750971315,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454496829,2,32,1,0,0,4djrvao40r1vgr4psfl5dzc80,1,0,0,2022-09-02T18:00:28.524Z,2022-09-19T09:02:18Z,3750971309,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454496845,3,1,1,0,0,7w4300dn2tnd0eqmbtk531tkx,1,50.1,49.3,2022-09-02T18:00:28.830Z,2022-09-19T10:31:41Z,3750971339,212,8.7,3793580513,178,,3750971333,56,Center,3750971337,141,49.9,3750971335,140,58.4,3750971341,213,0.0,3750971343,279,S,,,,22cd6gzfwo341qai1o6014251,S. Çikalleshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454496869,4,1,1,0,5,7w4300dn2tnd0eqmbtk531tkx,0,39.3,49.3,2022-09-02T18:00:33.888Z,2022-09-19T10:31:52Z,3760773053,155,,3793580671,178,,3750971463,56,Left,3750971471,213,0.8,3750971469,212,49.6,3750971473,1,,3750971465,140,72.3,3750971467,141,100.0,4k6v874ygp633amqtbp1g9nth,Lucas Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454496897,3,43,1,0,7,4djrvao40r1vgr4psfl5dzc80,1,0,0,2022-09-02T18:00:35.802Z,2022-09-02T18:00:40Z,3750971657,56,Back,3750971659,285,0,3750971813,144,44,,,,,,,,,,,,,,,,8cfopdu7tyfve6iu3sinme1gp,Bruno Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454496873,5,5,1,0,8,7w4300dn2tnd0eqmbtk531tkx,0,72.6,101.2,2022-09-02T18:00:36.764Z,2022-09-19T10:32:05Z,3750971481,347,,3751194137,233,5,3750971479,56,Left,,,,,,,,,,,,,,,,4k6v874ygp633amqtbp1g9nth,Lucas Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454496959,5,5,1,0,8,4djrvao40r1vgr4psfl5dzc80,1,27.4,-1.2,2022-09-02T18:00:36.764Z,2022-09-19T10:32:05Z,3750971911,347,,3750971909,56,Back,3751194115,233,5,,,,,,,,,,,,,,,,bx6o57idb4mbv2xo70l9gkfs9,Abdullah Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454496951,4,43,1,0,8,4djrvao40r1vgr4psfl5dzc80,1,0,0,2022-09-02T18:00:36.817Z,2022-09-02T18:00:43Z,3750971897,144,1,3750971865,141,11.0,3750971867,212,8.7,3750971861,56,Back,3750971863,140,29.5,3750971869,213,1.7,,,,,,,bx6o57idb4mbv2xo70l9gkfs9,Abdullah Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
