id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/13/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/16/value
2494320327,7,1,1,0,16,d47tf49ishm9qnfd8zyc8wv0j,1,31.1,72.9,2022-12-31T12:31:15.510Z,2023-01-05T06:45:14Z,3961834941,140,36.5,3961834943,141,82.3,3961834947,213,0.8,3961834945,212,8.5,3966183679,178,,3961834939,56,Back,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320331,8,49,1,0,18,d47tf49ishm9qnfd8zyc8wv0j,1,36.5,82.3,2022-12-31T12:31:16.842Z,2023-01-05T06:45:22Z,,,,,,,,,,,,,,,,,,,,,,,,,bgac6td6x8qi2o7o5ofrj3t1x,Sari Amro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320335,9,1,1,0,18,d47tf49ishm9qnfd8zyc8wv0j,1,36.5,82.3,2022-12-31T12:31:16.938Z,2023-01-05T06:45:29Z,3961834975,140,32.0,3961834981,213,3.9,3961834977,141,76.3,3961834973,56,Back,3961834979,212,6.2,3966183827,178,,,,,,,,bgac6td6x8qi2o7o5ofrj3t1x,Sari Amro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320339,10,61,1,0,20,d47tf49ishm9qnfd8zyc8wv0j,0,31.9,75.9,2022-12-31T12:31:19.046Z,2023-01-05T06:45:39Z,3966183905,178,,3961834997,56,Back,,,,,,,,,,,,,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320341,5,49,1,0,21,2kzl64gp8x37bon8tyxojqrr1,1,62.1,23.7,2022-12-31T12:31:20.121Z,2023-01-05T06:45:46Z,,,,,,,,,,,,,,,,,,,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320345,6,3,1,0,21,2kzl64gp8x37bon8tyxojqrr1,1,65.4,22,2022-12-31T12:31:20.351Z,2023-01-05T06:45:53Z,3961835005,286,,3961835007,233,11,3961835003,56,Center,3964034471,464,,3966184029,178,,,,,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320343,11,45,1,0,21,d47tf49ishm9qnfd8zyc8wv0j,0,34.6,78,2022-12-31T12:31:20.351Z,2023-01-05T06:45:53Z,3961835001,285,,3961835011,233,6,3961834999,56,Back,,,,,,,,,,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320353,7,1,1,0,21,2kzl64gp8x37bon8tyxojqrr1,1,62.8,15.2,2022-12-31T12:31:20.529Z,2023-01-05T06:45:57Z,3966184061,389,,3961835045,56,Right,3961835047,140,76.5,3961835051,212,15.8,3961835053,213,5.9,3961835049,141,5.6,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320361,8,1,1,0,26,2kzl64gp8x37bon8tyxojqrr1,0,79.8,8.5,2022-12-31T12:31:24.811Z,2023-01-05T06:46:07Z,3961835069,140,100.0,3961835073,212,30.9,3961835071,141,39.8,3966184141,178,,3961835075,213,0.8,3961835067,56,Center,,,,,,,1omzj46rrvsev6v03nd72dgwl,Abdulrahman Al Obud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320369,9,43,1,0,28,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2022-12-31T12:31:26.970Z,2023-01-02T18:08:46Z,3961835093,56,Center,3964034651,144,61,,,,,,,,,,,,,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320373,10,5,1,0,28,2kzl64gp8x37bon8tyxojqrr1,0,101.5,31.8,2022-12-31T12:31:27.570Z,2023-01-05T06:46:20Z,3961835101,346,,3961835099,56,Center,3961835153,233,12,,,,,,,,,,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320363,12,5,1,0,28,d47tf49ishm9qnfd8zyc8wv0j,1,-1.5,68.2,2022-12-31T12:31:27.570Z,2023-01-05T06:46:20Z,3961835131,233,10,3961835081,346,,3961835079,56,Back,,,,,,,,,,,,,,,,dp5fmyett2g7fvus88m85fsut,U. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320395,13,1,1,0,32,d47tf49ishm9qnfd8zyc8wv0j,1,5,61.8,2022-12-31T12:31:30.911Z,2023-01-05T06:46:59Z,3961835233,212,16.8,3961835231,141,84.7,3961835229,140,11.0,3961838003,189,,3961835239,237,,3961835227,56,Back,3961835225,124,,3961835235,213,1.2,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320399,14,1,1,0,33,d47tf49ishm9qnfd8zyc8wv0j,1,11,84.7,2022-12-31T12:31:31.760Z,2023-01-05T06:47:03Z,3961838039,189,,3961835249,140,20.4,3966184533,178,,3961835253,212,11.0,3961835251,141,91.7,3961835255,213,0.4,3961835247,56,Back,,,,bgac6td6x8qi2o7o5ofrj3t1x,Sari Amro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320401,15,1,1,0,35,d47tf49ishm9qnfd8zyc8wv0j,1,20.4,91.7,2022-12-31T12:31:33.743Z,2023-01-05T06:47:13Z,3961835267,213,3.9,3961835265,212,10.3,3966184599,178,,3961835263,141,81.2,3961835259,56,Back,3961835261,140,13.3,,,,,,,6fy868uh27umb1dafjy7tk2xh,Saleh  Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320405,16,1,1,0,38,d47tf49ishm9qnfd8zyc8wv0j,1,13.3,81.2,2022-12-31T12:31:36.759Z,2023-01-05T06:47:18Z,3961835283,56,Back,3961835291,213,4.2,3961835289,212,9.8,3966184651,178,,3961835285,140,8.6,3961835287,141,68.8,,,,,,,bgac6td6x8qi2o7o5ofrj3t1x,Sari Amro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320431,17,1,1,0,41,d47tf49ishm9qnfd8zyc8wv0j,1,9.4,69.1,2022-12-31T12:31:39.820Z,2023-01-05T06:47:23Z,3966184681,178,,3961835381,140,15.6,3961835383,141,85.6,3961835385,212,13.0,3961835387,213,1.0,3961835379,56,Back,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320439,18,1,1,0,48,d47tf49ishm9qnfd8zyc8wv0j,1,22.1,84.7,2022-12-31T12:31:46.973Z,2023-01-05T06:47:28Z,3961835423,213,3.3,3966184733,178,,3961835421,212,11.9,3961835419,141,82.7,3961835417,140,10.8,3961835415,56,Back,,,,,,,bgac6td6x8qi2o7o5ofrj3t1x,Sari Amro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320451,19,1,1,0,51,d47tf49ishm9qnfd8zyc8wv0j,0,13,86.3,2022-12-31T12:31:49.842Z,2023-01-05T06:47:37Z,3961835481,56,Left,3961835491,1,,3961835483,140,61.2,3966184791,178,,3961835489,213,0.1,3961835479,155,,3961835487,212,51.1,3961835485,141,96.8,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320453,11,49,1,0,55,2kzl64gp8x37bon8tyxojqrr1,1,34.4,7.2,2022-12-31T12:31:54.492Z,2023-01-05T06:47:47Z,,,,,,,,,,,,,,,,,,,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320459,12,1,1,0,55,2kzl64gp8x37bon8tyxojqrr1,1,32.9,6.3,2022-12-31T12:31:54.546Z,2023-01-05T06:47:51Z,3961835515,213,2.3,3961835509,140,15.0,3966184915,178,,3961835511,141,35.7,3961835507,56,Back,3961835513,212,27.4,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320469,13,1,1,0,58,2kzl64gp8x37bon8tyxojqrr1,1,15,35.7,2022-12-31T12:31:57.551Z,2023-01-05T06:47:57Z,3961835555,140,20.4,3961835557,141,5.4,3966184973,178,,3961835553,56,Back,3961835559,212,21.4,3961835561,213,5.0,,,,,,,5il4uc7d941ndwjl0qu97y7dh,Marcelo Grohe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320477,14,1,1,1,2,2kzl64gp8x37bon8tyxojqrr1,0,20.4,5.4,2022-12-31T12:32:00.985Z,2023-01-05T06:48:03Z,3961835589,140,44.2,3961835593,212,25.0,3961835591,141,2.9,3961835595,213,6.2,3966185021,178,,3961835587,56,Back,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495164049,1639,67,1,1,3,d47tf49ishm9qnfd8zyc8wv0j,1,56.1,96.5,2022-12-31T12:32:02.442Z,2023-01-06T09:31:20Z,3966265277,233,1292,,,,,,,,,,,,,,,,,,,,,,bgac6td6x8qi2o7o5ofrj3t1x,Sari Amro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495164047,1292,67,1,1,3,2kzl64gp8x37bon8tyxojqrr1,0,43.9,3.5,2022-12-31T12:32:02.443Z,2023-01-05T11:10:11Z,3966265281,233,1639,,,,,,,,,,,,,,,,,,,,,,1omzj46rrvsev6v03nd72dgwl,Abdulrahman Al Obud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495163837,1638,43,1,1,3,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2022-12-31T12:32:02.443Z,2023-01-05T11:10:04Z,3966264615,233,1283,3966265253,144,67,,,,,,,,,,,,,,,,,,,bgac6td6x8qi2o7o5ofrj3t1x,Sari Amro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495163835,1283,43,1,1,3,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2022-12-31T12:32:02.444Z,2023-01-05T11:10:03Z,3966265247,144,67,3966264619,233,1638,,,,,,,,,,,,,,,,,,,8g2nbo0z5g733zb4wzuo2390q,Muhannad Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320495,20,8,1,1,3,d47tf49ishm9qnfd8zyc8wv0j,1,56.5,97.1,2022-12-31T12:32:02.468Z,2023-01-06T09:31:20Z,3966185145,178,,3964035237,383,,3961835663,56,Left,,,,,,,,,,,,,,,,bgac6td6x8qi2o7o5ofrj3t1x,Sari Amro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320519,15,5,1,1,5,2kzl64gp8x37bon8tyxojqrr1,1,36.9,-1.8,2022-12-31T12:32:04.069Z,2023-01-05T06:48:29Z,3961835743,233,21,3961835739,56,Back,3961835741,347,,,,,,,,,,,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320499,21,5,1,1,5,d47tf49ishm9qnfd8zyc8wv0j,0,63.1,101.8,2022-12-31T12:32:04.069Z,2023-01-05T06:48:29Z,3961835671,347,,3961835669,56,Left,3961835747,233,15,,,,,,,,,,,,,,,,bgac6td6x8qi2o7o5ofrj3t1x,Sari Amro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320523,16,1,1,1,12,2kzl64gp8x37bon8tyxojqrr1,1,34.4,0,2022-12-31T12:32:10.701Z,2023-01-05T06:48:35Z,3961835771,140,23.1,3961835785,213,2.9,3961835767,56,Back,3961835765,107,,3961835781,212,12.3,3961835775,141,2.7,,,,,,,8g2nbo0z5g733zb4wzuo2390q,Muhannad Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320535,17,1,1,1,15,2kzl64gp8x37bon8tyxojqrr1,1,23.7,5.1,2022-12-31T12:32:13.708Z,2023-01-05T06:48:55Z,3961835813,140,14.8,3961835811,56,Back,3961835819,213,2.0,3966185489,178,,3961835817,212,24.5,3961835815,141,38.4,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320543,18,1,1,1,18,2kzl64gp8x37bon8tyxojqrr1,1,18.6,47.3,2022-12-31T12:32:17.216Z,2023-01-05T06:48:59Z,3961835849,56,Back,3961835857,213,1.4,3961835855,212,26.4,3966185499,178,,3961835851,140,21.7,3961835853,141,85.9,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320545,19,1,1,1,20,2kzl64gp8x37bon8tyxojqrr1,0,21.5,85.9,2022-12-31T12:32:18.991Z,2023-01-05T06:49:03Z,3961835865,141,78.1,3961835867,212,21.8,3961835863,140,41.6,3961835861,56,Back,3966185529,178,,3961835869,213,6.0,,,,,,,bg3kdsod1j0u3yk1jw5ndu9sk,Zakaria Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320553,22,49,1,1,21,d47tf49ishm9qnfd8zyc8wv0j,1,60.5,11.3,2022-12-31T12:32:20.475Z,2023-01-05T06:49:07Z,,,,,,,,,,,,,,,,,,,,,,,,,9o288vygjpcv3noeqnrnqh3ah,Saeed Al Hamsal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320557,23,1,1,1,21,d47tf49ishm9qnfd8zyc8wv0j,0,60.5,11.3,2022-12-31T12:32:20.570Z,2023-01-05T06:49:13Z,3961835897,56,Center,3961835905,213,0.6,3961835907,1,,3961835901,141,43.3,3961835899,140,89.8,3966185617,178,,3961835903,212,37.7,,,,9o288vygjpcv3noeqnrnqh3ah,Saeed Al Hamsal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320563,20,49,1,1,24,2kzl64gp8x37bon8tyxojqrr1,1,9.1,52.7,2022-12-31T12:32:23.425Z,2023-01-05T06:49:28Z,,,,,,,,,,,,,,,,,,,,,,,,,5il4uc7d941ndwjl0qu97y7dh,Marcelo Grohe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320581,21,1,1,1,26,2kzl64gp8x37bon8tyxojqrr1,1,9.1,52.7,2022-12-31T12:32:25.233Z,2023-01-05T06:49:33Z,3961835989,1,,3961835983,141,5.4,3961835981,140,28.8,3961835987,213,5.3,3961835985,212,38.2,3966185781,178,,3961835979,56,Back,,,,5il4uc7d941ndwjl0qu97y7dh,Marcelo Grohe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320593,22,1,1,1,30,2kzl64gp8x37bon8tyxojqrr1,1,40.7,11.4,2022-12-31T12:32:29.611Z,2023-01-05T06:49:42Z,3966185869,178,,3961836017,140,58.6,3961836015,56,Right,3961836023,213,6.0,3961836021,212,19.5,3961836019,141,3.8,,,,,,,8g2nbo0z5g733zb4wzuo2390q,Muhannad Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320605,23,1,1,1,35,2kzl64gp8x37bon8tyxojqrr1,1,67,4.5,2022-12-31T12:32:34.369Z,2023-01-05T06:49:51Z,3966185969,178,,3961836057,212,23.9,3961836055,141,35.0,3961836051,56,Center,3961836053,140,78.3,3961836059,213,1.1,,,,,,,1omzj46rrvsev6v03nd72dgwl,Abdulrahman Al Obud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320607,24,50,1,1,37,2kzl64gp8x37bon8tyxojqrr1,1,85,35.6,2022-12-31T12:32:36.570Z,2023-01-05T06:49:55Z,3961836063,56,Center,3961836065,286,,3961836091,233,24,,,,,,,,,,,,,,,,aatjvj13ffwrj81vcfy68fnit,A. Hamed Allah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320613,24,7,1,1,38,d47tf49ishm9qnfd8zyc8wv0j,1,15,64.4,2022-12-31T12:32:36.709Z,2023-01-05T06:50:00Z,3961836083,233,24,3961836077,56,Back,3964036581,384,,3961836079,285,,3966186049,178,,,,,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320615,25,49,1,1,39,d47tf49ishm9qnfd8zyc8wv0j,1,18.8,49.1,2022-12-31T12:32:38.498Z,2023-01-05T06:50:07Z,,,,,,,,,,,,,,,,,,,,,,,,,btjt8zqd248l6mk9b2obdsr1l,Riyadh Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320633,26,1,1,1,42,d47tf49ishm9qnfd8zyc8wv0j,1,25.6,34.5,2022-12-31T12:32:41.280Z,2023-01-05T06:50:19Z,3966186217,178,,3961836143,213,5.5,3961836135,56,Back,3961836141,212,14.0,3961836137,140,35.0,3961836139,141,19.8,,,,,,,btjt8zqd248l6mk9b2obdsr1l,Riyadh Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320647,27,1,1,1,44,d47tf49ishm9qnfd8zyc8wv0j,1,36.7,16.8,2022-12-31T12:32:42.831Z,2023-01-05T06:50:27Z,3961836181,56,Back,3961836191,213,4.0,3961836183,140,29.6,3966186291,178,,3961836185,141,4.4,3961836187,212,11.3,,,,,,,6msbre1fcjcrvqyzoozo43sb8,Nawaf Al Saadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320651,28,1,1,1,47,d47tf49ishm9qnfd8zyc8wv0j,0,29.6,4.6,2022-12-31T12:32:45.949Z,2023-01-05T06:50:31Z,3961836213,212,1.5,3961836215,213,0.5,3961836217,1,,3961836229,286,,3961836211,141,5.6,3961836205,157,,3966186327,178,,3961836223,236,,9o288vygjpcv3noeqnrnqh3ah,Saeed Al Hamsal,3961836207,56,Back,3961836225,233,25,3961836209,140,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,
