id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/16/value
2531945395,1,34,16,0,0,c9swyor08g9pedxpe3n321svu,1,0,0,2023-04-10T18:01:25.870Z,2023-04-13T14:45:52Z,4181328371,59,"1, 2, 42, 8, 4, 70, 43, 16, 11, 17, 14, 9, 10, 19, 20, 21, 28, 56, 67, 96",4181328367,30,"9vt5q842htj38cblrh1v62qj9, 1nrxtmfkuqg2uz7pvgcgwgj4l, cotgnu5iq5oiiwo9t5yp5lel0, 2i9cy7dt9zn1jz96h61oo2m6t, p3ebcmbu5i9le8czo76ngm0a, 574pdpfxal0lsopnsnz17ciqd, 2v2v3wzd9pv8j9phh6s0isdn8, 14dpnweb51v7re2xa3qkpulex, 5muk6frafyj5lj1jdg54z2thx, a3t7bral3j0l1czbmojwqnob9, hki3chjlidmwubff6srauj56, 6wjktx17kp8g29h9gw27lwez9, f53lu15h3s3mhmj2u7ztabd1x, 2lkra7wic5b481l7qybjh8lx, inbrwc7gw6d1z8x60nl0padx, c4zklinh3sa5kchbvjugn0s0l, d25hyz1ov3mdflbnbyc9okrmd, 2ibtue1dtek9mwj0fn8cn7jmc, 42ehf4i3uc1xiyk4gzmj8hhck, 1jfxkmks9lci345fiz9z2gfl5",4181328369,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4181445239,197,618,4181328377,194,9vt5q842htj38cblrh1v62qj9,4181328381,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4181328373,130,4,4181328375,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531945413,1,34,16,0,0,f0zsn74nz0o01gr30weun240i,1,0,0,2023-04-10T18:01:28.271Z,2023-04-10T19:04:03Z,4181328491,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4181328481,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4181328489,194,f0fot1juj3i62tt8i2vybnjdh,4181328487,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4181328479,30,"c2mhdatj96x8eug6mekactrkl, 8y6x61qorr95ai62ko6yo6cr8, bhdvvtp8iu46et3iqfn6c8f3e, 3s3rnrrv8i4rb0x7vaa5mhvpx, bodbz7zwlae3zytzhmbk5ncwk, 3hzwwygv4u0vn68g4z3taqj1l, 8tvytrvm8g922nxp2sjc7lxp1, 7ieikgigejp7rmvrsra8mj1lh, egk2nnpvvup731trr0x2kj696, f0fot1juj3i62tt8i2vybnjdh, 9i2vkt05nwdi1v6iqiyv3hl91, 37ozmigs9h3hachibcihs8t05, a8tgq32yvdrxup21s75ktvtw4, 2a8vmk0i57bvjmhx852b7xn2s, 2ff2szax8e6tod2rts23ok9re, 22nbr9lhehz7zxfpml2cdfx4a, czk2wmpl7wu9ogvo8oyij1t5h, 9kn5o2yki8zu3wihjwqjort9l, 2j2uxep3rot3fwdq27b2im9qt, d0hq3mzumz2pvhkx2cxvalqsp",4181328483,59,"1, 23, 12, 7, 4, 30, 10, 8, 9, 11, 75, 3, 6, 13, 18, 24, 26, 27, 32, 44",4181445235,197,3316,4181328485,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969439,2,32,1,0,0,c9swyor08g9pedxpe3n321svu,1,0,0,2023-04-10T19:00:13.704Z,2023-04-13T13:26:23Z,4181450855,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969433,2,32,1,0,0,f0zsn74nz0o01gr30weun240i,1,0,0,2023-04-10T19:00:13.704Z,2023-04-10T19:00:13Z,4181450823,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969455,3,1,1,0,0,f0zsn74nz0o01gr30weun240i,1,49.8,49.9,2023-04-10T19:00:13.804Z,2023-04-10T19:00:18Z,4181450943,56,Back,4181450951,213,3.7,4181450949,212,11.1,4181450953,279,S,4181450947,141,41.9,4181450945,140,40.6,,,,,,,egk2nnpvvup731trr0x2kj696,G. Mbenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969477,4,1,1,0,4,f0zsn74nz0o01gr30weun240i,1,35.2,38,2023-04-10T19:00:18.235Z,2023-04-10T19:00:21Z,4181451071,213,3.3,4181451067,141,34.8,4181451069,212,14.8,4181451065,140,21.3,4181451063,56,Back,,,,,,,,,,7ieikgigejp7rmvrsra8mj1lh,Dener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969499,5,1,1,0,7,f0zsn74nz0o01gr30weun240i,1,21.3,34.8,2023-04-10T19:00:21.131Z,2023-04-10T19:00:24Z,4181451171,140,18.5,4181451173,141,62.9,4181451175,212,19.3,4181451169,56,Back,4181451177,213,1.7,,,,,,,,,,bodbz7zwlae3zytzhmbk5ncwk,Abdulkarim Sultan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969507,6,1,1,0,10,f0zsn74nz0o01gr30weun240i,1,18.8,62.9,2023-04-10T19:00:23.900Z,2023-04-10T19:00:25Z,4181451221,140,8.7,4181451223,141,56.1,4181451225,212,11.6,4181451219,56,Back,4181451227,213,3.6,,,,,,,,,,3hzwwygv4u0vn68g4z3taqj1l,Alfa Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969535,7,1,1,0,11,f0zsn74nz0o01gr30weun240i,0,8.7,56.1,2023-04-10T19:00:25.131Z,2023-04-10T19:00:30Z,4181451353,140,50.6,4181451349,157,,4181451359,213,0.4,4181451351,56,Left,4181451361,1,,4181451357,212,47.4,4181451355,141,82.1,,,,c2mhdatj96x8eug6mekactrkl,Victor Braga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969523,3,44,1,0,13,c9swyor08g9pedxpe3n321svu,1,50.6,22.2,2023-04-10T19:00:27.206Z,2023-04-10T19:00:29Z,4181451309,56,Center,4181451439,233,8,4181451311,286,,,,,,,,,,,,,,,,,1nrxtmfkuqg2uz7pvgcgwgj4l,Mohammed Al Burayk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969539,8,44,1,0,13,f0zsn74nz0o01gr30weun240i,0,49.4,77.8,2023-04-10T19:00:27.207Z,2023-04-10T19:53:10Z,4181451489,285,,4181451367,56,Back,4181451485,233,3,,,,,,,,,,,,,,,,9i2vkt05nwdi1v6iqiyv3hl91,Mohammed Harzan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969529,4,1,1,0,13,c9swyor08g9pedxpe3n321svu,0,51.7,26.4,2023-04-10T19:00:27.572Z,2023-04-10T19:00:28Z,4181451325,3,,4181451333,212,2.7,4181451327,56,Center,4181451331,141,26.4,4181451329,140,54.3,4181451335,213,0,,,,,,,1nrxtmfkuqg2uz7pvgcgwgj4l,Mohammed Al Burayk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969557,9,61,1,0,15,f0zsn74nz0o01gr30weun240i,1,50.6,82.1,2023-04-10T19:00:29.544Z,2023-04-10T19:00:52Z,4181451475,56,Left,,,,,,,,,,,,,,,,,,,,,,9i2vkt05nwdi1v6iqiyv3hl91,Mohammed Harzan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969573,5,49,1,0,17,c9swyor08g9pedxpe3n321svu,1,37.7,5.9,2023-04-10T19:00:31.060Z,2023-04-10T19:00:31Z,,,,,,,,,,,,,,,,,,,,,,,,,p3ebcmbu5i9le8czo76ngm0a,Khalifah Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969583,6,1,1,0,17,c9swyor08g9pedxpe3n321svu,0,37.7,5.9,2023-04-10T19:00:31.317Z,2023-04-10T19:00:33Z,4181451573,213,0.8,4181451565,56,Back,4181451613,233,10,4181451567,140,39.3,4181451611,236,,4181451571,212,2.4,4181451617,286,,4181451569,141,8.5,p3ebcmbu5i9le8czo76ngm0a,Khalifah Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969591,10,74,1,0,17,f0zsn74nz0o01gr30weun240i,1,61.3,93.8,2023-04-10T19:00:31.318Z,2023-04-10T19:22:14Z,4181451609,285,,4181451619,233,6,4181451607,56,Left,,,,,,,,,,,,,,,,9i2vkt05nwdi1v6iqiyv3hl91,Mohammed Harzan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969627,7,5,1,0,19,c9swyor08g9pedxpe3n321svu,1,39.7,-2,2023-04-10T19:00:32.917Z,2023-04-10T19:00:36Z,4181451823,233,11,4181451813,347,,4181451811,56,Back,,,,,,,,,,,,,,,,p3ebcmbu5i9le8czo76ngm0a,Khalifah Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969593,11,5,1,0,19,f0zsn74nz0o01gr30weun240i,0,60.3,102,2023-04-10T19:00:32.917Z,2023-04-10T19:13:37Z,4181451625,347,,4181451851,233,7,4181451623,56,Left,,,,,,,,,,,,,,,,8y6x61qorr95ai62ko6yo6cr8,Nawaf Al Qamiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969725,8,1,1,0,27,c9swyor08g9pedxpe3n321svu,1,38,0,2023-04-10T19:00:41.447Z,2023-04-10T19:00:44Z,4181452343,140,41.1,4181452345,141,7.3,4181452339,107,,4181452349,213,1.1,4181452341,56,Back,4181452347,212,7.1,,,,,,,1nrxtmfkuqg2uz7pvgcgwgj4l,Mohammed Al Burayk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969739,9,1,1,0,30,c9swyor08g9pedxpe3n321svu,1,40.7,6.5,2023-04-10T19:00:44.452Z,2023-04-10T19:00:45Z,4181452413,140,26.3,4181452415,141,5.3,4181452419,213,3.2,4181452411,56,Back,4181452417,212,15.1,,,,,,,,,,2v2v3wzd9pv8j9phh6s0isdn8,Musab Al Juwayr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
