id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/16/value
2531969753,10,1,1,0,31,c9swyor08g9pedxpe3n321svu,1,25.7,5.6,2023-04-10T19:00:45.381Z,2023-04-10T19:00:47Z,4181452531,213,2.5,4181452525,140,6.2,4181452523,56,Back,4181452527,141,27.4,4181452529,212,25.3,,,,,,,,,,1nrxtmfkuqg2uz7pvgcgwgj4l,Mohammed Al Burayk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969783,11,1,1,0,33,c9swyor08g9pedxpe3n321svu,1,6.7,26.7,2023-04-10T19:00:47.221Z,2023-04-10T19:00:53Z,4181452733,213,0.7,4181452727,140,43.7,4181452729,141,75.4,4181452735,1,,4181452725,56,Back,4181452731,212,51.0,4181452723,155,,,,,9vt5q842htj38cblrh1v62qj9,Abdullah Al Muaiouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969795,12,61,1,0,39,c9swyor08g9pedxpe3n321svu,1,44.5,76.7,2023-04-10T19:00:52.742Z,2023-04-13T13:30:59Z,4181452809,56,Back,,,,,,,,,,,,,,,,,,,,,,hki3chjlidmwubff6srauj56,Abdullah Al Hamdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969805,13,1,1,0,39,c9swyor08g9pedxpe3n321svu,1,37,72,2023-04-10T19:00:53.429Z,2023-04-10T19:55:10Z,4181661027,3,,4181452855,212,17.7,4181452857,213,2.2,4181452851,140,27.0,4181452853,141,92.9,4181452849,56,Back,,,,,,,14dpnweb51v7re2xa3qkpulex,Nasser Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969817,14,1,1,0,41,c9swyor08g9pedxpe3n321svu,1,27,92.9,2023-04-10T19:00:54.886Z,2023-04-10T19:00:56Z,4181452905,141,83.8,4181452907,212,13.6,4181452901,56,Back,4181452909,213,3.6,4181452903,140,15.5,,,,,,,,,,cotgnu5iq5oiiwo9t5yp5lel0,Muath Faqeehi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969833,15,1,1,0,42,c9swyor08g9pedxpe3n321svu,1,15.5,83.8,2023-04-10T19:00:56.261Z,2023-04-10T19:00:58Z,4181452989,140,4.7,4181452991,141,62.9,4181452999,213,4.0,4181452985,56,Back,4181452995,212,18.2,,,,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969869,16,1,1,0,44,c9swyor08g9pedxpe3n321svu,0,5.2,61.7,2023-04-10T19:00:58.453Z,2023-04-10T19:01:02Z,4181453193,155,,4181453205,1,,4181453199,141,21.9,4181453197,140,42.1,4181453203,213,5.7,4181453201,212,47.3,4181453195,56,Back,,,,9vt5q842htj38cblrh1v62qj9,Abdullah Al Muaiouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969889,12,1,1,0,50,f0zsn74nz0o01gr30weun240i,1,66.1,76.4,2023-04-10T19:01:03.834Z,2023-04-10T19:01:05Z,4181453331,140,48.4,4181453337,213,3.5,4181453333,141,64.6,4181453327,3,,4181453329,56,Back,4181453335,212,20.2,,,,,,,9i2vkt05nwdi1v6iqiyv3hl91,Mohammed Harzan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969891,13,49,1,0,51,f0zsn74nz0o01gr30weun240i,1,48.3,64.8,2023-04-10T19:01:04.922Z,2023-04-10T19:01:05Z,,,,,,,,,,,,,,,,,,,,,,,,,3hzwwygv4u0vn68g4z3taqj1l,Alfa Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969903,14,1,1,0,51,f0zsn74nz0o01gr30weun240i,1,48.3,64.8,2023-04-10T19:01:05.115Z,2023-04-10T19:01:06Z,4181453399,212,12.7,4181453401,213,0.9,4181453393,56,Left,4181453395,140,55.7,4181453397,141,79.6,,,,,,,,,,3hzwwygv4u0vn68g4z3taqj1l,Alfa Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969929,15,1,1,0,52,f0zsn74nz0o01gr30weun240i,0,55.7,79.6,2023-04-10T19:01:06.283Z,2023-04-10T19:01:10Z,4181453535,213,5.5,4181453529,140,67.8,4181453527,56,Center,4181453531,141,59.9,4181453533,212,18.5,4181453525,155,,,,,,,,bhdvvtp8iu46et3iqfn6c8f3e,Hussain Qasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969913,17,44,1,0,53,c9swyor08g9pedxpe3n321svu,1,31.8,38.4,2023-04-10T19:01:06.885Z,2023-04-10T19:01:09Z,4181453467,56,Back,4181453469,285,,4181453569,233,16,,,,,,,,,,,,,,,,p3ebcmbu5i9le8czo76ngm0a,Khalifah Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969933,16,44,1,0,53,f0zsn74nz0o01gr30weun240i,0,68.2,61.6,2023-04-10T19:01:06.886Z,2023-04-10T19:01:10Z,4181453609,233,17,4181453549,56,Center,4181453551,286,,,,,,,,,,,,,,,,,egk2nnpvvup731trr0x2kj696,G. Mbenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969925,18,1,1,0,53,c9swyor08g9pedxpe3n321svu,1,31.3,36.9,2023-04-10T19:01:07.204Z,2023-04-10T19:01:08Z,4181453515,141,44.5,4181453513,140,27.3,4181453507,3,,4181453517,212,6.7,4181453519,213,2.3,4181453511,56,Back,,,,,,,p3ebcmbu5i9le8czo76ngm0a,Khalifah Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969943,19,1,1,0,54,c9swyor08g9pedxpe3n321svu,1,27.3,44.5,2023-04-10T19:01:08.005Z,2023-04-10T19:01:10Z,4181453577,3,,4181453581,140,35.8,4181453583,141,24.1,4181453585,212,16.5,4181453587,213,5.3,4181453579,56,Back,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969955,20,1,1,0,56,c9swyor08g9pedxpe3n321svu,1,35.7,24.1,2023-04-10T19:01:10.229Z,2023-04-10T19:55:27Z,4181453661,56,Back,4181453657,3,,4181453669,212,14.3,4181453667,141,11.4,4181453671,213,3.8,4181453665,140,24.9,,,,,,,2v2v3wzd9pv8j9phh6s0isdn8,Musab Al Juwayr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969961,21,49,1,0,57,c9swyor08g9pedxpe3n321svu,1,24.9,11.4,2023-04-10T19:01:11.189Z,2023-04-10T19:01:11Z,,,,,,,,,,,,,,,,,,,,,,,,,1nrxtmfkuqg2uz7pvgcgwgj4l,Mohammed Al Burayk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531969965,22,1,1,0,58,c9swyor08g9pedxpe3n321svu,1,24.9,11.4,2023-04-10T19:01:12.201Z,2023-04-10T19:55:33Z,4181453707,56,Back,4181453715,213,0.8,4181453709,140,29.6,4181453713,212,6.8,4181453711,141,18.2,,,,,,,,,,1nrxtmfkuqg2uz7pvgcgwgj4l,Mohammed Al Burayk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970009,23,1,1,0,59,c9swyor08g9pedxpe3n321svu,1,29.6,18.2,2023-04-10T19:01:12.718Z,2023-04-10T19:55:39Z,4181453937,212,10.8,4181453935,141,8.9,4181453933,140,21.3,4181453939,213,3.8,4181453931,56,Back,,,,,,,,,,2v2v3wzd9pv8j9phh6s0isdn8,Musab Al Juwayr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970015,24,1,1,1,0,c9swyor08g9pedxpe3n321svu,0,24,22.1,2023-04-10T19:01:14.661Z,2023-04-10T19:01:15Z,4181453975,213,3.2,4181453969,140,22.2,4181453971,141,21.8,4181453973,212,1.9,4181453967,56,Back,,,,,,,,,,1nrxtmfkuqg2uz7pvgcgwgj4l,Mohammed Al Burayk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970037,17,8,1,1,2,f0zsn74nz0o01gr30weun240i,1,74,72.7,2023-04-10T19:01:16.115Z,2023-04-13T13:37:44Z,4186160317,384,,4181454065,56,Center,,,,,,,,,,,,,,,,,,,egk2nnpvvup731trr0x2kj696,G. Mbenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970061,18,49,1,1,3,f0zsn74nz0o01gr30weun240i,1,75.3,75.4,2023-04-10T19:01:17.634Z,2023-04-10T19:54:21Z,,,,,,,,,,,,,,,,,,,,,,,,,9i2vkt05nwdi1v6iqiyv3hl91,Mohammed Harzan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970083,19,61,1,1,4,f0zsn74nz0o01gr30weun240i,0,80,79.5,2023-04-10T19:01:18.596Z,2023-04-13T13:37:55Z,4181454297,56,Left,,,,,,,,,,,,,,,,,,,,,,9i2vkt05nwdi1v6iqiyv3hl91,Mohammed Harzan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970067,25,43,1,1,4,c9swyor08g9pedxpe3n321svu,1,0,0,2023-04-10T19:01:18.596Z,2023-04-13T13:38:01Z,4181454327,233,19,4181454233,285,0,4181454231,56,Back,4186160735,144,7,,,,,,,,,,,,,1nrxtmfkuqg2uz7pvgcgwgj4l,Mohammed Al Burayk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970075,26,49,1,1,6,c9swyor08g9pedxpe3n321svu,1,9.7,23.4,2023-04-10T19:01:19.876Z,2023-04-10T19:01:20Z,,,,,,,,,,,,,,,,,,,,,,,,,1nrxtmfkuqg2uz7pvgcgwgj4l,Mohammed Al Burayk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970157,27,1,1,1,6,c9swyor08g9pedxpe3n321svu,1,9.7,23.4,2023-04-10T19:01:20.100Z,2023-04-10T19:01:25Z,4181454623,141,40.1,4181454617,56,Back,4181454621,140,4.4,4181454631,213,2.0,4181454627,212,12.6,,,,,,,,,,1nrxtmfkuqg2uz7pvgcgwgj4l,Mohammed Al Burayk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970169,28,1,1,1,11,c9swyor08g9pedxpe3n321svu,1,3.9,40.4,2023-04-10T19:01:25.685Z,2023-04-10T19:55:55Z,4181454679,212,44.4,4181454671,155,,4181454681,213,6.0,4181454677,141,24.1,4181454673,56,Back,4181454683,1,,4181663005,189,,4181454675,140,44.8,9vt5q842htj38cblrh1v62qj9,Abdullah Al Muaiouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970173,29,1,1,1,13,c9swyor08g9pedxpe3n321svu,1,44.8,24.1,2023-04-10T19:01:26.820Z,2023-04-10T19:01:27Z,4181454699,56,Back,4181454711,212,9.6,4181454707,141,34.5,4181454713,213,2.3,4181454703,140,38.6,4181454721,156,,,,,,,,a3t7bral3j0l1czbmojwqnob9,M. Marega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970205,30,1,1,1,14,c9swyor08g9pedxpe3n321svu,1,38.6,34.5,2023-04-10T19:01:27.908Z,2023-04-10T19:02:06Z,4181454883,141,61.2,4181454891,213,1.7,4181454879,140,36.9,4181454887,212,18.2,4181454873,56,Back,,,,,,,,,,2v2v3wzd9pv8j9phh6s0isdn8,Musab Al Juwayr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970223,31,1,1,1,17,c9swyor08g9pedxpe3n321svu,1,37.3,62,2023-04-10T19:01:30.724Z,2023-04-10T19:01:32Z,4181454973,140,47.4,4181454975,141,89.0,4181454979,213,1.0,4181454971,56,Back,4181454977,212,21.2,,,,,,,,,,14dpnweb51v7re2xa3qkpulex,Nasser Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970265,32,1,1,1,18,c9swyor08g9pedxpe3n321svu,1,47.4,89,2023-04-10T19:01:31.989Z,2023-04-10T19:56:02Z,4181455203,212,11.1,4181455195,140,37.4,4181455189,56,Back,4181455199,141,94.2,4181455205,213,2.8,,,,,,,,,,hki3chjlidmwubff6srauj56,Abdullah Al Hamdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970287,33,1,1,1,22,c9swyor08g9pedxpe3n321svu,1,37.4,94.2,2023-04-10T19:01:36.148Z,2023-04-10T19:01:38Z,4181455307,56,Back,4181455315,213,3.8,4181455311,141,85.0,4181455309,140,29.5,4181455313,212,10.4,,,,,,,,,,cotgnu5iq5oiiwo9t5yp5lel0,Muath Faqeehi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970299,34,1,1,1,24,c9swyor08g9pedxpe3n321svu,1,29.3,81.1,2023-04-10T19:01:38.245Z,2023-04-10T19:01:39Z,4181455331,140,36.1,4181455333,141,79.4,4181455335,212,7.2,4181455337,213,6.1,4181455329,56,Back,,,,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970335,35,1,1,1,25,c9swyor08g9pedxpe3n321svu,1,36.1,79.4,2023-04-10T19:01:39.092Z,2023-04-13T13:38:59Z,4181455539,141,81.7,4181455543,213,3.0,4181455535,56,Back,4181455541,212,10.5,4181455537,140,26.2,,,,,,,,,,hki3chjlidmwubff6srauj56,Abdullah Al Hamdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531970385,36,1,1,1,29,c9swyor08g9pedxpe3n321svu,1,26.1,81.1,2023-04-10T19:01:43.125Z,2023-04-10T19:01:47Z,4181455809,213,5.2,4181455801,56,Back,4181455803,140,34.1,4181455805,141,56.6,4181455807,212,18.7,,,,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
