id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value,assist,qualifier/18/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/17/value
2508382427,7,3,1,0,49,7dkxxicrwn77jpdfkwpnlnnyn,1,43.3,95,2023-02-16T17:31:04.646Z,2023-03-03T07:11:05Z,4035732767,56,Back,4035732769,286,,4067674319,178,,4035732771,233,12,4046206269,465,,,,,,,,,,,d597taqcmedln0e50xgdyt8gk,Sanousi Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382425,12,45,1,0,49,2kzl64gp8x37bon8tyxojqrr1,0,56.7,5,2023-02-16T17:31:04.646Z,2023-03-03T07:11:06Z,4035732765,285,,4035732763,56,Right,4035732777,233,7,,,,,,,,,,,,,,,,du6wgayjqw7jqjh770c43vvmd,Abdulaziz Al Bishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382429,8,1,1,0,52,7dkxxicrwn77jpdfkwpnlnnyn,1,62.4,95.9,2023-02-16T17:31:08.108Z,2023-03-03T07:11:17Z,4067674427,178,,4035732779,56,Left,4035732787,213,0.1,4035732781,140,65.6,4035732783,141,96.3,4035732785,212,3.4,,,,,,,d597taqcmedln0e50xgdyt8gk,Sanousi Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382431,9,1,1,0,55,7dkxxicrwn77jpdfkwpnlnnyn,1,65.6,96.3,2023-02-16T17:31:10.386Z,2023-03-03T07:11:23Z,4035732801,213,5.3,4035732799,212,5.1,4067674467,178,,4035732797,141,89.9,4035732795,140,68.1,4035732793,56,Left,,,,,,,9j37dmdxamf5ykbw9l24wlt6,Ahmed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382433,10,1,1,0,55,7dkxxicrwn77jpdfkwpnlnnyn,1,68.1,89.9,2023-02-16T17:31:11.278Z,2023-03-03T07:11:28Z,4035732807,140,63.3,4067674493,178,,4035732809,141,93.0,4035732811,212,5.5,4035732813,213,2.7,4035732805,56,Left,,,,,,,d597taqcmedln0e50xgdyt8gk,Sanousi Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382435,11,1,1,0,57,7dkxxicrwn77jpdfkwpnlnnyn,1,63.3,93,2023-02-16T17:31:12.437Z,2023-03-03T07:11:32Z,4035732819,56,Left,4035732827,213,3.0,4035732823,141,93.9,4035732821,140,57.3,4067674539,178,,4035732825,212,6.3,,,,,,,9j37dmdxamf5ykbw9l24wlt6,Ahmed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382443,12,1,1,0,59,7dkxxicrwn77jpdfkwpnlnnyn,1,57.3,93.9,2023-02-16T17:31:14.604Z,2023-03-03T07:11:36Z,4067674571,178,,4035732847,213,3.5,4035732845,212,12.4,4035732843,141,87.6,4035732841,140,46.2,4035732839,56,Back,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382445,13,1,1,1,2,7dkxxicrwn77jpdfkwpnlnnyn,1,43.6,82.2,2023-02-16T17:31:18.056Z,2023-03-03T07:11:41Z,4035732855,56,Right,4035732853,196,,4035732859,141,15.4,4035732857,140,58.7,4067674605,178,,4035732861,212,48.1,4035732863,213,5.0,4035732865,1,,9p1b5iftds5x02tx2eyseaklx,D. Velkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382447,14,43,1,1,8,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2023-02-16T17:31:23.945Z,2023-02-16T17:33:13Z,4035733693,144,61,4035732869,56,Right,4035732871,238,0,,,,,,,,,,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382477,13,27,1,1,8,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-02-16T17:31:24.259Z,2023-03-03T07:11:47Z,4035733503,41,Injury,4035734227,233,16,4035733505,53,du6wgayjqw7jqjh770c43vvmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382557,16,27,1,1,8,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2023-02-16T17:31:24.259Z,2023-03-03T07:11:46Z,4035734223,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382449,15,43,1,1,10,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2023-02-16T17:31:25.419Z,2023-02-16T17:33:11Z,4035732875,347,0,4035733647,144,5,4035732873,56,Right,,,,,,,,,,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382603,14,28,1,2,54,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-02-16T17:33:10.096Z,2023-03-03T07:11:48Z,4035734235,233,17,4035733723,55,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382593,17,28,1,2,54,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2023-02-16T17:33:10.096Z,2023-03-03T07:11:48Z,4035733629,55,16,4035734231,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382609,18,68,1,2,56,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2023-02-16T17:33:11.812Z,2023-03-03T07:11:51Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382611,15,68,1,2,56,2kzl64gp8x37bon8tyxojqrr1,0,0,0,2023-02-16T17:33:12.062Z,2023-03-03T07:11:54Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382621,19,1,1,2,59,7dkxxicrwn77jpdfkwpnlnnyn,1,39.8,57.2,2023-02-16T17:33:14.577Z,2023-03-03T07:11:59Z,4067674793,178,,4035733769,141,31.6,4035733767,140,35.2,4035733765,56,Back,4035733771,212,18.1,4035733773,213,4.4,,,,,,,4c540mry6f9esodej103n6xka,Faisal Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382625,20,1,1,3,1,7dkxxicrwn77jpdfkwpnlnnyn,1,35.2,31.6,2023-02-16T17:33:16.744Z,2023-03-03T07:12:03Z,4035733799,213,5.4,4067674837,178,,4035733797,212,11.2,4035733795,141,18.5,4035733791,56,Back,4035733793,140,41.6,,,,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382629,21,1,1,3,3,7dkxxicrwn77jpdfkwpnlnnyn,1,41.6,18.5,2023-02-16T17:33:18.919Z,2023-03-03T07:12:07Z,4035733817,140,57.4,4035733819,141,14.9,4035733815,56,Right,4035733821,212,16.8,4035733823,213,6.1,4067674891,178,,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382633,22,1,1,3,5,7dkxxicrwn77jpdfkwpnlnnyn,1,57.4,14.3,2023-02-16T17:33:21.307Z,2023-03-03T07:12:10Z,4035733849,56,Back,4035733851,140,34.2,4035733853,141,27.7,4067674917,178,,4035733855,212,26.0,4035733857,213,2.8,,,,,,,1imyf62l4rk4oyith29w5bhzp,Mohammed Al Kuwaykibi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382635,23,1,1,3,8,7dkxxicrwn77jpdfkwpnlnnyn,1,34.2,27.7,2023-02-16T17:33:23.692Z,2023-03-03T07:12:14Z,4067674965,178,,4035733869,56,Back,4035733875,212,24.5,4035733873,141,63.8,4035733871,140,34.0,4035733877,213,1.6,,,,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382637,24,1,1,3,10,7dkxxicrwn77jpdfkwpnlnnyn,1,34,63.8,2023-02-16T17:33:26.237Z,2023-03-03T07:12:18Z,4035733893,212,34.7,4035733891,141,85.1,4067675015,178,,4035733895,213,0.4,4035733897,1,,4035733887,56,Left,4035733889,140,64.0,,,,9p1b5iftds5x02tx2eyseaklx,D. Velkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382639,25,1,1,3,14,7dkxxicrwn77jpdfkwpnlnnyn,1,63.3,77.9,2023-02-16T17:33:29.699Z,2023-03-03T07:12:24Z,4035733901,56,Left,4035733903,140,90.2,4035733905,141,85.7,4067675063,178,,4035733907,212,28.7,4035733909,213,0.2,,,,,,,9j37dmdxamf5ykbw9l24wlt6,Ahmed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382641,26,1,1,3,16,7dkxxicrwn77jpdfkwpnlnnyn,0,90.2,85.7,2023-02-16T17:33:31.941Z,2023-03-03T07:12:29Z,4035733921,141,72.0,4035733925,213,4.8,4035733915,155,,4046210023,224,,4035733919,140,91.4,4067675103,178,,4035733923,212,9.4,4046210025,72,,d597taqcmedln0e50xgdyt8gk,Sanousi Al Hawsawi,4035733913,2,4035733917,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382643,16,12,1,3,17,2kzl64gp8x37bon8tyxojqrr1,1,11.8,29.7,2023-02-16T17:33:32.576Z,2023-03-03T07:12:36Z,4067675163,178,,4035733937,15,,4035733935,213,4.9,4035733933,212,10.1,4035733931,141,15.2,4035733927,56,Back,4035733929,140,14.0,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382649,17,49,1,3,19,2kzl64gp8x37bon8tyxojqrr1,1,14.8,14.9,2023-02-16T17:33:34.989Z,2023-03-03T07:12:52Z,,,,,,,,,,,,,,,,,,,,,,,,,8g2nbo0z5g733zb4wzuo2390q,Muhannad Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382657,18,1,1,3,20,2kzl64gp8x37bon8tyxojqrr1,1,16.9,14.7,2023-02-16T17:33:36.009Z,2023-03-03T07:12:57Z,4035733989,212,8.6,4035733987,141,21.3,4035733985,140,23.9,4035733983,56,Back,4035733991,213,0.5,4067675319,178,,,,,,,,8g2nbo0z5g733zb4wzuo2390q,Muhannad Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382667,19,1,1,3,23,2kzl64gp8x37bon8tyxojqrr1,1,25.7,30.2,2023-02-16T17:33:38.773Z,2023-03-03T07:13:01Z,4035734045,213,2.3,4067675355,178,,4035734043,212,18.0,4035734041,141,50.3,4035734039,140,14.6,4035734037,56,Back,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382671,20,1,1,3,28,2kzl64gp8x37bon8tyxojqrr1,1,16.9,50.2,2023-02-16T17:33:43.934Z,2023-03-03T07:13:05Z,4035734069,141,26.2,4035734067,140,12.1,4067675389,178,,4035734065,56,Back,4035734071,212,17.1,4035734073,213,4.4,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382673,21,1,1,3,30,2kzl64gp8x37bon8tyxojqrr1,1,11.7,25,2023-02-16T17:33:46.364Z,2023-03-03T07:13:10Z,4035734083,212,22.5,4035734081,141,4.2,4035734085,213,5.6,4035734079,140,28.4,4035734077,56,Back,4067675441,178,,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382683,22,1,1,3,33,2kzl64gp8x37bon8tyxojqrr1,1,29.8,4.1,2023-02-16T17:33:48.698Z,2023-03-03T07:13:15Z,4035734125,213,0,4035734117,56,Back,4035734123,212,8.5,4035734119,140,37.9,4035734121,141,4.1,4067675497,178,,,,,,,,8g2nbo0z5g733zb4wzuo2390q,Muhannad Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382685,23,4,1,3,35,2kzl64gp8x37bon8tyxojqrr1,1,39.6,5.4,2023-02-16T17:33:50.702Z,2023-03-03T07:13:21Z,4035734129,13,,4035734137,286,,4035734173,233,27,4035734135,265,,4035734131,56,Back,4035734133,152,,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382689,27,4,1,3,35,7dkxxicrwn77jpdfkwpnlnnyn,0,60.4,94.6,2023-02-16T17:33:50.703Z,2023-03-03T07:13:21Z,4035734171,285,,4035734177,233,23,4067675543,178,,4035734277,265,,4035734163,13,,4035734169,152,,4035734167,56,Left,,,,4c540mry6f9esodej103n6xka,Faisal Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382699,24,1,1,3,47,2kzl64gp8x37bon8tyxojqrr1,1,37.9,4.4,2023-02-16T17:34:02.694Z,2023-03-03T07:13:31Z,4035734253,5,,4035734429,189,,4035734257,196,,4035734267,212,51.7,4035734263,140,28.3,4035734255,155,,4035734259,152,,4035734271,1,,8g2nbo0z5g733zb4wzuo2390q,Muhannad Al Shanqiti,4035734269,213,4035734261,56,Back,1.8,4067675659,178,4035734265,141,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382701,25,1,1,3,51,2kzl64gp8x37bon8tyxojqrr1,1,29.4,61.2,2023-02-16T17:34:07.150Z,2023-03-03T07:13:34Z,4035734285,212,14.0,4035734281,140,29.5,4035734283,141,40.6,4035734287,213,4.7,4067675683,178,,4035734279,56,Back,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508382713,26,1,1,3,54,2kzl64gp8x37bon8tyxojqrr1,1,29.5,38.7,2023-02-16T17:34:09.978Z,2023-03-03T07:13:43Z,4035734347,212,28.6,4035734349,213,6.0,4035734343,140,55.9,4035734341,56,Center,4035734345,141,28.5,4067675769,178,,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
