id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/10/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2454231713,8,1,1,0,13,2xl3g56k2mbuwdbre46s29vt4,1,41.6,89.6,2022-09-01T16:00:27.239Z,2022-09-10T09:08:30Z,3749544165,141,70.8,3768539483,178,,3749544163,140,28.7,3749544169,213,3.9,3749544161,56,Back,3749544167,212,18.6,,,,,,,2tuivjaotzbx9jv83wi7d5rrp,G. Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231729,9,1,1,0,19,2xl3g56k2mbuwdbre46s29vt4,1,27.8,64.8,2022-09-01T16:00:33.737Z,2022-09-10T09:08:43Z,3749544245,56,Back,3768539749,178,,3749544251,212,26.4,3749544253,213,4.8,3749544247,140,30.8,3749544249,141,26.2,,,,,,,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231743,10,1,1,0,22,2xl3g56k2mbuwdbre46s29vt4,1,30.8,26.2,2022-09-01T16:00:36.970Z,2022-09-10T09:08:49Z,3749544319,141,4.0,3749544317,140,41.5,3749544323,213,5.4,3749544321,212,18.8,3768539885,178,,3749544315,56,Back,,,,,,,5bd2bm6ukc4u58hd0idimecid,Botía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231751,11,1,1,0,27,2xl3g56k2mbuwdbre46s29vt4,1,57.6,5.9,2022-09-01T16:00:41.624Z,2022-09-10T09:10:45Z,3749544387,212,5.5,3749544381,56,Right,3749544383,140,60.0,3749544389,213,1.1,3768540291,178,,3749544385,141,13.1,,,,,,,84a84u8p0tc4v0rsnwjtdw8np,Hamad Al Jayzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231771,12,1,1,0,31,2xl3g56k2mbuwdbre46s29vt4,1,62.7,15.9,2022-09-01T16:00:45.604Z,2022-09-10T09:10:54Z,3749544515,56,Center,3749544521,212,19.0,3749544523,213,1.5,3749544519,141,43.7,3768540357,178,,3749544517,140,64.1,,,,,,,5fpfdgzit3468e1a04ooetsr9,Anselmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231777,13,1,1,0,33,2xl3g56k2mbuwdbre46s29vt4,1,62,41.9,2022-09-01T16:00:48.011Z,2022-09-10T09:10:58Z,3768540859,178,,3749544545,212,9.9,3749544539,56,Center,3749544547,213,2.9,3749544543,141,45.1,3749544541,140,52.8,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457816071,832,67,1,0,34,2xl3g56k2mbuwdbre46s29vt4,1,53.1,45,2022-09-01T16:00:48.943Z,2022-09-10T10:46:32Z,3768637297,233,659,,,,,,,,,,,,,,,,,,,,,,bl117o6ogkgnnbv2gl0ozpn85,Waleed Bakshwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457816067,659,67,1,0,34,6ttwlm6op92r4670oayg5md7h,0,46.9,55,2022-09-01T16:00:48.944Z,2022-09-10T10:19:35Z,3768637333,233,832,,,,,,,,,,,,,,,,,,,,,,1l0bb9txaodn0kqc5rca35rdh,Júlio Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231799,14,1,1,0,34,2xl3g56k2mbuwdbre46s29vt4,1,52.8,45.1,2022-09-01T16:00:48.951Z,2022-09-10T10:46:32Z,3749544659,141,62.0,3749544657,140,66.1,3749544661,212,18.1,3749544663,213,0.7,3749544655,56,Center,3768541085,178,,,,,,,,bl117o6ogkgnnbv2gl0ozpn85,Waleed Bakshwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231829,15,1,1,0,38,2xl3g56k2mbuwdbre46s29vt4,1,67.3,63.3,2022-09-01T16:00:52.733Z,2022-09-10T09:11:13Z,3768542221,178,,3749544835,212,12.6,3749544833,141,75.0,3749544831,140,58.0,3749544829,56,Center,3749544837,213,2.5,,,,,,,a9xl33f68np358angkw5o606i,Yahya Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454242187,373,1,1,0,44,2xl3g56k2mbuwdbre46s29vt4,1,65.1,87.8,2022-09-01T16:00:58.732Z,2022-09-10T09:12:11Z,3749604055,213,3.4,3749604053,212,11.9,3749604051,141,83.2,3749604049,140,54.2,3749604047,56,Left,3768542257,178,,,,,,,,3a591b3l0o7ucdb8w72vjz4kp,Abdulelah Al Bukhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231843,16,1,1,0,46,2xl3g56k2mbuwdbre46s29vt4,1,59.5,73.3,2022-09-01T16:01:01.046Z,2022-09-10T09:12:16Z,3749544915,141,77.8,3749544909,155,,3768543129,178,,3749544913,140,79.2,3749544911,56,Center,3749544919,213,0.1,3749544917,212,20.9,,,,bl117o6ogkgnnbv2gl0ozpn85,Waleed Bakshwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231845,17,1,1,0,51,2xl3g56k2mbuwdbre46s29vt4,0,88.2,85,2022-09-01T16:01:05.195Z,2022-09-10T09:12:26Z,3749544941,236,,3749544943,233,3,3749544925,140,87.2,3768543253,178,,3749544931,213,2.1,3749544923,56,Left,3749544947,286,,3749544927,141,87.7,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,3749544929,212,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231847,3,74,1,0,51,6ttwlm6op92r4670oayg5md7h,1,15.2,11.7,2022-09-01T16:01:05.359Z,2022-09-10T09:12:33Z,3768543325,178,,3749544937,285,,3749544935,56,Back,3749544951,233,17,,,,,,,,,,,,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231853,18,1,1,0,52,2xl3g56k2mbuwdbre46s29vt4,1,83.6,89.6,2022-09-01T16:01:06.985Z,2022-09-10T09:12:39Z,3768543391,178,,3749544979,212,10.0,3749544973,56,Left,3749544977,141,93.2,3749544981,213,2.9,3749544975,140,74.4,,,,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231855,19,1,1,0,53,2xl3g56k2mbuwdbre46s29vt4,1,74.4,93.2,2022-09-01T16:01:07.998Z,2022-09-10T09:12:43Z,3749544991,212,7.8,3749544989,141,94.4,3749544993,213,0.1,3768543437,178,,3749544987,140,81.8,3749544985,56,Left,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231865,20,1,1,0,54,2xl3g56k2mbuwdbre46s29vt4,1,81.8,94.4,2022-09-01T16:01:08.967Z,2022-09-10T09:12:47Z,3749545073,212,6.3,3749545071,141,91.1,3749545069,140,76.2,3768543479,178,,3749545067,56,Left,3749545075,213,3.5,,,,,,,2tuivjaotzbx9jv83wi7d5rrp,G. Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231881,21,1,1,1,0,2xl3g56k2mbuwdbre46s29vt4,1,70.5,85.7,2022-09-01T16:01:14.284Z,2022-09-10T09:12:59Z,3749545161,141,55.4,3749545163,212,20.6,3749545159,140,70.9,3749545157,56,Center,3768543629,178,,3749545165,213,4.7,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457817283,670,83,1,1,2,6ttwlm6op92r4670oayg5md7h,1,29.4,51.3,2022-09-01T16:01:16.222Z,2022-09-10T10:22:12Z,3768643723,399,119668,,,,,,,,,,,,,,,,,,,,,,7gvqqqfoak5692c4xnrcrqe39,Raed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458187399,1025,83,1,1,6,6ttwlm6op92r4670oayg5md7h,1,40.7,56.3,2022-09-01T16:01:20.311Z,2022-09-10T18:37:48Z,3770598337,399,119668,,,,,,,,,,,,,,,,,,,,,,7gvqqqfoak5692c4xnrcrqe39,Raed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231889,22,1,1,1,7,2xl3g56k2mbuwdbre46s29vt4,1,58.4,44.3,2022-09-01T16:01:21.417Z,2022-09-10T09:13:11Z,3749545217,140,56.9,3749545219,141,64.2,3749545223,213,1.7,3749545221,212,13.6,3749545215,56,Center,3768543759,178,,,,,,,,5fpfdgzit3468e1a04ooetsr9,Anselmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231899,23,1,1,1,8,2xl3g56k2mbuwdbre46s29vt4,1,57.1,64.3,2022-09-01T16:01:23.038Z,2022-09-10T09:13:19Z,3768543917,178,,3749545305,212,20.1,3749545299,56,Left,3749545307,213,1.0,3749545301,140,66.7,3749545303,141,89.9,,,,,,,bl117o6ogkgnnbv2gl0ozpn85,Waleed Bakshwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231903,24,1,1,1,11,2xl3g56k2mbuwdbre46s29vt4,1,68.4,87.1,2022-09-01T16:01:25.565Z,2022-09-10T09:13:28Z,3749545375,141,95.1,3768544089,178,,3749545379,213,0.3,3749545371,56,Left,3749545373,140,86.9,3749545377,212,20.2,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231907,25,1,1,1,14,2xl3g56k2mbuwdbre46s29vt4,0,87,95.1,2022-09-01T16:01:28.373Z,2022-09-10T09:13:35Z,3768544305,178,,3749545413,140,93.9,3749545411,56,Center,3750409431,224,,3750409433,72,,3749545409,155,,3749545407,2,,3749545415,141,69.9,2tuivjaotzbx9jv83wi7d5rrp,G. Rodrigues,3749545417,212,18.6,3749545419,213,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231911,4,12,1,1,14,6ttwlm6op92r4670oayg5md7h,1,2.5,28.3,2022-09-01T16:01:28.972Z,2022-09-10T09:13:40Z,3749545457,56,Back,3749545459,140,7.5,3749545461,141,11.9,3749545463,212,12.3,3749545471,15,,3749545465,213,5.2,3768544447,388,,,,,3nahof9wwcvyylv87fjhhpt5h,Abdullah Al Fahad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231919,5,44,1,1,17,6ttwlm6op92r4670oayg5md7h,1,11.3,12.2,2022-09-01T16:01:31.221Z,2022-09-10T10:46:33Z,3749545495,56,Back,3749545499,233,26,3749545497,285,,,,,,,,,,,,,,,,,6bl8ekn7ahyf7z4ri1cknbnfu,Sultan Al Farhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231917,26,44,1,1,17,2xl3g56k2mbuwdbre46s29vt4,0,88.7,87.8,2022-09-01T16:01:31.222Z,2022-09-10T09:13:48Z,3749545489,286,,3749545503,233,5,3749545487,56,Left,,,,,,,,,,,,,,,,3a591b3l0o7ucdb8w72vjz4kp,Abdulelah Al Bukhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231921,6,1,1,1,17,6ttwlm6op92r4670oayg5md7h,1,7.5,11.9,2022-09-01T16:01:31.257Z,2022-09-10T10:46:33Z,3749545511,140,20.7,3749545513,141,8.2,3749545517,213,6.1,3749545507,3,,3768544671,388,,3749545509,56,Back,3749545515,212,14.1,,,,6bl8ekn7ahyf7z4ri1cknbnfu,Sultan Al Farhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231923,7,49,1,1,18,6ttwlm6op92r4670oayg5md7h,1,20.7,8.2,2022-09-01T16:01:32.319Z,2022-09-10T09:14:00Z,,,,,,,,,,,,,,,,,,,,,,,,,9yceimet7wbytfai5ivr0v4k5,A. Mitriță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231929,8,1,1,1,19,6ttwlm6op92r4670oayg5md7h,1,20.7,8.2,2022-09-01T16:01:33.240Z,2022-09-10T09:14:07Z,3749545535,212,4.5,3749545537,213,3.5,3749545529,56,Back,3749545531,140,16.8,3749545533,141,5.6,3768544823,178,,,,,,,,9yceimet7wbytfai5ivr0v4k5,A. Mitriță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231931,9,1,1,1,21,6ttwlm6op92r4670oayg5md7h,0,20.8,3.8,2022-09-01T16:01:35.302Z,2022-09-10T09:14:14Z,3749545545,141,9.3,3768544921,178,,3749545543,140,30.8,3749545541,56,Back,3749545549,213,0.3,3749545547,212,11.1,,,,,,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231945,27,49,1,1,21,2xl3g56k2mbuwdbre46s29vt4,1,73.6,88.9,2022-09-01T16:01:36.120Z,2022-09-10T09:14:33Z,,,,,,,,,,,,,,,,,,,,,,,,,bl117o6ogkgnnbv2gl0ozpn85,Waleed Bakshwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231961,28,1,1,1,24,2xl3g56k2mbuwdbre46s29vt4,1,66.5,72.3,2022-09-01T16:01:38.436Z,2022-09-10T09:14:39Z,3749545687,213,3.4,3749545681,140,40.2,3749545683,141,63.7,3749545685,212,28.2,3749545679,56,Back,3768545313,178,,,,,,,,bl117o6ogkgnnbv2gl0ozpn85,Waleed Bakshwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231965,29,1,1,1,27,2xl3g56k2mbuwdbre46s29vt4,1,40.2,63.3,2022-09-01T16:01:41.789Z,2022-09-10T09:14:48Z,3749545709,56,Back,3749545713,141,27.7,3749545711,140,43.6,3749545717,213,4.9,3768545497,178,,3749545715,212,24.5,,,,,,,5bd2bm6ukc4u58hd0idimecid,Botía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231973,30,1,1,1,32,2xl3g56k2mbuwdbre46s29vt4,1,41.6,23.9,2022-09-01T16:01:46.819Z,2022-09-10T09:15:02Z,3749545765,141,39.8,3749545769,213,2.1,3749545763,140,35.0,3749545761,56,Back,3749545767,212,12.8,3768545637,178,,,,,,,,84a84u8p0tc4v0rsnwjtdw8np,Hamad Al Jayzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231991,31,1,1,1,35,2xl3g56k2mbuwdbre46s29vt4,1,36.5,47.6,2022-09-01T16:01:49.433Z,2022-09-10T09:15:07Z,3749545869,141,92.6,3749545875,1,,3749545867,140,51.5,3768545721,178,,3749545871,212,34.4,3749545873,213,1.1,3749545865,56,Left,,,,5bd2bm6ukc4u58hd0idimecid,Botía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457818111,866,43,1,1,40,2xl3g56k2mbuwdbre46s29vt4,1,0,0,2022-09-01T16:01:54.166Z,2022-09-10T10:24:21Z,3768647957,178,0,3768648919,144,82,,,,,,,,,,,,,,,,,,,3a591b3l0o7ucdb8w72vjz4kp,Abdulelah Al Bukhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454231993,32,1,1,1,43,2xl3g56k2mbuwdbre46s29vt4,0,69.8,94.2,2022-09-01T16:01:57.733Z,2022-09-10T09:15:25Z,3749545937,233,10,3749545883,141,93.2,3749545881,140,70.8,3768545933,178,,3749545885,212,1.3,3749545879,56,Left,3749545887,213,5.7,3749545945,286,,3a591b3l0o7ucdb8w72vjz4kp,Abdulelah Al Bukhari,3749545935,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454232001,10,74,1,1,43,6ttwlm6op92r4670oayg5md7h,1,27.6,2.6,2022-09-01T16:01:57.762Z,2022-09-10T09:15:30Z,3768545997,178,,3749545947,233,32,3749545921,285,,3749545919,56,Back,,,,,,,,,,,,,6bl8ekn7ahyf7z4ri1cknbnfu,Sultan Al Farhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454232009,11,5,1,1,45,6ttwlm6op92r4670oayg5md7h,0,32.2,-2,2022-09-01T16:01:59.389Z,2022-09-10T09:15:36Z,3749545973,347,,3749545971,56,Back,3749546065,233,33,,,,,,,,,,,,,,,,6bl8ekn7ahyf7z4ri1cknbnfu,Sultan Al Farhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454232025,33,5,1,1,45,2xl3g56k2mbuwdbre46s29vt4,1,67.8,102,2022-09-01T16:01:59.389Z,2022-09-10T09:15:35Z,3749546059,347,,3749546057,56,Left,3749546061,233,11,,,,,,,,,,,,,,,,3a591b3l0o7ucdb8w72vjz4kp,Abdulelah Al Bukhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454232031,34,1,1,1,55,2xl3g56k2mbuwdbre46s29vt4,1,69.4,100,2022-09-01T16:02:09.880Z,2022-09-10T09:15:40Z,3749546097,213,5.8,3749546087,107,,3749546091,140,81.9,3749546093,141,91.5,3749546089,56,Left,3749546095,212,14.9,,,,,,,3a591b3l0o7ucdb8w72vjz4kp,Abdulelah Al Bukhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454232033,35,1,1,1,57,2xl3g56k2mbuwdbre46s29vt4,1,81.9,91.5,2022-09-01T16:02:11.969Z,2022-09-10T09:15:46Z,3749546105,140,78.9,3749546103,56,Left,3749546109,212,6.3,3749546107,141,83.5,3768546221,178,,3749546111,213,4.2,,,,,,,2tuivjaotzbx9jv83wi7d5rrp,G. Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454232039,36,1,1,1,58,2xl3g56k2mbuwdbre46s29vt4,1,78.9,83.5,2022-09-01T16:02:12.574Z,2022-09-10T09:15:54Z,3749546143,212,7.6,3749546141,141,94.1,3768546327,178,,3749546139,140,76.5,3749546137,56,Left,3749546145,213,1.9,,,,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
