id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/17/value
2457213681,9,1,1,0,17,7w4300dn2tnd0eqmbtk531tkx,1,37,4.1,2022-09-08T15:30:32.808Z,2022-09-14T18:00:38Z,3765426607,213,6.2,3765426599,56,Right,3765426603,141,2.3,3779755895,178,,3765426605,212,36.4,3765426601,140,71.6,3765426609,1,,,,,6ry2ngrlp71y0q57zgz6wu2y2,Hussain Ali Alnwaiqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213683,10,1,1,0,21,7w4300dn2tnd0eqmbtk531tkx,1,74.6,5.6,2022-09-08T15:30:37.141Z,2022-09-14T18:01:25Z,3765426629,213,0.5,3765426621,56,Right,3765426625,141,15.2,3765426623,140,87.2,3779757533,178,,3765426627,212,14.8,,,,,,,73n9fjkvpac4i2s9kn6j86evp,Morato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213687,11,1,1,0,25,7w4300dn2tnd0eqmbtk531tkx,0,91.2,16.4,2022-09-08T15:30:40.392Z,2022-09-14T18:01:34Z,3765426639,56,Center,3765426637,155,,3765426643,141,25.0,3765426641,140,90.6,3765426645,212,5.9,3779757809,178,,3766981093,224,,3765426647,213,1.7,22cd6gzfwo341qai1o6014251,S. Çikalleshi,3766981095,20,3765426635,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213685,3,61,1,0,25,cq4rdp1mkan8zhaw7bmzjdaqk,1,10.8,83.9,2022-09-08T15:30:40.431Z,2022-09-14T18:01:57Z,3765426633,56,Back,3779758249,178,,,,,,,,,,,,,,,,,,,,ewpdng8x72853r8jkxv5z949h,M. Angha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213689,12,1,1,0,29,7w4300dn2tnd0eqmbtk531tkx,1,78.1,57.9,2022-09-08T15:30:44.623Z,2022-09-14T18:08:35Z,3765426663,212,12.6,3765426661,141,73.3,3765426665,213,1.0,3765426657,56,Center,3765426659,140,84.8,3779770237,178,,,,,,,,1im5k8tl0j4weq6bkwet3le96,Hani Al Sebyani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213691,13,1,1,0,30,7w4300dn2tnd0eqmbtk531tkx,0,84.8,73.3,2022-09-08T15:30:46.134Z,2022-09-14T18:09:02Z,3765426669,155,,3765426677,212,13.5,3765426671,56,Center,3765426675,141,56.4,3765426679,213,5.3,3765426673,140,91.5,3779771097,178,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213693,4,12,1,0,32,cq4rdp1mkan8zhaw7bmzjdaqk,1,9.8,51.6,2022-09-08T15:30:47.322Z,2022-09-14T18:09:21Z,3765426687,141,41.5,3765426691,213,5.9,3765426693,15,,3779771659,388,,3765426683,56,Back,3765426685,140,24.8,3765426689,212,17.2,,,,91e6dbk9uxyui5vbe47zdj6jt,Fahad Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213695,14,1,1,0,35,7w4300dn2tnd0eqmbtk531tkx,1,71.7,66.7,2022-09-08T15:30:50.353Z,2022-09-14T18:09:47Z,3765426703,141,67.6,3765426705,212,17.3,3765426701,140,55.2,3765426699,56,Center,3765426707,213,3.1,3779772575,178,,,,,,,,1im5k8tl0j4weq6bkwet3le96,Hani Al Sebyani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213697,15,1,1,0,38,7w4300dn2tnd0eqmbtk531tkx,1,55.2,67.6,2022-09-08T15:30:53.440Z,2022-09-14T18:10:06Z,3765426717,140,43.6,3779773009,178,,3765426723,213,3.8,3765426715,56,Back,3765426721,212,15.5,3765426719,141,53.4,,,,,,,anje77akol69g67tssc9p2bpx,D. Benlamri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213699,16,1,1,0,40,7w4300dn2tnd0eqmbtk531tkx,1,43.6,53.4,2022-09-08T15:30:56.155Z,2022-09-14T18:10:22Z,3765426743,141,74.8,3765426745,212,29.9,3765426741,140,18.7,3765426747,213,2.6,3779773549,178,,3765426739,56,Back,,,,,,,3par6lcu330qnblngnl7b209h,Mohammed Al Khabrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213701,17,1,1,0,46,7w4300dn2tnd0eqmbtk531tkx,1,19.2,72.7,2022-09-08T15:31:02.060Z,2022-09-14T18:10:52Z,3765426763,140,22.3,3779774405,178,,3765426765,141,21.2,3765426761,56,Back,3765426769,213,4.8,3765426767,212,35.2,3765426771,1,,,,,8i6yz8rk72m7ovjuxjn0vcxqt,Douglas Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213703,18,1,1,0,54,7w4300dn2tnd0eqmbtk531tkx,1,32.2,13.8,2022-09-08T15:31:09.395Z,2022-09-14T18:11:10Z,3765426783,155,,3765426785,56,Center,3765426789,141,64.2,3765426791,212,53.6,3765426795,1,,3765426787,140,71.5,3779775123,178,,3765426793,213,0.7,94pujujlsh98axp2fdflycahg,Abdullah Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213705,19,1,1,0,57,7w4300dn2tnd0eqmbtk531tkx,0,71.5,64.2,2022-09-08T15:31:12.296Z,2022-09-14T18:12:10Z,3765426807,141,75.6,3765426803,56,Center,3765426811,213,1.9,3765426809,212,8.2,3765426801,3,,3765426805,140,69.0,3779776837,388,,,,,dd8jyobppmddu2pn7e4v3y9qt,Riad Al Ibrahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213707,5,49,1,0,58,cq4rdp1mkan8zhaw7bmzjdaqk,1,34.5,22.6,2022-09-08T15:31:14.061Z,2022-09-14T18:14:54Z,,,,,,,,,,,,,,,,,,,,,,,,,e81tor86msoqqodyy4xhiu31l,Abdulaziz Al Jamman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457215449,332,61,1,1,5,cq4rdp1mkan8zhaw7bmzjdaqk,1,33.9,11.6,2022-09-08T15:31:21.194Z,2022-09-15T06:37:03Z,3765439243,189,,3765439233,56,Back,3765439239,238,,3779781059,178,,,,,,,,,,,,,,e81tor86msoqqodyy4xhiu31l,Abdulaziz Al Jamman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213721,6,5,1,1,8,cq4rdp1mkan8zhaw7bmzjdaqk,0,42.2,-1.2,2022-09-08T15:31:23.707Z,2022-09-14T18:15:53Z,3765439391,233,378,3765439255,56,Back,3765439261,347,,3765439263,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457215437,378,5,1,1,8,7w4300dn2tnd0eqmbtk531tkx,1,57.8,101.2,2022-09-08T15:31:23.707Z,2022-09-14T18:15:54Z,3765439015,56,Left,3765439387,233,6,3765439017,347,,,,,,,,,,,,,,,,,3par6lcu330qnblngnl7b209h,Mohammed Al Khabrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213719,20,1,1,1,35,7w4300dn2tnd0eqmbtk531tkx,1,61.4,100,2022-09-08T15:31:50.236Z,2022-09-15T06:38:38Z,3765439023,140,53.0,3765439033,238,,3765439021,56,Left,3765439025,141,90.1,3765439029,213,3.9,3765439019,107,,3765439027,212,11.9,,,,1im5k8tl0j4weq6bkwet3le96,Hani Al Sebyani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213723,21,61,1,1,38,7w4300dn2tnd0eqmbtk531tkx,1,68.8,72.7,2022-09-08T15:31:53.307Z,2022-09-15T06:38:57Z,3765426915,56,Center,3765439041,238,,3779795643,178,,,,,,,,,,,,,,,,,anje77akol69g67tssc9p2bpx,D. Benlamri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213725,7,52,1,1,41,cq4rdp1mkan8zhaw7bmzjdaqk,1,12,36.7,2022-09-08T15:31:56.933Z,2022-09-15T06:39:12Z,3766981865,376,,3779798025,178,,,,,,,,,,,,,,,,,,,,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213727,8,1,1,1,44,cq4rdp1mkan8zhaw7bmzjdaqk,1,12.5,38.3,2022-09-08T15:31:59.292Z,2022-09-15T06:39:24Z,3765426935,213,1.1,3765426931,141,65.3,3765426929,140,22.4,3766982159,123,,3765426933,212,21.1,3779798897,178,,3765426927,56,Back,,,,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213729,9,1,1,1,49,cq4rdp1mkan8zhaw7bmzjdaqk,1,23.3,66.5,2022-09-08T15:32:04.250Z,2022-09-14T18:25:21Z,3765426953,56,Back,3765426959,212,18.3,3765426955,140,28.6,3779799209,178,,3765426957,141,92.1,3765426961,213,1.3,,,,,,,91e6dbk9uxyui5vbe47zdj6jt,Fahad Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213731,10,1,1,1,51,cq4rdp1mkan8zhaw7bmzjdaqk,1,31.4,97.1,2022-09-08T15:32:06.613Z,2022-09-14T18:25:27Z,3765426969,141,66.9,3765426965,56,Center,3765426973,213,5.6,3765426967,140,55.7,3779799913,178,,3765426971,212,32.8,3765426975,1,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213733,11,1,1,1,53,cq4rdp1mkan8zhaw7bmzjdaqk,0,55.7,66.9,2022-09-08T15:32:08.867Z,2022-09-14T18:25:37Z,3765426987,213,0.7,3779800275,178,,3765426983,141,74.6,3765426979,56,Center,3765426981,140,62.1,3765426985,212,8.5,,,,,,,9n2zj5201b83mmcm7oomygacq,L. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213735,22,49,1,1,54,7w4300dn2tnd0eqmbtk531tkx,1,38.7,25.3,2022-09-08T15:32:09.944Z,2022-09-14T18:25:58Z,,,,,,,,,,,,,,,,,,,,,,,,,6ry2ngrlp71y0q57zgz6wu2y2,Hussain Ali Alnwaiqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213737,23,1,1,1,56,7w4300dn2tnd0eqmbtk531tkx,1,34.8,39.2,2022-09-08T15:32:11.899Z,2022-09-14T18:27:27Z,3765426989,56,Back,3765426993,141,53.3,3765426997,213,2.7,3765426991,140,13.6,3765426995,212,24.2,3779801467,178,,,,,,,,6ry2ngrlp71y0q57zgz6wu2y2,Hussain Ali Alnwaiqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213739,24,1,1,2,2,7w4300dn2tnd0eqmbtk531tkx,1,14.7,50.4,2022-09-08T15:32:17.574Z,2022-09-14T18:26:16Z,3765427007,56,Back,3765427011,141,67.2,3765427015,213,1.5,3765427009,140,15.8,3779801741,178,,3765427013,212,11.5,,,,,,,8i6yz8rk72m7ovjuxjn0vcxqt,Douglas Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213741,25,1,1,2,5,7w4300dn2tnd0eqmbtk531tkx,1,15.8,67.2,2022-09-08T15:32:20.575Z,2022-09-14T18:26:43Z,3765427029,213,1.1,3765427019,155,,3765427021,56,Back,3765427025,141,98.4,3765427023,140,27.0,3765427027,212,24.3,3779802677,178,,,,,anje77akol69g67tssc9p2bpx,D. Benlamri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213745,26,1,1,2,15,7w4300dn2tnd0eqmbtk531tkx,1,34.2,97.5,2022-09-08T15:32:30.846Z,2022-09-14T18:26:51Z,3765427069,212,60.3,3779802951,178,,3765427061,155,,3765427065,140,91.0,3765427063,56,Left,3765427071,213,6.1,3765427067,141,84.5,3765427073,1,,1im5k8tl0j4weq6bkwet3le96,Hani Al Sebyani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213747,27,1,1,2,22,7w4300dn2tnd0eqmbtk531tkx,1,91,85.6,2022-09-08T15:32:38.024Z,2022-09-14T18:27:01Z,3779803317,178,,3765427081,140,77.2,3765427085,212,19.1,3765427083,141,67.3,3765427079,56,Center,3765427087,213,3.9,,,,,,,4k6v874ygp633amqtbp1g9nth,Lucas Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213749,28,1,1,2,25,7w4300dn2tnd0eqmbtk531tkx,1,77.2,70,2022-09-08T15:32:40.346Z,2022-09-14T18:27:13Z,3765427097,212,16.0,3765427095,141,93.5,3765427091,56,Left,3765427099,213,1.6,3765427093,140,76.5,3779803559,178,,,,,,,,dd8jyobppmddu2pn7e4v3y9qt,Riad Al Ibrahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213751,29,1,1,2,28,7w4300dn2tnd0eqmbtk531tkx,0,77.9,92.7,2022-09-08T15:32:43.329Z,2022-09-14T18:27:47Z,3765427111,140,88.9,3765427109,56,Center,3765427115,212,36.8,3779804617,178,,3766983457,72,,3765427113,141,41.3,3765427107,155,,3765427119,1,,1im5k8tl0j4weq6bkwet3le96,Hani Al Sebyani,3765427105,2,3766983455,224,3765427117,213,5.0,,,,,,,,,,,,,,,,,,,,,,,,
2457213753,12,12,1,2,30,cq4rdp1mkan8zhaw7bmzjdaqk,1,9.5,68.1,2022-09-08T15:32:45.244Z,2022-09-14T18:28:12Z,3765427129,212,21.9,3765427125,140,23.8,3765427131,213,5.5,3779805779,178,,3765427133,15,,3765427123,56,Back,3765427127,141,44.6,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460108007,848,83,1,2,32,cq4rdp1mkan8zhaw7bmzjdaqk,1,27.2,42.7,2022-09-08T15:32:47.296Z,2022-09-15T06:53:04Z,3780836047,399,106130,,,,,,,,,,,,,,,,,,,,,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213755,30,1,1,2,33,7w4300dn2tnd0eqmbtk531tkx,1,68.1,54,2022-09-08T15:32:48.668Z,2022-09-14T18:28:32Z,3779806495,178,,3765427135,56,Right,3765427139,141,5.6,3765427143,213,4.8,3765427137,140,69.7,3765427141,212,33.0,3765427145,1,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213757,31,1,1,2,37,7w4300dn2tnd0eqmbtk531tkx,0,69.7,5.6,2022-09-08T15:32:52.945Z,2022-09-14T18:28:48Z,3765427157,213,6.1,3765427165,233,13,3765427163,236,,3765427149,56,Right,3765427169,286,,3765427153,141,4.6,3765427155,212,4.5,3779807021,178,,73n9fjkvpac4i2s9kn6j86evp,Morato,3765427151,140,,,,,,73.9,,,,,,,,,,,,,,,,,,,,,,,
2457213759,13,74,1,2,37,cq4rdp1mkan8zhaw7bmzjdaqk,1,25.4,91.1,2022-09-08T15:32:53.104Z,2022-09-14T18:28:58Z,3765427159,56,Back,3779807379,178,,3765427161,285,,3765427171,233,31,,,,,,,,,,,,,9857q6zg63yro4ia9txv2l9pm,Fawaz Al Terais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213761,14,5,1,2,39,cq4rdp1mkan8zhaw7bmzjdaqk,0,30.8,101,2022-09-08T15:32:55.075Z,2022-09-15T06:39:47Z,3765427175,56,Back,3765427189,233,32,3765427177,347,,,,,,,,,,,,,,,,,9857q6zg63yro4ia9txv2l9pm,Fawaz Al Terais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213763,32,5,1,2,39,7w4300dn2tnd0eqmbtk531tkx,1,69.2,-1,2022-09-08T15:32:55.075Z,2022-09-15T06:39:47Z,3765427183,233,14,3765427179,56,Right,3765427181,347,,,,,,,,,,,,,,,,,73n9fjkvpac4i2s9kn6j86evp,Morato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213771,33,1,1,2,47,7w4300dn2tnd0eqmbtk531tkx,0,69.2,0,2022-09-08T15:33:02.637Z,2022-09-14T18:29:39Z,3765427229,140,87.5,3765427235,213,0.5,3765427225,107,,3765427231,141,15.5,3765427233,212,22.4,3765427237,1,,3765427227,56,Right,,,,6ry2ngrlp71y0q57zgz6wu2y2,Hussain Ali Alnwaiqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213773,15,8,1,2,49,cq4rdp1mkan8zhaw7bmzjdaqk,1,11.5,88.1,2022-09-08T15:33:04.506Z,2022-09-14T18:30:12Z,3765427239,56,Back,3766983989,385,,3765427241,15,,3779810051,178,,,,,,,,,,,,,,91e6dbk9uxyui5vbe47zdj6jt,Fahad Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457508069,600,45,1,2,51,cq4rdp1mkan8zhaw7bmzjdaqk,0,3.6,85,2022-09-08T15:33:06.585Z,2022-09-14T18:30:31Z,3766985033,56,Back,3766985035,285,,3767016669,233,712,,,,,,,,,,,,,,,,91e6dbk9uxyui5vbe47zdj6jt,Fahad Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457508063,712,3,1,2,51,7w4300dn2tnd0eqmbtk531tkx,1,96.4,15,2022-09-08T15:33:06.585Z,2022-09-14T18:30:30Z,3766985005,56,Right,3766985009,464,,3766985007,286,,3779810439,178,,3767016665,233,600,,,,,,,,,,22cd6gzfwo341qai1o6014251,S. Çikalleshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213775,34,1,1,2,52,7w4300dn2tnd0eqmbtk531tkx,1,96.5,19.5,2022-09-08T15:33:07.939Z,2022-09-14T18:30:57Z,3765427257,140,75.5,3765427261,212,42.0,3765427265,1,,3765427263,213,2.1,3779810997,178,,3765427253,155,,3765427259,141,72.1,3765427255,56,Center,22cd6gzfwo341qai1o6014251,S. Çikalleshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213777,35,1,1,2,56,7w4300dn2tnd0eqmbtk531tkx,1,75.9,75.9,2022-09-08T15:33:11.955Z,2022-09-14T18:31:06Z,3779812045,178,,3765427285,56,Left,3765427289,141,87.2,3765427287,140,88.1,3765427291,212,14.9,3765427293,213,0.5,,,,,,,1im5k8tl0j4weq6bkwet3le96,Hani Al Sebyani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457213779,36,1,1,3,0,7w4300dn2tnd0eqmbtk531tkx,0,99.1,77.2,2022-09-08T15:33:15.699Z,2022-09-14T18:31:20Z,3765427301,140,92.2,3765427305,212,30.9,3779812507,178,,3765427297,155,,3765427303,141,33.0,3765427299,56,Center,3765427307,213,4.5,,,,dd8jyobppmddu2pn7e4v3y9qt,Riad Al Ibrahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
