id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,keyPass,qualifier/13/value,qualifier/15/value,qualifier/16/value
2472318645,1,34,16,0,0,6ttwlm6op92r4670oayg5md7h,1,0,0,2022-10-15T16:46:04.847Z,2022-10-15T17:46:06Z,3845785799,130,10,3845785803,194,3nahof9wwcvyylv87fjhhpt5h,3846086769,197,684,3845785797,59,"1, 45, 27, 28, 12, 19, 6, 44, 9, 82, 88, 4, 7, 8, 14, 18, 23, 32, 74",3845785793,30,"6veqhleq95267xca919eg02j9, 6f7isvwcywig1hlvfed4q0hgq, 6yaoc71surv8vh9hjfli7dwid, a04wl977uhtaea8pztvmdag2d, 829ypq99t1vn90xey32mwt7th, 3nahof9wwcvyylv87fjhhpt5h, 7raap8bz78dmxw9ngo1w73tux, 6bl8ekn7ahyf7z4ri1cknbnfu, 7gvqqqfoak5692c4xnrcrqe39, 9yceimet7wbytfai5ivr0v4k5, 3kfeazpv3d1wy6e333pudwkid, 52gxk6j2kp1i7dkz1w7wfxzsa, 77d2ej6852gf2ynsb8h01thwp, 3akxznb8k4r088rrqbbj04m39, 9ex7z7sbghe3zx17a4u7gsay2, 3q942kxc3baiiwdozn97dgqtx, d21tm0cmhxpy6rq71iyu5yzf9, 7a8ee7ohk4hnmaaw1imxeqsid, 5sni2fs80zc0n2s2u3en54b56",3845785795,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",3845785801,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3845785805,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472319471,1,34,16,0,0,aekjg4wbxaixtwu4aicmiju92,1,0,0,2022-10-15T16:46:59.358Z,2022-10-15T17:45:18Z,3845789883,59,"1, 2, 25, 6, 4, 17, 11, 12, 9, 10, 8, 14, 20, 24, 26, 83, 87, 88, 94, 99",3845789887,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3845789889,194,6y9gieuehyt2l41jeh0cucrmd,3845789879,30,"26dlb4txygf7qzukjikr23mxh, 85oc68xls37jerkaimzc1lv8q, 7tct6lamqw703ndfo60ruh6fp, 6b717wlx0q8d73hsbgsp90no5, mnfpjrfb77nre55z4ha7b9p1, 6y9gieuehyt2l41jeh0cucrmd, aqe0o77dv6114gsbpw3t1iymt, 6w77bixcwoy3qlg568od8wr9, 3a2ef34105eqoes4s6zu1310p, 2u7lvws9q3r5yu76aioea6ifp, etvu2javyjbzekaw2ro994iqd, d9pwgddm81gw3caq3njscahud, 7x93sjn5afm0exqap67az0ay2, eznzwuryd9khv90y1it9dey1h, jzdzefumhn1ch49i21rc2385, 73sjrd456fd075zz1gmoutpuc, 9twzw7onygiy3indxm8rtjvu1, 6c553nvfijiwgxysc69p1747o, 3yse82loi3vxx4kyg6oe8cbo4, cvlg8sqmyklrh34h1dbad8s9g",3845789881,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3846103315,197,615,3845789891,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3845789885,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376113,2,32,1,0,0,6ttwlm6op92r4670oayg5md7h,1,0,0,2022-10-15T17:45:01.854Z,2022-10-15T17:45:02Z,3846101861,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376099,2,32,1,0,0,aekjg4wbxaixtwu4aicmiju92,1,0,0,2022-10-15T17:45:01.854Z,2022-11-04T06:42:49Z,3846101801,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376167,3,1,1,0,0,6ttwlm6op92r4670oayg5md7h,1,50,49.9,2022-10-15T17:45:02.077Z,2022-10-23T14:25:49Z,3846102167,141,55.0,3846102163,56,Back,3846102173,213,2.8,3846102175,279,S,3846102165,140,39.6,3866970455,178,,3846102169,212,11.5,,,,9yceimet7wbytfai5ivr0v4k5,A. Mitriță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376255,4,1,1,0,2,6ttwlm6op92r4670oayg5md7h,1,43.3,61.2,2022-10-15T17:45:04.137Z,2022-10-23T14:25:54Z,3866971105,178,,3846102699,56,Back,3846102707,213,3.1,3846102703,141,61.6,3846102705,212,18.8,3846102701,140,25.4,,,,,,,6bl8ekn7ahyf7z4ri1cknbnfu,Sultan Al Farhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472402661,207,1,1,0,4,6ttwlm6op92r4670oayg5md7h,1,27.9,70.5,2022-10-15T17:45:06.507Z,2022-10-23T14:25:58Z,3846244217,213,0.8,3846244213,141,90.5,3846244211,140,41.0,3846244215,212,19.3,3846244209,56,Back,3866971499,178,,,,,,,,a04wl977uhtaea8pztvmdag2d,Pablo Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376259,5,50,1,0,7,6ttwlm6op92r4670oayg5md7h,1,39.9,95.3,2022-10-15T17:45:09.662Z,2022-11-04T09:52:32Z,3846102735,286,,3846103075,233,3,3846102733,56,Back,,,,,,,,,,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376297,3,7,1,0,8,aekjg4wbxaixtwu4aicmiju92,1,60.1,4.7,2022-10-15T17:45:10.006Z,2022-10-23T14:26:11Z,3852139117,385,,3866973009,178,,3846102993,56,Right,3846103035,233,5,3846102991,167,,3846102995,285,,,,,,,,aqe0o77dv6114gsbpw3t1iymt,M. Batna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376301,4,5,1,0,8,aekjg4wbxaixtwu4aicmiju92,0,56.8,-1.7,2022-10-15T17:45:10.757Z,2022-10-23T14:26:15Z,3846103007,56,Right,3846122871,233,6,3846103009,347,,,,,,,,,,,,,,,,,aqe0o77dv6114gsbpw3t1iymt,M. Batna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376269,6,5,1,0,8,6ttwlm6op92r4670oayg5md7h,1,43.2,101.7,2022-10-15T17:45:10.757Z,2022-10-23T14:26:15Z,3846102803,56,Back,3846102807,347,,3846103055,233,4,,,,,,,,,,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376475,7,1,1,0,20,6ttwlm6op92r4670oayg5md7h,1,40.9,100,2022-10-15T17:45:22.726Z,2022-10-23T14:26:26Z,3846103959,56,Back,3846103965,212,6.8,3846103961,140,42.6,3846103963,141,91.2,3846103967,213,5.0,3846103957,107,,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481204867,1357,83,1,0,22,aekjg4wbxaixtwu4aicmiju92,1,56.6,10.4,2022-10-15T17:45:24.099Z,2022-11-04T10:07:11Z,3892743693,399,439430,,,,,,,,,,,,,,,,,,,,,,etvu2javyjbzekaw2ro994iqd,Housain Al Moqahwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376521,8,1,1,0,22,6ttwlm6op92r4670oayg5md7h,1,42.6,91.2,2022-10-15T17:45:24.168Z,2022-10-23T14:26:31Z,3846104185,140,37.7,3846104183,56,Back,3846104187,141,97.2,3846104191,213,2.5,3866975169,178,,3846104189,212,6.6,,,,,,,6bl8ekn7ahyf7z4ri1cknbnfu,Sultan Al Farhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376529,9,1,1,0,23,6ttwlm6op92r4670oayg5md7h,0,37.6,96.7,2022-10-15T17:45:24.895Z,2022-10-23T14:26:35Z,3846104229,212,27.9,3846104231,213,5.7,3866975695,178,,3846104217,155,,3846104227,141,75.0,3846104223,140,60.2,3846104221,56,Center,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376565,5,1,1,0,25,aekjg4wbxaixtwu4aicmiju92,0,35.4,20.6,2022-10-15T17:45:27.147Z,2022-10-23T14:26:40Z,3846104439,141,26.7,3846104443,213,0.2,3866976177,388,,3846104435,56,Center,3846104433,3,,3846104441,212,19.6,3846104437,140,53.6,,,,mnfpjrfb77nre55z4ha7b9p1,Fran Vélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376597,10,1,1,0,27,6ttwlm6op92r4670oayg5md7h,0,44,72.4,2022-10-15T17:45:29.584Z,2022-10-23T14:26:45Z,3866976857,388,,3846104609,56,Left,3846104615,212,13.6,3846104611,140,55.2,3846104607,3,,3846104613,141,82.4,3846104617,213,0.5,,,,7raap8bz78dmxw9ngo1w73tux,Abdullah Majrashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476458147,749,43,1,0,29,6ttwlm6op92r4670oayg5md7h,1,0,0,2022-10-15T17:45:31.091Z,2022-11-04T10:40:44Z,3892828159,144,82,3867620899,178,0,,,,,,,,,,,,,,,,,,,9yceimet7wbytfai5ivr0v4k5,A. Mitriță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376795,11,1,1,0,30,6ttwlm6op92r4670oayg5md7h,1,56.8,85.9,2022-10-15T17:45:32.487Z,2022-10-23T14:26:51Z,3846105649,212,11.4,3846105651,213,5.2,3866977415,178,,3846105643,56,Center,3846105647,141,71.0,3846105645,140,61.7,,,,,,,3kfeazpv3d1wy6e333pudwkid,D. Đoković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472403911,214,61,1,0,31,6ttwlm6op92r4670oayg5md7h,0,59.2,81.4,2022-10-15T17:45:33.204Z,2022-11-04T10:40:33Z,3866978249,178,,3846250549,56,Left,,,,,,,,,,,,,,,,,,,9yceimet7wbytfai5ivr0v4k5,A. Mitriță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472376753,6,49,1,0,33,aekjg4wbxaixtwu4aicmiju92,1,33.3,43.4,2022-10-15T17:45:34.866Z,2022-10-23T14:27:05Z,,,,,,,,,,,,,,,,,,,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
