id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,assist,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/11/value,keyPass,qualifier/16/value
2460246095,7,1,1,0,9,7w4300dn2tnd0eqmbtk531tkx,1,34.9,39.8,2022-09-15T18:00:47.661Z,2022-09-24T06:23:59Z,3781580305,56,Back,3781580309,141,71.9,3781580307,140,33.9,3799866333,178,,3781580311,212,21.9,3781580313,213,1.6,,,,,,,5sjuufrdq1rx6senkjjgtimsp,Khaled Al Samiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246149,8,1,1,0,13,7w4300dn2tnd0eqmbtk531tkx,1,42.9,76.2,2022-09-15T18:00:51.745Z,2022-09-24T06:24:06Z,3781580549,140,60.6,3781580555,213,0.7,3781580551,141,97.8,3781580553,212,23.7,3781580547,56,Left,3799866419,178,,,,,,,,anje77akol69g67tssc9p2bpx,D. Benlamri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460275941,383,3,1,0,16,7w4300dn2tnd0eqmbtk531tkx,0,60.8,96.1,2022-09-15T18:00:54.041Z,2022-09-24T06:24:24Z,3799866647,178,,3781742539,233,5,3793678141,465,,3781742387,56,Left,3793678403,189,,3781742389,286,,,,,,,,1im5k8tl0j4weq6bkwet3le96,Hani Al Sebyani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246167,5,7,1,0,16,2kzl64gp8x37bon8tyxojqrr1,1,39.2,3.9,2022-09-15T18:00:54.322Z,2022-09-24T06:26:31Z,3781580629,56,Back,3781742513,285,,3781742551,167,,3799868493,178,,3793678247,385,,3781742527,233,383,3793678441,189,,,,,1omzj46rrvsev6v03nd72dgwl,Abdulrahman Al Obud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246177,6,5,1,0,17,2kzl64gp8x37bon8tyxojqrr1,0,40,-1.8,2022-09-15T18:00:55.028Z,2022-09-24T06:26:37Z,3781580687,347,,3781580773,233,9,3781580685,56,Back,,,,,,,,,,,,,,,,1omzj46rrvsev6v03nd72dgwl,Abdulrahman Al Obud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246187,9,5,1,0,17,7w4300dn2tnd0eqmbtk531tkx,1,60,101.8,2022-09-15T18:00:55.028Z,2022-09-24T06:26:36Z,3781580741,347,,3781580739,56,Left,3781580745,233,6,,,,,,,,,,,,,,,,anje77akol69g67tssc9p2bpx,D. Benlamri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246359,10,1,1,0,26,7w4300dn2tnd0eqmbtk531tkx,1,62.9,100,2022-09-15T18:01:04.222Z,2022-09-24T06:26:43Z,3781581651,213,6.2,3781581647,141,97.7,3781581645,140,79.7,3781581649,212,17.8,3781581641,107,,3781581643,56,Left,,,,,,,1im5k8tl0j4weq6bkwet3le96,Hani Al Sebyani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246363,11,3,1,0,28,7w4300dn2tnd0eqmbtk531tkx,0,81.2,97.4,2022-09-15T18:01:06.321Z,2022-09-24T06:27:05Z,3781581671,286,,3793678917,464,,3781581753,233,7,3799868991,178,,3781581669,56,Left,,,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246367,7,7,1,0,29,2kzl64gp8x37bon8tyxojqrr1,1,18.8,2.6,2022-09-15T18:01:07.592Z,2022-09-24T06:27:10Z,3799869057,178,,3781581687,56,Back,3793678945,385,,3781581689,285,,3781581685,167,,3781581731,233,11,,,,,,,eqdev00exzhrls89wj77cdzp,Omar Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246371,8,5,1,0,30,2kzl64gp8x37bon8tyxojqrr1,0,16.6,-0.9,2022-09-15T18:01:08.318Z,2022-09-24T06:27:18Z,3781581709,347,,3781581707,56,Back,3781581883,233,12,,,,,,,,,,,,,,,,eqdev00exzhrls89wj77cdzp,Omar Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246391,12,5,1,0,30,7w4300dn2tnd0eqmbtk531tkx,1,83.4,100.9,2022-09-15T18:01:08.318Z,2022-09-24T06:27:18Z,3781581811,56,Left,3781581813,347,,3781581855,233,8,,,,,,,,,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246649,13,1,1,0,54,7w4300dn2tnd0eqmbtk531tkx,0,83.5,100,2022-09-15T18:01:31.973Z,2022-09-24T06:27:30Z,3781583097,212,20.3,3781583089,107,,3781583099,213,5.3,3781583095,141,76.2,3781583093,140,94.5,3781583091,56,Center,,,,,,,1im5k8tl0j4weq6bkwet3le96,Hani Al Sebyani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246673,9,44,1,0,55,2kzl64gp8x37bon8tyxojqrr1,1,6,25.9,2022-09-15T18:01:33.513Z,2022-09-24T06:51:32Z,3781583253,233,14,3781583223,56,Back,3781583225,285,,,,,,,,,,,,,,,,,1omzj46rrvsev6v03nd72dgwl,Abdulrahman Al Obud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246659,14,44,1,0,55,7w4300dn2tnd0eqmbtk531tkx,0,94,74.1,2022-09-15T18:01:33.514Z,2022-09-24T06:27:38Z,3781963723,233,9,3781583161,286,,3781583159,56,Center,,,,,,,,,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246703,10,12,1,0,55,2kzl64gp8x37bon8tyxojqrr1,1,7.6,32.1,2022-09-15T18:01:33.585Z,2022-09-24T06:51:32Z,3781583543,15,,3781583387,141,0.0,3781583383,56,Back,3799869467,388,,3781583427,167,,3781583391,213,5.7,3781583385,140,44.0,3781583389,212,44.4,1omzj46rrvsev6v03nd72dgwl,Abdulrahman Al Obud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246709,11,5,1,1,0,2kzl64gp8x37bon8tyxojqrr1,0,42.2,-1.2,2022-09-15T18:01:38.335Z,2022-09-24T06:27:52Z,3781583599,233,15,3781583409,56,Back,3781583411,347,,,,,,,,,,,,,,,,,1omzj46rrvsev6v03nd72dgwl,Abdulrahman Al Obud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246739,15,5,1,1,0,7w4300dn2tnd0eqmbtk531tkx,1,57.8,101.2,2022-09-15T18:01:38.335Z,2022-09-24T06:27:52Z,3781583587,233,11,3781583567,56,Left,3781583569,347,,,,,,,,,,,,,,,,,5sjuufrdq1rx6senkjjgtimsp,Khaled Al Samiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460246915,16,1,1,1,12,7w4300dn2tnd0eqmbtk531tkx,1,62.7,100,2022-09-15T18:01:49.972Z,2022-09-24T06:28:03Z,3781584493,213,3.4,3781584491,212,7.5,3781584487,141,97.8,3781584481,56,Left,3781584483,140,55.9,3781584479,107,,,,,,,,1im5k8tl0j4weq6bkwet3le96,Hani Al Sebyani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463703643,1199,43,1,1,14,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2022-09-15T18:01:52.521Z,2022-09-24T14:19:06Z,3799903327,178,0,3800547157,144,82,,,,,,,,,,,,,,,,,,,5sjuufrdq1rx6senkjjgtimsp,Khaled Al Samiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463830301,1083,83,1,1,14,2kzl64gp8x37bon8tyxojqrr1,1,47.9,4.5,2022-09-15T18:01:52.523Z,2022-09-24T14:18:56Z,3800546423,399,242106,,,,,,,,,,,,,,,,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460247017,17,1,1,1,15,7w4300dn2tnd0eqmbtk531tkx,1,45.7,96.6,2022-09-15T18:01:53.380Z,2022-09-24T06:28:11Z,3781585009,141,67.7,3781585005,56,Back,3781585007,140,22.8,3781585013,213,3.8,3781585011,212,31.1,3799869905,178,,,,,,,,5sjuufrdq1rx6senkjjgtimsp,Khaled Al Samiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460247125,18,1,1,1,19,7w4300dn2tnd0eqmbtk531tkx,1,22.7,67.4,2022-09-15T18:01:57.859Z,2022-09-24T06:28:18Z,3799870027,178,,3781585557,140,28.7,3781585563,213,4.9,3781585559,141,24.7,3781585555,56,Back,3781585561,212,29.7,,,,,,,8i6yz8rk72m7ovjuxjn0vcxqt,Douglas Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460247185,19,1,1,1,27,7w4300dn2tnd0eqmbtk531tkx,1,35.1,24.4,2022-09-15T18:02:04.916Z,2022-09-24T06:28:25Z,3799870149,178,,3781585823,212,15.9,3781585815,140,29.1,3781585819,141,45.8,3781585825,213,2.0,3781585811,56,Back,,,,,,,94pujujlsh98axp2fdflycahg,Abdullah Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460247263,20,1,1,1,30,7w4300dn2tnd0eqmbtk531tkx,1,29.6,53,2022-09-15T18:02:08.061Z,2022-09-24T06:28:32Z,3781586117,141,81.3,3799870251,178,,3781586113,56,Back,3781586119,212,19.6,3781586115,140,32.9,3781586121,213,1.4,,,,,,,3par6lcu330qnblngnl7b209h,Mohammed Al Khabrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460247409,21,1,1,1,33,7w4300dn2tnd0eqmbtk531tkx,1,35.3,82.5,2022-09-15T18:02:11.716Z,2022-09-24T06:28:39Z,3799870385,178,,3781586849,141,84.3,3781586845,56,Left,3781586843,155,,3781586851,212,57.0,3781586853,213,0.0,3781586847,140,89.6,3781586855,1,,anje77akol69g67tssc9p2bpx,D. Benlamri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463703831,1208,43,1,1,38,7w4300dn2tnd0eqmbtk531tkx,1,0,0,2022-09-15T18:02:16.753Z,2022-09-24T07:15:39Z,3799904587,178,0,3799904867,144,82,,,,,,,,,,,,,,,,,,,90moydtk6dv07bfaqki5s6ymt,B. Riascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460247433,23,61,1,1,38,7w4300dn2tnd0eqmbtk531tkx,0,98.3,82.4,2022-09-15T18:02:16.850Z,2022-09-24T06:29:05Z,3799870745,178,,3781586949,56,Left,,,,,,,,,,,,,,,,,,,90moydtk6dv07bfaqki5s6ymt,B. Riascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460247413,12,5,1,1,39,2kzl64gp8x37bon8tyxojqrr1,1,-1.2,20.7,2022-09-15T18:02:17.868Z,2022-09-24T06:29:13Z,3781586867,346,,3781586931,233,22,3781586861,56,Back,,,,,,,,,,,,,,,,eqdev00exzhrls89wj77cdzp,Omar Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460247419,22,5,1,1,39,7w4300dn2tnd0eqmbtk531tkx,0,101.2,79.3,2022-09-15T18:02:17.868Z,2022-09-24T06:29:13Z,3781586887,346,,3781586941,233,12,3781586883,56,Left,,,,,,,,,,,,,,,,90moydtk6dv07bfaqki5s6ymt,B. Riascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463703877,899,43,1,1,40,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2022-09-15T18:02:17.933Z,2022-09-24T07:15:36Z,3799904847,144,82,3799904815,178,0,,,,,,,,,,,,,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460247599,13,1,1,1,56,2kzl64gp8x37bon8tyxojqrr1,1,5.2,49.1,2022-09-15T18:02:34.562Z,2022-09-24T06:29:21Z,3781587797,56,Back,3781587795,124,,3781587799,140,12.0,3781587809,237,,3781587805,213,6.0,3781587803,212,7.4,3781587801,141,46.0,,,,5il4uc7d941ndwjl0qu97y7dh,Marcelo Grohe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460247661,14,1,1,1,59,2kzl64gp8x37bon8tyxojqrr1,1,16.8,48.2,2022-09-15T18:02:37.499Z,2022-09-24T06:29:29Z,3781588135,212,21.9,3781588133,141,77.8,3781588131,140,25.1,3781588137,213,1.2,3799871059,178,,3781588129,56,Back,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460247683,15,1,1,2,2,2kzl64gp8x37bon8tyxojqrr1,1,26.7,81.8,2022-09-15T18:02:40.802Z,2022-09-24T06:29:37Z,3781588219,56,Back,3781588227,213,1.0,3781588221,140,32.2,3799871193,178,,3781588223,141,96.5,3781588225,212,11.5,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460247721,16,1,1,2,4,2kzl64gp8x37bon8tyxojqrr1,1,32.2,96.5,2022-09-15T18:02:42.195Z,2022-09-24T06:29:42Z,3799871257,178,,3781588439,141,86.6,3781588435,56,Back,3781588443,213,4.2,3781588441,212,7.7,3781588437,140,28.7,,,,,,,dertlfklisnxnba0zl5lpp7u1,Hamdan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460247729,17,1,1,2,6,2kzl64gp8x37bon8tyxojqrr1,0,31.7,89.3,2022-09-15T18:02:44.251Z,2022-09-24T06:29:53Z,3781588483,141,89.3,3781588479,140,32.4,3781588475,155,,3781588487,213,0,3781588585,236,,3781588591,286,,3799871395,178,,3781588485,212,0.7,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,3781588477,56,Back,3781588587,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460247745,24,74,1,2,6,7w4300dn2tnd0eqmbtk531tkx,1,66.5,5.5,2022-09-15T18:02:44.282Z,2022-09-24T06:30:01Z,3781588613,233,17,3799871483,178,,3781588557,285,,3781588555,56,Right,,,,,,,,,,,,,22cd6gzfwo341qai1o6014251,S. Çikalleshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460248099,18,5,1,2,6,2kzl64gp8x37bon8tyxojqrr1,1,32.8,101.4,2022-09-15T18:02:44.801Z,2022-09-24T06:30:13Z,3781590299,347,,3781590305,233,25,3781590297,56,Back,,,,,,,,,,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460247759,25,5,1,2,6,7w4300dn2tnd0eqmbtk531tkx,0,67.2,-1.4,2022-09-15T18:02:44.801Z,2022-09-24T06:30:14Z,3781588623,56,Right,3781590333,233,18,3781588625,347,,,,,,,,,,,,,,,,,22cd6gzfwo341qai1o6014251,S. Çikalleshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460248151,19,1,1,2,35,2kzl64gp8x37bon8tyxojqrr1,1,37.7,100,2022-09-15T18:03:13.727Z,2022-09-24T06:30:34Z,3781590579,141,24.7,3781590575,56,Back,3781590585,1,,3781590571,107,,3781590583,213,4.6,3781590581,212,52.8,3781590577,140,31.0,,,,dertlfklisnxnba0zl5lpp7u1,Hamdan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460248181,20,1,1,2,41,2kzl64gp8x37bon8tyxojqrr1,1,31,24.7,2022-09-15T18:03:18.964Z,2022-09-24T06:30:43Z,3781590717,212,15.9,3799871875,178,,3781590715,141,3.5,3781590713,140,37.4,3781590711,56,Back,3781590721,213,5.1,,,,,,,eqdev00exzhrls89wj77cdzp,Omar Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460248249,21,1,1,2,44,2kzl64gp8x37bon8tyxojqrr1,1,38.5,14.7,2022-09-15T18:03:22.133Z,2022-09-24T06:30:56Z,3781591017,56,Back,3781591019,140,45.6,3799872057,178,,3781591023,212,7.5,3781591021,141,14.9,3781591025,213,0.0,,,,,,,1omzj46rrvsev6v03nd72dgwl,Abdulrahman Al Obud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460248257,22,1,1,2,47,2kzl64gp8x37bon8tyxojqrr1,1,37.4,13.5,2022-09-15T18:03:25.307Z,2022-09-24T06:31:13Z,3781591075,56,Back,3781591079,141,8.0,3781591081,212,13.3,3781591083,213,3.4,3799872271,178,,3781591077,140,25.2,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460248293,23,1,1,2,49,2kzl64gp8x37bon8tyxojqrr1,1,25.2,8,2022-09-15T18:03:27.523Z,2022-09-24T06:31:19Z,3799872335,178,,3781591271,56,Back,3781591273,140,34.8,3781591279,213,0.5,3781591275,141,15.8,3781591277,212,11.4,,,,,,,eqdev00exzhrls89wj77cdzp,Omar Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460248317,24,1,1,2,52,2kzl64gp8x37bon8tyxojqrr1,1,35.6,17.9,2022-09-15T18:03:30.732Z,2022-09-24T06:31:26Z,3781591437,56,Back,3781591443,212,18.3,3781591441,141,38.2,3781591439,140,24.1,3781591445,213,2.3,3799872407,178,,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460248355,25,1,1,2,56,2kzl64gp8x37bon8tyxojqrr1,1,26.8,45.5,2022-09-15T18:03:34.543Z,2022-09-24T06:31:37Z,3799872529,178,,3781591647,213,0.6,3781591645,212,25.3,3781591639,56,Back,3781591641,140,46.3,3781591643,141,67.3,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460248391,26,1,1,3,0,2kzl64gp8x37bon8tyxojqrr1,1,63.3,76.1,2022-09-15T18:03:38.844Z,2022-09-24T06:31:47Z,3781591867,212,26.1,3781591861,56,Left,3781591863,140,85.8,3781591869,213,0.4,3781591865,141,92.4,3799872665,178,,,,,,,,29i4ruk1vkwrl1w9vg9ggqpqt,Hélder Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
