id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/14/value
2496233651,9,61,1,0,14,2ry1fixv27p3xepazsxcuyoho,0,35.2,71.6,2023-01-09T18:15:31.061Z,2023-01-19T18:48:01Z,3971913679,56,Back,3984910353,389,,,,,,,,,,,,,,,,,,,,dcl1lgczly52fg4f7oh8se6l1,Hussain Al Qahtani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496233675,3,4,1,0,15,2kzl64gp8x37bon8tyxojqrr1,1,64.8,25.9,2023-01-09T18:15:31.966Z,2023-01-19T18:48:12Z,3971913783,152,,3971913837,233,10,3971913785,265,,3971913781,56,Center,3971913787,286,,3971913779,13,,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496233683,10,4,1,0,15,2ry1fixv27p3xepazsxcuyoho,0,35.2,74.1,2023-01-09T18:15:31.967Z,2023-01-19T18:48:12Z,3971913829,152,,3984913895,178,,3971913827,56,Back,3971913825,13,,3971913831,265,,3971913841,233,3,3971913833,285,,,,,dcl1lgczly52fg4f7oh8se6l1,Hussain Al Qahtani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496233911,4,1,1,1,14,2kzl64gp8x37bon8tyxojqrr1,0,60.8,24.3,2023-01-09T18:16:30.260Z,2023-01-19T18:48:55Z,3971915053,155,,3984914727,178,,3971915063,212,34.9,3971915059,140,89.9,3975260915,224,,3971915067,1,,3971915051,5,,3971915055,152,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,3971915057,56,Center,3971915065,213,0.5,3971915061,141,49.2,3971915049,2,3975260917,20,,,,,,,,,,,,,,,,,,,,,,,,,,
2496233923,11,12,1,1,16,2ry1fixv27p3xepazsxcuyoho,1,13.9,44.6,2023-01-09T18:16:32.277Z,2023-01-19T18:49:05Z,3971915117,140,30.8,3971915121,141,66.8,3971915141,15,,3971915113,56,Back,3971915129,213,0.7,3984914911,388,,3971915127,212,23.3,,,,bepcao7uiozczrxbhc7fjjis5,Iago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496233933,12,1,1,1,18,2ry1fixv27p3xepazsxcuyoho,1,30.8,66.8,2023-01-09T18:16:34.201Z,2023-01-19T18:49:44Z,3984915567,388,,3971915173,56,Back,3971915175,140,29.5,3971915181,213,4.6,3971915171,3,,3971915177,141,54.3,3971915179,212,8.6,,,,68cm9uvlgmi1q5xfki3g31i39,É. Banega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496233935,13,49,1,1,19,2ry1fixv27p3xepazsxcuyoho,1,29.5,54.3,2023-01-09T18:16:35.193Z,2023-01-19T18:49:56Z,,,,,,,,,,,,,,,,,,,,,,,,,cstghu0b2nh9pfzn5p6me7jkl,Hattan Bahbri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496233951,14,1,1,1,19,2ry1fixv27p3xepazsxcuyoho,1,29.5,54.3,2023-01-09T18:16:35.221Z,2023-01-19T18:50:16Z,3971915295,212,27.4,3971915291,140,31.6,3971915293,141,94.5,3984916087,388,,3971915289,56,Back,3971915297,213,1.5,,,,,,,cstghu0b2nh9pfzn5p6me7jkl,Hattan Bahbri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496233965,15,1,1,1,24,2ry1fixv27p3xepazsxcuyoho,1,43.6,94.5,2023-01-09T18:16:40.478Z,2023-01-19T18:50:26Z,3971915357,56,Left,3971915365,141,98.0,3971915361,140,56.8,3971915373,213,0.2,3971915369,212,14.1,3984916315,178,,,,,,,,2evokue4swxl64cxjuc21u2qy,Moteb Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496233983,16,1,1,1,26,2ry1fixv27p3xepazsxcuyoho,1,56.8,98,2023-01-09T18:16:42.770Z,2023-01-19T18:50:45Z,3971915451,140,80.4,3971915455,141,79.8,3984916573,178,,3971915461,213,5.8,3971915449,56,Left,3971915459,212,27.7,,,,,,,68cm9uvlgmi1q5xfki3g31i39,É. Banega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234645,35,3,1,1,29,2ry1fixv27p3xepazsxcuyoho,0,82,79.6,2023-01-09T18:16:45.467Z,2023-01-19T20:26:58Z,3971918639,56,Left,3971918745,286,,3975429053,233,5,3984917025,178,,3975261653,465,,,,,,,,,,,cstghu0b2nh9pfzn5p6me7jkl,Hattan Bahbri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234011,5,7,1,1,29,2kzl64gp8x37bon8tyxojqrr1,1,18,20.4,2023-01-09T18:16:45.504Z,2023-01-19T20:26:53Z,3984917139,178,,3971915615,56,Back,3975261791,384,,3975429049,233,35,3971918637,285,,,,,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234015,6,52,1,1,31,2kzl64gp8x37bon8tyxojqrr1,1,1.4,39,2023-01-09T18:16:47.933Z,2023-01-19T18:51:15Z,3975261845,376,,3984917385,389,,,,,,,,,,,,,,,,,,,,5il4uc7d941ndwjl0qu97y7dh,Marcelo Grohe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234047,7,1,1,1,37,2kzl64gp8x37bon8tyxojqrr1,0,13.6,35.8,2023-01-09T18:16:54.092Z,2023-01-19T18:51:45Z,3971915805,141,30.5,3971915801,56,Center,3971915811,1,,3971915803,140,85.7,3971915809,213,6.2,3971915799,199,,3971915807,212,75.8,,,,5il4uc7d941ndwjl0qu97y7dh,Marcelo Grohe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234051,17,52,1,1,43,2ry1fixv27p3xepazsxcuyoho,1,12,69.5,2023-01-09T18:16:59.857Z,2023-01-19T18:51:53Z,3984918213,178,,3975262427,377,,,,,,,,,,,,,,,,,,,,86gtnji8gzd7t05si9bzdhcyd,Kim Seung-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234067,18,1,1,1,47,2ry1fixv27p3xepazsxcuyoho,1,13.8,62.9,2023-01-09T18:17:03.590Z,2023-01-19T18:51:59Z,3971915891,141,11.6,3971915895,213,5.0,3971915915,189,,3971915885,123,,3971915893,212,36.9,3971915887,56,Back,3971915889,140,25.3,3971915897,1,,86gtnji8gzd7t05si9bzdhcyd,Kim Seung-Gyu,3984918317,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234091,19,1,1,1,50,2ry1fixv27p3xepazsxcuyoho,1,28.4,12.4,2023-01-09T18:17:06.673Z,2023-01-19T18:52:05Z,3984918421,178,,3971916013,141,49.4,3971916015,212,25.6,3971916011,140,33.0,3971916017,213,1.4,3971916009,56,Back,,,,,,,f33frpvsvjp7a8od35j7oxjh1,Fawaz Al Saqour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234119,20,1,1,1,55,2ry1fixv27p3xepazsxcuyoho,1,35.3,46.6,2023-01-09T18:17:11.661Z,2023-01-19T18:52:13Z,3971916169,141,75.3,3971916167,140,31.9,3971916165,56,Back,3971916171,212,19.8,3971916173,213,1.8,3984918585,178,,,,,,,,8sllxmpst47s6c46fgtv1q47p,G. Krychowiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234151,21,1,1,2,1,2ry1fixv27p3xepazsxcuyoho,1,33.9,65.4,2023-01-09T18:17:17.684Z,2023-01-19T18:52:18Z,3971916303,56,Back,3971916305,140,30.4,3971916311,213,4.6,3984918657,178,,3971916307,141,23.0,3971916309,212,29.1,,,,,,,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234165,22,1,1,2,5,2ry1fixv27p3xepazsxcuyoho,1,31.3,18.8,2023-01-09T18:17:21.585Z,2023-01-19T18:52:22Z,3971916367,56,Center,3971916369,140,58.1,3971916373,212,28.6,3971916375,213,0.2,3971916371,141,26.6,3984918743,178,,,,,,,,bepcao7uiozczrxbhc7fjjis5,Iago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234169,23,1,1,2,6,2ry1fixv27p3xepazsxcuyoho,1,58.1,26.6,2023-01-09T18:17:22.649Z,2023-01-19T18:52:31Z,3971916415,140,64.0,3971916419,212,11.5,3971916411,168,,3971916417,141,40.9,3971916413,56,Center,3971916421,213,1.0,3984918945,178,,,,,bdtfe5xkr2grbxqkgpntbypjp,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234185,24,1,1,2,7,2ry1fixv27p3xepazsxcuyoho,1,64,40.9,2023-01-09T18:17:23.580Z,2023-01-19T18:52:36Z,3971916467,140,53.8,3971977679,156,,3984919035,178,,3971916469,141,35.8,3971916473,213,3.5,3971916465,56,Center,3971916471,212,11.3,,,,ytjrtqtximxhs52bfsezogk5,C. Guanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234189,25,1,1,2,8,2ry1fixv27p3xepazsxcuyoho,1,53.8,35.8,2023-01-09T18:17:25.133Z,2023-01-19T18:52:43Z,3971916509,213,1.6,3984919091,178,,3971916507,212,14.6,3971916505,141,57.2,3971916501,56,Center,3971916503,140,53.2,,,,,,,dcl1lgczly52fg4f7oh8se6l1,Hussain Al Qahtani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234197,26,1,1,2,9,2ry1fixv27p3xepazsxcuyoho,1,53.2,57.2,2023-01-09T18:17:26.167Z,2023-01-19T18:52:50Z,3971916535,56,Back,3971916543,213,3.5,3971916541,212,10.4,3971916539,141,52.5,3984919205,178,,3971916537,140,43.8,,,,,,,68cm9uvlgmi1q5xfki3g31i39,É. Banega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234215,27,1,1,2,11,2ry1fixv27p3xepazsxcuyoho,1,43.8,52.5,2023-01-09T18:17:27.281Z,2023-01-19T18:52:56Z,3971916647,213,1.1,3971916639,56,Left,3971916649,1,,3971916643,141,95.0,3984919295,178,,3971916641,140,58.4,3971916645,212,32.7,,,,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234229,28,1,1,2,16,2ry1fixv27p3xepazsxcuyoho,1,62.4,94.8,2023-01-09T18:17:32.727Z,2023-01-19T18:53:01Z,3971916733,141,83.0,3971916731,140,57.0,3971916735,212,9.8,3971916737,213,4.1,3984919347,178,,3971916729,56,Left,,,,,,,2evokue4swxl64cxjuc21u2qy,Moteb Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234245,29,1,1,2,19,2ry1fixv27p3xepazsxcuyoho,1,57.5,80,2023-01-09T18:17:35.507Z,2023-01-19T18:53:12Z,3971916799,56,Center,3971916807,213,3.7,3971916805,212,7.9,3971916801,140,50.9,3984919547,178,,3971916803,141,74.3,,,,,,,68cm9uvlgmi1q5xfki3g31i39,É. Banega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234247,30,1,1,2,21,2ry1fixv27p3xepazsxcuyoho,1,50.9,74.3,2023-01-09T18:17:37.308Z,2023-01-19T18:53:18Z,3971916819,213,6.2,3971916817,212,14.0,3971916815,141,72.2,3971916811,56,Center,3984919617,178,,3971916813,140,64.2,,,,,,,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234269,31,1,1,2,23,2ry1fixv27p3xepazsxcuyoho,1,64.7,71.3,2023-01-09T18:17:39.715Z,2023-01-19T18:53:25Z,3971916907,212,9.3,3984919719,178,,3971916909,213,4.4,3971916903,140,62.4,3971916905,141,58.1,3971916901,56,Center,,,,,,,cstghu0b2nh9pfzn5p6me7jkl,Hattan Bahbri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234297,32,2,1,2,26,2ry1fixv27p3xepazsxcuyoho,1,62.5,59.1,2023-01-09T18:17:42.507Z,2023-01-19T18:53:30Z,3971917031,141,94.2,3971917029,140,77.0,3971917303,7,2evokue4swxl64cxjuc21u2qy,3984919813,178,,3971917027,56,Left,,,,,,,,,,dcl1lgczly52fg4f7oh8se6l1,Hussain Al Qahtani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234303,8,55,1,2,26,2kzl64gp8x37bon8tyxojqrr1,1,22.9,26.6,2023-01-09T18:17:42.508Z,2023-01-19T18:53:31Z,,,,,,,,,,,,,,,,,,,,,,,,,8g2nbo0z5g733zb4wzuo2390q,Muhannad Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234317,33,43,1,2,31,2ry1fixv27p3xepazsxcuyoho,1,0,0,2023-01-09T18:17:48.087Z,2023-01-09T18:17:55Z,3971917127,141,66.8,3971917129,212,16.0,3971917175,144,1,3971917123,56,Center,3971917119,2,0,3971917131,213,5.0,3971917125,140,88.0,3971917121,155,0,f33frpvsvjp7a8od35j7oxjh1,Fawaz Al Saqour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234413,9,1,1,3,0,2kzl64gp8x37bon8tyxojqrr1,1,11.3,38.8,2023-01-09T18:18:16.845Z,2023-01-19T18:53:38Z,3971917631,56,Back,3971917635,141,15.6,3971917623,5,,3971917633,140,18.4,3971917639,213,5.2,3984919919,178,,3971917637,212,17.4,3971917627,241,,5il4uc7d941ndwjl0qu97y7dh,Marcelo Grohe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234433,10,1,1,3,3,2kzl64gp8x37bon8tyxojqrr1,1,23,13.2,2023-01-09T18:18:19.918Z,2023-01-19T18:53:45Z,3971917713,141,3.2,3984920069,178,,3971917711,140,45.2,3971917715,212,24.3,3971917717,213,6.0,3971917707,155,,3971917709,56,Back,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234481,11,1,1,3,6,2kzl64gp8x37bon8tyxojqrr1,1,45.2,3.2,2023-01-09T18:18:22.638Z,2023-01-19T18:53:52Z,3971917953,141,2.4,3971917951,140,57.3,3971917955,212,12.7,3984920241,178,,3971917957,213,6.2,3971917949,56,Right,,,,,,,du6wgayjqw7jqjh770c43vvmd,Abdulaziz Al Bishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234485,12,4,1,3,9,2kzl64gp8x37bon8tyxojqrr1,1,60.2,2.8,2023-01-09T18:18:25.226Z,2023-01-19T18:54:01Z,3971917973,265,,3971917991,233,34,3971917971,152,,3971917975,286,,3971917967,13,,3971917969,56,Right,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234473,34,4,1,3,9,2ry1fixv27p3xepazsxcuyoho,0,39.8,97.2,2023-01-09T18:18:25.227Z,2023-01-19T18:54:01Z,3971917915,152,,3971917911,56,Back,3984920381,178,,3971918001,233,12,3971917907,13,,3971917917,265,,3971917919,285,,,,,8sllxmpst47s6c46fgtv1q47p,G. Krychowiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234667,13,1,1,3,50,2kzl64gp8x37bon8tyxojqrr1,1,56.5,3.8,2023-01-09T18:19:07.153Z,2023-01-19T18:54:11Z,3984920515,178,,3971918767,213,2.9,3971918755,5,,3971919003,189,,3971918757,152,,3971918761,140,44.9,3971918765,212,12.7,3971918763,141,9.1,8g2nbo0z5g733zb4wzuo2390q,Muhannad Al Shanqiti,3971918759,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234699,14,2,1,3,54,2kzl64gp8x37bon8tyxojqrr1,1,45.9,9.1,2023-01-09T18:19:10.583Z,2023-01-19T18:54:19Z,3971918939,141,4.4,3971918935,56,Right,3971918931,7,1cpbxhov5ypi6ez7k09oxo5w5,3984920613,178,,3971918937,140,77.9,3971918933,1,,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234687,36,55,1,3,54,2ry1fixv27p3xepazsxcuyoho,1,22.2,89.6,2023-01-09T18:19:10.584Z,2023-01-19T18:54:20Z,3971981537,189,,,,,,,,,,,,,,,,,,,,,,,2evokue4swxl64cxjuc21u2qy,Moteb Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234779,37,1,1,4,16,2ry1fixv27p3xepazsxcuyoho,1,28.7,90.3,2023-01-09T18:19:32.247Z,2023-01-19T18:54:32Z,3971919313,140,23.5,3971919311,56,Back,3971919315,141,84.8,3971919307,5,,3971919317,212,6.6,3984920817,178,,3971919319,213,3.7,3971919323,189,,2evokue4swxl64cxjuc21u2qy,Moteb Al Harbi,3971919309,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234803,38,1,1,4,18,2ry1fixv27p3xepazsxcuyoho,1,24.3,81.9,2023-01-09T18:19:34.978Z,2023-01-19T18:54:37Z,3971919431,56,Back,3971919439,213,3.7,3971919435,141,63.8,3984920889,178,,3971919433,140,4.8,3971919437,212,23.9,,,,,,,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496234823,39,1,1,4,24,2ry1fixv27p3xepazsxcuyoho,1,8.8,64.2,2023-01-09T18:19:40.673Z,2023-01-19T18:54:42Z,3971919517,213,1.1,3984921009,178,,3971919503,56,Back,3971919513,141,94.4,3971919515,212,22.8,3971919511,140,18.3,,,,,,,86gtnji8gzd7t05si9bzdhcyd,Kim Seung-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
