id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2465724353,5,7,1,0,9,cq4rdp1mkan8zhaw7bmzjdaqk,0,51,68.8,2022-10-01T15:30:53.869Z,2022-10-16T07:10:38Z,3810567921,56,Center,3810568033,233,5,3818238129,383,,3847890991,178,,3810567925,285,,,,,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473434457,1131,67,1,0,11,cq4rdp1mkan8zhaw7bmzjdaqk,1,54.7,61.4,2022-10-01T15:30:55.432Z,2022-10-17T07:21:41Z,3851739591,233,1297,,,,,,,,,,,,,,,,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473434453,1297,67,1,0,11,6ttwlm6op92r4670oayg5md7h,0,45.3,38.6,2022-10-01T15:30:55.433Z,2022-10-17T06:54:59Z,3851739607,233,1131,,,,,,,,,,,,,,,,,,,,,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465724419,6,61,1,0,11,cq4rdp1mkan8zhaw7bmzjdaqk,0,53.3,57.3,2022-10-01T15:30:55.439Z,2022-10-17T07:21:41Z,3847891137,178,,3810568225,56,Center,,,,,,,,,,,,,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465724311,6,3,1,0,12,6ttwlm6op92r4670oayg5md7h,0,48.2,42.2,2022-10-01T15:30:56.579Z,2022-10-16T07:10:50Z,3810568731,233,7,3810567711,56,Back,3810567713,286,,3818238273,465,,3847891249,178,,,,,,,,,,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465724497,7,7,1,0,12,cq4rdp1mkan8zhaw7bmzjdaqk,1,51.8,57.8,2022-10-01T15:30:56.685Z,2022-10-16T07:10:53Z,3818238293,384,,3847891301,178,,3810568633,285,,3810568631,56,Center,3810568657,233,6,,,,,,,,,,vgyj638vzzteqqyxcdte3sgl,Édson,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467143235,685,49,1,0,13,cq4rdp1mkan8zhaw7bmzjdaqk,1,60.6,64.3,2022-10-01T15:30:57.593Z,2022-10-16T07:10:56Z,,,,,,,,,,,,,,,,,,,,,,,,,15o6hxjc62wgd0ej4dxtxczpx,Abdularahman Al Hurayb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465724619,8,13,1,0,14,cq4rdp1mkan8zhaw7bmzjdaqk,1,59.1,64.7,2022-10-01T15:30:58.556Z,2022-10-16T07:11:04Z,3810571011,231,51.4,3810980389,215,,3810569345,56,Center,3810570993,102,60.3,3810980381,72,,3810571009,230,98.0,3810570997,103,76.4,3847891545,178,,15o6hxjc62wgd0ej4dxtxczpx,Abdularahman Al Hurayb,,3810980385,55,7,3810569337,22,3810569341,19,3810980383,29,3810570989,77,,,,,,,,,,,,,,,,,,,,,,,
2465724629,7,5,1,0,16,6ttwlm6op92r4670oayg5md7h,1,-0.8,43.7,2022-10-01T15:31:00.974Z,2022-10-16T07:11:08Z,3810569395,56,Back,3810569735,233,9,3810569399,346,,,,,,,,,,,,,,,,,6veqhleq95267xca919eg02j9,S. Lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465724671,9,5,1,0,16,cq4rdp1mkan8zhaw7bmzjdaqk,0,100.8,56.3,2022-10-01T15:31:00.974Z,2022-10-16T07:11:08Z,3810569791,233,7,3810569603,346,,3810569601,56,Center,,,,,,,,,,,,,,,,15o6hxjc62wgd0ej4dxtxczpx,Abdularahman Al Hurayb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465724885,8,1,1,0,21,6ttwlm6op92r4670oayg5md7h,1,5,37,2022-10-01T15:31:05.454Z,2022-10-16T07:11:12Z,3810570755,56,Back,3810570757,140,9.4,3810570771,213,5.2,3810570767,212,9.7,3810570759,141,24.4,3810570753,124,,3810570785,237,,,,,6veqhleq95267xca919eg02j9,S. Lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465724995,9,1,1,0,23,6ttwlm6op92r4670oayg5md7h,1,9.4,24.4,2022-10-01T15:31:07.802Z,2022-10-16T07:11:17Z,3810571321,140,32.0,3847891821,178,,3810571327,212,27.3,3810571325,141,44.3,3810571331,213,0.5,3810571317,56,Back,,,,,,,3nahof9wwcvyylv87fjhhpt5h,Abdullah Al Fahad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465725115,10,1,1,0,29,6ttwlm6op92r4670oayg5md7h,1,32.9,39.4,2022-10-01T15:31:13.636Z,2022-10-16T07:11:23Z,3847891987,178,,3810571889,140,29.4,3810571893,212,19.2,3810571891,141,11.7,3810571895,213,4.5,3810571887,56,Back,,,,,,,3kfeazpv3d1wy6e333pudwkid,D. Đoković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465725293,11,1,1,0,33,6ttwlm6op92r4670oayg5md7h,1,30.2,11.3,2022-10-01T15:31:17.778Z,2022-10-16T07:11:26Z,3847892057,178,,3810572981,213,1.5,3810572969,140,31.1,3810572965,56,Back,3810572977,212,23.7,3810572975,141,46.1,,,,,,,3nahof9wwcvyylv87fjhhpt5h,Abdullah Al Fahad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465725337,12,1,1,0,35,6ttwlm6op92r4670oayg5md7h,1,31.5,54.6,2022-10-01T15:31:20.224Z,2022-10-16T07:11:29Z,3810573229,213,1.3,3810573221,140,37.2,3847892119,178,,3810573217,56,Back,3810573227,212,26.7,3810573225,141,92.9,,,,,,,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465725517,13,1,1,0,38,6ttwlm6op92r4670oayg5md7h,1,37.2,92.9,2022-10-01T15:31:22.765Z,2022-10-16T07:11:33Z,3847892233,178,,3810574311,213,0.1,3810574303,141,96.6,3810574309,212,20.9,3810574293,56,Left,3810574299,140,57.0,,,,,,,a04wl977uhtaea8pztvmdag2d,Pablo Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465725605,15,4,1,0,40,6ttwlm6op92r4670oayg5md7h,1,55,90.1,2022-10-01T15:31:25.180Z,2022-10-16T07:11:40Z,3810574797,56,Left,3810574795,13,,3810852505,233,10,3810574801,265,,3810574799,152,,3810574803,286,,,,,,,,77d2ej6852gf2ynsb8h01thwp,Abdulmalek Al Shammary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465725779,10,4,1,0,40,cq4rdp1mkan8zhaw7bmzjdaqk,0,45,9.9,2022-10-01T15:31:25.181Z,2022-10-16T07:11:40Z,3810575701,13,,3810575715,285,,3810575713,265,,3810575711,152,,3810852509,233,15,3810575707,56,Back,3847892479,178,,,,,7cnb8jhbmd4n9ibdcuxym24fd,Nasser Al Abdali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465725527,14,43,1,0,43,6ttwlm6op92r4670oayg5md7h,1,0,0,2022-10-01T15:31:28.343Z,2022-10-01T15:31:33Z,3810575303,144,61,3810574367,56,Left,,,,,,,,,,,,,,,,,,,77d2ej6852gf2ynsb8h01thwp,Abdulmalek Al Shammary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465725811,16,1,1,0,48,6ttwlm6op92r4670oayg5md7h,1,56.2,94.7,2022-10-01T15:31:32.740Z,2022-10-16T07:11:46Z,3847892733,178,,3810575919,5,,3810575937,141,93.6,3810575941,212,13.3,3810575931,140,43.6,3810575945,213,3.2,3810575927,56,Back,3810575925,152,,77d2ej6852gf2ynsb8h01thwp,Abdulmalek Al Shammary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465725961,17,1,1,0,50,6ttwlm6op92r4670oayg5md7h,1,38.5,87.2,2022-10-01T15:31:34.576Z,2022-10-16T07:11:52Z,3810576635,140,34.3,3810576637,141,51.3,3810576641,213,4.5,3810576639,212,24.8,3810576633,56,Back,3847892931,178,,,,,,,,a04wl977uhtaea8pztvmdag2d,Pablo Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465726109,18,1,1,0,53,6ttwlm6op92r4670oayg5md7h,1,34.3,51.3,2022-10-01T15:31:37.684Z,2022-10-16T07:11:56Z,3810577429,141,24.1,3810577427,140,37.4,3810577425,56,Back,3847893069,178,,3810577431,212,18.8,3810577433,213,4.9,,,,,,,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465726141,19,1,1,0,57,6ttwlm6op92r4670oayg5md7h,1,44.5,9.7,2022-10-01T15:31:42.086Z,2022-10-16T07:12:05Z,3810577631,212,14.0,3810577629,141,3.4,3810577633,213,6.0,3810577627,140,57.2,3810577625,56,Right,3847893381,178,,,,,,,,3nahof9wwcvyylv87fjhhpt5h,Abdullah Al Fahad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465726163,20,1,1,0,59,6ttwlm6op92r4670oayg5md7h,0,57.2,3.4,2022-10-01T15:31:43.491Z,2022-10-16T07:12:12Z,3810577843,286,,3810577753,141,9.8,3810577755,212,9.5,3810577837,236,,3810577749,56,Right,3847893601,178,,3810577751,140,65.2,3810577757,213,0.5,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,3810577839,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465726173,11,74,1,0,59,cq4rdp1mkan8zhaw7bmzjdaqk,1,34.2,94.6,2022-10-01T15:31:43.895Z,2022-10-16T07:12:20Z,3810577899,233,20,3810577803,285,,3810577801,56,Back,3847893881,178,,,,,,,,,,,,,,si3wcnvnhiukn1novyv1su6t,R. Lenis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465726209,12,5,1,1,0,cq4rdp1mkan8zhaw7bmzjdaqk,0,37,102,2022-10-01T15:31:44.555Z,2022-10-16T07:12:23Z,3810577983,347,,3810579359,233,21,3810577979,56,Back,,,,,,,,,,,,,,,,si3wcnvnhiukn1novyv1su6t,R. Lenis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465726439,21,5,1,1,0,6ttwlm6op92r4670oayg5md7h,1,63,-2,2022-10-01T15:31:44.555Z,2022-10-16T07:12:22Z,3810579199,347,,3810579259,233,12,3810579197,56,Right,,,,,,,,,,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465726519,22,1,1,1,9,6ttwlm6op92r4670oayg5md7h,1,63.2,0,2022-10-01T15:31:53.705Z,2022-10-16T07:12:25Z,3810579737,213,0.9,3810579735,212,12.1,3810579729,140,70.7,3810579721,107,,3810579725,56,Right,3810579731,141,12.5,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465726595,23,1,1,1,10,6ttwlm6op92r4670oayg5md7h,1,70.7,12,2022-10-01T15:31:54.842Z,2022-10-16T07:12:31Z,3810580121,140,66.7,3810580123,141,6.8,3810580119,56,Right,3847894257,178,,3810580125,212,5.5,3810580127,213,3.8,,,,,,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465726757,24,1,1,1,13,6ttwlm6op92r4670oayg5md7h,1,61.8,9.5,2022-10-01T15:31:58.261Z,2022-10-16T07:12:35Z,3810580961,56,Center,3810580963,140,55.3,3810580969,213,1.9,3847894353,178,,3810580967,212,24.2,3810580965,141,43.6,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465726781,25,1,1,1,17,6ttwlm6op92r4670oayg5md7h,1,54.2,54.6,2022-10-01T15:32:01.870Z,2022-10-16T07:12:44Z,3810581129,140,53.9,3810581131,141,78.5,3810581133,212,16.3,3810581127,56,Center,3847894565,178,,3810581135,213,1.6,,,,,,,3kfeazpv3d1wy6e333pudwkid,D. Đoković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465726919,26,1,1,1,19,6ttwlm6op92r4670oayg5md7h,1,53.9,78.5,2022-10-01T15:32:03.780Z,2022-10-16T07:12:49Z,3847894683,178,,3810581947,212,17.6,3810581945,141,94.5,3810581949,213,0.7,3810581943,140,67.1,3810581941,56,Left,,,,,,,a04wl977uhtaea8pztvmdag2d,Pablo Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472721169,910,43,1,1,20,6ttwlm6op92r4670oayg5md7h,1,0,0,2022-10-01T15:32:05.145Z,2022-10-16T08:31:39Z,3847979567,144,82,3847979489,178,0,,,,,,,,,,,,,,,,,,,77d2ej6852gf2ynsb8h01thwp,Abdulmalek Al Shammary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465726939,27,3,1,1,21,6ttwlm6op92r4670oayg5md7h,0,63.8,96.8,2022-10-01T15:32:06.164Z,2022-10-16T07:13:09Z,3810582057,286,,3810582055,56,Left,3818239199,465,,3847895119,178,,3810582099,211,,,,,,,,,,,77d2ej6852gf2ynsb8h01thwp,Abdulmalek Al Shammary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465727181,13,5,1,1,23,cq4rdp1mkan8zhaw7bmzjdaqk,1,32.9,-1.6,2022-10-01T15:32:07.405Z,2022-10-16T07:13:14Z,3810583425,347,,3810583423,56,Back,3810583653,233,28,,,,,,,,,,,,,,,,99h9ihbi9zj82ubnt4pqr3s9h,Hassan Al Habib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465726963,28,5,1,1,23,6ttwlm6op92r4670oayg5md7h,0,67.1,101.6,2022-10-01T15:32:07.405Z,2022-10-16T07:13:15Z,3810582183,56,Left,3810583781,233,13,3810582185,347,,,,,,,,,,,,,,,,,77d2ej6852gf2ynsb8h01thwp,Abdulmalek Al Shammary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465727455,14,1,1,1,37,cq4rdp1mkan8zhaw7bmzjdaqk,0,30.1,0,2022-10-01T15:32:22.047Z,2022-10-16T07:13:56Z,3810585099,212,25.9,3810585093,56,Right,3810585091,107,,3810585107,1,,3810585095,140,54.3,3810585097,141,5.8,3810585103,213,0.2,,,,aonc1y49ulmolyc47knpwtrtg,Arif Al Haydar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465727739,29,61,1,1,39,6ttwlm6op92r4670oayg5md7h,1,36.8,95.4,2022-10-01T15:32:23.689Z,2022-10-16T07:14:04Z,3847896275,178,,3810586527,56,Back,,,,,,,,,,,,,,,,,,,a04wl977uhtaea8pztvmdag2d,Pablo Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465727817,30,1,1,1,40,6ttwlm6op92r4670oayg5md7h,0,39.7,93.3,2022-10-01T15:32:24.986Z,2022-10-16T07:14:24Z,3810586909,212,6.7,3810586903,56,Back,3847896659,178,,3810586907,141,100.0,3810586905,140,43.1,3810586911,213,1.0,,,,,,,77d2ej6852gf2ynsb8h01thwp,Abdulmalek Al Shammary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465727839,15,5,1,1,41,cq4rdp1mkan8zhaw7bmzjdaqk,1,51.4,-1.5,2022-10-01T15:32:26.225Z,2022-10-16T07:14:27Z,3810587013,347,,3810852817,233,31,3810587009,56,Right,,,,,,,,,,,,,,,,6yf6ozyy2rpmiy86xno7u0es5,M. Dyrestam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465727833,31,5,1,1,41,6ttwlm6op92r4670oayg5md7h,0,48.6,101.5,2022-10-01T15:32:26.225Z,2022-10-16T07:14:28Z,3810586987,56,Back,3810586991,347,,3810852849,233,15,,,,,,,,,,,,,,,,77d2ej6852gf2ynsb8h01thwp,Abdulmalek Al Shammary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465727897,16,1,1,1,49,cq4rdp1mkan8zhaw7bmzjdaqk,1,45.4,0,2022-10-01T15:32:34.087Z,2022-10-16T07:14:31Z,3810587393,141,5.4,3810587391,140,55.7,3810587389,56,Right,3810587387,107,,3810587395,212,11.9,3810587397,213,0.4,,,,,,,aonc1y49ulmolyc47knpwtrtg,Arif Al Haydar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465727959,17,1,1,1,50,cq4rdp1mkan8zhaw7bmzjdaqk,1,55.7,5.4,2022-10-01T15:32:34.937Z,2022-10-16T07:14:38Z,3810587757,141,2.4,3810587755,140,46.8,3810587761,213,3.4,3810587759,212,9.6,3847896927,178,,3810587751,56,Back,,,,,,,7cnb8jhbmd4n9ibdcuxym24fd,Nasser Al Abdali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465727999,18,1,1,1,51,cq4rdp1mkan8zhaw7bmzjdaqk,0,46.8,2.4,2022-10-01T15:32:35.634Z,2022-10-16T07:14:42Z,3810588021,140,69.0,3847897037,178,,3810588035,213,0.3,3810588019,56,Right,3810588015,155,,3810588031,212,24.4,3810588027,141,13.2,,,,aonc1y49ulmolyc47knpwtrtg,Arif Al Haydar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465728071,32,1,1,1,54,6ttwlm6op92r4670oayg5md7h,0,29.7,88.1,2022-10-01T15:32:38.836Z,2022-10-16T07:14:56Z,3810588381,141,86.3,3810588383,212,16.9,3810588379,140,45.8,3810588375,157,,3847897285,178,,3810588377,56,Back,3810588385,213,6.2,3810588387,1,,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
