id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,assist
2458025511,1,34,16,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2022-09-10T15:06:45.680Z,2022-09-10T16:36:31Z,3769704895,194,d3hiwrqyxc7ff8vlwk35tnsru,3769704893,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3769704881,30,"5hewtfw3vtddu8u3qmueyv4yd, azjpcg32pigro8iunnll88wyd, 483s97qezyiz91n8qzwjd7uuh, 1dtpzd3m6rhsrc1vk1ddzk2jt, d3hiwrqyxc7ff8vlwk35tnsru, 9vsqe0uy76u157na942hdokx5, 5zmh9fz8vr0jcgt8zic0vyve2, arqaprcadqfrz0tj3iouo98t1, 9q7c1bn4dgyhoqto46puqeevp, 61u0tfe67undvqqutes55k2xh, beeunz2xxmos83md5kmsy4hqt, cd3zg2t4cq4ghoh61kri7vaad, 85paqhbw10m5ra3set109qz9, dozljiegaplgkxwywguqomeei, 6m2uqbr8e3v4hcg8r02ee1ec5, 6ryod1z32yns7blzdxvhwmzqi, 576sxo24s5ktc0t9chfh9v4d1, dybfeu5czibo3vri357z8yrpx, 9k81fwyq8bbyhckt5t80fvwet, dr0tmxtk2sx5am4xmm6qw72ll",3769704889,59,"88, 26, 3, 98, 4, 22, 18, 66, 23, 37, 10, 9, 1, 6, 7, 16, 17, 19, 27, 80",3769704885,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3769704897,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3769704891,130,11,3769841335,197,6685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458027301,1,34,16,0,0,o1iwuxbv233ayidxpibbxy59,1,0,0,2022-09-10T15:08:57.019Z,2022-09-10T15:42:16Z,3769714005,130,7,3769714003,59,"1, 5, 31, 18, 4, 14, 7, 9, 3, 10, 8, 6, 17, 20, 25, 36, 44, 77, 99",3769713999,30,"2r3ppks82lf3a7aycih7rc63t, 1amphiae52a8rzm2ngpzffu21, 7l1lhluaxnuy4cun3omcva4us, c8sryc7a76ov57x24tv80swr9, 8j0yhxinglb5o5dpe2qd232dx, 95zoygnjudd2lmvc38oyuhwid, 12dv2sa9xm0aedpb13ivl11wp, 9etkdqceb3wo5zh0oktt0r85w, 9f8pdf7j05xb111c5lunzgvyt, cmijbwv0ine68v0y6kf9cuehh, 8pxv846gct3gjgrknr4glqulm, 7msfk3faesnc4ls6893wdhi0a, 2xkudoxz92f1vgbjlsbfum3f9, 6up21v3m8ws3veg1rh1r1ygpg, 7kbi9qu4y9rhc28x3ogyg5ot1, ofynblpwoiwefv52bgqz30x6, f5eje4do4lvjul2ban3ycraax, 8ab4hqpw7m6ocphleluf9sicp, de3zx99d8qybnoq7nvlcd7xii",3769838683,197,3483,3769714007,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3769714001,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",3769714009,194,8j0yhxinglb5o5dpe2qd232dx,3769714011,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458053495,2,32,1,0,0,o1iwuxbv233ayidxpibbxy59,1,0,0,2022-09-10T15:45:58.710Z,2022-09-10T15:45:58Z,3769852507,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458053525,2,32,1,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2022-09-10T15:45:58.710Z,2022-09-21T07:11:20Z,3769852683,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458053537,3,1,1,0,0,o1iwuxbv233ayidxpibbxy59,1,49.7,50,2022-09-10T15:45:58.727Z,2022-09-22T04:45:29Z,3769852735,213,3.0,3769852733,212,13.4,3769852737,279,S,3769852731,141,51.9,3769852729,140,37.0,3769852727,56,Back,3797131617,178,,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458053563,4,1,1,0,2,o1iwuxbv233ayidxpibbxy59,1,37,51.9,2022-09-10T15:46:00.772Z,2022-09-22T04:45:38Z,3797131799,178,,3769852855,212,15.3,3769852849,56,Back,3769852853,141,70.9,3769852857,213,2.1,3769852851,140,29.2,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458053631,5,1,1,0,5,o1iwuxbv233ayidxpibbxy59,1,28.5,67.5,2022-09-10T15:46:03.966Z,2022-09-22T04:45:44Z,3769853229,56,Back,3769853237,141,43.3,3769853241,212,16.5,3797131843,178,,3769853233,140,27.6,3769853245,213,4.7,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458053669,6,1,1,0,8,o1iwuxbv233ayidxpibbxy59,1,27.6,41.8,2022-09-10T15:46:07.440Z,2022-09-22T04:45:48Z,3797131895,178,,3769853487,140,28.4,3769853489,141,18.0,3769853493,213,4.8,3769853485,56,Back,3769853491,212,16.2,,,,,,,8j0yhxinglb5o5dpe2qd232dx,Naldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458053729,7,1,1,0,11,o1iwuxbv233ayidxpibbxy59,1,31.5,22.2,2022-09-10T15:46:10.706Z,2022-09-22T04:45:53Z,3769853811,141,13.2,3769853813,212,24.1,3769853807,56,Right,3769853809,140,53.7,3769853815,213,6.0,3797131951,178,,,,,,,,1amphiae52a8rzm2ngpzffu21,Tareq Abdullah A Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458053733,8,50,1,0,15,o1iwuxbv233ayidxpibbxy59,1,53.4,7.4,2022-09-10T15:46:14.017Z,2022-09-22T04:46:00Z,3769853837,286,,3769853835,56,Right,3779661737,233,3,,,,,,,,,,,,,,,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458053743,3,7,1,0,15,ebcxfnmnxrxvv6lcjsahgd38j,0,46.6,92.6,2022-09-10T15:46:14.181Z,2022-09-22T04:46:03Z,3769853889,56,Back,3769853891,285,,3769853921,233,8,3779481403,385,,3797132053,178,,,,,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458053767,9,61,1,0,18,o1iwuxbv233ayidxpibbxy59,0,57.7,9.5,2022-09-10T15:46:17.639Z,2022-09-22T04:46:09Z,3797132115,178,,3769854009,56,Right,,,,,,,,,,,,,,,,,,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458053779,4,49,1,0,19,ebcxfnmnxrxvv6lcjsahgd38j,1,40,88.4,2022-09-10T15:46:18.531Z,2022-09-22T04:46:16Z,,,,,,,,,,,,,,,,,,,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458053795,5,1,1,0,19,ebcxfnmnxrxvv6lcjsahgd38j,1,40,88.4,2022-09-10T15:46:18.691Z,2022-09-22T04:46:21Z,3769854133,56,Back,3797132255,178,,3769854135,140,34.1,3769854139,212,7.6,3769854137,141,81.9,3769854141,213,3.8,,,,,,,483s97qezyiz91n8qzwjd7uuh,Bandar Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458053807,6,1,1,0,22,ebcxfnmnxrxvv6lcjsahgd38j,1,34.1,81.9,2022-09-10T15:46:20.733Z,2022-09-22T04:46:24Z,3769854183,213,5.2,3769854177,140,38.6,3797132295,178,,3769854179,141,68.6,3769854181,212,10.2,3769854175,56,Back,,,,,,,1dtpzd3m6rhsrc1vk1ddzk2jt,Muhannad Al Qaydhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458053835,7,1,1,0,24,ebcxfnmnxrxvv6lcjsahgd38j,1,38.3,68.6,2022-09-10T15:46:22.993Z,2022-09-22T04:46:27Z,3769854351,141,65.4,3797132323,178,,3769854353,212,6.6,3769854349,140,44.2,3769854347,56,Back,3769854355,213,5.9,,,,,,,arqaprcadqfrz0tj3iouo98t1,Mohammed Abusabaan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463181737,672,67,1,0,25,ebcxfnmnxrxvv6lcjsahgd38j,1,44.6,66.4,2022-09-10T15:46:24.271Z,2022-09-22T07:04:21Z,3797142871,233,823,,,,,,,,,,,,,,,,,,,,,,9q7c1bn4dgyhoqto46puqeevp,M. Pavkov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463181735,823,67,1,0,25,o1iwuxbv233ayidxpibbxy59,0,55.4,33.6,2022-09-10T15:46:24.272Z,2022-09-22T05:06:15Z,3797142877,233,672,,,,,,,,,,,,,,,,,,,,,,9etkdqceb3wo5zh0oktt0r85w,Saad Al Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
