id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value
2531279733,8,1,1,0,20,o1iwuxbv233ayidxpibbxy59,0,62.3,86.6,2023-04-09T19:00:34.466Z,2023-04-09T19:53:37Z,4177726311,155,,4177726317,141,88.3,4177726315,140,70.0,4177726321,213,0.1,4177726319,212,8.2,4177726313,56,Left,,,,,,,8ab4hqpw7m6ocphleluf9sicp,Hassan Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279745,4,1,1,0,20,7dkxxicrwn77jpdfkwpnlnnyn,0,30.9,10.1,2023-04-09T19:00:35.319Z,2023-04-09T19:00:37Z,4177726377,141,8.9,4177726379,212,8.5,4177726371,3,,4177726375,140,39.0,4177726381,213,6.2,4177726373,56,Back,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279771,9,1,1,0,22,o1iwuxbv233ayidxpibbxy59,1,65.4,89.9,2023-04-09T19:00:36.434Z,2023-04-09T19:53:44Z,4177726547,212,5.7,4177726549,213,0.5,4177726541,56,Left,4177726545,141,94.1,4177726539,3,,4177726543,140,70.1,,,,,,,8ab4hqpw7m6ocphleluf9sicp,Hassan Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279775,10,1,1,0,23,o1iwuxbv233ayidxpibbxy59,0,71,94.7,2023-04-09T19:00:38.074Z,2023-04-10T17:23:37Z,4177726573,140,69.1,4179750433,286,,4177726575,141,95.9,4179750431,236,,4181260381,233,5,4177726571,56,Left,4177726579,213,2.8,4177726577,212,2.2,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279815,5,74,1,0,23,7dkxxicrwn77jpdfkwpnlnnyn,1,39.8,4.6,2023-04-09T19:00:38.075Z,2023-04-10T17:23:37Z,4177726755,56,Back,4179750275,285,,4181260403,233,10,,,,,,,,,,,,,,,,4c540mry6f9esodej103n6xka,Faisal Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279831,6,5,1,0,25,7dkxxicrwn77jpdfkwpnlnnyn,0,38.8,-1.8,2023-04-09T19:00:40.098Z,2023-04-09T19:33:21Z,4177726843,56,Back,4177726845,347,,4177726919,233,11,,,,,,,,,,,,,,,,a7sgm3cmjoxjjxanrad02l2lm,Ibrahim Mahnashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279839,11,5,1,0,25,o1iwuxbv233ayidxpibbxy59,1,61.2,101.8,2023-04-09T19:00:40.098Z,2023-04-09T19:00:43Z,4177726881,56,Left,4177726883,347,,4177726913,233,6,,,,,,,,,,,,,,,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279893,12,1,1,0,28,o1iwuxbv233ayidxpibbxy59,1,62.5,100,2023-04-09T19:00:43.250Z,2023-04-09T19:00:47Z,4177727203,213,3.5,4177727195,56,Back,4177727201,212,20.8,4177727193,107,,4177727197,140,44.3,4177727199,141,89.6,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279913,13,1,1,0,33,o1iwuxbv233ayidxpibbxy59,1,40.5,82.1,2023-04-09T19:00:47.810Z,2023-04-09T19:00:49Z,4177727301,56,Back,4177727305,141,43.1,4177727303,140,36.2,4177727307,212,26.9,4177727309,213,4.5,,,,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279939,14,1,1,0,35,o1iwuxbv233ayidxpibbxy59,1,37.5,40,2023-04-09T19:00:50.162Z,2023-04-09T19:00:53Z,4177727489,213,5.1,4177727487,212,22.6,4177727483,140,45.9,4177727481,56,Back,4177727485,141,9.4,,,,,,,,,,2b8fj2xnd2h9rdbg0bkgbizu1,Awn Al Slaluli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531279999,15,1,1,0,39,o1iwuxbv233ayidxpibbxy59,1,47,8.6,2023-04-09T19:00:54.226Z,2023-04-09T19:01:00Z,4177727811,140,38.9,4177727809,56,Back,4177727815,212,16.3,4177727817,213,2.1,4177727813,141,29.1,,,,,,,,,,7msfk3faesnc4ls6893wdhi0a,Mohammed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280027,16,1,1,0,45,o1iwuxbv233ayidxpibbxy59,0,38.7,32.7,2023-04-09T19:01:00.290Z,2023-04-09T19:01:03Z,4177727931,56,Left,4177727935,141,90.2,4177727937,212,51.6,4177727929,155,,4177727939,213,0.9,4177727933,140,70.7,4177727941,1,,,,,2b8fj2xnd2h9rdbg0bkgbizu1,Awn Al Slaluli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280043,7,8,1,0,48,7dkxxicrwn77jpdfkwpnlnnyn,1,30.4,6.8,2023-04-09T19:01:02.871Z,2023-04-10T12:25:56Z,4177728009,56,Back,4179751641,384,,,,,,,,,,,,,,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280109,17,1,1,0,55,o1iwuxbv233ayidxpibbxy59,1,46.8,94.5,2023-04-09T19:01:09.506Z,2023-04-09T19:54:16Z,4177728385,140,47.0,4177728383,56,Back,4177728387,141,83.6,4177728391,213,4.7,4177728389,212,7.4,,,,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280153,18,1,1,0,56,o1iwuxbv233ayidxpibbxy59,1,47,83.6,2023-04-09T19:01:11.010Z,2023-04-09T19:54:25Z,4177728607,141,73.9,4177728609,212,10.8,4177728605,140,38.8,4177728603,56,Back,4177728611,213,3.8,,,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280179,19,1,1,1,0,o1iwuxbv233ayidxpibbxy59,0,38.9,73.3,2023-04-09T19:01:15.346Z,2023-04-09T19:54:27Z,4177728763,213,5.4,4177728757,140,78.7,4177728765,1,,4177728761,212,65.5,4177728759,141,0.0,4177728755,56,Right,4177728751,155,,4177728753,196,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280365,8,5,1,1,2,7dkxxicrwn77jpdfkwpnlnnyn,1,22.2,101.4,2023-04-09T19:01:17.415Z,2023-04-09T19:01:36Z,4177729761,347,,4177729759,56,Back,4177729763,233,20,,,,,,,,,,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280183,20,5,1,1,2,o1iwuxbv233ayidxpibbxy59,0,77.8,-1.4,2023-04-09T19:01:17.415Z,2023-04-09T19:33:21Z,4177728779,56,Right,4177728781,347,,4177729783,233,8,,,,,,,,,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280387,9,1,1,1,21,7dkxxicrwn77jpdfkwpnlnnyn,0,34.1,100,2023-04-09T19:01:36.151Z,2023-04-09T19:01:41Z,4177729879,212,13.0,4177729877,141,86.3,4177729873,56,Back,4177729881,213,5.4,4177729875,140,41.5,4177729871,107,,,,,,,,d597taqcmedln0e50xgdyt8gk,Sanousi Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280401,21,49,1,1,26,o1iwuxbv233ayidxpibbxy59,1,58.1,12.2,2023-04-09T19:01:41.138Z,2023-04-09T19:01:40Z,,,,,,,,,,,,,,,,,,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280435,22,1,1,1,27,o1iwuxbv233ayidxpibbxy59,1,58.1,12.2,2023-04-09T19:01:41.524Z,2023-04-10T12:26:34Z,4177730155,56,Right,4179754607,155,,4177730163,213,0.5,4177730157,140,62.7,4177730159,141,16.5,4177730161,212,5.6,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280443,23,1,1,1,27,o1iwuxbv233ayidxpibbxy59,0,65.5,12.6,2023-04-09T19:01:42.426Z,2023-04-09T19:54:46Z,4177974423,213,1.2,4177974417,140,67.7,4177974419,141,22.1,4177730185,56,Center,4177974421,212,6.9,,,,,,,,,,2xkudoxz92f1vgbjlsbfum3f9,A. Gamarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280439,10,49,1,1,28,7dkxxicrwn77jpdfkwpnlnnyn,1,33.8,64,2023-04-09T19:01:43.094Z,2023-04-09T19:01:43Z,,,,,,,,,,,,,,,,,,,,,,,,,a7sgm3cmjoxjjxanrad02l2lm,Ibrahim Mahnashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280495,11,1,1,1,29,7dkxxicrwn77jpdfkwpnlnnyn,1,33.5,65.5,2023-04-09T19:01:43.750Z,2023-04-09T19:01:46Z,4177730429,212,29.8,4177730431,213,4.6,4177730423,141,21.8,4177730419,56,Back,4177730421,140,31.5,,,,,,,,,,a7sgm3cmjoxjjxanrad02l2lm,Ibrahim Mahnashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280509,12,1,1,1,31,7dkxxicrwn77jpdfkwpnlnnyn,1,33.9,20.7,2023-04-09T19:01:46.374Z,2023-04-09T19:01:48Z,4177730491,212,9.0,4177730487,140,27.6,4177730489,141,29.7,4177730493,213,2.4,4177730485,56,Back,,,,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280521,13,1,1,1,34,7dkxxicrwn77jpdfkwpnlnnyn,1,24.6,25.6,2023-04-09T19:01:48.614Z,2023-04-09T19:01:51Z,4177730537,56,Back,4177730543,212,13.0,4177730541,141,9.5,4177730539,140,31.3,4177730545,213,5.3,,,,,,,,,,9brcp1e0kz59x1g4j73a54m50,Saad Al Mosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280563,14,1,1,1,36,7dkxxicrwn77jpdfkwpnlnnyn,1,31.4,7.6,2023-04-09T19:01:50.950Z,2023-04-09T19:01:56Z,4177730737,56,Back,4177730743,212,11.1,4177730741,141,2.2,4177730739,140,41.4,4177730745,213,5.9,,,,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280569,15,50,1,1,41,7dkxxicrwn77jpdfkwpnlnnyn,1,44.6,4,2023-04-09T19:01:56.022Z,2023-04-09T21:01:55Z,4177730761,56,Back,4177730955,233,24,4177730763,286,,,,,,,,,,,,,,,,,4c540mry6f9esodej103n6xka,Faisal Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280593,24,7,1,1,41,o1iwuxbv233ayidxpibbxy59,0,55.4,96,2023-04-09T19:01:56.023Z,2023-04-10T12:27:08Z,4177730929,233,15,4177730891,285,,4179756771,383,,4177730889,56,Left,,,,,,,,,,,,,8ab4hqpw7m6ocphleluf9sicp,Hassan Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531657697,723,61,1,1,41,7dkxxicrwn77jpdfkwpnlnnyn,1,45.4,2.3,2023-04-09T19:01:56.199Z,2023-04-10T12:27:18Z,4179757369,56,Back,,,,,,,,,,,,,,,,,,,,,,4c540mry6f9esodej103n6xka,Faisal Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280599,25,49,1,1,43,o1iwuxbv233ayidxpibbxy59,1,44.9,89.9,2023-04-09T19:01:58.129Z,2023-04-09T19:01:58Z,,,,,,,,,,,,,,,,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280615,26,1,1,1,43,o1iwuxbv233ayidxpibbxy59,0,44.9,89.9,2023-04-09T19:01:58.305Z,2023-04-09T19:01:59Z,4177730987,140,53.5,4177730995,212,9.1,4177730985,56,Left,4177730989,141,88.7,4177730999,213,6.2,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280605,16,8,1,1,43,7dkxxicrwn77jpdfkwpnlnnyn,1,43.6,7.9,2023-04-09T19:01:58.343Z,2023-04-10T12:27:41Z,4179759041,384,,4177730935,56,Back,,,,,,,,,,,,,,,,,,,4c540mry6f9esodej103n6xka,Faisal Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280625,17,49,1,1,45,7dkxxicrwn77jpdfkwpnlnnyn,1,40.1,24.1,2023-04-09T19:01:59.846Z,2023-04-09T21:02:51Z,,,,,,,,,,,,,,,,,,,,,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280657,18,1,1,1,46,7dkxxicrwn77jpdfkwpnlnnyn,1,40.1,23.7,2023-04-09T19:02:00.646Z,2023-04-09T21:02:14Z,4177731201,56,Back,4177731205,141,17.0,4177731203,140,44.4,4177731207,212,6.4,4177731209,213,5.5,,,,,,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280671,19,1,1,1,47,7dkxxicrwn77jpdfkwpnlnnyn,1,43.2,21.3,2023-04-09T19:02:02.318Z,2023-04-09T21:03:55Z,4177731265,56,Back,4177731267,140,48.0,4177731271,212,5.2,4177731273,213,0.2,4177731269,141,23.1,,,,,,,,,,a7sgm3cmjoxjjxanrad02l2lm,Ibrahim Mahnashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280687,20,1,1,1,48,7dkxxicrwn77jpdfkwpnlnnyn,1,47.4,19,2023-04-09T19:02:03.022Z,2023-04-09T21:02:55Z,4177731359,213,3.3,4177731357,212,3.4,4177731353,140,44.2,4177731355,141,18.2,4177731351,56,Back,,,,,,,,,,4c540mry6f9esodej103n6xka,Faisal Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531362121,721,1,1,1,49,7dkxxicrwn77jpdfkwpnlnnyn,1,45.9,18.5,2023-04-09T19:02:03.427Z,2023-04-09T21:02:57Z,4178178187,140,52.0,4178178191,212,12.4,4178178193,213,5.3,4178178189,141,2.9,4178178185,56,Right,,,,,,,,,,a7sgm3cmjoxjjxanrad02l2lm,Ibrahim Mahnashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280721,21,1,1,1,50,7dkxxicrwn77jpdfkwpnlnnyn,1,53.4,7,2023-04-09T19:02:04.550Z,2023-04-09T19:02:08Z,4177731545,140,12.0,4177731553,1,,4177731543,56,Back,4177731551,213,3.2,4177731547,141,1.4,4177731549,212,43.6,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280795,22,1,1,1,56,7dkxxicrwn77jpdfkwpnlnnyn,0,12.4,7.7,2023-04-09T19:02:11.350Z,2023-04-09T19:02:15Z,4177731919,213,0.5,4177731921,1,,4177731913,140,54.5,4177731909,155,,4177731911,56,Center,4177731915,141,40.0,4177731917,212,49.4,,,,9brcp1e0kz59x1g4j73a54m50,Saad Al Mosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280807,27,1,1,2,0,o1iwuxbv233ayidxpibbxy59,0,43.3,61.5,2023-04-09T19:02:15.346Z,2023-04-09T19:02:16Z,4177731983,213,0.0,4177731975,56,Center,4177731981,212,22.7,4177731973,3,,4177731977,140,64.9,4177731979,141,63.0,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280831,23,43,1,2,2,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2023-04-09T19:02:17.047Z,2023-04-09T21:03:12Z,4178178889,144,49,,,,,,,,,,,,,,,,,,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280847,24,1,1,2,2,7dkxxicrwn77jpdfkwpnlnnyn,1,35.6,34,2023-04-09T19:02:17.206Z,2023-04-09T21:03:54Z,4177732165,213,4.9,4177732159,140,36.5,4177732161,141,28.0,4177732163,212,4.2,4177732157,56,Back,,,,,,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531280869,25,1,1,2,4,7dkxxicrwn77jpdfkwpnlnnyn,0,33,34,2023-04-09T19:02:19.062Z,2023-04-10T12:28:15Z,4177732327,141,26.6,4177732325,140,35.9,4177732331,213,5.3,4177732323,56,Back,4177732329,212,5.9,,,,,,,,,,a7sgm3cmjoxjjxanrad02l2lm,Ibrahim Mahnashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531658691,934,61,1,2,4,o1iwuxbv233ayidxpibbxy59,1,62.8,87.9,2023-04-09T19:02:19.268Z,2023-04-10T12:28:32Z,4179762343,56,Left,,,,,,,,,,,,,,,,,,,,,,8ab4hqpw7m6ocphleluf9sicp,Hassan Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
