id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2494309959,1,34,16,0,0,f0zsn74nz0o01gr30weun240i,1,0,0,2022-12-31T11:18:46.607Z,2022-12-31T12:57:28Z,3961795971,30,"c2mhdatj96x8eug6mekactrkl, 5ffogjpb96mfoihuw7pu5pl91, bhdvvtp8iu46et3iqfn6c8f3e, 3hzwwygv4u0vn68g4z3taqj1l, bodbz7zwlae3zytzhmbk5ncwk, bkpoy149cdahszf7g50fdox04, f0fot1juj3i62tt8i2vybnjdh, 7ieikgigejp7rmvrsra8mj1lh, egk2nnpvvup731trr0x2kj696, 8tvytrvm8g922nxp2sjc7lxp1, 9i2vkt05nwdi1v6iqiyv3hl91, 37ozmigs9h3hachibcihs8t05, a8tgq32yvdrxup21s75ktvtw4, 3s3rnrrv8i4rb0x7vaa5mhvpx, 2ff2szax8e6tod2rts23ok9re, 8y6x61qorr95ai62ko6yo6cr8, 22nbr9lhehz7zxfpml2cdfx4a, 9kn5o2yki8zu3wihjwqjort9l, 2j2uxep3rot3fwdq27b2im9qt, d0hq3mzumz2pvhkx2cxvalqsp",3961832959,197,3316,3961795981,194,f0fot1juj3i62tt8i2vybnjdh,3961795975,59,"1, 40, 12, 30, 4, 19, 11, 8, 9, 10, 75, 3, 6, 7, 18, 23, 24, 27, 32, 44",3961795979,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3961795983,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3961795973,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3961795977,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494311183,1,34,16,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2022-12-31T11:25:48.691Z,2022-12-31T13:18:55Z,3961799735,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3961833085,197,2937,3961799731,59,"25, 18, 7, 4, 6, 3, 45, 14, 19, 20, 77, 43, 5, 22, 24, 37, 40, 41, 46",3961799729,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",3961799733,130,11,3961799737,194,e3q9barjksj9yb3obsi90i9jp,3961799727,30,"e3q9barjksj9yb3obsi90i9jp, drlzps89wgzfvjmmvqnshmrkk, bgzn0qcq2tcobzu1odwyaeeei, 3wpliz4y0ex8jxtlt2enirc9h, 96locb7oipzlke997xnx6ii38, 5etucjhifze9cu3fecy68dg16, 5jf9ehsqbdmxlcan1tjm7gmqc, 2ulcka9bd1cna5mixtb0fu2ac, cznfldjv2fv42m6z68um5lzx0, exs0tbl2thbcz163r3vas74es, 8btwu0jixlrcl9gj51uepz21g, abei4pi5q8mto46c76nj5kic, 7rfodyul3h9g09koricuuohsk, 92j12068e102fecql9i8bvehg, 8fzdgtbrfz7oeki448trj105w, 4wvzsf1eyia9ny6qk3ft5slqs, 9xw2h8gmd6xhg3hhi0m7ktyxg, 7viodtsy0imlbh9st2mpbclck, kpt652xmwmbwuf9k7t59tzis",3961799739,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320245,2,32,1,0,0,f0zsn74nz0o01gr30weun240i,1,0,0,2022-12-31T12:30:54Z,2023-01-05T09:12:12Z,3961834489,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320243,2,32,1,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2022-12-31T12:30:54Z,2022-12-31T12:30:54Z,3961834485,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320253,3,1,1,0,0,dbhdov3cc47kcr1hjg5qr5qg7,1,50,50,2022-12-31T12:30:54.081Z,2023-01-05T10:57:21Z,3961834517,56,Back,3966262515,178,,3961834527,279,S,3961834523,212,11.8,3961834519,140,38.8,3961834521,141,51.9,3961834525,213,3.0,,,,2ulcka9bd1cna5mixtb0fu2ac,Othman Awad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320265,4,1,1,0,2,dbhdov3cc47kcr1hjg5qr5qg7,1,38.8,51.9,2022-12-31T12:30:56.458Z,2023-01-05T10:57:34Z,3961834565,213,0.7,3961834561,141,95.3,3961834555,155,,3961834563,212,45.2,3961834559,140,71.4,3961834567,1,,3966262575,178,,3961834557,56,Left,5jf9ehsqbdmxlcan1tjm7gmqc,Abdul Al Jumaili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320285,5,1,1,0,5,dbhdov3cc47kcr1hjg5qr5qg7,1,69.1,96.2,2022-12-31T12:30:59.709Z,2023-01-05T10:57:45Z,3961834681,56,Center,3961834685,141,78.2,3961834689,213,5.9,3961834679,155,,3961834687,212,30.0,3966262599,178,,3961834683,140,95.2,,,,bgzn0qcq2tcobzu1odwyaeeei,Yousef Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320289,6,1,1,0,8,dbhdov3cc47kcr1hjg5qr5qg7,0,95.7,78.5,2022-12-31T12:31:02.567Z,2023-01-05T10:57:57Z,3966262633,178,,3961834715,141,73.9,3961834711,56,Center,3961834709,155,,3965338209,72,,3961834717,212,3.2,3961834713,140,95.1,3961834719,213,4.5,8btwu0jixlrcl9gj51uepz21g,Yousef Fawaz,3965338207,224,3961834707,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320281,3,12,1,0,9,f0zsn74nz0o01gr30weun240i,1,5.1,35.2,2022-12-31T12:31:03.241Z,2023-01-05T10:58:07Z,3966262659,178,,3961834665,213,4.1,3961834701,167,,3961834661,141,19.3,3961834663,212,12.8,3961834659,140,0.0,3961834657,56,Back,,,,bodbz7zwlae3zytzhmbk5ncwk,Abdulkarim Sultan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320283,4,6,1,0,10,f0zsn74nz0o01gr30weun240i,0,1.8,22.7,2022-12-31T12:31:04.045Z,2023-01-05T10:58:11Z,3961834671,56,Back,3961834783,233,7,3961834673,73,,,,,,,,,,,,,,,,,bodbz7zwlae3zytzhmbk5ncwk,Abdulkarim Sultan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
