id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/13/value,assist,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2505868617,1,34,16,0,0,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-02-10T16:24:04.047Z,2023-02-10T17:28:24Z,4022491605,194,4upzspmuautmtl51yxe3kva39,4022491607,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022491601,130,8,4022491595,30,"5il4uc7d941ndwjl0qu97y7dh, 56umgnm066b18r5v5m7xduead, dfp7gtib09b9l0bdqfl89m356, emkg78pm7xdjkkt2w0yd8vh79, eqdev00exzhrls89wj77cdzp, 4upzspmuautmtl51yxe3kva39, du6wgayjqw7jqjh770c43vvmd, cfjp3mf7meekpcsx7hjrql79, aatjvj13ffwrj81vcfy68fnit, 1cpbxhov5ypi6ez7k09oxo5w5, 6lpj04km1rma60n8l66q0hd5h, bg3kdsod1j0u3yk1jw5ndu9sk, 8g2nbo0z5g733zb4wzuo2390q, 79n11s84csv7ur8atv9qbi3o4, e6prms9eb7zao76xzfbmdbbx0, d3sjamk5urj3zpdece4bopadx, 1omzj46rrvsev6v03nd72dgwl, 38qgiazulsyaxmvqqrdjlw2l0, 7us8hoqv66v0fqos94zxijk2y, 1ow25k1m9n3pf4r5s0erkqw2d",4022491603,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022491597,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4022491599,59,"34, 33, 95, 3, 5, 26, 11, 19, 9, 90, 10, 12, 13, 14, 16, 21, 24, 36, 70, 80",4022572465,197,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505869373,1,34,16,0,0,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2023-02-10T16:26:30.929Z,2023-02-10T17:34:34Z,4022495659,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022495657,194,vgyj638vzzteqqyxcdte3sgl,4022572523,197,6657,4022495655,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022495647,30,"ajtqeot5t9kv6mrtpdudlwmvp, e81tor86msoqqodyy4xhiu31l, 3km030r7hwsxw849nv0qpaql0, idjs50cwxlt56rylhn3znt62, 91e6dbk9uxyui5vbe47zdj6jt, 3qf9lidcmozvvpy2jprlx3v11, si3wcnvnhiukn1novyv1su6t, vgyj638vzzteqqyxcdte3sgl, b6uziptaly2jgznnhe7l5bqol, 15o6hxjc62wgd0ej4dxtxczpx, daqggbwzctkpojr1kn1l2sm39, c3ly1ivtw40f1rjqbbk9ublqt, aonc1y49ulmolyc47knpwtrtg, 4w7c7a9rw5id7f0wikw02orth, 9v0ncjrqgandlju8x483181ec, emoaqymruvce71ow6gidqjc6i, 1hf93j1aaylparuteybdwded, 99h9ihbi9zj82ubnt4pqr3s9h, 2m9cba7mtmeo99f8alyhis2ne, 6v8omj7wsj1109qqnkud3kslx",4022495653,130,11,4022495649,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4022495651,59,"1, 11, 23, 49, 3, 33, 10, 19, 12, 14, 43, 5, 7, 16, 20, 21, 22, 24, 50, 55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505883747,2,32,1,0,0,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-02-10T17:31:03.145Z,2023-02-27T05:49:02Z,4022575981,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505883751,2,32,1,0,0,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2023-02-10T17:31:03.145Z,2023-02-10T17:31:08Z,4022575999,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505883941,8,1,1,0,0,2kzl64gp8x37bon8tyxojqrr1,1,50.1,50,2023-02-10T17:31:03.231Z,2023-02-25T09:29:51Z,4022576935,140,40.2,4022576937,141,50.3,4022576939,212,10.4,4022576941,213,3.1,4022577199,279,S,4053814675,178,,4022576933,56,Back,,,,aatjvj13ffwrj81vcfy68fnit,A. Hamed Allah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505883817,3,1,1,0,2,2kzl64gp8x37bon8tyxojqrr1,1,40.6,62.3,2023-02-10T17:31:05.593Z,2023-02-25T09:30:04Z,4022576349,212,16.8,4022576351,213,4.5,4022576347,141,38.2,4022576345,140,37.0,4053814909,178,,4022576343,56,Back,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505906921,566,1,1,0,4,2kzl64gp8x37bon8tyxojqrr1,1,37.7,36.3,2023-02-10T17:31:07.643Z,2023-02-25T09:30:09Z,4022691299,212,22.3,4053814977,178,,4022691295,140,41.8,4022691297,141,4.1,4022691293,56,Back,4022691301,213,4.9,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505883833,4,1,1,0,6,2kzl64gp8x37bon8tyxojqrr1,1,41.2,10.9,2023-02-10T17:31:10.026Z,2023-02-25T09:30:12Z,4022576421,141,30.0,4022576423,212,14.0,4053815033,178,,4022576425,213,1.9,4022576419,140,36.3,4022576417,56,Back,,,,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505883863,5,1,1,0,8,2kzl64gp8x37bon8tyxojqrr1,1,36.1,32.4,2023-02-10T17:31:11.754Z,2023-02-25T09:30:15Z,4022576547,56,Back,4053815105,178,,4022576553,212,24.3,4022576549,140,34.6,4022576551,141,68.1,4022576555,213,1.6,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505883891,6,1,1,0,13,2kzl64gp8x37bon8tyxojqrr1,1,36.6,71.5,2023-02-10T17:31:16.422Z,2023-02-25T09:30:19Z,4022576659,213,1.2,4022576657,212,12.9,4053815199,178,,4022576655,141,89.4,4022576653,140,40.6,4022576651,56,Back,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
