id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2514255825,1,34,16,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2023-03-02T12:14:57.823Z,2023-03-02T13:01:28Z,4066718027,194,d3hiwrqyxc7ff8vlwk35tnsru,4066718017,30,"5hewtfw3vtddu8u3qmueyv4yd, dr0tmxtk2sx5am4xmm6qw72ll, 483s97qezyiz91n8qzwjd7uuh, 1dtpzd3m6rhsrc1vk1ddzk2jt, d3hiwrqyxc7ff8vlwk35tnsru, 9vsqe0uy76u157na942hdokx5, 61u0tfe67undvqqutes55k2xh, beeunz2xxmos83md5kmsy4hqt, cd3zg2t4cq4ghoh61kri7vaad, 5zmh9fz8vr0jcgt8zic0vyve2, 6m2uqbr8e3v4hcg8r02ee1ec5, 85paqhbw10m5ra3set109qz9, dozljiegaplgkxwywguqomeei, 28pvmv8slheuqzsh4eok2t905, 576sxo24s5ktc0t9chfh9v4d1, dybfeu5czibo3vri357z8yrpx, 9q7c1bn4dgyhoqto46puqeevp, 9k81fwyq8bbyhckt5t80fvwet, 7qmg0s07y1tkthgu8zwa599ed, arqaprcadqfrz0tj3iouo98t1",4066718029,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4066728481,197,3982,4066718023,130,13,4066718025,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4066718021,59,"88, 80, 3, 98, 4, 22, 37, 10, 9, 18, 7, 1, 6, 8, 17, 19, 23, 27, 33, 66",4066718019,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514257439,1,34,16,0,0,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2023-03-02T12:21:10.363Z,2023-03-02T12:22:25Z,4066726277,130,8,4066726279,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4066726281,194,483n2f7a1xkseruh77bj7rxed,4066726275,59,"16, 14, 13, 8, 19, 4, 18, 21, 20, 10, 7, 23, 1, 3, 15, 31, 34, 39, 88, 12",4066726271,30,"7qirhp2v0034pkiwvnmsfd785, 1qt77p34tr6jf5vl5pzbh8zfu, 97gy3oursbjphkf5t85x9wy96, dp5fmyett2g7fvus88m85fsut, bwew6i3fnis40s77t3e3sal0p, dxy1gb64e1hokq26qqnigirpx, 6msbre1fcjcrvqyzoozo43sb8, c706bwqqpdkdk2zqzmop9wm39, bvmo38wfbtnrk5hdbxgczkzpx, 483n2f7a1xkseruh77bj7rxed, 6fy868uh27umb1dafjy7tk2xh, 87g8od8v77pe4m134wu8ipnu, 9xp5dssep1sdnexngspcmkst1, jm8cn996mibk0hwauxvsb1lh, 61o0q05smyp280htj5g3og5xw, bgac6td6x8qi2o7o5ofrj3t1x, pgyt3j19g11v27qx998bgmi1, 9o288vygjpcv3noeqnrnqh3ah, 2ycm47qi7qr17i31a8f6oq9gq, 9xdyh25jk4g9rph5qvd3olces",4066726273,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4066726283,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4066728261,197,1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514265507,2,32,1,0,0,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2023-03-02T12:59:43.592Z,2023-03-22T10:32:29Z,4066768301,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514265505,2,32,1,0,0,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2023-03-02T12:59:43.592Z,2023-03-02T12:59:43Z,4066768299,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514265521,3,1,1,0,0,d47tf49ishm9qnfd8zyc8wv0j,1,50,50.1,2023-03-02T12:59:43.613Z,2023-03-23T15:37:58Z,4066768357,213,3.2,4066768349,56,Back,4066768353,141,49.9,4066768351,140,47.6,4117062015,178,,4066768355,212,2.5,4066768359,279,S,,,,bvmo38wfbtnrk5hdbxgczkzpx,F. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514265529,4,1,1,0,3,d47tf49ishm9qnfd8zyc8wv0j,1,47.5,56.7,2023-03-02T12:59:47.110Z,2023-03-23T15:38:09Z,4066769395,210,15,4066768393,56,Left,4066768391,155,,4066768395,140,79.2,4066768399,212,40.6,4117062151,178,,4066768397,141,90.9,4066768401,213,0.6,483n2f7a1xkseruh77bj7rxed,S. Bguir,1,4066768403,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514265535,3,45,1,0,6,ebcxfnmnxrxvv6lcjsahgd38j,0,20.5,12.6,2023-03-02T12:59:49.806Z,2023-03-23T10:36:56Z,4066768445,233,5,4066768431,285,,4066768429,56,Back,,,,,,,,,,,,,,,,9vsqe0uy76u157na942hdokx5,Mohammed Al Baqawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514265531,5,3,1,0,6,d47tf49ishm9qnfd8zyc8wv0j,1,79.5,87.4,2023-03-02T12:59:49.806Z,2023-03-23T10:36:55Z,4078411025,464,,4066768407,56,Left,4066768437,233,3,4066768409,286,,4117062579,178,,,,,,,,,,,6fy868uh27umb1dafjy7tk2xh,Saleh  Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514265541,4,45,1,0,7,ebcxfnmnxrxvv6lcjsahgd38j,0,20.8,15.8,2023-03-02T12:59:50.795Z,2023-03-23T10:37:01Z,4066768469,56,Back,4066768543,233,6,4066768471,285,,,,,,,,,,,,,,,,,dr0tmxtk2sx5am4xmm6qw72ll,Osama Al Khalaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514265549,6,3,1,0,7,d47tf49ishm9qnfd8zyc8wv0j,1,79.2,84.2,2023-03-02T12:59:50.795Z,2023-03-23T10:37:01Z,4066768491,286,,4066768489,56,Left,4117062751,178,,4066768523,233,4,4078411115,464,,,,,,,,,,,6fy868uh27umb1dafjy7tk2xh,Saleh  Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
