id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2457513621,10,1,1,0,19,7dkxxicrwn77jpdfkwpnlnnyn,1,52.6,96,2022-09-09T15:30:33.864Z,2022-09-17T18:04:10Z,3767019751,56,Back,3767019755,141,84.5,3787488415,178,,3767019759,213,3.8,3767019753,140,42.8,3767019757,212,12.9,,,,,,,d597taqcmedln0e50xgdyt8gk,Sanousi Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513637,11,1,1,0,21,7dkxxicrwn77jpdfkwpnlnnyn,1,41.4,82.6,2022-09-09T15:30:35.887Z,2022-09-17T18:04:44Z,3787490883,178,,3767019851,212,33.5,3767019847,140,42.1,3767019855,1,,3767019849,141,33.3,3767019845,56,Back,3767019853,213,4.7,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513641,12,1,1,0,25,7dkxxicrwn77jpdfkwpnlnnyn,1,45.9,23.6,2022-09-09T15:30:39.925Z,2022-09-17T18:04:58Z,3767019885,141,4.4,3767019883,140,61.3,3787491989,178,,3767019887,212,20.8,3767019889,213,5.6,3767019881,56,Right,,,,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513651,13,1,1,0,27,7dkxxicrwn77jpdfkwpnlnnyn,1,61.3,4.4,2022-09-09T15:30:42.046Z,2022-09-17T18:05:06Z,3767019933,213,0.2,3767019929,141,7.7,3767019927,140,70.2,3767019925,56,Right,3767019931,212,9.6,3787492571,178,,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513667,14,1,1,0,30,7dkxxicrwn77jpdfkwpnlnnyn,1,70.1,7.7,2022-09-09T15:30:44.540Z,2022-09-17T18:05:25Z,3767020023,213,2.9,3787494341,178,,3767020017,140,45.4,3767020019,141,15.6,3767020015,56,Back,3767020021,212,26.5,,,,,,,9j37dmdxamf5ykbw9l24wlt6,Ahmed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513677,15,1,1,0,35,7dkxxicrwn77jpdfkwpnlnnyn,1,51.1,16.1,2022-09-09T15:30:49.837Z,2022-09-17T18:05:55Z,3767020089,212,26.6,3787496873,178,,3767020087,141,7.9,3767020083,56,Right,3767020085,140,75.9,3767020091,213,6.1,,,,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513681,16,1,1,0,39,7dkxxicrwn77jpdfkwpnlnnyn,0,73.5,16.1,2022-09-09T15:30:53.277Z,2022-09-17T18:06:12Z,3767020099,56,Center,3767020107,212,27.9,3767020103,141,46.0,3767020101,140,91.7,3787498361,178,,3767020111,213,0.8,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513691,3,52,1,0,40,dbhdov3cc47kcr1hjg5qr5qg7,1,5.3,51.2,2022-09-09T15:30:55.211Z,2022-09-17T18:06:34Z,3776086209,376,,3787499893,178,,,,,,,,,,,,,,,,,,,,92j12068e102fecql9i8bvehg,Meshaal Hariss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513723,4,1,1,0,58,dbhdov3cc47kcr1hjg5qr5qg7,0,15.8,35.8,2022-09-09T15:31:13.174Z,2022-09-17T18:06:44Z,3767020381,56,Right,3767020391,1,,3767020385,141,19.6,3767020389,213,6.1,3767020379,199,,3767020383,140,60.1,3767020387,212,47.8,,,,92j12068e102fecql9i8bvehg,Meshaal Hariss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513851,29,44,1,1,2,7dkxxicrwn77jpdfkwpnlnnyn,1,40.5,77.8,2022-09-09T15:31:16.840Z,2022-09-21T11:20:52Z,3767021149,233,5,3767021119,56,Back,3767021121,285,,,,,,,,,,,,,,,,,d597taqcmedln0e50xgdyt8gk,Sanousi Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513725,5,44,1,1,2,dbhdov3cc47kcr1hjg5qr5qg7,0,59.5,22.2,2022-09-09T15:31:16.841Z,2022-09-17T18:07:06Z,3767020395,56,Center,3767021157,233,29,3767020397,286,,,,,,,,,,,,,,,,,drlzps89wgzfvjmmvqnshmrkk,Mohammed Fraih Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513729,17,1,1,1,2,7dkxxicrwn77jpdfkwpnlnnyn,0,41.4,71.7,2022-09-09T15:31:16.890Z,2022-09-21T11:20:53Z,3767020425,212,14.4,3767020427,213,0.1,3767020423,141,73.6,3767020421,140,55.1,3767020417,3,,3767020419,56,Center,3787503621,388,,,,,d597taqcmedln0e50xgdyt8gk,Sanousi Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513731,6,1,1,1,4,dbhdov3cc47kcr1hjg5qr5qg7,0,42.8,37.1,2022-09-09T15:31:19.147Z,2022-09-17T18:07:27Z,3767020439,213,1.9,3767020433,140,37.9,3767020437,212,18.5,3787504799,178,,3767020431,56,Back,3767020435,141,63.3,,,,,,,exs0tbl2thbcz163r3vas74es,Tariq Al Mutairi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513735,18,49,1,1,6,7dkxxicrwn77jpdfkwpnlnnyn,1,65.5,43.6,2022-09-09T15:31:20.920Z,2022-09-17T18:09:21Z,,,,,,,,,,,,,,,,,,,,,,,,,9j37dmdxamf5ykbw9l24wlt6,Ahmed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513743,19,1,1,1,8,7dkxxicrwn77jpdfkwpnlnnyn,1,61.9,33,2022-09-09T15:31:22.906Z,2022-09-17T18:09:27Z,3767020487,56,Right,3787515761,178,,3767020493,212,12.8,3767020489,140,55.1,3767020495,213,4.1,3767020491,141,17.3,,,,,,,9j37dmdxamf5ykbw9l24wlt6,Ahmed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513749,20,1,1,1,11,7dkxxicrwn77jpdfkwpnlnnyn,1,54.7,18.2,2022-09-09T15:31:25.305Z,2022-09-17T18:09:31Z,3787516011,178,,3767020511,141,31.6,3767020513,212,17.1,3767020507,56,Back,3767020515,213,2.6,3767020509,140,40.9,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513759,21,1,1,1,13,7dkxxicrwn77jpdfkwpnlnnyn,1,41.1,32.1,2022-09-09T15:31:27.699Z,2022-09-17T18:09:44Z,3767020563,212,25.8,3767020559,140,43.5,3767020565,213,1.5,3767020557,56,Back,3787517153,178,,3767020561,141,69.9,,,,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513769,22,1,1,1,16,7dkxxicrwn77jpdfkwpnlnnyn,1,57.6,73.2,2022-09-09T15:31:30.538Z,2022-09-17T18:10:16Z,3767020603,56,Left,3767020607,141,92.4,3767020609,212,14.0,3767020605,140,62.4,3787519927,178,,3767020611,213,1.2,,,,,,,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513773,23,1,1,1,18,7dkxxicrwn77jpdfkwpnlnnyn,1,62.2,93.6,2022-09-09T15:31:32.729Z,2022-09-17T18:10:28Z,3767020635,212,13.4,3767020633,141,95.9,3787520977,178,,3767020639,213,0.1,3767020631,140,74.9,3767020629,56,Left,,,,,,,d597taqcmedln0e50xgdyt8gk,Sanousi Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513779,24,1,1,1,20,7dkxxicrwn77jpdfkwpnlnnyn,1,75.5,95,2022-09-09T15:31:34.447Z,2022-09-17T18:10:55Z,3767020673,213,3.5,3767020665,56,Left,3767020669,141,90.3,3767020667,140,66.5,3767020671,212,10.0,3787523195,178,,,,,,,,7rno5g3b18rzi95yfx6u9bs9h,Vitinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513783,25,61,1,1,20,7dkxxicrwn77jpdfkwpnlnnyn,0,66.3,91.7,2022-09-09T15:31:35.210Z,2022-09-17T18:12:13Z,3767020689,56,Left,3787528475,178,,,,,,,,,,,,,,,,,,,,d597taqcmedln0e50xgdyt8gk,Sanousi Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513777,7,49,1,1,21,dbhdov3cc47kcr1hjg5qr5qg7,1,25.4,4.7,2022-09-09T15:31:36.135Z,2022-09-17T18:14:27Z,,,,,,,,,,,,,,,,,,,,,,,,,drlzps89wgzfvjmmvqnshmrkk,Mohammed Fraih Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513785,8,3,1,1,22,dbhdov3cc47kcr1hjg5qr5qg7,0,29.6,6.5,2022-09-09T15:31:36.481Z,2022-09-17T18:14:00Z,3767020693,56,Back,3776086987,465,,3767020787,233,26,3787539123,178,,3767020695,285,,,,,,,,,,,drlzps89wgzfvjmmvqnshmrkk,Mohammed Fraih Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513791,26,7,1,1,22,7dkxxicrwn77jpdfkwpnlnnyn,0,70.4,93.5,2022-09-09T15:31:36.869Z,2022-09-17T18:20:01Z,3776087205,385,,3787571649,389,,3767020781,286,,3767020777,233,8,3767020757,56,Left,,,,,,,,,,d597taqcmedln0e50xgdyt8gk,Sanousi Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513789,9,61,1,1,22,dbhdov3cc47kcr1hjg5qr5qg7,1,25.4,4.7,2022-09-09T15:31:37.140Z,2022-09-17T18:21:16Z,3787574233,389,,3767020703,56,Back,,,,,,,,,,,,,,,,,,,drlzps89wgzfvjmmvqnshmrkk,Mohammed Fraih Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457523221,488,61,1,1,23,7dkxxicrwn77jpdfkwpnlnnyn,1,74,95.9,2022-09-09T15:31:37.493Z,2022-09-17T18:20:34Z,3787574953,178,,3767074005,56,Left,,,,,,,,,,,,,,,,,,,d597taqcmedln0e50xgdyt8gk,Sanousi Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457522891,487,49,1,1,24,7dkxxicrwn77jpdfkwpnlnnyn,1,73.6,94.5,2022-09-09T15:31:38.491Z,2022-09-17T18:20:48Z,,,,,,,,,,,,,,,,,,,,,,,,,7rno5g3b18rzi95yfx6u9bs9h,Vitinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513799,27,1,1,1,24,7dkxxicrwn77jpdfkwpnlnnyn,0,68.4,91.1,2022-09-09T15:31:38.506Z,2022-09-17T18:20:58Z,3767020823,212,15.9,3767020825,213,5.6,3767020819,140,79.8,3767020817,56,Center,3767020821,141,75.7,3787577145,178,,,,,,,,7rno5g3b18rzi95yfx6u9bs9h,Vitinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457523059,292,49,1,1,25,dbhdov3cc47kcr1hjg5qr5qg7,1,21.2,28.1,2022-09-09T15:31:39.964Z,2022-09-17T18:22:08Z,,,,,,,,,,,,,,,,,,,,,,,,,5etucjhifze9cu3fecy68dg16,Mohammed Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463128659,1543,83,1,1,27,7dkxxicrwn77jpdfkwpnlnnyn,1,80.8,76.3,2022-09-09T15:31:41.518Z,2022-09-21T23:48:20Z,3796849817,399,432603,,,,,,,,,,,,,,,,,,,,,,a7sgm3cmjoxjjxanrad02l2lm,Ibrahim Mahnashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513809,10,1,1,1,27,dbhdov3cc47kcr1hjg5qr5qg7,1,20.1,23.9,2022-09-09T15:31:41.555Z,2022-09-17T18:24:30Z,3767020875,56,Back,3767020877,140,38.2,3767020883,213,5.9,3767020879,141,11.2,3767020881,212,20.9,3787586877,178,,,,,,,,5etucjhifze9cu3fecy68dg16,Mohammed Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513811,11,4,1,1,30,dbhdov3cc47kcr1hjg5qr5qg7,1,31.2,9.8,2022-09-09T15:31:44.563Z,2022-09-17T18:24:38Z,3767020891,152,,3767020921,233,28,3767020895,285,,3767020889,56,Back,3767020893,265,,3767020887,13,,,,,,,,drlzps89wgzfvjmmvqnshmrkk,Mohammed Fraih Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513815,28,4,1,1,30,7dkxxicrwn77jpdfkwpnlnnyn,0,68.8,90.2,2022-09-09T15:31:44.564Z,2022-09-17T18:24:37Z,3767020915,265,,3767020909,13,,3767020917,286,,3767020913,152,,3767020911,56,Left,3767020927,233,11,3787598057,178,,,,,d597taqcmedln0e50xgdyt8gk,Sanousi Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513891,12,1,1,1,57,dbhdov3cc47kcr1hjg5qr5qg7,1,31.1,10.3,2022-09-09T15:32:11.346Z,2022-09-17T18:24:46Z,3767021381,56,Right,3767021391,1,,3767021375,5,,3767021389,213,6.3,3767021377,155,,3767021385,141,9.5,3787598951,178,,3767021383,140,68.3,5etucjhifze9cu3fecy68dg16,Mohammed Naji,3767021387,212,39.1,3767021379,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513893,13,61,1,2,0,dbhdov3cc47kcr1hjg5qr5qg7,0,68.3,9.5,2022-09-09T15:32:14.384Z,2022-09-17T18:25:29Z,3767021395,56,Right,3787600785,178,,3787600783,15,,,,,,,,,,,,,,,,,drlzps89wgzfvjmmvqnshmrkk,Mohammed Fraih Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513905,30,49,1,2,1,7dkxxicrwn77jpdfkwpnlnnyn,1,34.6,86.6,2022-09-09T15:32:15.689Z,2022-09-17T18:25:43Z,,,,,,,,,,,,,,,,,,,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513913,31,1,1,2,1,7dkxxicrwn77jpdfkwpnlnnyn,1,34.2,84.7,2022-09-09T15:32:15.693Z,2022-09-17T18:26:18Z,3767021471,213,4.1,3767021465,140,18.2,3787604473,178,,3767021469,212,28.3,3767021463,56,Back,3767021467,141,51.3,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513925,32,1,1,2,5,7dkxxicrwn77jpdfkwpnlnnyn,1,20.6,42.5,2022-09-09T15:32:19.507Z,2022-09-17T18:26:35Z,3767021523,213,5.5,3787607275,178,,3767021519,141,10.3,3767021517,140,42.2,3767021521,212,31.5,3767021515,56,Back,,,,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513929,33,1,1,2,11,7dkxxicrwn77jpdfkwpnlnnyn,1,55.9,12.6,2022-09-09T15:32:25.940Z,2022-09-17T18:26:56Z,3767021535,213,6.0,3787608871,178,,3767021533,212,13.2,3767021531,141,6.5,3767021527,56,Right,3767021529,140,67.8,,,,,,,9j37dmdxamf5ykbw9l24wlt6,Ahmed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513963,34,1,1,2,13,7dkxxicrwn77jpdfkwpnlnnyn,1,67.6,7.1,2022-09-09T15:32:27.855Z,2022-09-17T18:27:06Z,3787609563,178,,3767021691,213,2.8,3767021685,140,42.0,3767021687,141,20.1,3767021683,56,Back,3767021689,212,28.3,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513967,35,1,1,2,17,7dkxxicrwn77jpdfkwpnlnnyn,0,41.4,27.4,2022-09-09T15:32:32.140Z,2022-09-17T18:27:51Z,3767021705,213,1.0,3787610351,178,,3767021707,1,,3767021703,212,51.0,3767021695,196,,3767021701,141,90.6,3767021697,56,Left,3767021699,140,67.5,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513965,14,49,1,2,20,dbhdov3cc47kcr1hjg5qr5qg7,1,34.8,9.5,2022-09-09T15:32:34.655Z,2022-09-17T18:29:42Z,,,,,,,,,,,,,,,,,,,,,,,,,drlzps89wgzfvjmmvqnshmrkk,Mohammed Fraih Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513969,15,61,1,2,20,dbhdov3cc47kcr1hjg5qr5qg7,0,36.2,6.5,2022-09-09T15:32:34.658Z,2022-09-17T18:29:47Z,3767021713,56,Back,3787615979,178,,,,,,,,,,,,,,,,,,,,drlzps89wgzfvjmmvqnshmrkk,Mohammed Fraih Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457513981,16,5,1,2,21,dbhdov3cc47kcr1hjg5qr5qg7,0,48.8,-1.5,2022-09-09T15:32:36.065Z,2022-09-17T18:30:04Z,3767021759,347,,3767021781,233,36,3767021755,56,Back,,,,,,,,,,,,,,,,drlzps89wgzfvjmmvqnshmrkk,Mohammed Fraih Al Shammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
