id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/13/value,assist,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/9/value,keyPass,qualifier/19/id,qualifier/19/qualifierId
2514255863,1,34,16,0,0,aekjg4wbxaixtwu4aicmiju92,1,0,0,2023-03-02T12:15:04.133Z,2023-03-02T13:25:32Z,4066718179,59,"1, 27, 25, 14, 3, 17, 11, 6, 9, 91, 37, 7, 8, 19, 26, 28, 34, 77, 88, 99",4066718177,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4066764639,194,d9pwgddm81gw3caq3njscahud,4066718181,130,8,4066718185,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4066729247,197,615,4066718175,30,"26dlb4txygf7qzukjikr23mxh, 2h2r99zztgquxzs5it347aitx, 7tct6lamqw703ndfo60ruh6fp, d9pwgddm81gw3caq3njscahud, 4oiynjwt22nwpmy0oyx5q6jh0, 6y9gieuehyt2l41jeh0cucrmd, aqe0o77dv6114gsbpw3t1iymt, 6b717wlx0q8d73hsbgsp90no5, 3a2ef34105eqoes4s6zu1310p, 1vpmf7p9xsaynj1t9g5wm1qz9, zdrtch0slexakz6exy86cid, emt3e6x1c9howgtee0hr1hucp, etvu2javyjbzekaw2ro994iqd, 92qhzmz7bik9yiyhpt9fcvqzu, jzdzefumhn1ch49i21rc2385, cee8klv6kur6xp1v57uikihg5, 4jar69o6t40f01o9dupxzhn2s, chedaa8t6qan96a525uhvo8wk, 6c553nvfijiwgxysc69p1747o, cvlg8sqmyklrh34h1dbad8s9g",4066718183,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514257955,1,34,16,0,0,f0zsn74nz0o01gr30weun240i,1,0,0,2023-03-02T12:23:05.243Z,2023-03-02T12:23:05Z,4066729057,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4066729047,130,8,4066729049,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4066729055,197,3316,4066729053,194,f0fot1juj3i62tt8i2vybnjdh,4066729041,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4066729045,59,"1, 40, 12, 7, 5, 4, 10, 30, 9, 11, 75, 6, 15, 19, 23, 24, 26, 27, 32, 44",4066729039,30,"c2mhdatj96x8eug6mekactrkl, 5ffogjpb96mfoihuw7pu5pl91, bhdvvtp8iu46et3iqfn6c8f3e, 3s3rnrrv8i4rb0x7vaa5mhvpx, b6o9hx5v7y8t4hc6t3k4vrv11, bodbz7zwlae3zytzhmbk5ncwk, 8tvytrvm8g922nxp2sjc7lxp1, 3hzwwygv4u0vn68g4z3taqj1l, egk2nnpvvup731trr0x2kj696, f0fot1juj3i62tt8i2vybnjdh, 9i2vkt05nwdi1v6iqiyv3hl91, a8tgq32yvdrxup21s75ktvtw4, 4d1vfcib03lv7y3dbpv2b8usp, bkpoy149cdahszf7g50fdox04, 8y6x61qorr95ai62ko6yo6cr8, 22nbr9lhehz7zxfpml2cdfx4a, czk2wmpl7wu9ogvo8oyij1t5h, 9kn5o2yki8zu3wihjwqjort9l, 2j2uxep3rot3fwdq27b2im9qt, d0hq3mzumz2pvhkx2cxvalqsp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514265627,2,32,1,0,0,aekjg4wbxaixtwu4aicmiju92,1,0,0,2023-03-02T13:00:12.688Z,2023-03-23T10:38:28Z,4066768865,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514265629,2,32,1,0,0,f0zsn74nz0o01gr30weun240i,1,0,0,2023-03-02T13:00:12.688Z,2023-03-02T13:00:15Z,4066768867,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514265641,3,1,1,0,0,aekjg4wbxaixtwu4aicmiju92,1,49.8,50.3,2023-03-02T13:00:12.715Z,2023-03-23T11:15:53Z,4066768913,141,60.8,4117042857,178,,4066768911,140,32.9,4066768915,212,19.1,4066768909,56,Back,4066768917,213,2.8,4066768919,279,S,,,,3a2ef34105eqoes4s6zu1310p,Feras Al Brikan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514265655,4,1,1,0,3,aekjg4wbxaixtwu4aicmiju92,1,34.5,59.7,2023-03-02T13:00:16.260Z,2023-03-23T11:16:00Z,4117155985,178,,4066768983,212,17.1,4066768981,141,34.5,4066768985,213,4.7,4066768977,56,Back,4066768979,140,34.5,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514265667,5,1,1,0,7,aekjg4wbxaixtwu4aicmiju92,1,43.4,22,2023-03-02T13:00:20.267Z,2023-03-23T11:16:04Z,4066769035,155,,4066769043,212,31.6,4066769041,141,25.3,4066769045,213,0.1,4066769039,140,73.4,4066769037,56,Center,4117156083,178,,,,,d9pwgddm81gw3caq3njscahud,Mohammed Al Fuhaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514265669,6,1,1,0,9,aekjg4wbxaixtwu4aicmiju92,1,73.4,25.3,2023-03-02T13:00:21.808Z,2023-03-23T11:16:10Z,4066769057,212,5.1,4117156403,388,,4078551981,156,,4066769059,213,3.6,4066769055,141,21.8,4066769051,56,Center,4066769053,140,69.1,,,,3a2ef34105eqoes4s6zu1310p,Feras Al Brikan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514265673,7,1,1,0,10,aekjg4wbxaixtwu4aicmiju92,1,69.1,21.8,2023-03-02T13:00:22.873Z,2023-03-23T11:16:13Z,4066769083,141,5.0,4066769079,56,Right,4066769087,213,4.9,4066769085,212,11.5,4066769081,140,70.7,4117156515,178,,,,,,,,1vpmf7p9xsaynj1t9g5wm1qz9,T. Dingomé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514265681,8,1,1,0,12,aekjg4wbxaixtwu4aicmiju92,1,70.2,7.7,2023-03-02T13:00:25.438Z,2023-03-23T11:16:23Z,4117156933,178,,4066769129,140,67.1,4066769127,56,Right,4066769135,213,1.9,4066769131,141,20.7,4066769133,212,9.4,,,,,,,aqe0o77dv6114gsbpw3t1iymt,M. Batna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
